회사명,거래소코드,회계년도,[제조]   연구비(연결),[제조]   경상개발비(연결),[제조]매출액(영업수익)(*)
라온시큐어(주),042510,2016/12,0,170422,16697461
라온시큐어(주),042510,2017/12,0,147287,21073046
라온시큐어(주),042510,2018/12,0,0,24537193
라온시큐어(주),042510,2019/12,0,0,28319235
라온시큐어(주),042510,2020/12,0,0,28479792
라온시큐어(주),042510,2021/12,0,0,31447624
라온피플(주),300120,2019/12,,,30770552
라온피플(주),300120,2020/12,0,7826566,15041930
라온피플(주),300120,2021/12,0,8682653,19581768
램테크놀러지(주),171010,2013/12,0,0,42982186
램테크놀러지(주),171010,2014/12,0,0,24195874
램테크놀러지(주),171010,2015/12,0,0,26564192
램테크놀러지(주),171010,2016/12,0,0,23984932
램테크놀러지(주),171010,2017/12,0,0,23653471
램테크놀러지(주),171010,2018/12,0,0,30891264
램테크놀러지(주),171010,2019/12,0,0,41182157
램테크놀러지(주),171010,2020/12,0,0,40454039
램테크놀러지(주),171010,2021/12,0,212311,44080104
럭슬(주),033600,2011/12,0,0,54333121
럭슬(주),033600,2012/12,0,0,47203255
럭슬(주),033600,2013/12,0,0,48396065
럭슬(주),033600,2014/12,0,0,62798066
럭슬(주),033600,2015/12,,,48233070
럭슬(주),033600,2016/12,,,38756334
럭슬(주),033600,2017/12,,,25472189
럭슬(주),033600,2018/12,,,19919734
레이젠(주),047440,2011/12,0,1602173,127536956
레이젠(주),047440,2012/12,0,2172113,86994471
레이젠(주),047440,2013/12,0,2780454,69570061
레이젠(주),047440,2014/12,0,2553496,98727725
레이젠(주),047440,2015/12,0,2822159,82915180
레이젠(주),047440,2016/12,0,3232184,72513808
레이젠(주),047440,2017/12,0,2296394,66939567
로스웰인터내셔널유한회사,900260,2015/12,0,1955332,
로스웰인터내셔널유한회사,900260,2016/12,0,6086251,
로스웰인터내셔널유한회사,900260,2017/12,0,5778223,
로스웰인터내셔널유한회사,900260,2018/12,0,4027870,
로스웰인터내셔널유한회사,900260,2019/12,0,3922785,
로스웰인터내셔널유한회사,900260,2020/12,0,4889443,
로스웰인터내셔널유한회사,900260,2021/12,0,3716993,
로체시스템즈(주),071280,2011/12,,,57289285
로체시스템즈(주),071280,2012/12,,,41001029
로체시스템즈(주),071280,2013/12,,,66097694
로체시스템즈(주),071280,2014/12,,,35169379
로체시스템즈(주),071280,2015/12,,,74901959
로체시스템즈(주),071280,2016/12,,,98858096
로체시스템즈(주),071280,2017/12,0,2601969,337000209
로체시스템즈(주),071280,2018/12,0,843976,73998396
로체시스템즈(주),071280,2019/12,0,1650310,79882256
로체시스템즈(주),071280,2020/12,0,1252328,179791558
로체시스템즈(주),071280,2021/12,0,2343088,110051852
롯데관광개발(주),032350,2011/12,0,0,44177285
롯데관광개발(주),032350,2012/12,0,0,41049913
롯데관광개발(주),032350,2013/12,0,0,36131956
롯데관광개발(주),032350,2014/12,0,0,37946992
롯데관광개발(주),032350,2015/12,0,0,40079120
롯데관광개발(주),032350,2016/12,0,0,46357657
롯데관광개발(주),032350,2017/12,0,0,67062152
롯데관광개발(주),032350,2018/12,0,0,71400517
롯데관광개발(주),032350,2019/12,0,0,82196674
롯데관광개발(주),032350,2020/12,0,0,14066103
롯데관광개발(주),032350,2021/12,0,0,94676238
롯데렌탈(주),089860,2021/12,0,0,2235938468
롯데쇼핑(주),023530,2011/12,0,654422,15181721989
롯데쇼핑(주),023530,2012/12,0,787508,16121838219
롯데쇼핑(주),023530,2013/12,0,1840506,16562962460
롯데쇼핑(주),023530,2014/12,0,2392281,16111643380
롯데쇼핑(주),023530,2015/12,0,3190522,16177331527
롯데쇼핑(주),023530,2016/12,0,2360444,16042364597
롯데쇼핑(주),023530,2017/12,0,283749,10571819537
롯데쇼핑(주),023530,2018/12,0,300607,10217788016
롯데쇼핑(주),023530,2019/12,0,343240,9695325161
롯데쇼핑(주),023530,2020/12,0,275993,8708083759
롯데쇼핑(주),023530,2021/12,0,312381,8408202994
롯데정밀화학(주),004000,2011/12,0,17066066,1333619886
롯데정밀화학(주),004000,2012/12,0,26263017,1430857079
롯데정밀화학(주),004000,2013/12,0,36930823,1313929675
롯데정밀화학(주),004000,2014/12,0,29745979,1211718026
롯데정밀화학(주),004000,2015/12,0,25157971,1162112864
롯데정밀화학(주),004000,2016/12,0,11784518,1110673838
롯데정밀화학(주),004000,2017/12,0,11267005,1157338009
롯데정밀화학(주),004000,2018/12,0,11932981,1370099269
롯데정밀화학(주),004000,2019/12,0,11374791,1310804146
롯데정밀화학(주),004000,2020/12,0,12026873,1260405209
롯데정밀화학(주),004000,2021/12,0,13181689,1778547528
롯데정보통신(주),286940,2018/12,0,0,691242008
롯데정보통신(주),286940,2019/12,0,31038,772283145
롯데정보통신(주),286940,2020/12,0,0,835876818
롯데정보통신(주),286940,2021/12,0,0,912599810
롯데제과(주),280360,2017/12,0,0,403486275
롯데제과(주),280360,2018/12,0,0,1586113348
롯데제과(주),280360,2019/12,0,0,1530146291
롯데제과(주),280360,2020/12,0,0,1531184845
롯데제과(주),280360,2021/12,0,0,1546374039
롯데지주(주),004990,2011/12,0,0,1521967420
롯데지주(주),004990,2012/12,0,0,1524226498
롯데지주(주),004990,2013/12,0,0,1610076953
롯데지주(주),004990,2014/12,0,0,1704596944
롯데지주(주),004990,2015/12,0,0,1775103212
롯데지주(주),004990,2016/12,0,0,1766907887
롯데지주(주),004990,2017/12,0,688000,32165981
롯데지주(주),004990,2018/12,0,1772000,262939649
롯데지주(주),004990,2019/12,0,1505000,389710509
롯데지주(주),004990,2020/12,0,1201000,290497522
롯데지주(주),004990,2021/12,0,1102000,251355986
롯데칠성음료(주),005300,2011/12,0,0,1564310970
롯데칠성음료(주),005300,2012/12,0,0,2015764732
롯데칠성음료(주),005300,2013/12,0,0,2029594474
롯데칠성음료(주),005300,2014/12,0,0,2083653605
롯데칠성음료(주),005300,2015/12,0,0,2194880946
롯데칠성음료(주),005300,2016/12,0,0,2264211828
롯데칠성음료(주),005300,2017/12,0,0,2279282728
롯데칠성음료(주),005300,2018/12,0,0,2323272489
롯데칠성음료(주),005300,2019/12,0,0,2343169358
롯데칠성음료(주),005300,2020/12,0,0,2161963013
롯데칠성음료(주),005300,2021/12,0,0,2345126625
롯데케미칼(주),011170,2011/12,0,29205743,8463484253
롯데케미칼(주),011170,2012/12,0,29158798,9095887163
롯데케미칼(주),011170,2013/12,0,31630384,12273440416
롯데케미칼(주),011170,2014/12,0,39881995,11194207056
롯데케미칼(주),011170,2015/12,0,52709613,8471946292
롯데케미칼(주),011170,2016/12,0,63602150,8256999557
롯데케미칼(주),011170,2017/12,0,91748183,10149509820
롯데케미칼(주),011170,2018/12,0,92366856,10133832339
롯데케미칼(주),011170,2019/12,0,84574952,9179765914
롯데케미칼(주),011170,2020/12,0,80028807,9171305612
롯데케미칼(주),011170,2021/12,0,92453132,13739086279
롯데푸드(주),002270,2011/12,0,0,714884248
롯데푸드(주),002270,2012/12,,,1007189733
롯데푸드(주),002270,2013/12,,,1568260515
롯데푸드(주),002270,2014/12,,,1633022309
롯데푸드(주),002270,2015/12,,,1706247941
롯데푸드(주),002270,2016/12,,,1762404698
롯데푸드(주),002270,2017/12,,,1818563146
롯데푸드(주),002270,2018/12,,,1810810001
롯데푸드(주),002270,2019/12,,,1788031137
롯데푸드(주),002270,2020/12,0,0,1718858329
롯데푸드(주),002270,2021/12,0,0,1608410730
롯데하이마트(주),071840,2011/12,0,0,3400328426
롯데하이마트(주),071840,2012/12,0,0,3212151434
롯데하이마트(주),071840,2013/12,0,0,3511022446
롯데하이마트(주),071840,2014/12,,,3754294610
롯데하이마트(주),071840,2015/12,,,3896136546
롯데하이마트(주),071840,2016/12,,,3939442418
롯데하이마트(주),071840,2017/12,,,4099341306
롯데하이마트(주),071840,2018/12,,,4112678443
롯데하이마트(주),071840,2019/12,,,4026463939
롯데하이마트(주),071840,2020/12,,,4051729086
롯데하이마트(주),071840,2021/12,,,3869748651
리노공업(주),058470,2011/12,,,66049988
리노공업(주),058470,2012/12,,,75222218
리노공업(주),058470,2013/12,,,80639505
리노공업(주),058470,2014/12,,,93421913
리노공업(주),058470,2015/12,,,99475355
리노공업(주),058470,2016/12,,,112788734
리노공업(주),058470,2017/12,,,141510913
리노공업(주),058470,2018/12,,,150354373
리노공업(주),058470,2019/12,,,170307405
리노공업(주),058470,2020/12,,,201335459
리노공업(주),058470,2021/12,,,280166833
마이크로로봇(주),182690,2014/12,,,27900171
마이크로로봇(주),182690,2015/12,,,46624440
마이크로로봇(주),182690,2016/12,,,17467238
마이크로로봇(주),182690,2017/12,0,453816,8057153
마이크로로봇(주),182690,2018/12,0,241655,7255141
마이크로로봇(주),182690,2019/12,0,106706,5499071
마이크로로봇(주),182690,2020/12,0,69780,11737554
마이크로로봇(주),182690,2021/12,0,109238,1564826
만호제강(주),001080,2011/06,,,216530635
만호제강(주),001080,2012/06,0,0,237718492
만호제강(주),001080,2013/06,0,0,238805699
만호제강(주),001080,2014/06,0,0,249016596
만호제강(주),001080,2015/06,0,0,228576448
만호제강(주),001080,2016/06,0,0,211768217
만호제강(주),001080,2017/06,0,0,211061715
만호제강(주),001080,2018/06,0,0,212878986
만호제강(주),001080,2019/06,0,0,207110578
만호제강(주),001080,2020/06,0,0,194930436
만호제강(주),001080,2021/06,0,0,194468004
매일유업(주),267980,2017/12,,,881178353
매일유업(주),267980,2018/12,0,0,1300078234
매일유업(주),267980,2019/12,0,0,1391694716
매일유업(주),267980,2020/12,0,0,1460441790
매일유업(주),267980,2021/12,0,0,1543572645
매일홀딩스(주),005990,2011/12,0,0,944370045
매일홀딩스(주),005990,2012/12,0,0,1052310731
매일홀딩스(주),005990,2013/12,0,0,1138184963
매일홀딩스(주),005990,2014/12,0,0,1202641189
매일홀딩스(주),005990,2015/12,0,0,1254426870
매일홀딩스(주),005990,2016/12,0,0,1328083406
매일홀딩스(주),005990,2017/12,0,0,6906877
매일홀딩스(주),005990,2018/12,0,0,10812463
매일홀딩스(주),005990,2019/12,0,0,12854674
매일홀딩스(주),005990,2020/12,0,0,13990396
매일홀딩스(주),005990,2021/12,0,0,13722414
메가스터디(주),072870,2011/12,0,2239148,263065936
메가스터디(주),072870,2012/12,0,1801021,226687916
메가스터디(주),072870,2013/12,0,1165195,202874282
메가스터디(주),072870,2014/12,0,1407944,202761118
메가스터디(주),072870,2015/12,0,0,13949715
메가스터디(주),072870,2016/12,0,0,31400547
메가스터디(주),072870,2017/12,0,0,27930404
메가스터디(주),072870,2018/12,0,0,31025052
메가스터디(주),072870,2019/12,0,0,30030176
메가스터디(주),072870,2020/12,0,0,40055983
메가스터디(주),072870,2021/12,0,0,50273647
메가스터디교육(주),215200,2015/12,,,125212291
메가스터디교육(주),215200,2016/12,0,1007342,174483370
메가스터디교육(주),215200,2017/12,0,868718,218280260
메가스터디교육(주),215200,2018/12,0,1007725,309143489
메가스터디교육(주),215200,2019/12,0,278545,381573797
메가스터디교육(주),215200,2020/12,0,58245,411985818
메가스터디교육(주),215200,2021/12,0,0,622543381
메가엠디(주),133750,2015/12,0,0,63370802
메가엠디(주),133750,2016/12,0,0,59365177
메가엠디(주),133750,2017/12,0,0,63163701
메가엠디(주),133750,2018/12,0,0,68491327
메가엠디(주),133750,2019/12,0,0,72011100
메가엠디(주),133750,2020/12,0,0,76247593
메가엠디(주),133750,2021/12,0,0,71840964
메디앙스(주),014100,2011/12,,,181720883
메디앙스(주),014100,2012/12,,,176919420
메디앙스(주),014100,2013/12,0,66114,153309173
메디앙스(주),014100,2014/12,0,18956,142904346
메디앙스(주),014100,2015/12,0,59782,132088424
메디앙스(주),014100,2016/12,0,92983,129154197
메디앙스(주),014100,2017/12,0,59262,114389397
메디앙스(주),014100,2018/12,0,70178,103209553
메디앙스(주),014100,2019/12,0,40869,91461744
메디앙스(주),014100,2020/12,0,151274,66656033
메디앙스(주),014100,2021/12,0,103523,67433775
메디포스트(주),078160,2011/12,0,1290321,25335107
메디포스트(주),078160,2012/12,0,2277405,28189644
메디포스트(주),078160,2013/12,0,2086984,29429233
메디포스트(주),078160,2014/12,0,2084637,29715215
메디포스트(주),078160,2015/12,0,2579619,35089407
메디포스트(주),078160,2016/12,0,4932255,28654162
메디포스트(주),078160,2017/12,0,7370771,42249905
메디포스트(주),078160,2018/12,0,9325067,44383628
메디포스트(주),078160,2019/12,0,12660600,45803342
메디포스트(주),078160,2020/12,0,9442912,48626807
메디포스트(주),078160,2021/12,0,11703428,54914968
명문제약(주),017180,2011/12,0,1185387,115039065
명문제약(주),017180,2012/12,0,1075374,96381820
명문제약(주),017180,2013/12,0,100808,100202505
명문제약(주),017180,2014/12,0,7500,101402939
명문제약(주),017180,2015/12,0,23878,116329781
명문제약(주),017180,2016/12,0,0,135252700
명문제약(주),017180,2017/12,0,0,133974046
명문제약(주),017180,2018/12,0,140578,143020118
명문제약(주),017180,2019/12,0,676467,144064017
명문제약(주),017180,2020/12,0,535057,120446698
명문제약(주),017180,2021/12,0,2064654,123177079
명성티엔에스(주),257370,2018/12,0,407906,39416468
명성티엔에스(주),257370,2019/12,0,725428,35162801
명성티엔에스(주),257370,2020/12,,,17465053
명성티엔에스(주),257370,2021/12,,,11554371
명신산업(주),009900,2020/12,0,0,148453325
명신산업(주),009900,2021/12,0,0,159989292
모바일어플라이언스(주),087260,2017/12,0,1353400,48272893
모바일어플라이언스(주),087260,2018/12,0,2352910,54201526
모바일어플라이언스(주),087260,2019/12,0,2029939,41971601
모바일어플라이언스(주),087260,2020/12,0,2105684,39231177
모바일어플라이언스(주),087260,2021/12,0,2362074,47022556
모트렉스(주),118990,2017/12,0,1496719,209489966
모트렉스(주),118990,2018/12,0,389212,161689686
모트렉스(주),118990,2019/12,0,2312971,153246542
모트렉스(주),118990,2020/12,0,1980862,235113950
모트렉스(주),118990,2021/12,0,6357752,289768526
무림에스피(주),001810,2011/12,,,155840828
무림에스피(주),001810,2012/12,0,0,150595892
무림에스피(주),001810,2013/12,0,398581,154931928
무림에스피(주),001810,2014/12,0,480933,142937698
무림에스피(주),001810,2015/12,0,404785,136806398
무림에스피(주),001810,2016/12,0,394383,133949644
무림에스피(주),001810,2017/12,0,312755,131709509
무림에스피(주),001810,2018/12,0,333945,136849737
무림에스피(주),001810,2019/12,0,0,135558122
무림에스피(주),001810,2020/12,0,0,124593866
무림에스피(주),001810,2021/12,0,0,131306816
무림페이퍼(주),009200,2011/12,0,1188090,629138009
무림페이퍼(주),009200,2012/12,0,1356709,477365506
무림페이퍼(주),009200,2013/12,0,1912126,536399476
무림페이퍼(주),009200,2014/12,0,2287834,569901104
무림페이퍼(주),009200,2015/12,0,2947524,557322672
무림페이퍼(주),009200,2016/12,0,2512374,477390703
무림페이퍼(주),009200,2017/12,0,2897763,452156896
무림페이퍼(주),009200,2018/12,0,3808801,482776100
무림페이퍼(주),009200,2019/12,0,4113349,495818141
무림페이퍼(주),009200,2020/12,0,3725938,404975197
무림페이퍼(주),009200,2021/12,0,4306413,456065042
무림피앤피(주),009580,2011/12,0,1122051,462978485
무림피앤피(주),009580,2012/12,0,1356709,596440374
무림피앤피(주),009580,2013/12,0,1912126,642800010
무림피앤피(주),009580,2014/12,0,2288292,635669851
무림피앤피(주),009580,2015/12,0,2947524,625545844
무림피앤피(주),009580,2016/12,0,2445827,596777573
무림피앤피(주),009580,2017/12,0,1745328,605728871
무림피앤피(주),009580,2018/12,0,2335655,649529027
무림피앤피(주),009580,2019/12,0,2554951,591689335
무림피앤피(주),009580,2020/12,0,2120101,484811979
무림피앤피(주),009580,2021/12,0,2559446,568482761
문배철강(주),008420,2011/12,,,141816273
문배철강(주),008420,2012/12,,,157456390
문배철강(주),008420,2013/12,,,147635502
문배철강(주),008420,2014/12,,,132335203
문배철강(주),008420,2015/12,,,115219459
문배철강(주),008420,2016/12,,,129929058
문배철강(주),008420,2017/12,,,156033585
문배철강(주),008420,2018/12,,,159405950
문배철강(주),008420,2019/12,,,162552515
문배철강(주),008420,2020/12,,,152678067
문배철강(주),008420,2021/12,,,204873268
미디어젠(주),279600,2019/12,0,909607,13908713
미디어젠(주),279600,2020/12,,,11880240
미디어젠(주),279600,2021/12,,,14995449
미래나노텍(주),095500,2011/12,0,7088200,257482343
미래나노텍(주),095500,2012/12,0,9717514,302629600
미래나노텍(주),095500,2013/12,0,9564707,250584591
미래나노텍(주),095500,2014/12,0,12293217,201804400
미래나노텍(주),095500,2015/12,0,9466236,206780765
미래나노텍(주),095500,2016/12,0,9133657,203833950
미래나노텍(주),095500,2017/12,0,8195387,165134109
미래나노텍(주),095500,2018/12,0,6796622,180343067
미래나노텍(주),095500,2019/12,0,8563613,188761971
미래나노텍(주),095500,2020/12,0,7159356,266914580
미래나노텍(주),095500,2021/12,0,7079353,316454063
미래산업(주),025560,2011/12,0,30112,73769043
미래산업(주),025560,2012/12,0,0,33767221
미래산업(주),025560,2013/12,0,0,34789441
미래산업(주),025560,2014/12,0,195508,24104427
미래산업(주),025560,2015/12,0,316041,26065228
미래산업(주),025560,2016/12,0,659939,22835070
미래산업(주),025560,2017/12,0,298822,34325424
미래산업(주),025560,2018/12,0,158575,33211399
미래산업(주),025560,2019/12,0,67381,28484409
미래산업(주),025560,2020/12,0,319524,39425116
미래산업(주),025560,2021/12,0,1089352,47543225
미래오토스,176440,2016/12,0,1495800,169036453
미래오토스,176440,2017/12,0,1792825,171360738
미래오토스,176440,2018/12,0,2215654,185521711
미래오토스,176440,2019/12,0,3005697,241579062
미래오토스,176440,2020/12,0,3027451,5133316
미래오토스,176440,2021/12,0,837507,248578
미스터블루(주),207760,2014/12,,,
미스터블루(주),207760,2015/12,,,17091215
미스터블루(주),207760,2016/12,0,741119,23351070
미스터블루(주),207760,2017/12,0,961739,27377847
미스터블루(주),207760,2018/12,0,679191,26137017
미스터블루(주),207760,2019/12,0,888862,25917073
미스터블루(주),207760,2020/12,0,1440298,28876425
미스터블루(주),207760,2021/12,0,1543440,28571655
미원상사(주),002840,2011/12,0,4364291,132396135
미원상사(주),002840,2012/12,0,5477512,153041657
미원상사(주),002840,2013/12,0,6987618,151511301
미원상사(주),002840,2014/12,0,7475991,156514385
미원상사(주),002840,2015/12,0,7688129,152765665
미원상사(주),002840,2016/12,0,8992314,166036055
미원상사(주),002840,2017/12,0,7067132,174705015
미원상사(주),002840,2018/12,0,7873655,210677689
미원상사(주),002840,2019/12,0,8113492,237623261
미원상사(주),002840,2020/12,0,8572789,282330179
미원상사(주),002840,2021/12,0,9155303,344659267
미원스페셜티케미칼(주),268280,2017/12,,,208335668
미원스페셜티케미칼(주),268280,2018/12,,,360434685
미원스페셜티케미칼(주),268280,2019/12,0,5016838,377850724
미원스페셜티케미칼(주),268280,2020/12,0,4356085,371989561
미원스페셜티케미칼(주),268280,2021/12,0,4628649,534799571
미원홀딩스(주),107590,2011/12,0,2386618,204395095
미원홀딩스(주),107590,2012/12,0,3129958,234564135
미원홀딩스(주),107590,2013/12,0,4019862,255558769
미원홀딩스(주),107590,2014/12,0,3632860,266942325
미원홀딩스(주),107590,2015/12,0,3596286,256013856
미원홀딩스(주),107590,2016/12,0,3942776,271602052
미원홀딩스(주),107590,2017/12,0,86903,981522
미원홀딩스(주),107590,2018/12,0,0,4029185
미원홀딩스(주),107590,2019/12,0,204430,2198283
미원홀딩스(주),107590,2020/12,0,604113,23712312
미원홀딩스(주),107590,2021/12,0,702156,22266862
미원화학(주),134380,2011/12,,,121172921
미원화학(주),134380,2012/12,,,121285087
미원화학(주),134380,2013/12,,,144246654
미원화학(주),134380,2014/12,,,151806783
미원화학(주),134380,2015/12,,,145730165
미원화학(주),134380,2016/12,,,139901001
미원화학(주),134380,2017/12,,,151063207
미원화학(주),134380,2018/12,,,146485072
미원화학(주),134380,2019/12,,,154724322
미원화학(주),134380,2020/12,,,160234351
미원화학(주),134380,2021/12,,,197470078
미주제강(주),002670,2011/12,,,140774274
미창석유공업(주),003650,2011/12,,,397739650
미창석유공업(주),003650,2012/12,,,410608526
미창석유공업(주),003650,2013/12,,,370332622
미창석유공업(주),003650,2014/12,,,355665836
미창석유공업(주),003650,2015/12,,,309317376
미창석유공업(주),003650,2016/12,,,280598373
미창석유공업(주),003650,2017/12,,,313159052
미창석유공업(주),003650,2018/12,,,316299560
미창석유공업(주),003650,2019/12,0,0,323727562
미창석유공업(주),003650,2020/12,0,0,277578235
미창석유공업(주),003650,2021/12,0,0,406292673
미투젠(유),950190,2020/12,0,0,112955615
미투젠(유),950190,2021/12,0,0,94000578
바디텍메드(주),206640,2014/12,,,
바디텍메드(주),206640,2015/12,0,5690881,39833607
바디텍메드(주),206640,2016/12,0,7602037,47124743
바디텍메드(주),206640,2017/12,0,9932761,45622779
바디텍메드(주),206640,2018/12,0,9102032,56588375
바디텍메드(주),206640,2019/12,0,8543043,61615302
바디텍메드(주),206640,2020/12,0,11585302,127271228
바디텍메드(주),206640,2021/12,0,14257573,141042988
바이오플러스(주),099430,2021/12,0,435177,37404961
바이온(주),032980,2011/06,,,15112472
바이온(주),032980,2012/06,0,194871,12160372
바이온(주),032980,2013/06,0,0,12096928
바이온(주),032980,2014/06,0,0,11116152
바이온(주),032980,2014/12,0,0,6118343
바이온(주),032980,2015/12,0,147016,12517748
바이온(주),032980,2016/12,0,152702,19209784
바이온(주),032980,2017/12,0,188863,12395740
바이온(주),032980,2018/12,0,1118167,16509980
바이온(주),032980,2019/12,0,344321,10407615
바이온(주),032980,2020/12,0,299778,15667499
바이온(주),032980,2021/12,0,226208,11171693
바이젠셀(주),308080,2021/12,,,0
백광산업(주),001340,2011/12,0,0,373321899
백광산업(주),001340,2012/12,,,403984893
백광산업(주),001340,2013/12,,,384095759
백광산업(주),001340,2014/12,,,329755960
백광산업(주),001340,2015/12,,,129196823
백광산업(주),001340,2016/12,,,134659356
백광산업(주),001340,2017/12,,,144980616
백광산업(주),001340,2018/12,,,175487657
백광산업(주),001340,2019/12,0,0,168528542
백광산업(주),001340,2020/12,0,0,171019196
백광산업(주),001340,2021/12,0,0,190821662
범양건영(주),002410,2011/12,0,5308078,149700353
범양건영(주),002410,2012/12,0,980985,70088284
범양건영(주),002410,2013/12,,,49243025
범양건영(주),002410,2014/12,,,48447220
범양건영(주),002410,2015/12,0,39657,65525475
범양건영(주),002410,2016/12,0,18887,104664078
범양건영(주),002410,2017/12,0,0,130881462
범양건영(주),002410,2018/12,0,10000,150468452
범양건영(주),002410,2019/12,0,210450,272050582
범양건영(주),002410,2020/12,0,11850,149130151
범양건영(주),002410,2021/12,0,351,108075337
베뉴지(주),019010,2011/12,0,0,110895027
베뉴지(주),019010,2012/12,0,0,88747264
베뉴지(주),019010,2013/12,0,0,63028665
베뉴지(주),019010,2014/12,0,0,68869863
베뉴지(주),019010,2015/12,0,0,68196831
베뉴지(주),019010,2016/12,0,0,67043799
베뉴지(주),019010,2017/12,0,0,64328989
베뉴지(주),019010,2018/12,0,0,46502971
베뉴지(주),019010,2019/12,0,0,44370185
베뉴지(주),019010,2020/12,0,0,33904454
베뉴지(주),019010,2021/12,0,0,32641006
벽산건설(주),002530,2011/12,0,1445866,667453609
벽산건설(주),002530,2012/12,0,1246406,418331665
보성파워텍(주),006910,2011/12,0,221795,74783065
보성파워텍(주),006910,2012/12,0,104898,104828722
보성파워텍(주),006910,2013/12,0,19788,101569159
보성파워텍(주),006910,2014/12,0,23314,88346084
보성파워텍(주),006910,2015/12,0,22642,76398955
보성파워텍(주),006910,2016/12,0,31754,69569604
보성파워텍(주),006910,2017/12,0,89007,75383741
보성파워텍(주),006910,2018/12,0,38353,105639646
보성파워텍(주),006910,2019/12,0,50150,111651303
보성파워텍(주),006910,2020/12,,,82079529
보성파워텍(주),006910,2021/12,,,68539018
보해양조(주),000890,2011/12,0,684014,126181323
보해양조(주),000890,2012/12,0,410680,116109662
보해양조(주),000890,2013/12,0,512623,114926130
보해양조(주),000890,2014/12,0,727522,118793025
보해양조(주),000890,2015/12,0,607497,122900603
보해양조(주),000890,2016/12,0,0,114987352
보해양조(주),000890,2017/12,0,0,98851469
보해양조(주),000890,2018/12,0,0,81442710
보해양조(주),000890,2019/12,0,0,76002469
보해양조(주),000890,2020/12,0,0,78562429
보해양조(주),000890,2021/12,0,0,83748721
부광약품(주),003000,2011/03,,,180621167
부광약품(주),003000,2011/12,,,101218841
부광약품(주),003000,2012/12,,,147525248
부광약품(주),003000,2013/12,,,130794937
부광약품(주),003000,2014/12,0,10229198,141347310
부광약품(주),003000,2015/12,0,14878751,141567739
부광약품(주),003000,2016/12,0,18677493,142017353
부광약품(주),003000,2017/12,0,25067101,150015833
부광약품(주),003000,2018/12,0,24639522,192540298
부광약품(주),003000,2019/12,0,17312225,165993097
부광약품(주),003000,2020/12,0,18032396,166144370
부광약품(주),003000,2021/12,0,22464642,181630664
부국철강(주),026940,2011/12,,,279494928
부국철강(주),026940,2012/12,,,298697101
부국철강(주),026940,2013/12,,,244875798
부국철강(주),026940,2014/12,,,184214463
부국철강(주),026940,2015/12,,,165617436
부국철강(주),026940,2016/12,,,140175192
부국철강(주),026940,2017/12,,,146118525
부국철강(주),026940,2018/12,,,142352894
부국철강(주),026940,2019/12,,,132264146
부국철강(주),026940,2020/12,,,138929983
부국철강(주),026940,2021/12,,,195734223
부산방직공업(주),025270,2011/03,,,43765258
부산방직공업(주),025270,2012/03,0,0,44191364
부산방직공업(주),025270,2012/12,0,0,37638293
부산방직공업(주),025270,2013/12,0,222542,34010743
부산방직공업(주),025270,2014/12,0,248682,37829103
부산방직공업(주),025270,2015/12,0,122142,35962308
부산산업(주),011390,2011/12,0,0,21645435
부산산업(주),011390,2012/12,0,0,29684383
부산산업(주),011390,2013/12,0,306750,31797779
부산산업(주),011390,2014/12,0,210554,27921456
부산산업(주),011390,2015/12,0,31661,31629602
부산산업(주),011390,2016/12,0,26301,32206767
부산산업(주),011390,2017/12,0,32128,34468374
부산산업(주),011390,2018/12,0,81424,34275893
부산산업(주),011390,2019/12,0,130016,23706250
부산산업(주),011390,2020/12,0,218046,23072502
부산산업(주),011390,2021/12,0,129285,26817008
부산주공(주),005030,2011/12,,,178797725
부산주공(주),005030,2012/12,,,197973626
부산주공(주),005030,2013/12,,,194220302
부산주공(주),005030,2014/12,,,202423779
부산주공(주),005030,2015/12,,,192131855
부산주공(주),005030,2016/12,,,179589090
부산주공(주),005030,2017/12,,,190695746
부산주공(주),005030,2018/12,,,203828941
부산주공(주),005030,2019/12,,,204597345
부산주공(주),005030,2020/12,,,152724659
부산주공(주),005030,2021/12,,,186826816
브레인즈컴퍼니(주),099390,2021/12,,,17691442
브릿지바이오테라퓨틱스(주),288330,2019/12,0,15190400,58283297
브릿지바이오테라퓨틱스(주),288330,2020/12,0,12373204,6339946
브릿지바이오테라퓨틱스(주),288330,2021/12,0,19148632,1924158
비나텍(주),126340,2020/12,0,1014579,46690215
비나텍(주),126340,2021/12,0,912179,48923179
비디아이(주),148140,2017/12,0,1000,94899277
비디아이(주),148140,2018/12,0,245886,85647878
비디아이(주),148140,2019/12,0,370087,128590481
비디아이(주),148140,2020/12,0,0,196498599
비디아이(주),148140,2021/12,0,0,77163577
비비씨(주),318410,2020/12,0,965342,21271873
비비씨(주),318410,2021/12,0,1166363,24084349
비에이치아이(주),083650,2011/12,0,0,238889763
비에이치아이(주),083650,2012/12,0,0,500641329
비에이치아이(주),083650,2013/12,0,0,616881645
비에이치아이(주),083650,2014/12,0,0,495070960
비에이치아이(주),083650,2015/12,0,0,353502050
비에이치아이(주),083650,2016/12,0,0,310290805
비에이치아이(주),083650,2017/12,0,0,325111461
비에이치아이(주),083650,2018/12,0,0,206088984
비에이치아이(주),083650,2019/12,0,0,218870226
비에이치아이(주),083650,2020/12,0,0,235216481
비에이치아이(주),083650,2021/12,0,0,233458106
