회사명,거래소코드,회계년도,[제조]비유동비율(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]유동부채비율(IFRS연결),[제조]차입금비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]유보액대비율(IFRS연결),[제조]유보액 대 납입자본배율(IFRS연결),[제조]투자집중도(IFRS연결)
케이피엑스홀딩스(주),092230,2018/12,74.26,245.94,201.44,10.53,25.82,20.96,11.04,9.82,78.41,52.58,95.67
케이피엑스홀딩스(주),092230,2019/12,80.6,268.52,218.21,16.55,22.66,15.66,10.17,16.12,80.48,55.21,91.08
케이피엑스홀딩스(주),092230,2020/12,78.25,258.43,227.27,55.38,27.08,18.89,10.26,23.63,77.8,62.56,109.16
케이피엑스홀딩스(주),092230,2021/12,75.89,226.52,189.04,37.8,32.53,25,16.03,13.71,75.27,64.67,95.82
켄코아에어로스페이스(주),274090,2020/12,137.06,136.05,54.51,28.59,140.53,76.05,107.99,-4.62,35.63,5.99,282.07
켄코아에어로스페이스(주),274090,2021/12,219.28,85.08,46.54,28.89,317.03,232.43,177.66,-4.1,18.45,3.34,190.51
코나아이(주),052400,2011/12,98.29,143.13,92.71,33,115.47,81.87,84.96,6.06,44.82,18.18,129.17
코나아이(주),052400,2012/12,93.33,127.35,80.26,42.57,81.7,69.39,58.91,5.6,54.16,21.66,124.07
코나아이(주),052400,2013/12,67.6,155.48,86.76,46.95,82.87,74.14,61.2,10.51,53.84,25.79,141.55
코나아이(주),052400,2014/12,55.25,173.91,110.17,53.95,70.16,66.08,41.31,11.3,56.96,22.44,137.39
코나아이(주),052400,2015/12,37.13,268.45,170.98,117.79,37.61,37.43,26.65,17.85,70.77,26.37,132.11
코나아이(주),052400,2016/12,44.1,256.27,184.45,132.58,36.07,35.89,28.73,-4.35,78.78,25.66,205.54
코나아이(주),052400,2017/12,43.68,245.49,176.79,126.25,39.11,38.88,32.02,-7.91,79.4,20.09,182.01
코나아이(주),052400,2018/12,46.73,187.82,134.44,29.76,60.9,60.78,44,-22.97,63.86,12.61,159.34
코나아이(주),052400,2019/12,43.07,124.91,115.55,86.59,235.69,234.26,46.57,-1.56,30.7,11.38,230.55
코나아이(주),052400,2020/12,111.02,98.44,95.54,90.49,610.18,608.65,38.51,11.37,15.18,13.43,439.58
코나아이(주),052400,2021/12,55.9,413.07,404.99,371.74,683.81,176.22,21.53,45.53,14.72,20.03,523.69
코닉오토메이션(주),391710,2021/12,,,,,,,,,,,
코드네이처(주),078940,2011/12,180.26,58.64,52.19,3.29,168.3,150.13,118.87,-0.22,-24.58,-0.4,138.2
코드네이처(주),078940,2012/12,247.79,21.07,17.61,0.13,182.71,165.78,117.27,0.18,27.49,3.48,148.24
코드네이처(주),078940,2013/12,297.17,15.81,15.35,0.6,224.68,174.03,91.37,-0.77,21.1,2.17,136.17
코드네이처(주),078940,2014/12,300.7,24.74,24.74,0.77,247.61,189.65,107.89,0.35,6.6,0.3,40.55
코드네이처(주),078940,2015/12,210.61,59.45,59.45,6.21,166.24,93.58,104.02,-0.13,11.99,0.47,55.83
코드네이처(주),078940,2016/12,156.25,68.48,65.84,1.4,100.63,64.81,60.8,-1.5,28.97,1.36,513.44
코드네이처(주),078940,2017/12,722.1,25.27,24.79,0.95,793,676.3,484.66,-3.12,-25.96,-0.7,79.59
코드네이처(주),078940,2018/12,580.69,47.74,44.8,0.56,723.07,507.67,390.63,-1.24,-49.99,-0.8,78.89
코드네이처(주),078940,2019/12,97.44,104.52,101.51,12.48,116.03,113.46,64.4,1.06,9.69,0.26,55.54
코드네이처(주),078940,2020/12,106.44,113.64,107.35,4.41,124.68,104.04,92.47,-2.65,6.68,0.18,58.99
코드네이처(주),078940,2021/12,116.47,100.24,71.73,3.67,157.74,140.93,64.75,-2.18,-4.72,-0.11,58.94
코리아에프티(주),123410,2011/12,,,,,,,,,,,
코리아에프티(주),123410,2012/12,98.33,123.93,89.51,28.88,129.76,106.05,70.04,7.64,45.78,29.93,68.67
코리아에프티(주),123410,2013/12,99.4,117.35,87.21,29.06,111.94,95.9,61.35,10.9,47.47,34.25,69.04
코리아에프티(주),123410,2014/12,109.3,118.19,84.82,23.37,115.51,89.86,56.43,13.58,45.22,38.38,77.96
코리아에프티(주),123410,2015/12,115.99,102.28,68.44,15.38,123.74,105.35,51.27,8.53,43.66,42.16,75.21
코리아에프티(주),123410,2016/12,132.48,91.48,61.74,10.54,142.32,120.07,64.09,10.83,40.35,44.07,74.28
코리아에프티(주),123410,2017/12,154.96,81.3,56.32,9.57,167.09,137.92,81.77,0.48,36.59,42.99,81.48
코리아에프티(주),123410,2018/12,141.18,94.81,66.15,7.78,175.88,142.07,77.95,2.73,35.41,42.5,78.27
코리아에프티(주),123410,2019/12,143.98,97.33,64.07,11.67,164.6,123.93,79.85,2.4,36.96,44.18,68.26
코리아에프티(주),123410,2020/12,139.52,109.39,73.98,10.58,182.68,130.87,98.76,1.81,34.61,45.23,80.53
코리아에프티(주),123410,2021/12,134.2,114.33,69.01,20.22,166.83,116,85.51,2.32,36.73,49.27,70.83
코리아오토글라스(주),152330,2015/12,,,,,,,,,,,
코리아오토글라스(주),152330,2016/12,110.97,105.02,74.26,11.79,73.25,59.3,22.2,221.34,37.05,1.79,108.6
코리아오토글라스(주),152330,2017/12,,,,,,,,,,,
코리아오토글라스(주),152330,2018/12,,,,,,,,,,,
코리아오토글라스(주),152330,2019/12,,,,,,,,,,,
코스맥스(주),192820,2014/12,,,,,,,,,,,
코스맥스(주),192820,2015/12,189.53,86.41,58.05,5.78,354.76,306.96,218.23,6.31,21.02,20.5,77.31
코스맥스(주),192820,2016/12,130.08,103.2,70.61,17.8,221.21,185.21,120.45,7.64,30.41,40.31,78.26
코스맥스(주),192820,2017/12,189.89,95.84,60.47,7.47,308.96,228.59,177.43,3.77,23.94,44.5,101.65
코스맥스(주),192820,2018/12,192.59,91.59,59.4,5.41,338.93,268.95,213.53,2.83,22.33,47.18,81.21
코스맥스(주),192820,2019/12,185.19,86.31,57.14,10.69,280.56,226.37,174,2.38,25.88,62.03,86.12
코스맥스(주),192820,2020/12,208.32,86.7,59.78,14.28,337.31,264.1,225.16,3.32,22.47,53.17,79.9
코스맥스(주),192820,2021/12,133.16,100.58,72.2,12.67,203.39,169.25,121.03,7,32.58,81.06,81.62
코스맥스비티아이(주),044820,2011/12,161.3,88.5,56.72,8.82,226.29,186.43,118.94,4.9,27.57,8.08,77.9
코스맥스비티아이(주),044820,2012/12,151.84,108.06,70.02,8.4,202.14,139.09,119.01,5.68,30.54,10.86,66.74
코스맥스비티아이(주),044820,2013/12,145.41,125.66,83.41,12.22,200.98,123.8,117.72,7.34,31.21,14.14,77.17
코스맥스비티아이(주),044820,2014/12,123.45,80.86,57.51,12.78,47.18,29.35,31.91,2.95,66.85,56.46,119.79
코스맥스비티아이(주),044820,2015/12,133.67,91.23,76.04,10.5,67.35,36.91,47.47,3.2,58.94,66.85,141.23
코스맥스비티아이(주),044820,2016/12,154.95,86.08,69.14,21.56,93.48,44.77,66.19,3.86,51.02,71.27,129.34
코스맥스비티아이(주),044820,2017/12,174.09,48.86,34.99,7.45,115.55,84.87,84.08,1.24,45.8,70.65,136.03
코스맥스비티아이(주),044820,2018/12,187.02,50.5,35.88,5.83,144.5,113.83,106.02,1.94,40.4,74.02,127.08
코스맥스비티아이(주),044820,2019/12,184.66,53.79,36.02,13.71,150.77,122.89,115.96,-0.48,39.38,73.21,118.83
코스맥스비티아이(주),044820,2020/12,191.13,58.11,44.79,23.63,165.34,127.72,129.15,0.1,37.2,68.29,106.02
코스맥스비티아이(주),044820,2021/12,199.09,64.8,46.88,20.76,179.23,123.68,137.78,0.94,35.36,70.3,99.32
코스맥스엔비티(주),222040,2015/12,82.03,184.3,162.01,73.94,78.27,52.22,47.62,14.85,51.58,11.44,141.73
코스맥스엔비티(주),222040,2016/12,123.32,138.58,110.44,47.75,121.75,71.03,69.26,19.03,42.28,15,110.84
코스맥스엔비티(주),222040,2017/12,151.71,109.68,68.52,23.86,130.81,72.12,87.72,6.86,38.15,7.38,106.98
코스맥스엔비티(주),222040,2018/12,170.46,89.69,63.07,13.94,198.66,142.94,135.67,5.16,29.74,7.94,123.11
코스맥스엔비티(주),222040,2019/12,237.85,71.01,42.8,18.07,298.56,226.33,246.54,-1.64,21.49,5.96,136.66
코스맥스엔비티(주),222040,2020/12,268.59,68.29,51.52,31.54,409.9,353.33,332.49,-0.42,16.23,4.8,110.62
코스맥스엔비티(주),222040,2021/12,263.37,79.05,54.05,28.51,431.47,339.16,348.91,1.22,15.49,4.66,104.49
코스모신소재(주),005070,2011/12,,,,,,,,,,,
코스모신소재(주),005070,2012/12,,,,,,,,,,,
코스모신소재(주),005070,2013/12,,,,,,,,,,,
코스모신소재(주),005070,2014/12,,,,,,,,,,,
코스모신소재(주),005070,2015/12,,,,,,,,,,,
코스모신소재(주),005070,2016/12,,,,,,,,,,,
코스모신소재(주),005070,2017/12,,,,,,,,,,,
코스모신소재(주),005070,2018/12,,,,,,,,,,,
코스모신소재(주),005070,2019/12,,,,,,,,,,,
코스모신소재(주),005070,2020/12,,,,,,,,,,,
코스모신소재(주),005070,2021/12,,,,,,,,,,,
코스모화학(주),005420,2011/12,,,,,,,,,,,
코스모화학(주),005420,2012/12,,,,,,,,,,,
코스모화학(주),005420,2013/12,192.17,58.28,30.82,0.65,151.02,100.98,113.29,-0.8,31.29,3.65,238.78
코스모화학(주),005420,2014/12,235.08,43.96,26.02,2.17,195.43,137.3,124.35,-1.73,25.77,3.18,280.32
코스모화학(주),005420,2015/12,275.57,58.49,48.45,1.36,308.3,226.93,199.07,-1.93,13.95,1.32,198.61
코스모화학(주),005420,2016/12,334.13,42.22,32.23,2.42,353.29,282.25,209.5,-0.79,8.16,0.59,148.39
코스모화학(주),005420,2017/12,221.74,46.77,20.12,1.94,187.23,140.04,121.67,1.62,18.41,1.12,101.18
코스모화학(주),005420,2018/12,226.24,62.4,31.61,4.92,203.43,123.72,130.06,0.78,16.94,1.05,71.47
코스모화학(주),005420,2019/12,157.96,84.53,59.25,19.17,123.59,77.64,85.09,-0.62,39.72,7.86,123.67
코스모화학(주),005420,2020/12,185.94,77.14,56.27,9.63,167.4,105.61,96.34,0.59,33.52,8.58,175.24
코스모화학(주),005420,2021/12,159.23,78.05,39,8.46,125.01,84.29,80.5,4.67,40.38,9.87,122.72
코아스템켐온(주),166480,2015/12,33.92,987.68,979.02,346.54,11.72,7.88,0,91.78,79.03,7.54,372.07
코아스템켐온(주),166480,2016/12,35.64,1265.95,1252.7,180.93,10.19,5.89,0,999999999,81.58,8.89,424.22
코아스템켐온(주),166480,2017/12,47.48,998.45,990.92,65.05,12.1,6.47,0.75,-58.98,80.54,9.29,454.78
코아스템켐온(주),166480,2018/12,50.81,740.97,733.33,66.44,14.74,8.63,0,-235.07,78.35,8.9,360.34
코아스템켐온(주),166480,2019/12,54.77,645.29,639.3,43.54,14.88,9.32,1.18,-78.83,77.87,8.49,319.46
코아스템켐온(주),166480,2020/12,60.85,148.14,147.61,49.31,111.48,101.68,29.84,-3.05,41.78,7.6,522.2
코아스템켐온(주),166480,2021/12,91.54,123.1,122.37,9.5,108.51,95.02,42.25,-2.08,42.14,7.24,411.32
코오롱글로벌(주),003070,2011/12,139.23,106.56,91.58,6.6,483.43,416.86,229.46,1.27,3.26,0.22,163.44
코오롱글로벌(주),003070,2012/12,158.13,111.06,99.79,5.87,520.6,416.42,239.44,-0.08,1.99,0.13,56.61
코오롱글로벌(주),003070,2013/12,250.03,97.9,87.94,6.58,520.15,378.06,240.14,0.31,-1.04,-0.06,57.9
코오롱글로벌(주),003070,2014/12,192.92,85.88,75.09,2.12,339.7,287.36,155.44,0.12,17.98,3.77,55.42
코오롱글로벌(주),003070,2015/12,230.73,86.28,75.74,5.68,352.37,256.89,133.37,1.11,16.81,3.15,50.33
코오롱글로벌(주),003070,2016/12,248.36,76.7,62.82,5.12,377.68,298.98,134.49,2.18,15.95,3.13,48.26
코오롱글로벌(주),003070,2017/12,241.57,76.47,62.63,6.44,386.31,320.06,140.47,2.16,15.02,2.66,45.96
코오롱글로벌(주),003070,2018/12,242.86,75.4,64.95,6.58,355.17,281.57,159.3,2.18,15.8,2.52,43.39
코오롱글로벌(주),003070,2019/12,266.24,77.3,63.93,7.74,384.68,282.58,179.8,2.79,14.94,2.58,47.23
코오롱글로벌(주),003070,2020/12,278.42,72.52,61.25,7.72,407.89,316.43,164.51,5.6,14.57,2.82,47.78
코오롱글로벌(주),003070,2021/12,229.1,81.96,72.39,9.37,319.93,232.84,128.11,9.19,18.9,3.81,40.03
코오롱머티리얼(주),144620,2012/12,,,,,,,,,,,
코오롱머티리얼(주),144620,2013/12,,,,,,,,,,,
코오롱머티리얼(주),144620,2014/12,,,,,,,,,,,
코오롱머티리얼(주),144620,2015/12,,,,,,,,,,,
코오롱머티리얼(주),144620,2016/12,,,,,,,,,,,
코오롱머티리얼(주),144620,2017/12,,,,,,,,,,,
코오롱머티리얼(주),144620,2018/12,,,,,,,,,,,
코오롱머티리얼(주),144620,2019/12,,,,,,,,,,,
코오롱머티리얼(주),144620,2020/12,,,,,,,,,,,
코오롱생명과학(주),102940,2011/12,,,,,,,,,,,
코오롱생명과학(주),102940,2012/12,,,,,,,,,,,
코오롱생명과학(주),102940,2013/12,,,,,,,,,,,
코오롱생명과학(주),102940,2014/12,,,,,,,,,,,
코오롱생명과학(주),102940,2015/12,,,,,,,,,,,
코오롱생명과학(주),102940,2016/12,,,,,,,,,,,
코오롱생명과학(주),102940,2017/12,,,,,,,,,,,
코오롱생명과학(주),102940,2018/12,,,,,,,,,,,
코오롱생명과학(주),102940,2019/12,,,,,,,,,,,
코오롱생명과학(주),102940,2020/12,254.97,69.28,39.8,10.33,328.49,250.45,132.91,-4.68,21.37,9.3,167.09
코오롱생명과학(주),102940,2021/12,137.45,102.67,54.49,29.12,136.05,96.04,69.33,0.64,40.28,16.56,130.62
코오롱인더스트리(주),120110,2011/12,142.82,108.82,68.79,11.24,167.75,114.8,93.82,4.32,37.33,12.88,74.19
코오롱인더스트리(주),120110,2012/12,138.58,121.83,72.6,14.77,145.84,88.05,93.66,3.32,40.66,13.53,77.37
코오롱인더스트리(주),120110,2013/12,142.97,114.96,64.07,7.34,142.59,86.66,94.14,3.05,41.2,13.96,76.93
코오롱인더스트리(주),120110,2014/12,139.92,111.13,62.57,3.56,136.38,86.81,91.79,2.34,39.37,13.42,78.86
코오롱인더스트리(주),120110,2015/12,154.82,106.36,59.72,5.12,153.82,93.08,95.92,4,36.6,13.09,86.82
코오롱인더스트리(주),120110,2016/12,149.7,105.22,64.77,7.49,146.99,92.46,90.3,4.43,37.83,14.22,94.78
코오롱인더스트리(주),120110,2017/12,153.6,98.52,60.93,3.62,143.79,91.55,90.52,3.15,38.51,15.34,92.92
코오롱인더스트리(주),120110,2018/12,163.8,84.12,46.44,3.73,152.33,105.24,102.66,2.08,36.96,13.85,98.83
코오롱인더스트리(주),120110,2019/12,151.15,92.61,53.52,5.17,148.93,105.58,110.37,2.22,37.36,13.3,105.06
코오롱인더스트리(주),120110,2020/12,138.47,86.8,50.49,7.47,120.05,94,81.05,2.64,42.49,14.41,109.96
코오롱인더스트리(주),120110,2021/12,132.84,99.14,53.98,10.78,119.61,87.52,78.7,5.84,42.84,15.85,100.86
코오롱티슈진(주),950160,2017/12,,,,,,,,,,,
코오롱티슈진(주),950160,2018/12,,,,,,,,,,,
코오롱티슈진(주),950160,2019/12,,,,,,,,,,,
코오롱티슈진(주),950160,2020/12,,,,,,,,,,,
코오롱티슈진(주),950160,2021/12,,,,,,,,,,,
코오롱플라스틱(주),138490,2011/12,133.15,90.22,41.03,6.71,124.07,100.78,55.14,512.77,29.87,2.02,51.16
코오롱플라스틱(주),138490,2012/12,132.6,78.73,30.76,6.61,123.24,115.13,84.21,3.02,30.89,2.22,88.12
코오롱플라스틱(주),138490,2013/12,137.85,101.56,39.25,6.99,148.02,108.47,107.46,0.39,27.11,2.05,93.92
코오롱플라스틱(주),138490,2014/12,136.33,96.22,37.69,5.45,136.66,104.28,95.75,1.75,28.72,2.12,85.52
코오롱플라스틱(주),138490,2015/12,123.82,85.36,33.48,5.95,113.93,105.56,76.4,4.55,32.84,2.36,82.05
코오롱플라스틱(주),138490,2016/12,114.88,101.35,57.61,16.35,76.35,60.66,33.02,8.97,44.38,3.6,100.68
코오롱플라스틱(주),138490,2017/12,115.27,106.9,61.93,12.16,81.89,62.33,39.39,11.04,44.24,4.12,99.92
코오롱플라스틱(주),138490,2018/12,111.58,121.88,59.44,12.49,72.78,50.21,32.52,12.05,46.73,4.19,87.11
코오롱플라스틱(주),138490,2019/12,111.4,127.32,57.57,11.03,71.37,47.11,43.6,3.8,47.13,4.2,83.31
코오롱플라스틱(주),138490,2020/12,105.95,154.85,80.5,16.73,60.36,35.14,29.79,1.76,50.41,4.22,84.72
코오롱플라스틱(주),138490,2021/12,89.87,144.76,59.92,16.98,67.35,53.53,24.5,20.55,49.46,4.8,74.58
코원에너지서비스(주),026870,2011/12,,,,,,,,,,,
코웨이(주),021240,2011/12,142.58,99.01,81.08,16.98,120.18,78.38,74,8.84,49.53,19.79,76.34
코웨이(주),021240,2012/12,124.31,102.64,93.19,20.08,123.56,96.7,74.95,7.48,47.58,20.54,75.78
코웨이(주),021240,2013/12,103.78,102.17,92.45,35.27,77.26,71.92,34.85,18.21,60.15,24.67,74.78
코웨이(주),021240,2014/12,98.6,113.45,101.68,28.01,56.01,50.61,15.91,31.61,69.58,27.75,70.5
코웨이(주),021240,2015/12,90.62,138.16,123.39,24.6,43.38,38.19,7.11,106.78,74.45,32.51,72.78
코웨이(주),021240,2016/12,104.33,99.69,90.15,9.02,66.28,62.15,29.73,55.51,67.41,32.62,79.05
코웨이(주),021240,2017/12,139.21,70.37,63.71,9.81,119.79,114.51,69.46,38.32,51.48,27.33,82.11
코웨이(주),021240,2018/12,141.14,68.36,60.02,5.62,118.71,113.48,68.18,29.23,46.83,27.4,84.31
코웨이(주),021240,2019/12,193.84,48.33,41.22,3.82,165.04,147.31,83.72,20.85,38.6,27.1,90.76
코웨이(주),021240,2020/12,143.1,63.28,53.82,8.17,103.29,95.12,49.18,28.6,49.55,36.91,90.15
코웨이(주),021240,2021/12,141.47,85.56,67.39,5.65,99.57,67.9,46.86,35.81,50.39,47.1,98.17
코웰패션(주),033290,2011/12,108.81,150.37,112.65,10.26,85.58,51.05,62.66,3.99,48.12,8.34,181.78
코웰패션(주),033290,2012/12,111.6,111.44,88.39,15.17,86.85,67.52,67.1,1.46,47.67,8.15,161.28
코웰패션(주),033290,2013/12,119.67,114.15,86.84,17.55,50.14,26.69,40.45,-2.28,55.76,5.14,192.05
코웰패션(주),033290,2014/12,108.21,84.61,63.63,7.27,39.81,37.34,29.87,-2.29,58.28,4.4,172.86
코웰패션(주),033290,2015/12,87.42,175.23,86.33,18.45,54.83,38.47,35.09,15.39,39.04,1.53,89.42
코웰패션(주),033290,2016/12,73.49,190.06,115.18,48.45,54.18,42.46,28.79,42.67,44.63,2,67.86
코웰패션(주),033290,2017/12,89.26,213.79,132.14,51.7,58.63,32.45,35.97,80.68,46.85,2.75,57.99
코웰패션(주),033290,2018/12,73.13,248.25,142.68,62.57,46.82,29.68,28.64,60.78,55.73,3.85,67.82
코웰패션(주),033290,2019/12,63.87,203.56,114.67,15.52,42.15,38.46,21.43,66.81,61.11,4.79,68.29
코웰패션(주),033290,2020/12,56.37,343.99,174.86,33.33,28.76,21.04,11.33,196.72,69.32,5.55,68.61
코웰패션(주),033290,2021/12,169.27,117.77,73.86,46.81,132.78,53.93,93.35,29.32,39.84,8.83,125.45
코위버(주),056360,2011/12,60.52,421.89,274,81.1,15,12.91,1.75,45.43,83.79,11.21,114.84
코위버(주),056360,2012/12,72.72,324.3,186.91,77.4,13.08,12.44,3.99,20.68,85.38,11.82,99.91
코위버(주),056360,2013/12,66.03,259.03,176.51,36.35,22.68,21.87,4.6,58.76,78.94,12.99,93.98
코위버(주),056360,2014/12,63.56,355.68,247.35,74.65,18.1,15.33,4.19,95.67,82.24,14.28,100.17
코위버(주),056360,2015/12,59.91,315.83,264.39,121.26,23.36,20.09,3.66,106.16,77.58,16.15,118.42
코위버(주),056360,2016/12,54.44,327.3,249,133.03,29.66,22.98,7.94,89.71,74.02,17.32,143.05
코위버(주),056360,2017/12,65.24,306.37,238.87,132.89,25.45,19.65,10.62,29.42,76.71,18.53,134.96
코위버(주),056360,2018/12,70.45,225.44,164.71,76.79,29.84,26.35,16.06,-3.01,74.26,19.61,136.4
코위버(주),056360,2019/12,66.34,201.79,143.83,45.51,38.96,35.99,14.75,40.09,69.8,23.49,109.77
코위버(주),056360,2020/12,51.1,332.6,252.26,24.35,24.24,21.99,11.67,14.62,78.14,24.16,156.02
코위버(주),056360,2021/12,48.53,333.85,218.79,28.39,24.58,22.78,11.17,29.17,78.04,25.4,157.75
콜마비앤에이치(주),200130,2014/12,,,,,,,,,,,
콜마비앤에이치(주),200130,2015/12,50.56,298.27,217.27,47.57,25.9,25.26,0.59,324.47,73.73,12.69,48.99
콜마비앤에이치(주),200130,2016/12,49.98,328.01,268.76,58.98,23.26,22.34,5.43,421.37,71.91,7.73,55.77
콜마비앤에이치(주),200130,2017/12,64.07,174.04,135.68,38.16,52.42,50.76,7.99,170.86,60.22,11.06,59.51
콜마비앤에이치(주),200130,2018/12,67.67,186.18,139,35.84,41.16,39.47,4.45,209.69,65.83,12.99,65.51
콜마비앤에이치(주),200130,2019/12,70.3,178.6,136.78,51.3,51.79,45.62,9.58,213.42,62.1,16.24,73.71
콜마비앤에이치(주),200130,2020/12,67.82,183.08,143.71,64.7,55.06,47.65,12.68,129.46,61.61,21.19,75.55
콜마비앤에이치(주),200130,2021/12,69.06,215.16,160.8,72.96,39.12,32.56,18,49.62,69.16,25.18,80.6
쿠쿠홀딩스(주),192400,2014/12,57.98,352.49,287.23,57.9,25.48,19.15,0.67,2763.01,92.11,103.98,72.97
쿠쿠홀딩스(주),192400,2015/12,59.36,362.89,299.62,57.45,22.68,17.45,0.01,3726.46,92.58,117.28,69.8
쿠쿠홀딩스(주),192400,2016/12,66.58,292.22,231.65,41.75,25.99,20.33,0.01,5614.28,89.78,130.92,73.35
쿠쿠홀딩스(주),192400,2017/12,88.34,202.38,163.31,21.12,36.84,23.96,0,999999999,82.23,151.48,46.68
쿠쿠홀딩스(주),192400,2018/12,81.98,274.67,225.77,25.09,22.57,14.78,0,66362.19,87.5,183.81,57.43
쿠쿠홀딩스(주),192400,2019/12,80.99,281.51,234.68,8.28,20.62,14.08,0.32,1935.75,88.35,201.87,57.98
쿠쿠홀딩스(주),192400,2020/12,78.69,273.18,233.25,21.29,21.57,15.7,0.22,1117.29,87.03,226.39,60.93
쿠쿠홀딩스(주),192400,2021/12,75.41,294.46,243.97,29.09,20.77,15.4,0.25,4555.57,86.93,261.77,67.06
쿠쿠홈시스(주),284740,2018/12,80.97,192.48,152.86,20.57,34.98,28.06,8.45,26.79,73.76,168.51,121.22
쿠쿠홈시스(주),284740,2019/12,82.4,176.62,144.19,17.77,36.86,30.84,9.53,51.31,72.8,203.31,93.67
쿠쿠홈시스(주),284740,2020/12,79.8,193.21,170.39,28.69,32.1,27.07,2,43.28,75.47,238.18,87.03
쿠쿠홈시스(주),284740,2021/12,81.39,195.81,178.35,53.09,38.55,29.19,8.36,108.05,72.01,311.1,104.88
큐렉소(주),060280,2011/12,34.21,245.48,223.92,76.82,171.85,96.81,141.84,-4.24,24.17,1.78,257.83
큐렉소(주),060280,2012/12,20.25,2254.36,1729.93,1251.6,3.94,3.71,0.22,-5.02,71.72,2.74,209.84
큐렉소(주),060280,2013/12,26.37,722.7,491.22,190.11,12.69,11.94,6.04,-172.33,56.88,1.67,127.17
큐렉소(주),060280,2014/12,74.28,115.36,65.1,27.36,189.33,186.42,157.69,-25.91,3.33,0.1,154.32
큐렉소(주),060280,2015/12,33.3,660.96,448.29,292.39,12.34,11.96,5.75,-180.64,67.53,2.94,212.95
큐렉소(주),060280,2016/12,,,,,,,,,,,
큐렉소(주),060280,2017/12,,,,,,,,,,,
큐렉소(주),060280,2018/12,,,,,,,,,,,
큐렉소(주),060280,2019/12,,,,,,,,,,,
큐렉소(주),060280,2020/12,,,,,,,,,,,
큐렉소(주),060280,2021/12,,,,,,,,,,,
크로바하이텍(주),043590,2011/12,122.23,93.5,57.83,10.01,125.83,110.8,67.13,1.77,36.89,4.58,77.36
크로바하이텍(주),043590,2012/12,115.7,95.59,66.99,26.47,91.15,78.93,53.68,5.62,44.98,5.31,81.54
크로바하이텍(주),043590,2013/12,100.31,112.99,79.82,29.83,81.2,71.59,50.02,-10.67,46.29,5.2,110.19
크로바하이텍(주),043590,2014/12,96.24,118.98,83.18,35.33,86.09,75.52,55.57,-7.22,44.35,4.72,109.97
크로바하이텍(주),043590,2015/12,97.49,113.14,83.58,29.83,99.49,90.15,68.05,-4.96,40.91,4.2,115.19
크로바하이텍(주),043590,2016/12,87.83,113.41,79.8,35.65,90.74,90.74,57.52,2.41,43.85,4.35,106.78
크로바하이텍(주),043590,2017/12,89.8,126.47,82.35,37.06,81.01,72.12,42.9,-1.81,45.68,4.06,100.31
크로바하이텍(주),043590,2018/12,165.34,60.34,48.28,21.34,150.35,140.89,89.46,-9.54,25.39,1.42,106.59
크로바하이텍(주),043590,2019/12,91.38,120.56,75.21,13.86,68.41,63.89,0.78,-2.92,25.36,0.59,73.57
크로바하이텍(주),043590,2020/12,91.64,143.08,105.85,26.97,51.83,42.06,11.74,-6.76,17.34,0.3,61.71
크로바하이텍(주),043590,2021/12,59.2,409.51,336.85,172.99,16.67,14.03,0.54,31.9,44.03,0.96,74.81
크루셜텍(주),114120,2011/12,90.79,119.89,64.42,10.95,117.62,105.79,71.3,10.18,42.64,9.75,96.87
크루셜텍(주),114120,2012/12,114.33,117.49,62.6,16.38,145.67,111.79,108,-1.93,38.48,9.47,94.14
크루셜텍(주),114120,2013/12,160.9,86.6,44.31,3.95,225.79,190.41,152.72,-2.82,27.38,8.27,75.54
크루셜텍(주),114120,2014/12,204.29,90.05,50.72,6.29,276.41,191.12,197.11,-1.5,22.96,6.37,75.53
크루셜텍(주),114120,2015/12,121.4,120.87,51.73,7.05,196.76,145.08,111.44,2.75,28.81,5.9,89.5
크루셜텍(주),114120,2016/12,107.84,144.62,69.24,4.87,172.66,113.97,127.6,1.32,32.09,6.44,74.97
크루셜텍(주),114120,2017/12,112.9,100.74,55.51,5.67,192.63,178.41,115.29,-7.97,22.98,1.96,122.62
크루셜텍(주),114120,2018/12,69.54,160.73,64.59,26.03,78.07,67.52,60.28,-8.55,13.83,0.32,172.52
크루셜텍(주),114120,2019/12,122.79,85.17,32.03,9.83,145.62,144.21,105.16,-8.71,-19.39,-0.32,158.53
크루셜텍(주),114120,2020/12,62.46,252.59,109.94,33.99,46.97,33.46,24.83,-11.56,33.49,0.96,110.87
크루셜텍(주),114120,2021/12,88.66,108.77,60.37,27.88,137.81,137.13,72.87,-12.68,-0.31,-0.01,113.29
크리스탈지노믹스(주),083790,2011/12,107.13,254.14,254.14,138.46,107.31,39.42,67.78,-20.73,34.61,2.54,1458.17
크리스탈지노믹스(주),083790,2012/12,130.33,86.05,86.05,56.95,145.02,133.28,96.48,-2.84,24.69,1.53,1273.68
크리스탈지노믹스(주),083790,2013/12,211.46,200.94,200.94,106.82,145.47,16.92,95.53,-1.56,29.86,2.74,691.24
크리스탈지노믹스(주),083790,2014/12,134.34,101.11,100.77,87.56,92.72,57.75,61.81,-1.49,41.25,3.87,1112.98
