회사명,거래소코드,회계년도,배당금_현금
(주)포스코인터내셔널,047050,2020/12,86362424
(주)포스코인터내셔널,047050,2021/12,98699913
(주)포스코케미칼,003670,2011/12,5907000
(주)포스코케미칼,003670,2012/12,8861000
(주)포스코케미칼,003670,2013/12,8860500
(주)포스코케미칼,003670,2014/12,10337250
(주)포스코케미칼,003670,2015/12,11814000
(주)포스코케미칼,003670,2016/12,17721000
(주)포스코케미칼,003670,2017/12,20674500
(주)포스코케미칼,003670,2018/12,23628000
(주)포스코케미칼,003670,2019/12,24395288
(주)포스코케미칼,003670,2020/12,18296466
(주)포스코케미칼,003670,2021/12,23238966
(주)포스코플랜텍,051310,2011/12,
(주)포스코플랜텍,051310,2012/12,
(주)포스코플랜텍,051310,2013/12,
(주)포스코플랜텍,051310,2014/12,
(주)포시에스,189690,2015/06,620353
(주)포시에스,189690,2016/06,630000
(주)포시에스,189690,2017/06,661334
(주)포시에스,189690,2018/06,694000
(주)포시에스,189690,2019/06,729121
(주)포시에스,189690,2020/06,760577
(주)포시에스,189690,2021/06,826000
(주)포인트모바일,318020,2020/12,
(주)포인트모바일,318020,2021/12,1246337
(주)포인트엔지니어링,176560,2017/12,992000
(주)포인트엔지니어링,256630,2017/12,
(주)포인트엔지니어링,256630,2018/12,
(주)포인트엔지니어링,176560,2018/12,1240000
(주)포인트엔지니어링,256630,2019/12,1086814
(주)포인트엔지니어링,256630,2020/12,2268862
(주)포인트엔지니어링,256630,2021/12,1133135
(주)포커스에이치엔에스,331380,2019/12,
(주)포커스에이치엔에스,331380,2020/12,
(주)포커스에이치엔에스,331380,2021/12,
(주)폭스소프트,354230,2020/12,
(주)폴라리스세원,234100,2017/12,
(주)폴라리스세원,234100,2018/12,
(주)폴라리스세원,234100,2019/12,
(주)폴라리스세원,234100,2020/12,
(주)폴라리스세원,234100,2021/12,
(주)폴라리스오피스,041020,2011/12,
(주)폴라리스오피스,041020,2012/12,
(주)폴라리스오피스,041020,2013/12,
(주)폴라리스오피스,041020,2014/12,
(주)폴라리스오피스,041020,2015/12,
(주)폴라리스오피스,041020,2016/12,
(주)폴라리스오피스,041020,2017/12,
(주)폴라리스오피스,041020,2018/12,
(주)폴라리스오피스,041020,2019/12,
(주)폴라리스오피스,041020,2020/12,
(주)폴라리스오피스,041020,2021/12,
(주)폴라리스우노,114630,2011/12,1176000
(주)폴라리스우노,114630,2012/12,935000
(주)폴라리스우노,114630,2013/12,623267
(주)폴라리스우노,114630,2014/12,1209786
(주)폴라리스우노,114630,2015/12,1250871
(주)폴라리스우노,114630,2016/12,1876307
(주)폴라리스우노,114630,2017/12,2714793
(주)폴라리스우노,114630,2018/12,1318953
(주)폴라리스우노,114630,2019/12,1318953
(주)폴라리스우노,114630,2020/12,1310921
(주)폴라리스우노,114630,2021/12,
(주)폴루스바이오팜,007630,2011/12,
(주)폴루스바이오팜,007630,2012/12,
(주)폴루스바이오팜,007630,2013/12,
(주)폴루스바이오팜,007630,2014/12,
(주)폴루스바이오팜,007630,2015/12,
(주)폴루스바이오팜,007630,2016/12,
(주)폴루스바이오팜,007630,2017/12,
(주)폴루스바이오팜,007630,2018/12,
(주)폴루스바이오팜,007630,2019/12,
(주)폴루스바이오팜,007630,2020/12,
(주)폴리플러스,065610,2011/12,
(주)푸드나무,290720,2018/12,680603
(주)푸드나무,290720,2019/12,472461
(주)푸드나무,290720,2020/12,2018895
(주)푸드나무,290720,2021/12,202167
(주)푸드웰,005670,2011/12,586000
(주)푸드웰,005670,2012/12,600000
(주)푸드웰,005670,2013/12,600000
(주)푸드웰,005670,2014/12,600000
(주)푸드웰,005670,2015/12,600000
(주)푸드웰,005670,2016/12,600000
(주)푸드웰,005670,2017/12,589083
(주)푸드웰,005670,2018/12,586336
(주)푸드웰,005670,2019/12,979520
(주)푸드웰,005670,2020/12,826147
(주)푸드웰,005670,2021/12,876544
(주)푸른기술,094940,2011/12,457000
(주)푸른기술,094940,2012/12,461000
(주)푸른기술,094940,2013/12,464629
(주)푸른기술,094940,2014/12,
(주)푸른기술,094940,2015/12,
(주)푸른기술,094940,2016/12,
(주)푸른기술,094940,2017/12,173918
(주)푸른기술,094940,2018/12,175718
(주)푸른기술,094940,2019/12,178718
(주)푸른기술,094940,2020/12,
(주)푸른기술,094940,2021/12,235663
(주)풀무원,017810,2011/12,3858000
(주)풀무원,017810,2012/12,3845000
(주)풀무원,017810,2013/12,3816968
(주)풀무원,017810,2014/12,3798608
(주)풀무원,017810,2015/12,3798608
(주)풀무원,017810,2016/12,3798608
(주)풀무원,017810,2017/12,4293916
(주)풀무원,017810,2018/12,3798608
(주)풀무원,017810,2018/12,1399999
(주)풀무원,017810,2019/12,3798608
(주)풀무원,017810,2019/12,1399999
(주)풀무원,017810,2020/12,1399999
(주)풀무원,017810,2020/12,3801626
(주)풀무원,017810,2021/12,3750626
(주)풀무원,017810,2021/12,1399999
(주)풍강,093380,2011/08,640000
(주)풍강,093380,2012/08,776791
(주)풍강,093380,2013/08,802443
(주)풍강,093380,2014/08,767000
(주)풍강,093380,2015/08,767000
(주)풍강,093380,2016/08,671000
(주)풍강,093380,2017/08,767000
(주)풍강,093380,2018/08,384000
(주)풍강,093380,2019/08,575293
(주)풍강,093380,2020/08,287647
(주)풍강,093380,2021/08,959000
(주)풍산,103140,2011/12,11205000
(주)풍산,103140,2012/12,12606000
(주)풍산,103140,2013/12,12606000
(주)풍산,103140,2014/12,16807543
(주)풍산,103140,2015/12,14006286
(주)풍산,103140,2016/12,19608800
(주)풍산,103140,2017/12,22410057
(주)풍산,103140,2018/12,16807543
(주)풍산,103140,2019/12,11205028
(주)풍산,103140,2020/12,16807543
(주)풍산,103140,2021/12,28012571
(주)풍산홀딩스,005810,2011/12,5518000
(주)풍산홀딩스,005810,2012/12,6492000
(주)풍산홀딩스,005810,2013/12,6491945
(주)풍산홀딩스,005810,2014/12,7790334
(주)풍산홀딩스,005810,2015/12,7790334
(주)풍산홀딩스,005810,2016/12,9088723
(주)풍산홀딩스,005810,2017/12,11685501
(주)풍산홀딩스,005810,2018/12,11036306
(주)풍산홀딩스,005810,2019/12,9088723
(주)풍산홀딩스,005810,2020/12,7790334
(주)풍산홀딩스,005810,2021/12,13629801
(주)퓨얼셀파워,139170,2013/12,
(주)퓨전,195440,2016/12,
(주)퓨전,195440,2017/12,
(주)퓨전,195440,2018/12,
(주)퓨전,195440,2019/12,
(주)퓨전,195440,2020/12,
(주)퓨쳐켐,220100,2016/12,
(주)퓨쳐켐,220100,2017/12,
(주)퓨쳐켐,220100,2018/12,
(주)퓨쳐켐,220100,2019/12,
(주)퓨쳐켐,220100,2020/12,
(주)퓨쳐켐,220100,2021/12,
(주)프럼파스트,035200,2011/12,
(주)프럼파스트,035200,2012/12,
(주)프럼파스트,035200,2013/12,
(주)프럼파스트,035200,2014/12,588132
(주)프럼파스트,035200,2015/12,588132
(주)프럼파스트,035200,2016/12,529297
(주)프럼파스트,035200,2017/12,804124
(주)프럼파스트,035200,2018/12,
(주)프럼파스트,035200,2019/12,
(주)프럼파스트,035200,2020/12,430993
(주)프럼파스트,035200,2021/12,423225
(주)프렉코,082220,2014/12,
(주)프로스테믹스,203690,2014/12,
(주)프로스테믹스,203690,2015/12,
(주)프로스테믹스,203690,2016/12,
(주)프로스테믹스,203690,2017/12,
(주)프로스테믹스,203690,2018/12,
(주)프로스테믹스,203690,2019/12,
(주)프로스테믹스,203690,2020/12,
(주)프로스테믹스,203690,2021/12,
(주)프로이천,321260,2019/12,
(주)프로이천,321260,2020/12,
(주)프로이천,321260,2021/12,538642
(주)프로텍,053610,2011/12,1577000
(주)프로텍,053610,2012/12,1315000
(주)프로텍,053610,2013/12,701095
(주)프로텍,053610,2014/12,1402189
(주)프로텍,053610,2015/12,1314552
(주)프로텍,053610,2016/12,1337686
(주)프로텍,053610,2017/12,1795841
(주)프로텍,053610,2018/12,2644567
(주)프로텍,053610,2019/12,4141455
(주)프로텍,053610,2020/12,2930400
(주)프로텍,053610,2021/12,3907200
(주)프롬바이오,377220,2021/12,
(주)프리엠스,053160,2011/12,240000
(주)프리엠스,053160,2012/12,240000
(주)프리엠스,053160,2013/12,239705
(주)프리엠스,053160,2014/12,239705
(주)프리엠스,053160,2015/12,239705
(주)프리엠스,053160,2016/12,264705
(주)프리엠스,053160,2017/12,264705
(주)프리엠스,053160,2018/12,264705
(주)프리엠스,053160,2019/12,264705
(주)프리엠스,053160,2020/12,244802
(주)프리엠스,053160,2021/12,269802
(주)프리젠,060910,2011/12,
(주)프리젠,060910,2012/12,
(주)프리젠,060910,2013/12,
(주)프리젠,060910,2014/12,
(주)프리젠,060910,2015/12,
(주)플래스크,041590,2011/12,
(주)플래스크,041590,2012/12,
(주)플래스크,041590,2013/12,
(주)플래스크,041590,2014/12,
(주)플래스크,041590,2015/12,
(주)플래스크,041590,2016/12,
(주)플래스크,041590,2017/12,
(주)플래스크,041590,2018/12,
(주)플래스크,041590,2019/12,
(주)플래스크,041590,2020/12,
(주)플래스크,041590,2021/12,
(주)플래티어,367000,2021/12,
(주)플랜티넷,075130,2011/12,2268000
(주)플랜티넷,075130,2012/12,2697000
(주)플랜티넷,075130,2013/12,2792991
(주)플랜티넷,075130,2014/12,1247041
(주)플랜티넷,075130,2015/12,1232041
(주)플랜티넷,075130,2016/12,1232041
(주)플랜티넷,075130,2017/12,1232041
(주)플랜티넷,075130,2018/12,1209541
(주)플랜티넷,075130,2019/12,1954626
(주)플랜티넷,075130,2020/12,1516961
(주)플랜티넷,075130,2021/12,1532464
(주)플레이그램,009810,2011/12,
(주)플레이그램,009810,2012/12,
(주)플레이그램,009810,2013/12,
(주)플레이그램,009810,2014/12,
(주)플레이그램,009810,2015/12,
(주)플레이그램,009810,2016/12,
(주)플레이그램,009810,2017/12,
(주)플레이그램,009810,2018/12,
(주)플레이그램,009810,2019/12,
(주)플레이그램,009810,2020/12,
(주)플레이그램,009810,2021/12,
(주)플레이디,237820,2020/12,
(주)플레이디,237820,2021/12,
(주)플레이위드,023770,2011/12,
(주)플레이위드,023770,2012/12,
(주)플레이위드,023770,2013/12,
(주)플레이위드,023770,2014/12,
(주)플레이위드,023770,2015/12,
(주)플레이위드,023770,2016/12,
(주)플레이위드,023770,2017/12,
(주)플레이위드,023770,2018/12,
(주)플레이위드,023770,2019/12,
(주)플레이위드,023770,2020/12,2611059
(주)플레이위드,023770,2021/12,
(주)플렉스컴,065270,2011/12,
(주)플렉스컴,065270,2012/12,
(주)플렉스컴,065270,2013/12,
(주)플렉스컴,065270,2014/12,
(주)플리토,300080,2019/12,
(주)플리토,300080,2020/12,
(주)플리토,300080,2021/12,
(주)피델릭스,032580,2011/12,547000
(주)피델릭스,032580,2012/12,547000
(주)피델릭스,032580,2013/12,547488
(주)피델릭스,032580,2014/12,
(주)피델릭스,032580,2015/12,
(주)피델릭스,032580,2016/12,
(주)피델릭스,032580,2017/12,
(주)피델릭스,032580,2018/12,
(주)피델릭스,032580,2019/12,
(주)피델릭스,032580,2020/12,
(주)피델릭스,032580,2021/12,
(주)피씨디렉트,051380,2011/12,154000
(주)피씨디렉트,051380,2012/12,116000
(주)피씨디렉트,051380,2013/12,
(주)피씨디렉트,051380,2014/12,
(주)피씨디렉트,051380,2015/12,
(주)피씨디렉트,051380,2016/12,150803
(주)피씨디렉트,051380,2017/12,377007
(주)피씨디렉트,051380,2018/12,811485
(주)피씨디렉트,051380,2019/12,766854
(주)피씨디렉트,051380,2020/12,1150280
(주)피씨디렉트,051380,2021/12,4602022
(주)피앤텔,054340,2011/12,
(주)피앤텔,054340,2012/12,
(주)피앤텔,054340,2013/12,
(주)피앤텔,054340,2014/12,
(주)피앤텔,054340,2015/12,
(주)피앤텔,054340,2016/12,
(주)피앤텔,054340,2017/12,
(주)피앤텔,054340,2018/12,
(주)피앤텔,054340,2019/12,
(주)피에스엠씨,024850,2011/12,
(주)피에스엠씨,024850,2012/12,
(주)피에스엠씨,024850,2013/12,
(주)피에스엠씨,024850,2014/12,
(주)피에스엠씨,024850,2015/12,
(주)피에스엠씨,024850,2016/12,
(주)피에스엠씨,024850,2017/03,
(주)피에스엠씨,024850,2018/03,
(주)피에스엠씨,024850,2019/03,
(주)피에스엠씨,024850,2020/03,
(주)피에스엠씨,024850,2021/03,
(주)피에이치씨,057880,2011/12,
(주)피에이치씨,057880,2012/12,
(주)피에이치씨,057880,2013/12,
(주)피에이치씨,057880,2014/12,
(주)피에이치씨,057880,2015/12,
(주)피에이치씨,057880,2016/12,
(주)피에이치씨,057880,2017/12,
(주)피에이치씨,057880,2018/12,
(주)피에이치씨,057880,2019/12,
(주)피에이치씨,057880,2020/12,
(주)피에이치씨,057880,2021/12,
(주)피엔에이치테크,239890,2021/12,
(주)피엔티,137400,2012/12,1520000
(주)피엔티,137400,2013/12,
(주)피엔티,137400,2014/12,747399
(주)피엔티,137400,2015/12,
(주)피엔티,137400,2016/12,
(주)피엔티,137400,2017/12,
(주)피엔티,137400,2018/12,
(주)피엔티,137400,2019/12,
(주)피엔티,137400,2020/12,2197587
(주)피엔티,137400,2021/12,3336817
(주)피엔풍년,024940,2011/12,141000
(주)피엔풍년,024940,2012/12,235000
(주)피엔풍년,024940,2013/12,234967
(주)피엔풍년,024940,2014/12,234967
(주)피엔풍년,024940,2015/12,234967
(주)피엔풍년,024940,2016/12,234967
(주)피엔풍년,024940,2017/12,234967
(주)피엔풍년,024940,2018/12,234967
(주)피엔풍년,024940,2019/12,234967
(주)피엔풍년,024940,2020/12,222467
(주)피엔풍년,024940,2021/12,234967
(주)피엘에이,082390,2011/12,
(주)피엘에이,082390,2012/12,
(주)피엘에이,082390,2013/12,
(주)피엘에이,082390,2014/12,
(주)피엠디아카데미,144740,2013/12,175020
(주)피엠디아카데미,144740,2013/12,347511
(주)피엠디아카데미,144740,2014/12,4376
(주)피엠디아카데미,144740,2015/12,
(주)피엠디아카데미,144740,2016/12,
(주)피엠디아카데미,144740,2017/12,
(주)피엠에스,179440,2014/12,76197
(주)피엠에스,179440,2015/12,
(주)피제이메탈,128660,2011/12,1086000
(주)피제이메탈,128660,2012/12,1598000
(주)피제이메탈,128660,2013/12,1576277
(주)피제이메탈,128660,2014/12,1913714
(주)피제이메탈,128660,2015/12,2196912
(주)피제이메탈,128660,2016/12,2232303
(주)피제이메탈,128660,2017/12,2480337
(주)피제이메탈,128660,2018/12,2480337
(주)피제이메탈,128660,2019/12,2480337
(주)피제이메탈,128660,2020/12,2976404
(주)피제이메탈,128660,2021/12,3720505
(주)피제이전자,006140,2011/12,1500000
(주)피제이전자,006140,2012/12,1500000
(주)피제이전자,006140,2013/12,2000000
(주)피제이전자,006140,2014/12,2000000
(주)피제이전자,006140,2015/12,2200000
(주)피제이전자,006140,2016/12,2420000
(주)피제이전자,006140,2017/12,2700000
(주)피제이전자,006140,2018/12,2775000
(주)피제이전자,006140,2019/12,2100000
(주)피제이전자,006140,2020/12,1495000
(주)피제이전자,006140,2021/12,1932450
(주)피코그램,376180,2021/12,
(주)피플바이오,304840,2020/12,
(주)피플바이오,304840,2021/12,
(주)피피아이,062970,2019/12,
(주)피피아이,062970,2020/12,
(주)피피아이,062970,2021/12,
(주)픽셀플러스,087600,2015/12,797174
(주)픽셀플러스,087600,2016/12,732185
(주)픽셀플러스,087600,2017/12,704569
(주)픽셀플러스,087600,2018/12,693255
(주)픽셀플러스,087600,2019/12,
(주)픽셀플러스,087600,2020/12,
(주)픽셀플러스,087600,2021/12,
(주)필옵틱스,161580,2017/12,1699989
(주)필옵틱스,161580,2018/12,
(주)필옵틱스,161580,2019/12,
(주)필옵틱스,161580,2020/12,991105
(주)필옵틱스,161580,2020/12,45614
(주)필옵틱스,161580,2021/12,
(주)핌스,347770,2020/12,
(주)핌스,347770,2021/12,
(주)핑거,163730,2021/12,923901
(주)하나기술,299030,2020/12,
(주)하나기술,299030,2021/12,
(주)하나투어,039130,2011/12,9778000
(주)하나투어,039130,2012/12,11125000
(주)하나투어,039130,2013/12,12511252
(주)하나투어,039130,2014/12,14478413
(주)하나투어,039130,2015/12,16560033
(주)하나투어,039130,2016/12,16600398
(주)하나투어,039130,2017/12,16600398
(주)하나투어,039130,2018/12,14387011
(주)하나투어,039130,2019/12,11066932
(주)하나투어,039130,2020/12,
(주)하나투어,039130,2021/12,
(주)하림,136480,2011/12,2697000
(주)하림,136480,2012/12,
(주)하림,136480,2013/12,
(주)하림,136480,2014/12,
(주)하림,136480,2015/12,
(주)하림,136480,2016/12,2697124
(주)하림,136480,2017/12,
(주)하림,136480,2018/12,
(주)하림,136480,2019/12,
(주)하림,136480,2020/12,
(주)하림,136480,2021/12,3185615
(주)하림지주,003380,2017/12,12729240
(주)하림지주,003380,2018/12,7560000
(주)하림지주,003380,2019/12,3775485
(주)하림지주,003380,2020/12,3775485
(주)하림지주,003380,2021/12,7550970
(주)하림홀딩스,024660,2011/12,
(주)하림홀딩스,024660,2012/12,
(주)하림홀딩스,024660,2013/12,
(주)하림홀딩스,024660,2014/12,
(주)하림홀딩스,024660,2015/12,
(주)하림홀딩스,024660,2016/12,4296531
(주)하림홀딩스,024660,2017/12,4296531
(주)하이드로리튬,101670,2011/12,1050000
(주)하이드로리튬,101670,2012/12,560000
(주)하이드로리튬,101670,2013/12,560000
(주)하이드로리튬,101670,2014/12,210000
(주)하이드로리튬,101670,2015/12,840000
(주)하이드로리튬,101670,2016/12,686000
(주)하이드로리튬,101670,2017/12,171500
(주)하이드로리튬,101670,2018/12,
(주)하이드로리튬,101670,2019/12,
(주)하이드로리튬,101670,2020/12,
(주)하이드로리튬,101670,2021/12,
(주)하이딥,365590,2020/12,
(주)하이딥,365590,2021/12,
(주)하이로닉,149980,2014/12,
(주)하이로닉,149980,2015/12,955137
(주)하이로닉,149980,2016/12,134189
(주)하이로닉,149980,2017/12,38784
(주)하이로닉,149980,2018/12,37697
(주)하이로닉,149980,2019/12,703974
(주)하이로닉,149980,2020/12,604347
(주)하이로닉,149980,2021/12,
(주)하이브,352820,2020/12,
(주)하이브,352820,2021/12,
(주)하이비젼시스템,126700,2011/12,
(주)하이비젼시스템,126700,2012/12,
(주)하이비젼시스템,126700,2013/12,1524150
(주)하이비젼시스템,126700,2014/12,722802
(주)하이비젼시스템,126700,2015/12,718767
(주)하이비젼시스템,126700,2016/12,287438
(주)하이비젼시스템,126700,2017/12,1685887
(주)하이비젼시스템,126700,2018/12,1382518
(주)하이비젼시스템,126700,2019/12,692189
(주)하이비젼시스템,126700,2020/12,690184
(주)하이비젼시스템,126700,2021/12,2075517
(주)하이소닉,106080,2011/12,
(주)하이소닉,106080,2012/12,
(주)하이소닉,106080,2013/12,
(주)하이소닉,106080,2014/12,
(주)하이소닉,106080,2015/12,
(주)하이소닉,106080,2016/12,
(주)하이소닉,106080,2017/12,
(주)하이소닉,106080,2018/12,
(주)하이소닉,106080,2019/12,
(주)하이소닉,106080,2020/12,
(주)하이소닉,106080,2021/12,
(주)하이스틸,071090,2011/12,203000
(주)하이스틸,071090,2012/12,699000
(주)하이스틸,071090,2013/12,199915
(주)하이스틸,071090,2014/12,299873
(주)하이스틸,071090,2015/12,
(주)하이스틸,071090,2016/12,299873
(주)하이스틸,071090,2017/12,699703
(주)하이스틸,071090,2018/12,
(주)하이스틸,071090,2019/12,199915
(주)하이스틸,071090,2020/12,199915
(주)하이스틸,071090,2021/12,799661
(주)하이텍팜,106190,2011/12,992000
(주)하이텍팜,106190,2012/12,1418000
(주)하이텍팜,106190,2013/12,1772196
(주)하이텍팜,106190,2014/12,1772196
(주)하이텍팜,106190,2015/12,1063317
(주)하이텍팜,106190,2016/12,1063317
(주)하이텍팜,106190,2017/12,708878
(주)하이텍팜,106190,2018/12,354439
(주)하이텍팜,106190,2019/12,354439
(주)하이텍팜,106190,2020/12,354439
(주)하이텍팜,106190,2021/12,354439
(주)하이트론씨스템즈,019490,2011/12,
(주)하이트론씨스템즈,019490,2012/12,
(주)하이트론씨스템즈,019490,2013/12,
(주)하이트론씨스템즈,019490,2014/12,
(주)하이트론씨스템즈,019490,2015/12,
(주)하이트론씨스템즈,019490,2016/12,
(주)하이트론씨스템즈,019490,2017/12,
(주)하이트론씨스템즈,019490,2018/12,
(주)하이트론씨스템즈,019490,2019/12,
(주)하이트론씨스템즈,019490,2020/12,
(주)하이트론씨스템즈,019490,2021/12,
(주)하츠,066130,2011/12,120000
(주)하츠,066130,2012/12,377000
(주)하츠,066130,2013/12,376905
(주)하츠,066130,2014/12,378360
(주)하츠,066130,2015/12,378435
(주)하츠,066130,2016/12,630860
(주)하츠,066130,2017/12,631410
(주)하츠,066130,2018/12,366445
(주)하츠,066130,2019/12,366619
(주)하츠,066130,2020/12,971126
(주)하츠,066130,2021/12,1213208
(주)한국가구,004590,2011/12,525000
(주)한국가구,004590,2012/12,975000
(주)한국가구,004590,2013/12,300000
(주)한국가구,004590,2014/12,1125000
(주)한국가구,004590,2015/12,1275000
(주)한국가구,004590,2016/12,1425000
(주)한국가구,004590,2017/12,1575000
(주)한국가구,004590,2018/12,1725000
(주)한국가구,004590,2019/12,1725000
(주)한국가구,004590,2020/12,2025000
(주)한국가구,004590,2021/12,2625000
(주)한국경제티브이,039340,2011/12,1084000
(주)한국경제티브이,039340,2012/12,1084000
(주)한국경제티브이,039340,2013/12,867812
(주)한국경제티브이,039340,2014/12,1084766
(주)한국경제티브이,039340,2015/12,1301719
(주)한국경제티브이,039340,2016/12,1735625
(주)한국경제티브이,039340,2017/12,1518672
(주)한국경제티브이,039340,2018/12,2236019
(주)한국경제티브이,039340,2019/12,2012417
(주)한국경제티브이,039340,2020/12,2868137
(주)한국경제티브이,039340,2021/12,4291115
(주)한국비엔씨,226610,2015/12,
(주)한국비엔씨,226610,2016/12,
(주)한국비엔씨,256840,2016/12,
(주)한국비엔씨,256840,2017/12,
(주)한국비엔씨,226610,2017/12,
(주)한국비엔씨,256840,2018/12,
(주)한국비엔씨,226610,2018/12,
(주)한국비엔씨,256840,2019/12,
(주)한국비엔씨,256840,2020/12,
(주)한국비엔씨,256840,2021/12,
(주)한국아트라스비엑스,023890,2011/12,6405000
(주)한국아트라스비엑스,023890,2012/12,6405000
(주)한국아트라스비엑스,023890,2013/12,6405000
(주)한국아트라스비엑스,023890,2014/12,6405000
(주)한국아트라스비엑스,023890,2015/12,6405000
(주)한국아트라스비엑스,023890,2016/12,1141168
(주)한국아트라스비엑스,023890,2017/12,1521557
(주)한국아트라스비엑스,023890,2018/12,1521557
(주)한국아트라스비엑스,023890,2019/12,1521557
(주)한국아트라스비엑스,023890,2020/12,1521557
(주)한국전자홀딩스,006200,2011/12,
(주)한국전자홀딩스,006200,2012/12,
(주)한국전자홀딩스,006200,2013/12,
(주)한국전자홀딩스,006200,2014/12,
(주)한국전자홀딩스,006200,2015/12,
(주)한국전자홀딩스,006200,2016/12,
(주)한국전자홀딩스,006200,2017/12,877118
(주)한국전자홀딩스,006200,2018/12,657838
(주)한국전자홀딩스,006200,2019/12,
(주)한국전자홀딩스,006200,2020/12,
(주)한국전자홀딩스,006200,2021/12,
(주)한국종합기술,023350,2011/12,1095000
(주)한국종합기술,023350,2012/12,1095000
(주)한국종합기술,023350,2013/12,1095000
(주)한국종합기술,023350,2014/12,1095000
(주)한국종합기술,023350,2015/12,1095000
(주)한국종합기술,023350,2016/12,1095000
(주)한국종합기술,023350,2017/12,1095000
(주)한국종합기술,023350,2018/12,1095000
(주)한국종합기술,023350,2019/12,1095000
(주)한국종합기술,023350,2020/12,1040392
(주)한국종합기술,023350,2021/12,1040392
(주)한국카본,017960,2011/12,2187000
(주)한국카본,017960,2012/12,2481000
(주)한국카본,017960,2013/12,3543603
(주)한국카본,017960,2014/12,4919626
(주)한국카본,017960,2015/12,4953895
(주)한국카본,017960,2016/12,5332881
(주)한국카본,017960,2017/12,4102216
(주)한국카본,017960,2018/12,4102216
(주)한국카본,017960,2019/12,4922660
(주)한국카본,017960,2020/12,7743990
(주)한국카본,017960,2021/12,6453325
(주)한국큐빅,021650,2011/12,734000
(주)한국큐빅,021650,2012/12,734000
(주)한국큐빅,021650,2013/12,489476
(주)한국큐빅,021650,2014/12,489476
(주)한국큐빅,021650,2015/12,489476
(주)한국큐빅,021650,2016/12,244738
(주)한국큐빅,021650,2017/12,217343
(주)한국큐빅,021650,2018/12,243751
(주)한국큐빅,021650,2019/12,406252
(주)한국큐빅,021650,2020/12,812504
(주)한국큐빅,021650,2021/12,1137506
(주)한국테크놀로지,053590,2011/12,
(주)한국테크놀로지,053590,2012/12,
(주)한국테크놀로지,053590,2013/12,
(주)한국테크놀로지,053590,2014/12,
(주)한국테크놀로지,053590,2015/12,
(주)한국테크놀로지,053590,2016/12,
(주)한국테크놀로지,053590,2017/12,
(주)한국테크놀로지,053590,2018/12,
(주)한국테크놀로지,053590,2019/12,
(주)한국테크놀로지,053590,2020/12,
(주)한국테크놀로지,053590,2021/12,
(주)한국특강,007280,2011/12,750000
(주)한국특강,007280,2012/12,750000
(주)한국특강,007280,2013/12,300000
(주)한국특강,007280,2014/12,250000
(주)한국특강,007280,2015/12,
(주)한국특강,007280,2016/12,
(주)한국특강,007280,2017/12,
(주)한국특강,007280,2018/12,
(주)한국특강,007280,2019/12,
(주)한국특강,007280,2020/12,
(주)한국특강,007280,2021/12,
(주)한국파마,032300,2020/12,545335
(주)한국파마,032300,2021/12,545335
(주)한국팩키지,037230,2011/12,875000
(주)한국팩키지,037230,2012/12,375000
(주)한국팩키지,037230,2013/12,
(주)한국팩키지,037230,2014/12,330000
(주)한국팩키지,037230,2015/12,500000
(주)한국팩키지,037230,2016/12,750000
(주)한국팩키지,037230,2017/12,750000
(주)한국팩키지,037230,2018/12,750000
(주)한국팩키지,037230,2019/12,875000
(주)한국팩키지,037230,2020/12,875000
(주)한국팩키지,037230,2021/12,1043011
(주)한국화장품제조,003350,2011/12,
(주)한국화장품제조,003350,2012/12,
(주)한국화장품제조,003350,2013/12,
(주)한국화장품제조,003350,2014/12,
(주)한국화장품제조,003350,2015/12,
(주)한국화장품제조,003350,2016/12,362501
(주)한국화장품제조,003350,2017/12,362501
(주)한국화장품제조,003350,2018/12,362501
(주)한국화장품제조,003350,2019/12,362501
(주)한국화장품제조,003350,2020/12,
(주)한국화장품제조,003350,2021/12,
(주)한글과컴퓨터,030520,2011/12,3672000
(주)한글과컴퓨터,030520,2012/12,5539000
(주)한글과컴퓨터,030520,2013/12,4461105
(주)한글과컴퓨터,030520,2014/12,5741067
(주)한글과컴퓨터,030520,2015/12,8704172
(주)한글과컴퓨터,030520,2016/12,4367286
(주)한글과컴퓨터,030520,2017/12,6550929
(주)한글과컴퓨터,030520,2018/12,4368486
(주)한글과컴퓨터,030520,2019/12,
(주)한글과컴퓨터,030520,2020/12,
(주)한글과컴퓨터,030520,2021/12,
(주)한네트,052600,2011/12,1156000
(주)한네트,052600,2012/12,1156000
(주)한네트,052600,2013/12,1272007
(주)한네트,052600,2014/12,1387644
(주)한네트,052600,2015/12,1387644
(주)한네트,052600,2016/12,1387644
(주)한네트,052600,2017/12,1156370
(주)한네트,052600,2018/12,1156370
(주)한네트,052600,2019/12,1156370
(주)한네트,052600,2020/12,1156370
(주)한네트,052600,2021/12,1156370
(주)한농화성,011500,2011/12,1529000
(주)한농화성,011500,2012/12,1376000
(주)한농화성,011500,2013/12,1223522
(주)한농화성,011500,2014/12,1376462
(주)한농화성,011500,2015/12,1529402
(주)한농화성,011500,2016/12,1682342
(주)한농화성,011500,2017/12,2141163
(주)한농화성,011500,2018/12,1835282
(주)한농화성,011500,2019/12,2294103
(주)한농화성,011500,2020/12,2752924
(주)한농화성,011500,2021/12,3517625
(주)한독,002390,2011/12,4640000
(주)한독,002390,2012/12,1740000
(주)한독,002390,2013/12,2320000
