회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)지에스,078930,2015/12,652985000,-2944129000,2204441000
(주)지에스,078930,2016/12,851682000,-523589000,-336346000
(주)지에스,078930,2017/12,1306478000,-1418200000,334510000
(주)지에스,078930,2018/12,1269197000,-835889000,-515034000
(주)지에스,078930,2019/12,1586413000,-343818000,-1166447000
(주)지에스,078930,2020/12,1738192000,-1423999000,-296805000
(주)지에스,078930,2021/12,1013946000,-1424263000,863658000
(주)지에스글로벌,001250,2011/12,-131002802,-168995017,367651271
(주)지에스글로벌,001250,2012/12,44290367,-125986614,58356262
(주)지에스글로벌,001250,2013/12,47194604,-74310778,9687026
(주)지에스글로벌,001250,2014/12,-101589430,-33103096,103015103
(주)지에스글로벌,001250,2015/12,-1432148,7789981,38023
(주)지에스글로벌,001250,2016/12,73359528,-158158954,80189605
(주)지에스글로벌,001250,2017/12,81829587,-131425439,77483415
(주)지에스글로벌,001250,2018/12,-10345948,84112696,-89041316
(주)지에스글로벌,001250,2019/12,33213994,-7901933,-16317648
(주)지에스글로벌,001250,2020/12,120170296,-6525746,-97845549
(주)지에스글로벌,001250,2021/12,-344280590,2370686,310397093
(주)지에스리테일,007070,2011/12,549992,-216268444,207654110
(주)지에스리테일,007070,2012/12,221465700,-23267420,-176722349
(주)지에스리테일,007070,2013/12,294434155,-120997323,-180791781
(주)지에스리테일,007070,2014/12,368414769,-180805573,-127650000
(주)지에스리테일,007070,2015/12,444016125,-885653159,402582506
(주)지에스리테일,007070,2016/12,434503796,7774446,-463545838
(주)지에스리테일,007070,2017/12,442233543,-423341511,28175213
(주)지에스리테일,007070,2018/12,324777732,-384884700,31145935
(주)지에스리테일,007070,2019/12,804329097,-301117419,-507360160
(주)지에스리테일,007070,2020/12,805979740,-390521128,-436220448
(주)지에스리테일,007070,2021/12,714852180,-277414028,-383068576
(주)지에스이,053050,2011/12,,,
(주)지에스이,053050,2012/12,,,
(주)지에스이,053050,2013/12,,,
(주)지에스이,053050,2014/12,,,
(주)지에스이,053050,2015/12,,,
(주)지에스이,053050,2016/12,,,
(주)지에스이,053050,2017/12,,,
(주)지에스이,053050,2018/12,,,
(주)지에스이,053050,2019/12,,,
(주)지에스이,053050,2020/12,,,
(주)지에스이,053050,2021/12,,,
(주)지에스홈쇼핑,028150,2011/12,12618461,276039693,-20690699
(주)지에스홈쇼핑,028150,2012/12,153309030,-239203806,-33257130
(주)지에스홈쇼핑,028150,2013/12,172310138,-85087437,-19419073
(주)지에스홈쇼핑,028150,2014/12,175637899,-128285865,-25831451
(주)지에스홈쇼핑,028150,2015/12,46873985,-96730772,-52792348
(주)지에스홈쇼핑,028150,2016/12,192200548,-154870298,-48077162
(주)지에스홈쇼핑,028150,2017/12,70981359,-62291029,7438933
(주)지에스홈쇼핑,028150,2018/12,45766968,47657398,-92017574
(주)지에스홈쇼핑,028150,2019/12,93625552,-79121534,-55288808
(주)지에스홈쇼핑,028150,2020/12,173792005,-230006221,-41156011
(주)지엔씨에너지,119850,2013/12,7950846,-7619987,3001203
(주)지엔씨에너지,119850,2014/12,,,
(주)지엔씨에너지,119850,2015/12,,,
(주)지엔씨에너지,119850,2016/12,,,
(주)지엔씨에너지,119850,2017/12,13094844,-12722155,-3569261
(주)지엔씨에너지,119850,2018/12,9582356,-17395191,-1786715
(주)지엔씨에너지,119850,2019/12,94384,1578846,-76498
(주)지엔씨에너지,119850,2020/12,17286040,2528654,-3075660
(주)지엔씨에너지,119850,2021/12,13943848,-10389685,7305106
(주)지엔코,065060,2011/12,9502503,-10139520,-90900
(주)지엔코,065060,2012/12,6598535,-20274169,18358000
(주)지엔코,065060,2013/12,8502889,-22870585,19243903
(주)지엔코,065060,2014/12,-25707143,-9933155,13638810
(주)지엔코,065060,2015/12,-4725077,-1591630,11509339
(주)지엔코,065060,2016/12,-3811128,-19177667,24584462
(주)지엔코,065060,2017/12,5030673,-7729771,60827032
(주)지엔코,065060,2018/12,-19030983,-31101385,24709211
(주)지엔코,065060,2019/12,-32835930,-4765261,1737569
(주)지엔코,065060,2020/12,-7781958,-6255343,11907825
(주)지엔코,065060,2021/12,20809347,-10305012,-5057127
(주)지오엘리먼트,311320,2021/12,,,
(주)지유온,111820,2011/12,,,
(주)지유온,111820,2012/12,,,
(주)지유온,111820,2013/12,,,
(주)지유온,111820,2014/12,12690603,-12641148,-2585299
(주)지유온,111820,2015/12,2198297,8147037,-2182308
(주)지유온,111820,2016/12,-33377186,-3617706,26140738
(주)지유온,111820,2017/12,12500794,-12462604,2081047
(주)지유온,111820,2018/12,3588655,-21965753,10839807
(주)지유온,111820,2019/12,,,
(주)지유온,111820,2020/12,,,
(주)지투알,035000,2011/12,33667196,-4738177,-1340398
(주)지투알,035000,2012/12,-15558920,-8592585,-2021896
(주)지투알,035000,2013/12,6981063,6762444,-2680425
(주)지투알,035000,2014/12,6660616,11356360,-2633438
(주)지투알,035000,2015/12,17886170,-5484092,-2875499
(주)지투알,035000,2016/12,13553994,-13969551,-3774330
(주)지투알,035000,2017/12,51505237,-15213167,-3574035
(주)지투알,035000,2018/12,-42043242,1696098,1168681
(주)지투알,035000,2019/12,19811630,11781409,-16374288
(주)지투알,035000,2020/12,11029206,12044873,-9190522
(주)지투알,035000,2021/12,-6340273,538214,-1888247
(주)지티앤티,053870,2011/12,-1074441,-712082,1852115
(주)지티앤티,053870,2012/12,-3959033,-990971,4065390
(주)지티앤티,053870,2013/12,-2260181,950539,2223080
(주)지티앤티,053870,2014/12,-1727159,6405508,-6034610
(주)지티지웰니스,219750,2018/12,-3857284,-3656484,6801494
(주)지티지웰니스,219750,2019/12,-4337111,-12085193,15353570
(주)지티지웰니스,219750,2020/12,-9366497,-4615506,20349078
(주)지티지웰니스,219750,2021/12,-14823657,366011,7511311
(주)진도,088790,2011/12,-15804113,-22596535,37284966
(주)진도,088790,2012/12,-5628730,-227225,5748688
(주)진도,088790,2013/12,11605990,-339118,-11234154
(주)진도,088790,2014/12,5096675,7789274,-11944023
(주)진도,088790,2015/12,13762086,-1237936,-11090237
(주)진도,088790,2016/12,10921746,-109916,-9902010
(주)진도,088790,2017/12,-301107,-2107979,2427429
(주)진도,088790,2018/12,2003873,96843,-2619518
(주)진도,088790,2019/12,5135345,-110971,-7635635
(주)진도,088790,2020/12,12623531,-146031,-14214598
(주)진도,088790,2021/12,10690117,-227763,3211101
(주)진로발효,018120,2011/12,,,
(주)진로발효,018120,2012/12,,,
(주)진로발효,018120,2013/12,,,
(주)진로발효,018120,2014/12,,,
(주)진로발효,018120,2015/12,,,
(주)진로발효,018120,2016/12,16175004,-13384209,-7205907
(주)진로발효,018120,2017/12,18323914,-6713857,-10421996
(주)진로발효,018120,2018/12,18022749,-923668,-13818397
(주)진로발효,018120,2019/12,14805607,21883087,-35644331
(주)진로발효,018120,2020/12,18147264,-6279461,-9000552
(주)진로발효,018120,2021/12,8788044,1606312,-9200663
(주)진매트릭스,109820,2011/12,-1410298,-7428117,2221601
(주)진매트릭스,109820,2012/12,-294806,-64271,195790
(주)진매트릭스,109820,2013/12,-185465,-244941,57197
(주)진매트릭스,109820,2014/12,-1375134,-347369,-543212
(주)진매트릭스,109820,2015/12,-591963,-2415966,5817915
(주)진매트릭스,109820,2016/12,-373251,-2270860,189658
(주)진매트릭스,109820,2017/12,-1773701,1726614,90879
(주)진매트릭스,109820,2018/12,-2738141,-9512073,16356560
(주)진매트릭스,109820,2019/12,,,
(주)진매트릭스,109820,2020/12,,,
(주)진매트릭스,109820,2021/12,,,
(주)진바이오텍,086060,2011/12,2527850,-1963696,9274005
(주)진바이오텍,086060,2012/12,-81846,-3334715,307066
(주)진바이오텍,086060,2013/12,2377938,-1864876,1872941
(주)진바이오텍,086060,2014/12,2154636,-94807,-2607645
(주)진바이오텍,086060,2015/12,2605568,-440996,-168222
(주)진바이오텍,086060,2016/12,5312234,166250,-2610193
(주)진바이오텍,086060,2017/12,1132376,-5549341,1257978
(주)진바이오텍,086060,2018/12,5955024,-5703437,4293046
(주)진바이오텍,086060,2019/12,-2681658,-1000767,-754779
(주)진바이오텍,086060,2020/12,2491569,-703781,1406331
(주)진바이오텍,086060,2021/12,-2841127,5910013,-4490005
(주)진성티이씨,036890,2011/12,5986445,3496108,-5867172
(주)진성티이씨,036890,2012/12,9736578,-11119344,-104456
(주)진성티이씨,036890,2013/12,5594693,-5313227,4164886
(주)진성티이씨,036890,2014/12,-1145311,-6074518,-127182
(주)진성티이씨,036890,2015/12,13336812,-6101740,-4674946
(주)진성티이씨,036890,2016/12,2725905,365913,-438754
(주)진성티이씨,036890,2017/12,1581903,-7761758,3448105
(주)진성티이씨,036890,2018/12,-6838905,-27064950,38727497
(주)진성티이씨,036890,2019/12,29343895,-15616146,1294158
(주)진성티이씨,036890,2020/12,31346978,-6926708,-20155766
(주)진성티이씨,036890,2021/12,-19872094,-11534778,11226290
(주)진시스템,363250,2021/12,,,
(주)진양홀딩스,100250,2011/12,30250593,-2001922,-25071448
(주)진양홀딩스,100250,2012/12,25495987,-20874485,-14609611
(주)진양홀딩스,100250,2013/12,26068019,-10361135,-9476402
(주)진양홀딩스,100250,2014/12,23219854,-13959298,-11526851
(주)진양홀딩스,100250,2015/12,16977825,-13738748,3739980
(주)진양홀딩스,100250,2016/12,19836695,-26323319,3495429
(주)진양홀딩스,100250,2017/12,29705520,-12098900,-13906225
(주)진양홀딩스,100250,2018/12,11329839,-70227470,54604863
(주)진양홀딩스,100250,2019/12,21830122,-17178865,-1074619
(주)진양홀딩스,100250,2020/12,13806534,5440158,-8650507
(주)진양홀딩스,100250,2021/12,13592364,2018924,-10315588
(주)진에어,272450,2017/12,,,
(주)진에어,272450,2018/12,54735640,-12487957,-28036636
(주)진에어,272450,2019/12,,,
(주)진에어,272450,2020/12,,,
(주)진에어,272450,2021/12,,,
(주)차바이오텍,085660,2011/12,34694446,-140478880,83560377
(주)차바이오텍,085660,2012/12,45770473,-48727592,-17798657
(주)차바이오텍,085660,2013/12,66352531,-129354845,132213490
(주)차바이오텍,085660,2014/12,-2567891,10897736,6365409
(주)차바이오텍,085660,2015/12,61862754,-50539149,19492857
(주)차바이오텍,085660,2016/12,18048904,-128626073,78515545
(주)차바이오텍,085660,2017/12,10832109,-60088244,36928301
(주)차바이오텍,085660,2018/12,75384302,-138980953,37778098
(주)차바이오텍,085660,2019/12,24665314,-98516671,100245871
(주)차바이오텍,085660,2020/12,46867053,-173378318,134539311
(주)차바이오텍,085660,2021/12,22229781,-110314505,80123182
(주)차백신연구소,261780,2021/12,,,
(주)창해에탄올,004650,2014/12,31005406,-25289531,-2481415
(주)창해에탄올,004650,2015/12,40124913,-35064232,8087422
(주)창해에탄올,004650,2016/12,1494979,-98658659,84617334
(주)창해에탄올,004650,2017/12,25996800,-11418964,-16884619
(주)창해에탄올,004650,2018/12,9051984,-5219515,-601463
(주)창해에탄올,004650,2019/12,25057815,-514061,-30949069
(주)창해에탄올,004650,2020/12,12212070,-2158021,-10795763
(주)창해에탄올,004650,2021/12,12772504,-1785603,-12281914
(주)천보,278280,2019/12,22697489,-101631907,77810506
(주)천보,278280,2020/12,19058734,-12503707,605626
(주)천보,278280,2021/12,-14278713,-48453363,84088642
(주)천일고속,000650,2011/12,,,
(주)천일고속,000650,2012/12,,,
(주)천일고속,000650,2013/12,,,
(주)천일고속,000650,2014/12,,,
(주)천일고속,000650,2015/12,,,
(주)천일고속,000650,2016/12,,,
(주)천일고속,000650,2017/12,,,
(주)천일고속,000650,2018/12,,,
(주)천일고속,000650,2019/12,,,
(주)천일고속,000650,2020/12,,,
(주)천일고속,000650,2021/12,,,
(주)체리부로,066360,2017/12,32909318,-12473184,-12841264
(주)체리부로,066360,2018/12,-572087,-14775258,12896600
(주)체리부로,066360,2019/12,-54646,-15686616,9238902
(주)체리부로,066360,2020/12,-10762316,2655982,10190821
(주)체리부로,066360,2021/12,-13694552,-3366017,31528945
(주)체시스,033250,2011/06,7741211,5751107,-11186994
(주)체시스,033250,2012/06,8973129,-6572896,-3334674
(주)체시스,033250,2013/06,9807283,-10300822,2235681
(주)체시스,033250,2014/06,-6342734,-7307003,11479361
(주)체시스,033250,2015/06,3605237,-5263419,744732
(주)체시스,033250,2016/06,5433734,-2406931,2865268
(주)체시스,033250,2017/06,-594866,-4337653,-243634
(주)체시스,033250,2018/06,9626679,-11433595,2611164
(주)체시스,033250,2019/06,949148,-6194693,3939834
(주)체시스,033250,2020/06,2052316,-629780,-376938
(주)체시스,033250,2021/06,7315685,-2692055,-2988071
(주)초록뱀미디어,047820,2011/12,-5222908,-966424,5789075
(주)초록뱀미디어,047820,2012/12,-444579,-1579090,0
(주)초록뱀미디어,047820,2013/12,22166,968548,0
(주)초록뱀미디어,047820,2014/12,-4347919,107505,2939696
(주)초록뱀미디어,047820,2015/12,-2164749,-73963421,77998544
(주)초록뱀미디어,047820,2016/12,6732767,2766029,-4590613
(주)초록뱀미디어,047820,2017/12,646502,-7988611,-908242
(주)초록뱀미디어,047820,2018/12,-21533419,-55398463,79990146
(주)초록뱀미디어,047820,2019/12,11529335,-22185373,16481738
(주)초록뱀미디어,047820,2020/12,783893,-69282585,89117891
(주)초록뱀미디어,047820,2021/12,4572849,-60898957,142724597
(주)초록뱀이앤엠,131100,2011/12,,,
(주)초록뱀이앤엠,131100,2012/12,5878065,-18997321,18269427
(주)초록뱀이앤엠,131100,2013/12,-878310,-23669675,17906883
(주)초록뱀이앤엠,131100,2014/12,-473469,-25365194,22888093
(주)초록뱀이앤엠,131100,2015/12,-240287,7538445,-9749382
(주)초록뱀이앤엠,131100,2016/12,-2418003,4352978,-2103599
(주)초록뱀이앤엠,131100,2017/12,-3198656,13873465,-10254463
(주)초록뱀이앤엠,131100,2018/12,-10281982,-4924622,20305031
(주)초록뱀이앤엠,131100,2020/06,-7191027,-22124090,23327355
(주)초록뱀이앤엠,131100,2021/06,-5531013,-8871800,16010747
(주)초록뱀컴퍼니,052300,2011/12,929992,-649374,-704782
(주)초록뱀컴퍼니,052300,2012/12,5678471,-16856462,17200579
(주)초록뱀컴퍼니,052300,2013/12,19792504,-23581480,7280178
(주)초록뱀컴퍼니,052300,2014/12,640386,-4601746,-1545578
(주)초록뱀컴퍼니,052300,2015/12,-1783366,-3730720,19153251
(주)초록뱀컴퍼니,052300,2016/12,65755,-48097213,34718121
(주)초록뱀컴퍼니,052300,2017/12,3063457,-5726404,-561526
(주)초록뱀컴퍼니,052300,2018/12,-2270476,-32380431,33678403
(주)초록뱀컴퍼니,052300,2019/12,-1615446,-2128649,3679542
(주)초록뱀컴퍼니,052300,2020/12,610677,-11093887,12724365
(주)초록뱀컴퍼니,052300,2021/12,3982877,-1500934,118329205
(주)초록뱀헬스케어,118000,2011/12,,,
(주)초록뱀헬스케어,118000,2012/12,,,
(주)초록뱀헬스케어,118000,2013/12,258121,-6984082,664319
(주)초록뱀헬스케어,118000,2014/12,-5221728,393681,5448289
(주)초록뱀헬스케어,118000,2015/12,-3558415,-1074028,4071303
(주)초록뱀헬스케어,118000,2016/12,-4851449,-15318755,20195262
(주)초록뱀헬스케어,118000,2017/12,-12687554,13241439,540907
(주)초록뱀헬스케어,118000,2018/12,-2708020,-452828,36974617
(주)초록뱀헬스케어,118000,2019/12,1244910,-29350415,11125640
(주)초록뱀헬스케어,118000,2020/12,3794996,-57487903,50169239
(주)초록뱀헬스케어,118000,2021/12,-1491581,11853258,34169195
(주)칩스앤미디어,094360,2013/12,1988937,-4192587,0
(주)칩스앤미디어,094360,2014/12,3344384,-498697,-1302954
(주)칩스앤미디어,094360,2015/12,3152789,-6419823,4849243
(주)칩스앤미디어,094360,2016/12,3921151,-4802857,312511
(주)칩스앤미디어,094360,2017/12,-1888457,4247302,-298848
(주)칩스앤미디어,094360,2018/12,2895461,-6137106,12680
(주)칩스앤미디어,094360,2019/12,2924818,-2693930,-557044
(주)칩스앤미디어,094360,2020/12,4715423,3954580,-1613879
(주)칩스앤미디어,094360,2021/12,9852851,-13443066,-1499645
(주)카나리아바이오,016790,2018/12,,,
(주)카나리아바이오,016790,2019/12,,,
(주)카나리아바이오,016790,2020/12,,,
(주)카나리아바이오,016790,2021/12,,,
(주)카스,016920,2011/12,5555204,-4726967,4547182
(주)카스,016920,2012/12,1169998,-5723316,8594106
(주)카스,016920,2013/12,-4730897,-2992494,486576
(주)카스,016920,2014/12,-349326,-11949031,10272211
(주)카스,016920,2015/12,1942788,-1359251,-724247
(주)카스,016920,2016/12,14336477,3095359,-11988869
(주)카스,016920,2017/12,3915533,-537498,-1913303
(주)카스,016920,2018/12,-5080223,-492291,2144974
(주)카스,016920,2019/12,5532917,-4504521,-3781714
(주)카스,016920,2020/12,8532368,-4413009,10883478
(주)카스,016920,2021/12,-943592,-16544416,7618252
(주)카이노스메드,220250,2015/12,,,
(주)카이노스메드,220250,2016/12,,,
(주)카이노스메드,220250,2017/12,,,
(주)카이노스메드,284620,2018/12,,,
(주)카이노스메드,220250,2018/12,,,
(주)카이노스메드,220250,2019/12,,,
(주)카이노스메드,284620,2019/12,,,
(주)카이노스메드,284620,2020/12,-7608106,1810956,25774540
(주)카이노스메드,284620,2021/12,-9195206,-5753492,14666520
(주)카카오,035720,2011/12,111763330,-114633692,-13441424
(주)카카오,035720,2012/12,123271058,-51325311,-32217271
(주)카카오,035720,2013/12,126244168,-97917647,-38865493
(주)카카오,035720,2014/12,220333977,172599803,35382128
(주)카카오,035720,2015/12,162217476,-414240990,197232390
(주)카카오,035720,2016/12,317259109,-1000011073,923793278
(주)카카오,035720,2017/12,371927060,-354669093,467605490
(주)카카오,035720,2018/12,491469890,-1260721862,890516911
(주)카카오,035720,2019/12,752667420,-414187467,322204328
(주)카카오,035720,2020/12,971096477,-1260695790,1305360310
(주)카카오,035720,2021/12,1306571526,-3341008650,4441165654
(주)카카오게임즈,293490,2020/12,82289021,-168367332,408689418
(주)카카오게임즈,293490,2021/12,227785573,-803990767,818078937
(주)카카오엠,016170,2011/12,,,
(주)카카오엠,016170,2012/12,,,
(주)카카오엠,016170,2013/12,53692720,-50315858,-4780132
(주)카카오엠,016170,2014/12,76690048,-63699304,-26801
(주)카카오엠,016170,2015/12,78535052,-15001063,-18018753
(주)카카오엠,016170,2016/12,96982474,-89472302,1453450
(주)카카오엠,016170,2017/12,115624098,-44875248,-25175273
(주)카카오페이,377300,2021/12,156658929,-996778345,1595552662
(주)카프로,006380,2011/12,,,
(주)카프로,006380,2012/12,,,
(주)카프로,006380,2013/12,,,
(주)카프로,006380,2014/12,,,
(주)카프로,006380,2015/12,,,
(주)카프로,006380,2016/12,,,
(주)카프로,006380,2017/12,,,
(주)카프로,006380,2018/12,,,
(주)카프로,006380,2019/12,,,
(주)카프로,006380,2020/12,,,
(주)카프로,006380,2021/12,,,
(주)캐로스,260490,2016/12,,,
(주)캐리소프트,317530,2019/12,-1666870,-6409321,8222136
(주)캐리소프트,317530,2020/12,-166166,1411164,-1248901
(주)캐리소프트,317530,2021/12,-693319,-156592,164068
(주)캐스텍코리아,071850,2014/12,18894727,-15896641,-2298152
(주)캐스텍코리아,071850,2015/12,16008298,-17184256,-30176
(주)캐스텍코리아,071850,2016/12,24089243,-28186687,4404104
(주)캐스텍코리아,071850,2017/12,7440284,-28504928,22564179
(주)캐스텍코리아,071850,2018/12,9127148,-28612562,19088491
(주)캐스텍코리아,071850,2019/12,7830251,-16866369,9212905
(주)캐스텍코리아,071850,2020/12,7315144,8222317,-9637087
(주)캐스텍코리아,071850,2021/12,-1575305,-4142911,2060802
(주)캠시스,050110,2011/12,-8263077,-2867744,6692000
(주)캠시스,050110,2012/12,920914,-29212724,42481076
(주)캠시스,050110,2013/12,6320514,-24443729,18153787
(주)캠시스,050110,2014/12,8250877,-22342848,20033817
(주)캠시스,050110,2015/12,3813643,-19606251,12684190
(주)캠시스,050110,2016/12,15867283,-13662219,-1482189
(주)캠시스,050110,2017/12,-4240153,-26004137,35007992
(주)캠시스,050110,2018/12,49066956,-36775988,23281490
(주)캠시스,050110,2019/12,32453945,-44563859,23458437
(주)캠시스,050110,2020/12,-18214636,-12049677,32797338
(주)캠시스,050110,2021/12,8220381,-34659424,-3120773
(주)커넥트웨이브,119860,2011/12,3964172,-12572209,17996499
(주)커넥트웨이브,119860,2012/12,6447243,-15453620,-1489940
(주)커넥트웨이브,119860,2013/12,6133342,-3628088,457890
(주)커넥트웨이브,119860,2014/12,4679799,-6641846,-3417830
(주)커넥트웨이브,119860,2015/12,4132174,-1350715,-2052300
(주)커넥트웨이브,119860,2016/12,8685216,-5168616,-1945798
(주)커넥트웨이브,119860,2017/12,17068864,-490961,-4112990
(주)커넥트웨이브,119860,2018/12,16577437,-15160846,-1999449
(주)커넥트웨이브,119860,2019/12,47185267,-14460578,-5648573
(주)커넥트웨이브,119860,2020/12,20651944,-28028975,-6901957
(주)커넥트웨이브,119860,2021/12,24624344,-21225577,-9867823
(주)컴투스,078340,2011/12,2111342,-3195535,337250
(주)컴투스,078340,2012/12,26140732,-21263649,-121350
(주)컴투스,078340,2013/12,10599971,-10200342,25430
(주)컴투스,078340,2014/12,83060242,-80803344,1591320
(주)컴투스,078340,2015/12,137961286,-246367798,180996479
(주)컴투스,078340,2016/12,155990506,-131407865,-19602489
(주)컴투스,078340,2017/12,134548050,-182018452,-15872424
(주)컴투스,078340,2018/12,128609494,-77571968,-44083954
(주)컴투스,078340,2019/12,129830247,-89317372,-37132836
(주)컴투스,078340,2020/12,102539575,-44602455,-34968192
(주)컴투스,078340,2021/12,90152879,-52173375,156260180
(주)컴투스홀딩스,063080,2011/12,17793770,-1324298,-1607586
(주)컴투스홀딩스,063080,2012/12,19431988,-23705188,-281121
(주)컴투스홀딩스,063080,2013/12,5750460,-68137498,61156067
(주)컴투스홀딩스,063080,2014/12,12895214,9157827,8068591
(주)컴투스홀딩스,063080,2015/12,-4008634,-43418473,87512560
(주)컴투스홀딩스,063080,2016/12,4003156,-10633986,-43983646
(주)컴투스홀딩스,063080,2017/12,-20645023,3253299,-2118414
(주)컴투스홀딩스,063080,2018/12,-15512914,3783706,10640684
(주)컴투스홀딩스,063080,2019/12,-11705208,-12158667,27705166
(주)컴투스홀딩스,063080,2020/12,13665744,-20668615,8909597
(주)컴투스홀딩스,063080,2021/12,330018,-42923500,50631734
(주)케미메디,205290,2017/12,,,
(주)케미메디,205290,2018/12,,,
(주)케스피온,079190,2011/12,-1640844,-13022993,13627860
(주)케스피온,079190,2012/12,-4681951,-4436234,12048872
(주)케스피온,079190,2013/12,,,
(주)케스피온,079190,2014/12,-4336959,-12338066,16837626
(주)케스피온,079190,2015/12,4640552,-2752068,3347254
(주)케스피온,079190,2016/12,10762168,-5565821,-172785
(주)케스피온,079190,2017/12,579035,-3651934,-995358
(주)케스피온,079190,2018/12,621322,2247733,-6225769
(주)케스피온,079190,2019/12,4596049,14953387,-23510301
(주)케스피온,079190,2020/12,-4804051,3713560,5291540
(주)케스피온,079190,2021/12,-3803379,-820712,7811241
(주)케어랩스,263700,2018/12,3588522,-42461233,70433337
(주)케어랩스,263700,2019/12,4455294,-17459579,-3905697
(주)케어랩스,263700,2020/12,11301680,16710132,-2147020
(주)케어랩스,263700,2021/12,4297449,-68338399,59998916
(주)케어젠,214370,2015/12,,,
(주)케어젠,214370,2016/12,-15957721,2721507,-35325199
(주)케어젠,214370,2017/12,47878710,-40413517,-23326210
(주)케어젠,214370,2018/12,-6821342,-3002566,-24353976
(주)케어젠,214370,2019/12,69659447,-47070181,-14258999
(주)케어젠,214370,2020/12,30775990,6916511,-43322036
(주)케어젠,214370,2021/12,51858505,-25105549,-20470988
(주)케이비지,318000,2019/12,,,
(주)케이비지,318000,2020/12,,,
(주)케이비지,318000,2021/12,,,
(주)케이사인,192250,2014/12,1187535,4541785,-2091690
(주)케이사인,192250,2015/12,6600910,7398856,-2310918
(주)케이사인,192250,2016/12,930751,-7324491,18432898
(주)케이사인,192250,2017/12,4839926,-8168062,-3111732
(주)케이사인,192250,2018/12,6377039,-13894842,-632564
(주)케이사인,192250,2019/12,5754741,1379264,-8359673
(주)케이사인,192250,2020/12,10751770,3338353,4434971
(주)케이사인,192250,2021/12,11149655,-2755116,-5989265
(주)케이씨,029460,2011/12,36700057,-28821521,1183458
(주)케이씨,029460,2012/12,18958706,-20742418,-8211295
(주)케이씨,029460,2013/12,26516728,21865447,-3155032
(주)케이씨,029460,2014/12,35941292,-50380749,-1166728
(주)케이씨,029460,2015/12,49147547,-50641827,-3162727
(주)케이씨,029460,2016/12,29646406,-19014969,-12913010
(주)케이씨,029460,2017/12,56151730,-47024869,-11171950
(주)케이씨,029460,2018/12,59571187,-23559499,13879
(주)케이씨,029460,2019/12,31134356,52599185,-5524074
(주)케이씨,029460,2020/12,46197669,-40120874,-4430368
(주)케이씨,029460,2021/12,10861752,-47856871,7786469
(주)케이씨씨,002380,2011/12,40268098,354837258,-108366860
(주)케이씨씨,002380,2012/12,105818300,-565941021,-121765569
(주)케이씨씨,002380,2013/12,319041927,104005776,-92120106
(주)케이씨씨,002380,2014/12,276513308,-164797506,-59892701
(주)케이씨씨,002380,2015/12,95413810,-864690814,463899261
(주)케이씨씨,002380,2016/12,431135088,-497998621,201911296
(주)케이씨씨,002380,2017/12,332894207,-658521534,141641566
(주)케이씨씨,002380,2018/12,538975697,-50268279,-523832294
(주)케이씨씨,002380,2019/12,274779647,-716319243,567156776
(주)케이씨씨,002380,2020/12,679854398,-2403056,-641433280
(주)케이씨씨,002380,2021/12,424043437,-237295139,-161148952
(주)케이씨씨건설,021320,2011/12,12786081,-5246032,137320188
(주)케이씨씨건설,021320,2012/12,-85252813,-3013139,-14042493
(주)케이씨씨건설,021320,2013/12,-51227765,-87822417,149147829
(주)케이씨씨건설,021320,2014/12,45291594,48856152,-48125144
(주)케이씨씨건설,021320,2015/12,29003814,56325800,-140428390
(주)케이씨씨건설,021320,2016/12,5561169,9942345,-10977111
(주)케이씨씨건설,021320,2017/12,102549267,60271820,-50033250
(주)케이씨씨건설,021320,2018/12,-24968902,13360971,-18746802
(주)케이씨씨건설,021320,2019/12,,,
(주)케이씨씨건설,021320,2020/12,,,
(주)케이씨씨건설,021320,2021/12,,,
(주)케이씨씨글라스,344820,2020/12,,,
(주)케이씨씨글라스,344820,2021/12,229687323,-242466955,-7413866
(주)케이씨아이,036670,2011/12,,,
(주)케이씨아이,036670,2012/12,,,
(주)케이씨아이,036670,2013/12,,,
(주)케이씨아이,036670,2014/12,,,
(주)케이씨아이,036670,2015/12,,,
(주)케이씨아이,036670,2016/12,,,
(주)케이씨아이,036670,2017/12,,,
(주)케이씨아이,036670,2018/12,,,
(주)케이씨아이,036670,2019/12,,,
(주)케이씨아이,036670,2020/12,,,
(주)케이씨아이,036670,2021/12,,,
(주)케이씨에스,115500,2011/12,,,
(주)케이씨에스,115500,2012/12,,,
(주)케이씨에스,115500,2013/12,,,
(주)케이씨에스,115500,2014/12,,,
(주)케이씨에스,115500,2015/12,,,
(주)케이씨에스,115500,2016/12,,,
(주)케이씨에스,115500,2017/12,,,
(주)케이씨에스,115500,2018/12,,,
(주)케이씨에스,115500,2019/12,,,
(주)케이씨에스,115500,2020/12,,,
(주)케이씨에스,115500,2021/12,,,
(주)케이씨텍,281820,2017/12,,,
(주)케이씨텍,281820,2018/12,,,
(주)케이씨텍,281820,2019/12,,,
(주)케이씨텍,281820,2020/12,,,
(주)케이씨텍,281820,2021/12,,,
(주)케이씨티,089150,2011/12,,,
(주)케이씨티,089150,2012/12,,,
(주)케이씨티,089150,2013/12,,,
(주)케이씨티,089150,2014/12,,,
