회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]정상영업이익증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]총포괄이익증가율(IFRS연결)
(주)신흥,004080,2018/12,1.09,-4.02,8.86,1.09,0.33,-72.51,-3.59,-18.96
(주)신흥,004080,2019/12,10.56,17.02,1.9,0.74,1.21,170.49,-33.07,-21.39
(주)신흥,004080,2020/12,-0.36,-4.77,6.44,4.49,-5.17,5.33,508.13,623.96
(주)신흥,004080,2021/12,-5.17,-0.11,-12.15,10.35,8.74,313.09,8.19,5.78
(주)실리콘투,257720,2021/12,84.02,21.86,133.38,142.36,31.79,9.06,44.41,74.02
(주)실리콘화일,082930,2011/12,,,,,,,,
(주)실리콘화일,082930,2012/12,,,,,,,,
(주)실리콘화일,082930,2013/12,,,,,,,,
(주)심텍,222800,2015/12,,,,,,,,
(주)심텍,222800,2016/12,0,0,0,0,0,0,0,0
(주)심텍,222800,2017/12,21.12,26.46,9.72,16.94,2.47,-15.94,-45.4,-56.92
(주)심텍,222800,2018/12,11.7,8.31,20.06,1.78,24.15,-9,-68.68,-26.1
(주)심텍,222800,2019/12,3.27,4.42,0.71,-23.62,-0.73,-158.28,-834.02,-531.7
(주)심텍,222800,2020/12,-7.16,-0.81,-21.8,77.16,20.11,0,0,0
(주)심텍,222800,2021/12,9.96,5.39,23.3,31.75,13.69,94.25,107.13,104.62
(주)심텍홀딩스,036710,2011/12,1.56,-3.34,11.87,27.3,5.16,-28.37,-40,-40.57
(주)심텍홀딩스,036710,2012/12,10.63,2.67,25.09,20.19,2.88,-27.37,-53.91,-56.25
(주)심텍홀딩스,036710,2013/12,12.4,43.06,-33.39,-17.86,-16.66,0,0,-271.24
(주)심텍홀딩스,036710,2014/12,8.64,5.54,18.58,6.38,26.14,0,0,0
(주)심텍홀딩스,036710,2015/12,-4.71,-2.58,-10.78,-40.99,-76.48,-83.43,7885.83,12171.36
(주)심텍홀딩스,036710,2016/12,7.25,-1.5,34.51,5.02,405.94,1280.16,-94.64,-96.93
(주)심텍홀딩스,036710,2017/12,19.9,24.22,10.05,13.06,2.84,-12.37,-77.32,-19.05
(주)심텍홀딩스,036710,2018/12,11.44,7.73,20.98,1.36,23.96,8.43,-54.48,-54.61
(주)심텍홀딩스,036710,2019/12,2.97,4.3,-0.06,-10.41,-0.67,-157.59,-2268.15,-1180.3
(주)심텍홀딩스,036710,2020/12,-6.61,-0.76,-20.61,18.35,20.13,0,0,0
(주)심텍홀딩스,036710,2021/12,20.98,12.15,47.4,46.21,13.68,93.22,16.98,9.7
(주)심팩메탈,090730,2011/12,29.26,79.19,-6.58,11.01,-13.42,-33.33,-28.27,-25.43
(주)심팩메탈,090730,2012/12,-0.09,13.43,-18.71,6.65,18.55,-25.22,-30.13,-32.99
(주)심팩메탈,090730,2013/12,5.59,-2.75,21.6,3.88,-8.84,-31.17,-40.36,-38.9
(주)심팩메탈,090730,2014/12,-7.59,-5.85,-10.26,0.83,-4.06,-46.32,-45.18,-68.35
(주)심팩메탈,090730,2015/12,-5.92,-4.6,-8.05,-2.71,-16.59,0,0,-210.3
(주)심팩메탈,090730,2016/12,,,,,,,,
(주)심팩메탈,090730,2017/12,,,,,,,,
(주)싸이맥스,160980,2015/12,0,0,0,0,0,0,0,0
(주)싸이맥스,160980,2016/12,27.29,44.18,16.15,8.21,31.99,84.76,304.03,301.6
(주)싸이맥스,160980,2017/12,63.17,88.07,42.79,77.23,124.23,222.8,178.44,149.37
(주)싸이맥스,160980,2018/12,-7.16,-1.63,-13.14,4.81,-18.66,-34.12,-26.62,-18.82
(주)싸이맥스,160980,2019/12,9.65,12.64,6,-0.12,-37.45,-87.38,-67.31,-66.5
(주)싸이맥스,160980,2020/12,26.6,-2.63,64.54,23.27,107.17,1064.11,442.84,439.79
(주)싸이맥스,160980,2021/12,15.39,8.25,20.87,16.57,40.08,41,5.99,6.26
(주)싸이버원,356890,2021/12,,,,,,,,
(주)싸이토젠,217330,2018/12,,,,,,,,
(주)싸이토젠,217330,2019/12,,,,,,,,
(주)싸이토젠,217330,2020/12,,,,,,,,
(주)싸이토젠,217330,2021/12,,,,,,,,
(주)쌍방울,102280,2011/12,1.55,-6.37,5.98,9.85,12.94,12.08,78.41,68.9
(주)쌍방울,102280,2012/12,-3.85,0.94,-6.21,3.65,-0.05,-33.72,-43.18,-44.2
(주)쌍방울,102280,2013/12,10.6,3.26,14.51,-2.11,-14.22,0,0,-157.63
(주)쌍방울,102280,2014/12,3.68,-1.76,6.29,2.67,2.04,0,0,0
(주)쌍방울,102280,2015/12,56.75,6.99,78.8,130.52,2.65,276.35,0,0
(주)쌍방울,102280,2016/12,2.73,60.95,-12.71,-1.74,-20.24,-1558.79,0,0
(주)쌍방울,102280,2017/12,179.41,11.19,261.67,73.7,-3.63,0,0,0
(주)쌍방울,102280,2018/12,-39.08,254.03,-83.14,-32.42,-7.28,0,-166.39,-176.41
(주)쌍방울,102280,2019/12,-10.47,-10.4,-10.67,-18.68,-5.03,-1932.16,0,0
(주)쌍방울,102280,2020/12,2.99,-2.04,18.9,29.8,0.72,0,0,0
(주)쌍방울,102280,2021/12,12.87,-50.93,179.32,6,-0.23,0,0,0
(주)썬코어,051170,2011/12,33.64,88.48,4.74,54.28,17.3,0,0,0
(주)썬코어,051170,2012/12,23.29,36.95,10.34,-0.03,-3.55,74.71,0,-147.18
(주)썬코어,051170,2013/12,4.01,4.22,3.75,-2.74,-6.62,0,0,0
(주)썬코어,051170,2014/12,-12.46,-22.75,-0.3,-13.79,-4.99,0,0,0
(주)썬코어,051170,2015/12,81.46,111.82,53.64,35.04,18.07,0,0,0
(주)썬코어,051170,2016/12,-33.99,-24.49,-45.99,-58.24,-7.01,0,0,0
(주)썬테크놀로지스,122800,2011/12,,,,,,,,
(주)썬테크놀로지스,122800,2012/12,,,,,,,,
(주)썬테크놀로지스,122800,2013/12,,,,,,,,
(주)썬테크놀로지스,122800,2014/12,,,,,,,,
(주)썬테크놀로지스,122800,2015/12,0,0,0,0,0,0,0,0
(주)썬테크놀로지스,122800,2016/12,10.58,-6.57,28.37,-16.09,0.9,-47.05,-567.13,-330.12
(주)썬테크놀로지스,122800,2017/12,-29.37,-36.54,-23.95,-14.03,-39.21,-519.81,0,0
(주)썬테크놀로지스,122800,2018/12,-3.56,79.28,-55.77,-10.04,-13.67,0,0,0
(주)썸에이지,208640,2014/12,,,,,,,,
(주)썸에이지,208640,2015/12,,,,,,,,
(주)썸에이지,208640,2016/12,0,0,0,0,0,0,0,0
(주)썸에이지,208640,2017/12,-25.42,-17.04,-26.86,-20.79,-41.26,0,0,0
(주)썸에이지,208640,2018/12,46.25,-6.2,56.52,-66,-0.01,0,0,0
(주)썸에이지,208640,2019/12,5.77,10.38,5.23,177.92,2.63,0,0,0
(주)썸에이지,208640,2020/12,-10.74,101.07,-24.49,-7.43,92.06,0,0,0
(주)썸에이지,208640,2021/12,31.79,67.67,20.04,101.59,417.22,0,0,0
(주)쎄노텍,222420,2015/12,,,,,,,,
(주)쎄노텍,222420,2016/12,,,,,,,,
(주)쎄노텍,222420,2017/12,,,,,,,,
(주)쎄노텍,222420,2018/12,,,,,,,,
(주)쎄노텍,222420,2019/12,,,,,,,,
(주)쎄노텍,222420,2020/12,,,,,,,,
(주)쎄노텍,222420,2021/12,,,,,,,,
(주)쎄니트,037760,2011/12,0.85,0.22,1.97,-14.35,3.18,0,0,0
(주)쎄니트,037760,2012/12,-1.22,-7.4,9.63,-0.12,18.2,0,0,0
(주)쎄니트,037760,2013/12,25.55,39.54,4.8,42.85,8.07,73.73,0,0
(주)쎄니트,037760,2014/12,18.3,23.49,8.04,12.73,4.14,57.92,101.18,108
(주)쎄니트,037760,2015/12,14.87,5.81,35.33,33.85,38.5,45.87,83.05,83.05
(주)쎄니트,037760,2016/12,18.93,16.27,23.61,17.01,18.45,10.77,-16.02,-16.33
(주)쎄니트,037760,2017/12,1.66,-0.38,5.04,12.84,9.05,-17.99,-8.84,-8.45
(주)쎄니트,037760,2018/12,-4.85,-0.38,-11.89,3.31,-9.89,-27.39,-50.35,-50.17
(주)쎄니트,037760,2019/12,7.52,2.7,16.11,3.34,-3.51,-7.53,-30.37,-31.54
(주)쎄니트,037760,2020/12,11.14,5.44,20.11,5.02,-14.42,0,318.77,328.38
(주)쎄니트,037760,2021/12,1.97,-3.94,10.13,9.9,34.21,0,1.18,-4.51
(주)쎄트렉아이,099320,2011/12,,,,,,,,
(주)쎄트렉아이,099320,2012/12,,,,,,,,
(주)쎄트렉아이,099320,2013/12,,,,,,,,
(주)쎄트렉아이,099320,2014/12,0,0,0,0,0,0,0,0
(주)쎄트렉아이,099320,2015/12,7.53,18.03,-4.24,7.48,16.95,111.17,136,136
(주)쎄트렉아이,099320,2016/12,16.97,29.37,-0.16,4.94,12.21,-31.61,-21.59,-21.59
(주)쎄트렉아이,099320,2017/12,2.03,10.75,-13.58,8.86,24.9,70.03,73.57,73.57
(주)쎄트렉아이,099320,2018/12,10.03,-0.69,34.64,5.77,7.88,4.28,-17.96,-17.96
(주)쎄트렉아이,099320,2019/12,24,-6.93,76.38,9.95,52.23,65.14,53.96,48.59
(주)쎄트렉아이,099320,2020/12,11.61,-10.27,31.16,14.61,27.05,47.69,65.8,71.11
(주)쎄트렉아이,099320,2021/12,0,0,0,0,0,0,0,0
(주)쎌마테라퓨틱스,015540,2011/12,0,0,0,0,0,0,0,0
(주)쎌마테라퓨틱스,015540,2012/12,-23.17,-29.31,-17.58,-12.18,-32.18,0,0,0
(주)쎌마테라퓨틱스,015540,2013/12,-10.05,27.43,-39.35,-8.74,-15.36,0,0,0
(주)쎌마테라퓨틱스,015540,2014/12,-3.11,-12.8,12.82,-15.09,13.83,0,0,0
(주)쎌마테라퓨틱스,015540,2015/12,137.16,112.67,168.26,-36.77,2.73,0,0,0
(주)쎌마테라퓨틱스,015540,2016/12,-53.88,-62.52,-45.19,-2.19,-31.96,0,0,0
(주)쎌마테라퓨틱스,015540,2017/12,32.09,74.41,2.95,27.37,-4.29,0,0,0
(주)쎌마테라퓨틱스,015540,2018/12,12.85,-6.61,35.55,-51.34,-43.26,0,0,0
(주)쎌마테라퓨틱스,015540,2019/12,-21.14,-46.43,-0.82,-10.35,-79.51,0,0,0
(주)쎌마테라퓨틱스,015540,2020/12,116.4,18.62,158.84,-77.22,25.29,0,0,0
(주)쎌마테라퓨틱스,015540,2021/12,-16.42,290.82,-77.53,1813.46,-1.36,0,0,0
(주)쎌바이오텍,049960,2011/12,17.49,-11.31,36.48,14.6,19.01,-2.62,6.42,4.06
(주)쎌바이오텍,049960,2012/12,9.69,23.21,3.89,14.95,11.03,12.21,18.03,13.51
(주)쎌바이오텍,049960,2013/12,15.86,35.18,6.05,18.2,22.05,43.71,27.02,32.08
(주)쎌바이오텍,049960,2014/12,23.35,2.43,36.91,21.63,29.02,37.42,33.37,34.43
(주)쎌바이오텍,049960,2015/12,30.14,10.71,39.56,31.31,21.43,45.35,68.28,67.7
(주)쎌바이오텍,049960,2016/12,20.76,2.13,27.92,22.39,17.72,14.94,5.67,5.29
(주)쎌바이오텍,049960,2017/12,6.57,20.44,2.31,7.18,4.77,4.97,-1.62,-2.89
(주)쎌바이오텍,049960,2018/12,16.14,21.06,14.36,17.11,2.44,-4.23,6.52,9.02
(주)쎌바이오텍,049960,2019/12,-3.34,25.95,-14.55,-1.91,-26.52,-73.27,-62.7,-63.2
(주)쎌바이오텍,049960,2020/12,-2.77,3.44,-6.27,-3.49,-0.82,-36.72,-55.9,-53.76
(주)쎌바이오텍,049960,2021/12,7.19,12.3,4.02,6.7,2.83,97.88,225.58,196.86
(주)쏠리드,050890,2011/12,22.76,25.83,19.49,-8.57,-30.8,0,0,-130.18
(주)쏠리드,050890,2012/12,19.23,-0.03,40.93,15.46,137.09,0,0,0
(주)쏠리드,050890,2013/12,9.05,1.99,14.69,30.45,13.5,52.31,196.59,183.47
(주)쏠리드,050890,2014/12,-0.07,0.33,-0.35,25.51,16.58,-12.54,-2.36,-2.59
(주)쏠리드,050890,2015/12,53.18,104.34,16.57,-0.99,-5.29,-73.09,-92.63,-90.18
(주)쏠리드,050890,2016/12,15.32,21.07,8.11,-16.44,53.45,-1241.45,-6754.42,-5075.01
(주)쏠리드,050890,2017/12,-18.02,-29.22,-2.3,7.96,-11.04,0,0,0
(주)쏠리드,050890,2018/12,-4.12,9.23,-17.71,30.86,-14.16,-94.76,0,0
(주)쏠리드,050890,2019/12,5.34,2.03,9.83,12.91,3.01,-432.4,-36.7,-38.29
(주)쏠리드,050890,2020/12,-0.81,1.03,-3.13,-9.4,-24.61,0,0,-252.45
(주)쏠리드,050890,2021/12,31.3,31.51,31.01,75.97,22.79,0,0,0
(주)씨그널엔터테인먼트그룹,099830,2011/12,,,,,,,,
(주)씨그널엔터테인먼트그룹,099830,2012/12,,,,,,,,
(주)씨그널엔터테인먼트그룹,099830,2013/12,,,,,,,,
(주)씨그널엔터테인먼트그룹,099830,2014/12,0,0,0,0,0,0,0,0
(주)씨그널엔터테인먼트그룹,099830,2015/12,17.37,-10.66,105.31,-14.82,119.27,0,0,0
(주)씨그널엔터테인먼트그룹,099830,2016/12,-37.89,-21.51,-60.25,-4.52,-4.63,0,0,0
(주)씨그널엔터테인먼트그룹,099830,2017/12,-3.79,-36.75,85.03,-4.5,30.55,0,0,0
(주)씨씨에스충북방송,066790,2011/12,0,0,0,0,0,0,0,0
(주)씨씨에스충북방송,066790,2012/12,0,0,0,0,0,0,0,0
(주)씨씨에스충북방송,066790,2013/12,-43.92,-58.28,10.16,-6.93,-10.41,0,0,-7620.15
(주)씨씨에스충북방송,066790,2014/12,0.47,-16.17,24.19,1.97,-9.13,0,0,0
(주)씨씨에스충북방송,066790,2015/12,-11.1,24.51,-45.41,3.38,-8.84,0,0,0
(주)씨씨에스충북방송,066790,2016/12,-22.47,-4.82,-61.25,-3.99,-14.92,0,0,0
(주)씨씨에스충북방송,066790,2017/12,-6.21,-12.66,28.58,-7.52,1.68,0,0,0
(주)씨씨에스충북방송,066790,2018/12,-15.92,-20.16,-0.38,-21.61,-1.16,0,0,0
(주)씨씨에스충북방송,066790,2019/12,-7.67,-11.19,2.65,-0.49,-3.3,0,0,0
(주)씨씨에스충북방송,066790,2020/12,5.63,-16.89,62.85,8.38,-5.16,0,0,0
(주)씨씨에스충북방송,066790,2021/12,-16.76,-14.57,-19.59,-8.12,-2.75,0,0,0
(주)씨아이테크,004920,2011/12,,,,,,,,
(주)씨아이테크,004920,2012/12,,,,,,,,
(주)씨아이테크,004920,2013/12,0,0,0,0,0,0,0,0
(주)씨아이테크,004920,2014/12,0,0,0,0,0,0,0,0
(주)씨아이테크,004920,2015/12,42.34,33.15,60.01,57.31,58.01,0,0,0
(주)씨아이테크,004920,2016/12,-0.86,7.66,-14.48,16.58,-12.99,-184.64,-235.68,-171.51
(주)씨아이테크,004920,2017/12,-3.99,-4.23,-3.51,-32.9,17.33,0,0,0
(주)씨아이테크,004920,2018/12,12.38,-10.43,57.95,3.7,48.6,0,0,0
(주)씨아이테크,004920,2019/12,30.48,66.39,-10.2,32.34,26.13,0,0,0
(주)씨아이테크,004920,2020/12,33.87,38.44,24.27,5.09,28.52,0,0,-171.48
(주)씨아이테크,004920,2021/12,5.92,-0.86,21.78,46.73,-9.75,0,0,0
(주)씨앤씨인터내셔널,352480,2021/12,32.98,9.85,66.52,191.72,1.88,-84.32,0,-183.19
(주)씨앤에스자산관리,032040,2011/12,0,0,0,0,0,0,0,0
(주)씨앤에스자산관리,032040,2012/12,0,0,0,0,0,0,0,0
(주)씨앤에스자산관리,032040,2013/12,94.47,286.51,-34.26,-10.6,34.78,15.76,-90.28,-163.9
(주)씨앤에스자산관리,032040,2014/12,71.76,83.92,23.81,-19.94,12.37,0,0,0
(주)씨앤에스자산관리,032040,2015/12,4.29,0.19,28.25,49.02,25.81,0,0,0
(주)씨앤에스자산관리,032040,2016/12,5.8,1.84,23.92,-38.39,2.43,-2571.48,0,0
(주)씨앤에스자산관리,032040,2017/12,-32.12,-88.66,180.41,-67.34,-6.94,0,0,0
(주)씨앤케이인터내셔널,039530,2011/12,-8.06,-3.49,-13.25,2.25,178.72,0,0,0
(주)씨앤케이인터내셔널,039530,2012/12,-13.28,1.85,-32.36,-13.68,-55.64,0,0,0
(주)씨앤케이인터내셔널,039530,2013/12,22.26,-18.31,99.25,20.85,-31.53,0,0,0
(주)씨앤케이인터내셔널,039530,2014/12,,,,,,,,
(주)씨앤투스,352700,2021/12,59.38,46.81,66.62,120.28,8.2,-18,44.22,47.93
(주)씨에스,065770,2011/12,4.64,8.57,0.15,-20.47,-14.12,0,0,-323.07
(주)씨에스,065770,2012/12,27.29,18.15,38.61,-6.98,36.69,0,0,0
(주)씨에스,065770,2013/12,-5.75,21.39,-34.42,-45.76,-23.92,0,0,0
(주)씨에스,065770,2014/12,10.8,-32.55,95.54,28.36,37.92,0,0,0
(주)씨에스,065770,2015/12,-50.65,-23.49,-68.97,-56.26,-36.39,-546.04,0,-236.17
(주)씨에스,065770,2016/12,-9.68,1.52,-28.29,101.97,-11.55,0,0,0
(주)씨에스,065770,2017/12,-8.69,-88.8,179.88,-4.16,-10.67,0,0,0
(주)씨에스,065770,2018/12,-35.2,33.16,-41.64,19.32,35.58,22.58,309.54,0
(주)씨에스,065770,2019/12,-16.37,-6.92,-18.4,-3.52,-45.26,-140.19,-112.66,0
(주)씨에스,065770,2020/12,4.24,15.26,1.54,1.31,33.59,0,0,0
(주)씨에스,065770,2021/12,0,0,0,0,0,0,0,0
(주)씨에스에이코스믹,083660,2011/12,6.12,8.28,4.85,-17.06,11.44,0,0,0
(주)씨에스에이코스믹,083660,2012/12,-35.43,-36.63,-34.7,-44.56,-5.94,0,0,0
(주)씨에스에이코스믹,083660,2013/12,-16.58,-32.56,-7.23,3.24,-36,0,0,0
(주)씨에스에이코스믹,083660,2014/12,-18.35,-9.81,-21.98,-8.76,-9.78,0,0,0
(주)씨에스에이코스믹,083660,2015/12,,,,,,,,
(주)씨에스에이코스믹,083660,2016/12,,,,,,,,
(주)씨에스에이코스믹,083660,2017/12,0,0,0,0,0,0,0,0
(주)씨에스에이코스믹,083660,2018/12,21.79,-6.47,37.38,-0.19,101.89,0,0,0
(주)씨에스에이코스믹,083660,2019/12,-11.37,-9.11,-12.22,-30.1,1.2,-28432.76,0,0
(주)씨에스에이코스믹,083660,2020/12,5.06,-10.55,11.13,-29.74,-9.3,0,0,0
(주)씨에스에이코스믹,083660,2021/12,32.36,14.63,37.91,22.84,3.41,0,0,0
(주)씨엔알리서치,359090,2020/12,,,,,,,,
(주)씨엔알리서치,359090,2021/12,0,0,0,0,0,0,0,0
(주)씨엔플러스,115530,2011/12,78.26,61.77,110.82,177.85,31.65,32.12,22.36,23.57
(주)씨엔플러스,115530,2012/12,5.88,14.56,-7.26,12.33,-0.77,-50.22,-19.66,-23.99
(주)씨엔플러스,115530,2013/12,-10.64,-0.45,-29.7,4.39,-22.31,0,-97.15,-96.14
(주)씨엔플러스,115530,2014/12,-3.31,-1.47,-8.18,-32.97,-19.87,0,0,-6680.05
(주)씨엔플러스,115530,2015/12,-10.91,-9.6,-14.63,-32.6,-18.55,0,0,0
(주)씨엔플러스,115530,2016/12,-32.35,-34.75,-25.13,-31.72,-11.06,0,0,0
(주)씨엔플러스,115530,2017/12,28.12,1.92,96.84,3.37,16.34,0,0,0
(주)씨엔플러스,115530,2018/12,-10.88,6.55,-34.56,23.64,-11.96,0,0,0
(주)씨엔플러스,115530,2019/12,-43.67,-51.65,-26.02,-15.97,-22.75,0,0,0
(주)씨엔플러스,115530,2020/12,34.59,-27.11,123.75,-8.78,33.11,0,0,0
(주)씨엔플러스,115530,2021/12,-23.54,-7.58,-31.06,-15.51,21.08,0,0,0
(주)씨엘인터내셔널,037340,2011/12,-4.38,1.31,-14.23,27.75,-46.4,0,0,0
(주)씨엘인터내셔널,037340,2012/12,18.37,-4.28,64.71,12.78,134,0,0,0
(주)씨엘인터내셔널,037340,2013/12,-17.19,-18.05,-16.17,-9.85,33.14,0,0,0
(주)씨엘인터내셔널,037340,2014/12,4.01,18.85,-13.26,3.64,-47.67,0,0,0
(주)씨엘인터내셔널,037340,2015/12,-16.03,-26.53,0.68,-57.1,-14.63,0,0,0
(주)씨엠에스에듀,225330,2016/12,123.95,248.58,13.12,144.62,16.26,-16.96,-41.78,-36.12
(주)씨엠에스에듀,225330,2017/12,9.96,21.18,-20.78,17.46,14.22,-1.63,45.38,31.76
(주)씨엠에스에듀,225330,2018/12,29.6,41.72,-21.22,-3.63,9.6,-1.73,-12.63,-13.83
(주)씨엠에스에듀,225330,2019/12,11.72,11.49,13.41,-6.91,17.07,34.48,17.64,6.3
(주)씨엠에스에듀,225330,2020/12,-1.43,-6.11,33.28,10,2.69,-25.5,1.02,24.79
(주)씨유메디칼시스템,115480,2011/12,,,,,,,,
(주)씨유메디칼시스템,115480,2012/12,0,0,0,0,0,0,0,0
(주)씨유메디칼시스템,115480,2013/12,43,83.2,26.48,6.56,9.37,-97.75,-98.22,-95.39
(주)씨유메디칼시스템,115480,2014/12,-4.98,4.19,-10.44,-10.11,4.34,0,0,-4757.07
(주)씨유메디칼시스템,115480,2015/12,9.29,-1.56,16.8,11.68,3.97,0,0,0
(주)씨유메디칼시스템,115480,2016/12,-4.76,-2.62,-6.01,9.76,112.52,-50.33,-192.94,-98.35
(주)씨유메디칼시스템,115480,2017/12,-2.95,13.22,-12.73,1.26,6.91,-345.57,0,-9019.98
(주)씨유메디칼시스템,115480,2018/12,70.06,138.77,16.15,12.82,30.78,0,0,0
(주)씨유메디칼시스템,115480,2019/12,23.28,16.74,33.82,6.22,7.2,-32.41,-266.34,-271.36
(주)씨유메디칼시스템,115480,2020/12,-36.84,-54.25,-12.33,-16.99,-65.38,0,0,0
(주)씨유메디칼시스템,115480,2021/12,-10.8,-44.32,13.81,16.8,25.01,0,0,0
(주)씨유전자,056340,2011/12,-22.61,103.91,-74.15,-7.33,-29.64,0,0,0
(주)씨유전자,056340,2012/12,-26.36,-32.43,-6.87,-30.13,-37.78,0,0,0
(주)씨유전자,056340,2013/12,-51.23,-39.08,-79.55,-56.95,-76.23,0,0,0
(주)씨이랩,189330,2021/12,,,,,,,,
(주)씨제이이엔엠,035760,2011/12,20.39,17.64,31.79,38.42,28.35,7.99,-19.31,-14.51
(주)씨제이이엔엠,035760,2012/12,22.87,14.65,53.31,21.03,24.67,3.61,42.19,45.13
(주)씨제이이엔엠,035760,2013/12,26.65,28.53,21.45,29.56,26.18,-0.9,-15.72,-17.03
(주)씨제이이엔엠,035760,2014/12,4.05,4.05,4.06,11.56,3.64,-9.2,-29.72,-23.49
(주)씨제이이엔엠,035760,2015/12,-5.25,-5.17,-5.48,7.36,-11.37,-10.57,-10.54,-26.64
(주)씨제이이엔엠,035760,2016/12,-7.85,-7.41,-9.16,0.6,-4.33,-14.68,-72.35,-71.31
(주)씨제이이엔엠,035760,2017/12,1.75,3.55,-3.64,12.09,2.33,25.49,458.56,504.7
(주)씨제이이엔엠,035760,2018/12,141.09,131.46,172.09,168.71,51.63,11.82,24.28,-13.26
(주)씨제이이엔엠,035760,2019/12,-19.54,-24.04,-7.22,6.63,10.59,7.32,-35.9,8.43
(주)씨제이이엔엠,035760,2020/12,15.55,20.45,4.55,16.66,-10.52,1,-45.39,55.5
(주)씨제이이엔엠,035760,2021/12,26.44,16.62,51.82,9.89,4.75,9.12,239.83,73.55
(주)씨젠,096530,2011/12,,,,,,,,
(주)씨젠,096530,2012/12,,,,,,,,
(주)씨젠,096530,2013/12,,,,,,,,
(주)씨젠,096530,2014/12,0,0,0,0,0,0,0,0
(주)씨젠,096530,2015/12,40.15,2.62,56.06,42.58,1.13,-22.33,-25.9,-25.2
(주)씨젠,096530,2016/12,6.99,22.71,2.61,5.09,13.14,16.75,5.14,2.3
(주)씨젠,096530,2017/12,-13.44,17.38,-23.7,-1.44,18.96,38.64,-43.88,-59.41
(주)씨젠,096530,2018/12,-8.86,-21.28,-2.49,-8.5,16.66,-24,168.37,279.1
(주)씨젠,096530,2019/12,19.48,19.32,19.55,19.15,19.25,111.05,148.62,157.77
(주)씨젠,096530,2020/12,459.27,444.8,465.24,323.02,822.66,2915.59,1783.17,1769.05
(주)씨젠,096530,2021/12,0,0,0,0,0,0,0,0
(주)씨티네트웍스,189540,2013/12,,,,,,,,
(주)씨티네트웍스,189540,2014/12,,,,,,,,
(주)씨티네트웍스,189540,2015/12,,,,,,,,
(주)씨티네트웍스,189540,2016/12,,,,,,,,
(주)씨티네트웍스,189540,2017/12,,,,,,,,
(주)씨티네트웍스,189540,2018/12,,,,,,,,
(주)씨티네트웍스,189540,2019/12,,,,,,,,
(주)씨티씨바이오,060590,2011/12,19.31,24.67,15.55,15.55,6.77,-75.43,0,-35.69
(주)씨티씨바이오,060590,2012/12,34.32,9.34,53.23,39.15,38.12,1805.77,0,1739.75
(주)씨티씨바이오,060590,2013/12,20.03,19.16,20.5,47.89,-4.93,-81.17,-89.44,-73.17
(주)씨티씨바이오,060590,2014/12,7.74,62.62,-21.6,-7.32,-1.24,-94.75,0,-321.82
(주)씨티씨바이오,060590,2015/12,19.42,41.88,-5.47,16.03,-2.35,2581.81,0,0
(주)씨티씨바이오,060590,2016/12,-2.55,-4.81,1.22,-8.32,3.49,-188.94,-199.95,-163.99
(주)씨티씨바이오,060590,2017/12,4.36,8.51,-2.14,-18.61,6.02,0,0,0
(주)씨티씨바이오,060590,2018/12,-2.65,-9.47,9.19,17.42,6.01,0,0,0
(주)씨티씨바이오,060590,2019/12,-2.71,-12.49,11.37,-13.97,-1.64,0,0,0
(주)씨티씨바이오,060590,2020/12,-5,3.25,-14.33,2.11,-4.48,0,0,0
(주)씨티씨바이오,060590,2021/12,-5.05,-4.55,-5.73,11.4,7.91,0,0,0
(주)씨티앤티,050470,2011/12,,,,,,,,
(주)씨티케이,260930,2017/12,0,0,0,0,0,0,0,0
(주)씨티케이,260930,2018/12,3.86,142.98,-14.6,-1.82,-2.23,-78.62,-47.95,-52.39
(주)씨티케이,260930,2019/12,5.25,65,-17.31,2.47,5.31,-24.4,-2.96,3.04
(주)씨티케이,260930,2020/12,1.36,4.67,-1.13,-4.94,6.76,-86.65,0,-119.1
(주)씨티케이,260930,2021/12,1.51,34.87,-25.09,1.66,-7.36,0,0,0
(주)아가방앤컴퍼니,013990,2011/12,7.09,6.66,7.5,7.66,1.35,-32.71,-42.12,-50.31
(주)아가방앤컴퍼니,013990,2012/12,-3.54,-4.52,-2.59,-0.95,-0.81,-52.08,-63.9,-53.76
(주)아가방앤컴퍼니,013990,2013/12,-0.24,-0.51,0.01,0.83,-4.17,-20.07,-3.31,-24.59
(주)아가방앤컴퍼니,013990,2014/12,12.73,8.57,16.62,12.17,-17.69,0,0,-385.36
(주)아가방앤컴퍼니,013990,2015/12,-4.9,7.85,-16.02,1.03,-1.76,0,0,0
(주)아가방앤컴퍼니,013990,2016/12,1.7,1.18,2.28,1.05,-4.49,1414.08,873.62,339.12
(주)아가방앤컴퍼니,013990,2017/12,-6.48,0.76,-14.49,-2.7,-6.25,-339.21,-323.86,-360.17
(주)아가방앤컴퍼니,013990,2018/12,-9.55,-7.74,-11.9,-9.57,-19.88,0,0,0
(주)아가방앤컴퍼니,013990,2019/12,-1.8,-3.69,0.79,-10.61,18.94,0,0,0
(주)아가방앤컴퍼니,013990,2020/12,-0.76,-5.33,5.21,-1.56,-8.77,0,0,0
