회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원)
(주)유니온커뮤니티,203450,2020/12,6743554,-1450223,1895755
(주)유니온커뮤니티,203450,2021/12,1131965,-949772,-4945446
(주)유니켐,011330,2011/12,-1577789,-784278,2038607
(주)유니켐,011330,2012/12,-10144117,395842,10058819
(주)유니켐,011330,2013/12,-12018072,-424141,13718340
(주)유니켐,011330,2015/06,-15286914,5730957,12002483
(주)유니켐,011330,2016/12,-18122515,-1447015,18099786
(주)유니켐,011330,2017/12,2074523,-4620178,5061106
(주)유니켐,011330,2018/12,-9262758,-7030324,15936699
(주)유니켐,011330,2019/12,2546966,-19071186,14994705
(주)유니켐,011330,2020/12,-2689948,-39274073,45870563
(주)유니켐,011330,2021/12,21234072,-26994472,8389363
(주)유니크,011320,2011/12,9883984,-12701065,4528559
(주)유니크,011320,2012/12,6251437,-12075289,9459100
(주)유니크,011320,2013/12,20483475,-8020550,935293
(주)유니크,011320,2014/12,15537140,-17272283,-3573735
(주)유니크,011320,2015/12,10699207,-16434996,-3498756
(주)유니크,011320,2016/12,16582998,-21876814,3937508
(주)유니크,011320,2017/12,2118652,-11049432,9315657
(주)유니크,011320,2018/12,14339261,-7536562,2177339
(주)유니크,011320,2019/12,10017272,-22739319,8240953
(주)유니크,011320,2020/12,11350931,-4268047,6040493
(주)유니크,011320,2021/12,4412496,-8324191,-3170923
(주)유니테스트,086390,2011/12,-257678,2756274,-1225718
(주)유니테스트,086390,2012/12,12759459,-303303,-7280450
(주)유니테스트,086390,2013/12,1319066,-4033478,-1770037
(주)유니테스트,086390,2014/12,3670892,-4677222,-576702
(주)유니테스트,086390,2015/12,24604409,-7673189,-3656240
(주)유니테스트,086390,2016/12,330964,-3134775,-9077025
(주)유니테스트,086390,2017/12,32236961,-6896246,4030302
(주)유니테스트,086390,2018/12,57440986,-12169370,-15452931
(주)유니테스트,086390,2019/12,12327783,-4990848,-8217376
(주)유니테스트,086390,2020/12,3466422,-15996807,-5537012
(주)유니테스트,086390,2021/12,-6233199,-35102253,7110581
(주)유니테크노,241690,2016/12,9147477,-3767565,8501918
(주)유니테크노,241690,2017/12,5094167,-8089210,-781338
(주)유니테크노,241690,2018/12,8149272,-31468320,25908920
(주)유니테크노,241690,2019/12,4466525,-5356567,-2730626
(주)유니테크노,241690,2020/12,12220374,-4888932,1924333
(주)유니테크노,241690,2021/12,5202883,-3244568,-4146643
(주)유니트론텍,142210,2016/12,4091672,-3217984,16538872
(주)유니트론텍,142210,2017/12,-6647189,-3985602,2145399
(주)유니트론텍,142210,2018/12,-4097311,-5896936,6439240
(주)유니트론텍,142210,2019/12,4456774,-7370476,6061251
(주)유니트론텍,142210,2020/12,-4999848,-9492327,12779720
(주)유니트론텍,142210,2021/12,-24976737,-6146826,24261149
(주)유디피,091270,2014/12,,,
(주)유디피,091270,2015/12,,,
(주)유디피,091270,2016/12,-2108836,4661970,-2734417
(주)유디피,091270,2017/12,2938181,489815,-3498140
(주)유라테크,048430,2011/12,11799574,-8144266,3344032
(주)유라테크,048430,2012/12,13270874,-1844810,-15342291
(주)유라테크,048430,2013/12,13238933,-8072964,-8257785
(주)유라테크,048430,2014/12,12539365,-12125856,4854705
(주)유라테크,048430,2015/12,13732831,-12491704,-1145295
(주)유라테크,048430,2016/12,14459877,-9061904,-7546149
(주)유라테크,048430,2017/12,11998743,-6645281,-1546149
(주)유라테크,048430,2018/12,9662014,-6136614,-744442
(주)유라테크,048430,2019/12,15492578,-6861125,-896865
(주)유라테크,048430,2020/12,14116507,-3101654,-1246639
(주)유라테크,048430,2021/12,11278851,-19237882,-19834
(주)유바이오로직스,206650,2017/12,-2640241,-6760451,18098720
(주)유바이오로직스,206650,2018/12,2936794,-34762488,33427835
(주)유바이오로직스,206650,2019/12,12878283,-23667736,5136384
(주)유바이오로직스,206650,2020/12,-913537,-15244585,63580804
(주)유바이오로직스,206650,2021/12,-6582385,-42112317,-401835
(주)유비케어,032620,2011/12,3889983,-1226154,0
(주)유비케어,032620,2012/12,3757007,-4391992,0
(주)유비케어,032620,2013/12,2471420,-9777216,0
(주)유비케어,032620,2014/12,7889365,-5294021,0
(주)유비케어,032620,2015/12,7961445,-5260329,0
(주)유비케어,032620,2016/12,3130101,2606889,-1208594
(주)유비케어,032620,2017/12,9690214,-85488,-1189425
(주)유비케어,032620,2018/12,7432256,-63668806,48284777
(주)유비케어,032620,2019/12,9279581,-6270280,-6915466
(주)유비케어,032620,2020/12,9204972,18379732,-1327395
(주)유비케어,032620,2021/12,5961548,-16371212,-2645630
(주)유비쿼스,264450,2017/12,12989903,-23252720,-48988
(주)유비쿼스,264450,2018/12,15762980,-17055200,2439125
(주)유비쿼스,264450,2019/12,19625789,-1084274,-4351304
(주)유비쿼스,264450,2020/12,19597266,-13567894,-6129957
(주)유비쿼스,264450,2021/12,20224806,-22928494,-4706541
(주)유비쿼스홀딩스,078070,2011/12,17599776,-2933128,-11968405
(주)유비쿼스홀딩스,078070,2012/12,14258912,-12127328,2793495
(주)유비쿼스홀딩스,078070,2013/12,13547432,-20298192,-1927011
(주)유비쿼스홀딩스,078070,2014/12,10580672,-2251895,-1341127
(주)유비쿼스홀딩스,078070,2015/12,50797795,-38490707,-2393858
(주)유비쿼스홀딩스,078070,2016/12,13554262,-1854039,-12437868
(주)유비쿼스홀딩스,078070,2017/12,3569010,58668742,-81513067
(주)유비쿼스홀딩스,078070,2018/12,2898731,-1717042,-926677
(주)유비쿼스홀딩스,078070,2019/12,2731423,-2622295,-2793479
(주)유비쿼스홀딩스,078070,2020/12,1722043,3276211,-1209351
(주)유비쿼스홀딩스,078070,2021/12,3155636,-1897204,-2137624
(주)유성티엔에스,024800,2011/12,1843687,-34474569,35554686
(주)유성티엔에스,024800,2012/12,11851769,-29327681,9198647
(주)유성티엔에스,024800,2013/12,7981534,14988877,-14119943
(주)유성티엔에스,024800,2014/12,4619884,3543067,-8285216
(주)유성티엔에스,024800,2015/12,33285707,-750842,-30671409
(주)유성티엔에스,024800,2016/12,27483995,-33291287,2983233
(주)유성티엔에스,024800,2017/12,17572564,-7456035,-10005124
(주)유성티엔에스,024800,2018/12,14147565,-27341944,4507192
(주)유성티엔에스,024800,2019/12,4301794,3365407,-1952796
(주)유성티엔에스,024800,2020/12,-9019717,-5013740,-2362666
(주)유성티엔에스,024800,2021/12,5173831,-1681092,-832705
(주)유수홀딩스,000700,2011/12,25128001,-92408403,57059281
(주)유수홀딩스,000700,2012/12,30955729,-1625931,-10999966
(주)유수홀딩스,000700,2013/12,20429481,-252992310,234881599
(주)유수홀딩스,000700,2014/12,22338672,-29293498,-14354494
(주)유수홀딩스,000700,2015/12,7125070,-6845340,-3100000
(주)유수홀딩스,000700,2016/12,3644977,-5240754,-4973921
(주)유수홀딩스,000700,2017/12,7296625,-3018011,-4252554
(주)유수홀딩스,000700,2018/12,2831748,-19044110,12102259
(주)유수홀딩스,000700,2019/12,6351893,-4894761,-3161159
(주)유수홀딩스,000700,2020/12,5250446,101020086,-97808256
(주)유수홀딩스,000700,2021/12,-34105876,53422883,-22755415
(주)유신,054930,2011/12,1344169,-2364782,105535
(주)유신,054930,2012/12,-5565030,-2484520,9042603
(주)유신,054930,2013/12,5447850,-2087306,-3546413
(주)유신,054930,2014/12,-1140091,-2318591,4695300
(주)유신,054930,2015/12,2332558,-451075,-2231297
(주)유신,054930,2016/12,14439125,-2151808,-13204628
(주)유신,054930,2017/12,-11388128,-3054883,13831144
(주)유신,054930,2018/12,-15810849,12323700,4543626
(주)유신,054930,2019/12,5339065,-2549468,-1471820
(주)유신,054930,2020/12,25730289,-6802852,-9835571
(주)유신,054930,2021/12,32920774,-50037917,8763208
(주)유쎌,252370,2016/12,,,
(주)유쎌,252370,2017/12,,,
(주)유쎌,252370,2018/12,,,
(주)유아이디,069330,2011/12,16562116,-5815206,-13474920
(주)유아이디,069330,2012/12,10967583,-16526865,6019222
(주)유아이디,069330,2013/12,23057988,-11171146,-8662818
(주)유아이디,069330,2014/12,3943043,-10753367,4651977
(주)유아이디,069330,2015/12,3045116,-5448881,1136847
(주)유아이디,069330,2016/12,2438857,666349,-3217900
(주)유아이디,069330,2017/12,-1762702,-679878,2458400
(주)유아이디,069330,2018/12,-2256970,8797836,-6740000
(주)유아이디,069330,2019/12,-4062485,3274252,1214385
(주)유아이디,069330,2020/12,650743,-3453697,3085590
(주)유아이디,069330,2021/12,5401617,1930750,-6904270
(주)유아이에너지,050050,2011/12,-2076928,2801608,-382121
(주)유에스티,263770,2017/12,,,
(주)유에스티,263770,2018/12,-7344462,-3873175,11206312
(주)유에스티,263770,2019/12,9457248,-759243,-8711285
(주)유에스티,263770,2020/12,-4000964,4425969,1760252
(주)유에스티,263770,2021/12,18359489,-1806454,-7826780
(주)유에이블,071530,2011/12,-3259873,-1771375,5066541
(주)유에이블,071530,2012/12,-4711903,2980671,880306
(주)유유제약,000220,2011/03,6548029,-559758,-5883619
(주)유유제약,000220,2012/03,6462577,-98086,-5220229
(주)유유제약,000220,2013/03,5996443,-961757,-5851680
(주)유유제약,000220,2014/03,-1156499,-1272028,7395493
(주)유유제약,000220,2015/03,1387579,2928189,-581148
(주)유유제약,000220,2016/03,-12113742,-3179770,13735892
(주)유유제약,000220,2017/03,8916299,1633706,-1629810
(주)유유제약,000220,2018/12,4807934,-9284649,12212740
(주)유유제약,000220,2019/12,11103338,-1846495,-9074432
(주)유유제약,000220,2020/12,-6469199,-5551219,4560733
(주)유유제약,000220,2021/12,1834974,-5180587,31850977
(주)유일엔시스,038720,2011/12,-3608283,-2015273,5537716
(주)유일엔시스,038720,2012/12,-2462825,4883216,-2639102
(주)유진로봇,056080,2011/12,-1525037,-1745662,2572389
(주)유진로봇,056080,2012/12,-4292960,-277874,4324345
(주)유진로봇,056080,2013/12,-701962,-685858,1095419
(주)유진로봇,056080,2014/12,102058,-1974275,3102691
(주)유진로봇,056080,2015/12,-1891815,-2233142,3408473
(주)유진로봇,056080,2016/12,-632281,1963105,-1041728
(주)유진로봇,056080,2017/12,-5748182,-20337172,62602588
(주)유진로봇,056080,2018/12,-2341714,-24299944,-7355277
(주)유진로봇,056080,2019/12,-7619703,5811672,2176577
(주)유진로봇,056080,2020/12,-3769871,4720884,-1260435
(주)유진로봇,056080,2021/12,-9538935,6634658,-247953
(주)유진테크,084370,2011/12,43942784,-49993828,-921281
(주)유진테크,084370,2012/12,61300627,-49649603,-1830301
(주)유진테크,084370,2013/12,23503728,-15847559,-5253865
(주)유진테크,084370,2014/12,12453088,-20477149,-3057040
(주)유진테크,084370,2015/12,37057356,-16476717,-10206174
(주)유진테크,084370,2016/12,44759588,-32408450,-4167494
(주)유진테크,084370,2017/12,9429538,-30666853,-4819719
(주)유진테크,084370,2018/12,32362563,-34625681,-4198406
(주)유진테크,084370,2019/12,69178649,-67117461,-5013445
(주)유진테크,084370,2020/12,10844100,-3644380,-5175144
(주)유진테크,084370,2021/12,74149807,-64924441,-3332540
(주)유테크,178780,2015/12,12635155,-11384952,5273268
(주)유테크,178780,2016/12,-12314505,-3315126,8746951
(주)유테크,178780,2017/12,2025592,-13104480,9971387
(주)유테크,178780,2018/12,659968,-8189962,7634371
(주)유테크,178780,2019/12,-8277832,6454779,2233991
(주)유테크,178780,2020/12,-6097441,665908,6303993
(주)유테크,178780,2021/12,-3770527,10284157,-3686501
(주)유티아이,179900,2017/12,7882630,-10273186,4622024
(주)유티아이,179900,2018/12,10317686,-9765355,-6954373
(주)유티아이,179900,2019/12,13639526,-9609834,-1204968
(주)유티아이,179900,2020/12,-7389076,3882407,5917419
(주)유티아이,179900,2021/12,3148501,-1749176,1389056
(주)유틸렉스,263050,2018/12,-10204646,-8749998,37344693
(주)유틸렉스,263050,2019/12,-13438790,-18100426,4550801
(주)유틸렉스,263050,2020/12,-17682706,-12415900,52148125
(주)유틸렉스,263050,2021/12,-25485452,-14511544,25859880
(주)유한양행,000100,2011/12,72486653,20047532,-72902785
(주)유한양행,000100,2012/12,77501006,-38450364,-9959829
(주)유한양행,000100,2013/12,86600144,35160507,-38288731
(주)유한양행,000100,2014/12,89778742,-170354907,-34490191
(주)유한양행,000100,2015/12,135324871,-54998237,-24012193
(주)유한양행,000100,2016/12,94389537,-68836470,-21704567
(주)유한양행,000100,2017/12,48520504,-39634001,-1354070
(주)유한양행,000100,2018/12,80926432,-55912788,-34111459
(주)유한양행,000100,2019/12,37287779,15312351,-32950106
(주)유한양행,000100,2020/12,47685774,98563591,-28314139
(주)유한양행,000100,2021/12,106030640,-167366951,-42824343
(주)육일씨엔에쓰,191410,2015/12,5031432,-10936218,994882
(주)육일씨엔에쓰,191410,2016/12,-1705553,-7384074,4994123
(주)육일씨엔에쓰,191410,2017/12,604755,-9862960,6978292
(주)육일씨엔에쓰,191410,2018/12,-14980570,3543461,11360266
(주)육일씨엔에쓰,191410,2019/12,-2504453,-602074,1306100
(주)육일씨엔에쓰,191410,2020/12,-3337486,4112874,-674426
(주)육일씨엔에쓰,191410,2021/12,-16995740,58052673,-11796806
(주)율호,072770,2011/12,2446412,11945868,-18790984
(주)율호,072770,2012/12,3543947,482095,-3182856
(주)율호,072770,2013/12,2720907,-1595441,868071
(주)율호,072770,2014/12,385975,-797200,-490060
(주)율호,072770,2015/12,288339,1585270,-883485
(주)율호,072770,2016/12,-7214168,-7415364,22864258
(주)율호,072770,2017/12,-3376783,2545372,-2577450
(주)율호,072770,2018/12,74699,-4099454,3137618
(주)율호,072770,2019/12,-365344,-4341572,-205146
(주)율호,072770,2020/12,8900619,-5963798,7073097
(주)율호,072770,2021/12,6009615,-14023282,14826726
(주)이건홀딩스,039020,2011/12,-10326224,-2806202,7448882
(주)이건홀딩스,039020,2012/12,4622907,-4993614,690935
(주)이건홀딩스,039020,2013/12,-11832,1572865,-4359005
(주)이건홀딩스,039020,2014/12,10138899,-611079,-7102209
(주)이건홀딩스,039020,2015/12,-2425532,24936689,-24901654
(주)이건홀딩스,039020,2016/12,8328393,3132051,-4260430
(주)이건홀딩스,039020,2017/12,-7391839,-5198573,4123291
(주)이건홀딩스,039020,2018/12,4696678,-6491339,1187806
(주)이건홀딩스,039020,2019/12,1988865,1347830,-2618347
(주)이건홀딩스,039020,2020/12,1422534,-930442,-1587501
(주)이건홀딩스,039020,2021/12,2556650,-79608,-1606049
(주)이글루코퍼레이션,067920,2011/12,2340252,329888,-2784714
(주)이글루코퍼레이션,067920,2012/12,3267715,-13568220,11585042
(주)이글루코퍼레이션,067920,2013/12,-614741,835294,-530805
(주)이글루코퍼레이션,067920,2014/12,-1698473,7423830,-6562823
(주)이글루코퍼레이션,067920,2015/12,5076910,300764,-295500
(주)이글루코퍼레이션,067920,2016/12,3480585,-2320581,-1124391
(주)이글루코퍼레이션,067920,2017/12,7552488,-7737400,672634
(주)이글루코퍼레이션,067920,2018/12,2600948,-3401507,-1757599
(주)이글루코퍼레이션,067920,2019/12,8998980,-2181750,-2791125
(주)이글루코퍼레이션,067920,2020/12,3617644,-1405957,-3908745
(주)이글루코퍼레이션,067920,2021/12,12314649,-12598724,11738385
(주)이글벳,044960,2011/12,29463,-611502,853400
(주)이글벳,044960,2012/12,106385,-1137916,959880
(주)이글벳,044960,2013/12,236102,-4309829,5609446
(주)이글벳,044960,2014/12,1463217,-13859042,13178096
(주)이글벳,044960,2015/12,-954717,-2927375,1620673
(주)이글벳,044960,2016/12,2562033,-2111840,-443914
(주)이글벳,044960,2017/12,281456,-846714,680285
(주)이글벳,044960,2018/12,1794789,1131771,-3233153
(주)이글벳,044960,2019/12,2677788,-240052,-1210786
(주)이글벳,044960,2020/12,5898262,-876002,-1402847
(주)이글벳,044960,2021/12,6133339,-7279622,-1843565
(주)이노메트리,302430,2018/12,1892965,-10256105,38838585
(주)이노메트리,302430,2019/12,-4685793,-20902483,-4938283
(주)이노메트리,302430,2020/12,5100578,6495089,-1995295
(주)이노메트리,302430,2021/12,-3865199,-9283406,2466838
(주)이노션,214320,2015/12,39963720,-159880614,121248564
(주)이노션,214320,2016/12,70947026,-102691139,-18000000
(주)이노션,214320,2017/12,40897700,6651760,-18990000
(주)이노션,214320,2018/12,39385066,61616581,-20000000
(주)이노션,214320,2019/12,40630923,-56649980,-33690568
(주)이노션,214320,2020/12,12757069,19697282,-35202053
(주)이노션,214320,2021/12,43510742,9241273,-50344962
(주)이노와이어리스,073490,2011/12,15671480,1031433,-9920300
(주)이노와이어리스,073490,2012/12,10933388,-4337403,-1080450
(주)이노와이어리스,073490,2013/12,5806967,-3578988,-900375
(주)이노와이어리스,073490,2014/12,5570280,-17444412,5000000
(주)이노와이어리스,073490,2015/12,4198619,-1744088,-5000000
(주)이노와이어리스,073490,2016/12,-2550698,-3618993,5000000
(주)이노와이어리스,073490,2017/12,271821,-4542614,0
(주)이노와이어리스,073490,2018/12,4040374,-3933791,8000000
(주)이노와이어리스,073490,2019/12,19265599,-10126375,-85952
(주)이노와이어리스,073490,2020/12,11813348,-8284366,-1595320
(주)이노와이어리스,073490,2021/12,13950666,-7454772,-1763747
(주)이노인스트루먼트,215790,2015/12,,,
(주)이노인스트루먼트,215790,2016/12,,,
(주)이노인스트루먼트,215790,2017/12,-246926,1157975,26649
(주)이노인스트루먼트,215790,2018/12,-4456369,-23638134,32878875
(주)이노인스트루먼트,215790,2019/12,4298029,-3481805,-2959872
(주)이노인스트루먼트,215790,2020/12,3227590,706100,-444419
(주)이노인스트루먼트,215790,2021/12,-587013,-329196,-922726
(주)이노테라피,246960,2019/12,-2750593,-2123487,9635239
(주)이노테라피,246960,2020/12,-2397972,-4286608,1848248
(주)이노테라피,246960,2021/12,-3439546,-15319060,18939853
(주)이녹스,088390,2011/12,4228747,-21833997,24022533
(주)이녹스,088390,2012/12,20180829,-21629755,4590899
(주)이녹스,088390,2013/12,35346829,-21503771,4891862
(주)이녹스,088390,2014/12,41399301,-31754937,-14760792
(주)이녹스,088390,2015/12,15348839,-55680618,37462839
(주)이녹스,088390,2016/12,18239247,-7657783,-201068
(주)이녹스,088390,2017/12,-3016578,-24018789,4257998
(주)이녹스,088390,2018/12,-4773423,5897086,-6072394
(주)이녹스,088390,2019/12,-1297403,-9131055,7105042
(주)이녹스,088390,2020/12,-738603,-3436416,981851
(주)이녹스,088390,2021/12,1123016,-7557975,9913296
(주)이녹스첨단소재,272290,2017/12,22030571,-11575894,-18092547
(주)이녹스첨단소재,272290,2018/12,52791222,-50195952,44867705
(주)이녹스첨단소재,272290,2019/12,50935475,-56553679,-21300309
(주)이녹스첨단소재,272290,2020/12,27686459,15148054,-42319588
(주)이녹스첨단소재,272290,2021/12,46057842,-17692180,20528056
(주)이라이콤,041520,2011/12,1664068,-2549143,4693237
(주)이라이콤,041520,2012/12,15102799,-14838532,27487543
(주)이라이콤,041520,2013/12,13360508,-13355768,5857779
(주)이라이콤,041520,2014/12,57667470,-8841534,-30020996
(주)이라이콤,041520,2015/12,22805614,-14650387,-7051989
(주)이라이콤,041520,2016/12,47061300,7082214,-8735114
(주)이라이콤,041520,2017/12,-25222720,-1277137,-10248524
(주)이라이콤,041520,2018/12,-31789830,-9601412,6598983
(주)이라이콤,041520,2019/12,69797524,-5910032,-16117559
(주)이라이콤,041520,2020/12,21304479,-34269678,-1260340
(주)이라이콤,041520,2021/12,10856835,504515,-7312510
(주)이랜시스,264850,2017/12,,,
(주)이랜시스,264850,2018/12,,,
(주)이랜시스,264850,2019/12,90368,-3764085,4463416
(주)이랜시스,264850,2020/12,1929729,1107742,-1224685
(주)이랜시스,264850,2021/12,3839634,-2734571,-1195379
(주)이랜텍,054210,2011/12,-33660335,-3252611,28586540
(주)이랜텍,054210,2012/12,5454620,-2171243,624782
(주)이랜텍,054210,2013/12,15165763,-11528079,16588210
(주)이랜텍,054210,2014/12,19143736,-9923271,-14262760
(주)이랜텍,054210,2015/12,-6958986,-10400052,5026919
(주)이랜텍,054210,2016/12,19896581,-14904137,-6039096
(주)이랜텍,054210,2017/12,14375204,-25077988,15938426
(주)이랜텍,054210,2018/12,-5591759,4154754,-4266539
(주)이랜텍,054210,2019/12,-2347920,-7753386,12971971
(주)이랜텍,054210,2020/12,21150520,-2972119,-15480359
(주)이랜텍,054210,2021/12,-1043722,-9563951,34329886
(주)이루다,164060,2020/12,2398963,-10274823,17060353
(주)이루다,164060,2021/12,1907976,-21267269,18408661
(주)이루온,065440,2011/12,2921795,-173376,-1939501
(주)이루온,065440,2012/12,3850343,-14073802,9557540
(주)이루온,065440,2013/12,4619863,-3759101,-1148914
(주)이루온,065440,2014/12,-2620867,-1157794,3979149
(주)이루온,065440,2015/12,-391131,1343322,-1175211
(주)이루온,065440,2016/12,-1082621,-3970038,7773972
(주)이루온,065440,2017/12,663327,-2390796,-1087537
(주)이루온,065440,2018/12,-2210302,-7386878,11207649
(주)이루온,065440,2019/12,1730130,2011261,-630698
(주)이루온,065440,2020/12,6585660,-3634698,554400
(주)이루온,065440,2021/12,4887166,-2040891,-3309603
(주)이마트,139480,2011/12,630346007,-622453618,-3132655
(주)이마트,139480,2012/12,727972388,-932691783,196758532
(주)이마트,139480,2013/12,884349744,-830162451,-54453973
(주)이마트,139480,2014/12,728693015,-970871798,241257523
(주)이마트,139480,2015/12,903503604,-1062171750,157647739
(주)이마트,139480,2016/12,730950073,-741778090,15785623
(주)이마트,139480,2017/12,724249316,-506043313,-215957250
(주)이마트,139480,2018/12,646319006,-739711141,86607472
(주)이마트,139480,2019/12,615233027,-236277477,-191758593
(주)이마트,139480,2020/12,876779315,148032052,-630988257
(주)이마트,139480,2021/12,424319472,-3496610335,2488576185
(주)이매진아시아,036260,2011/12,-406856,-2552487,3811420
(주)이매진아시아,036260,2012/12,151398,-4568649,3633497
(주)이매진아시아,036260,2013/12,-4042314,-1451408,5217667
(주)이매진아시아,036260,2014/12,-2685189,-2408948,6056933
(주)이매진아시아,036260,2015/12,-802963,-2811326,5198823
(주)이매진아시아,036260,2016/12,-1385802,-14849340,14022226
(주)이매진아시아,036260,2017/12,-6954831,-7883521,15378079
(주)이매진아시아,036260,2018/12,-2942895,7742483,598331
(주)이매진아시아,036260,2019/12,-14048840,2169180,8752721
(주)이미지스테크놀로지,115610,2011/12,2660117,-4566448,1787990
(주)이미지스테크놀로지,115610,2012/12,-1932729,4888748,-1959700
(주)이미지스테크놀로지,115610,2013/12,-1959183,5365003,-726476
(주)이미지스테크놀로지,115610,2014/12,5433527,-1224988,-286219
(주)이미지스테크놀로지,115610,2015/12,814388,-3057358,-125198
(주)이미지스테크놀로지,115610,2016/12,5090585,-3032964,0
(주)이미지스테크놀로지,115610,2017/12,-1493823,-262759,0
(주)이미지스테크놀로지,115610,2018/12,-2216796,-2748781,0
(주)이미지스테크놀로지,115610,2019/12,-582513,1317148,-144517
(주)이미지스테크놀로지,115610,2020/12,-3970164,5191226,-136347
(주)이미지스테크놀로지,115610,2021/12,973602,-796076,-135073
(주)이브이첨단소재,131400,2011/12,10871364,-2443385,-4704918
(주)이브이첨단소재,131400,2012/12,576851,-5568276,11353437
(주)이브이첨단소재,131400,2013/12,2164940,-2159876,-659666
(주)이브이첨단소재,131400,2014/12,1165886,-3593613,-5943609
(주)이브이첨단소재,131400,2015/12,-3924909,-1862011,5549751
(주)이브이첨단소재,131400,2016/12,-4911840,-6908876,12988256
(주)이브이첨단소재,131400,2017/12,11184727,90208,-6341245
(주)이브이첨단소재,131400,2018/12,7917545,-4339450,-528979
(주)이브이첨단소재,131400,2019/12,3936510,-20637016,12670225
(주)이브이첨단소재,131400,2020/12,-4334915,-6565982,32547991
(주)이브이첨단소재,131400,2021/12,-4747737,-39897550,27911231
(주)이상네트웍스,080010,2011/12,3379273,-576685,-1736282
(주)이상네트웍스,080010,2012/12,5294128,-12299301,-3016730
(주)이상네트웍스,080010,2013/12,1178364,1852987,1686389
(주)이상네트웍스,080010,2014/12,-1473366,-575544,-825515
(주)이상네트웍스,080010,2015/12,7314526,-3751868,-404370
(주)이상네트웍스,080010,2016/12,5314725,348270,-1135994
(주)이상네트웍스,080010,2017/12,6930238,-6215319,484739
(주)이상네트웍스,080010,2018/12,1595364,-43523857,34658384
(주)이상네트웍스,080010,2019/12,1146764,17218520,-3649649
(주)이상네트웍스,080010,2020/12,1002217,8194270,-15968666
(주)이상네트웍스,080010,2021/12,6092434,-1328172,-6644331
(주)이수앱지스,086890,2011/12,-4026810,5394769,-1862828
(주)이수앱지스,086890,2012/12,-5571940,-9478824,19680091
(주)이수앱지스,086890,2013/12,-10096916,-7967601,27878458
(주)이수앱지스,086890,2014/12,-11490636,-2080626,2530624
(주)이수앱지스,086890,2015/12,-3878866,-26208601,24866130
(주)이수앱지스,086890,2016/12,-2706520,18611908,-10018789
(주)이수앱지스,086890,2017/12,-6888677,-15448884,26681810
(주)이수앱지스,086890,2018/12,-13378506,4726982,4429987
(주)이수앱지스,086890,2019/12,-13146386,-26513456,38236666
(주)이수앱지스,086890,2020/12,-8563862,9955356,-1143600
(주)이수앱지스,086890,2021/12,-5837851,-70583200,79326256
(주)이수페타시스,007660,2011/12,11263875,-11006972,-6834344
(주)이수페타시스,007660,2012/12,22744733,-13018430,-6609536
(주)이수페타시스,007660,2013/12,21032386,-34453405,15595336
(주)이수페타시스,007660,2014/12,28337507,-64551136,35830835
(주)이수페타시스,007660,2015/12,43374962,-31158828,-2933732
(주)이수페타시스,007660,2016/12,20057269,-31593025,7540352
(주)이수페타시스,007660,2017/12,11002262,170276,-12853788
(주)이수페타시스,007660,2018/12,-7298388,-12022864,-2274665
(주)이수페타시스,007660,2019/12,51330152,-51240149,4126919
(주)이수페타시스,007660,2020/12,-7057641,-536759,9305985
(주)이수페타시스,007660,2021/12,4133583,-48443620,59612917
(주)이수화학,005950,2011/12,42679569,-36950542,35890927
(주)이수화학,005950,2012/12,16245838,-4663253,31979645
(주)이수화학,005950,2013/12,-9766569,-68831960,92602008
(주)이수화학,005950,2014/12,-32851045,-902852,-48155459
(주)이수화학,005950,2015/12,60409084,-10068196,-71852298
(주)이수화학,005950,2016/12,44640667,-1945869,-20046842
(주)이수화학,005950,2017/12,27543447,-33110924,23729341
(주)이수화학,005950,2018/12,7236,-15993534,-27236771
(주)이수화학,005950,2019/12,37049661,-36984663,24492078
(주)이수화학,005950,2020/12,80422939,-12379910,68277596
(주)이수화학,005950,2021/12,68513035,-75123198,13131483
(주)이스타코,015020,2011/12,2272277,-1725063,-272447
(주)이스타코,015020,2012/12,-3185075,-3524522,6439293
(주)이스타코,015020,2013/12,47803427,-11498743,-15865555
(주)이스타코,015020,2014/12,-15968551,-2077012,-2389311
(주)이스타코,015020,2015/12,-54324682,12664131,41831868
(주)이스타코,015020,2016/12,2887305,-4999261,2647841
(주)이스타코,015020,2017/12,26165109,1665701,-24207528
(주)이스타코,015020,2018/12,-2223408,-1978637,-99908
(주)이스타코,015020,2019/12,16742148,5363965,-13283043
(주)이스타코,015020,2020/12,-1866916,-1053611,-5629544
(주)이스타코,015020,2021/12,-9957042,-2168872,9422004
(주)이스트소프트,047560,2011/12,4170792,-23933426,19861047
(주)이스트소프트,047560,2012/12,3547005,-14403230,5209668
(주)이스트소프트,047560,2013/12,349168,801773,-266667
(주)이스트소프트,047560,2014/12,-203868,1679213,308123
(주)이스트소프트,047560,2015/12,-2698123,3060737,-2755159
(주)이스트소프트,047560,2016/12,2237876,-4644369,11988147
(주)이스트소프트,047560,2017/12,3782336,-8086268,-3503298
(주)이스트소프트,047560,2018/12,1503644,-2229985,1716796
(주)이스트소프트,047560,2019/12,3476197,-2764742,2865077
(주)이스트소프트,047560,2020/12,2700344,3742389,-4253487
