회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS),[제조]비유동자산증가율(IFRS),[제조]유동자산증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]매출액증가율(IFRS),[제조]정상영업이익증가율(IFRS),[제조]순이익증가율(IFRS),[제조]총포괄이익증가율(IFRS)
(주)넥스트엔터테인먼트월드,160550,2021/12,16.44,-7.19,71.59,-6.69,-49.21,-85.25,0,-444.16
(주)넥스틴,348210,2020/12,193.55,132.46,209.63,2843.25,426.37,0,0,0
(주)넥스틴,348210,2021/12,40.85,87.2,31.7,43.62,15.5,25.05,26.84,26.98
(주)넥슨게임즈,225570,2015/12,,,,,,,,
(주)넥슨게임즈,225570,2016/12,,,,,,,,
(주)넥슨게임즈,225570,2017/12,0,0,0,0,0,0,0,0
(주)넥슨게임즈,225570,2018/12,-31.57,-0.08,-37.97,-36.73,5.25,0,0,0
(주)넥슨게임즈,225570,2019/12,147.98,165.9,142.11,104.36,20.84,0,0,0
(주)넥슨게임즈,225570,2020/12,29.44,-1.68,40.63,74.01,185.65,0,0,0
(주)넥슨게임즈,225570,2021/12,34.26,0.61,42.73,-7.19,-22.51,0,0,-130.64
(주)넵튠,217270,2015/12,,,,,,,,
(주)넵튠,217270,2016/12,0,0,0,0,0,0,0,0
(주)넵튠,217270,2017/12,140.53,161.92,35.02,119.12,-3.17,0,0,0
(주)넵튠,217270,2018/12,17.21,8,105.36,-10.9,-7.48,0,0,-186.85
(주)넵튠,217270,2019/12,-8.67,0.33,-53.95,-9.2,19.42,0,0,0
(주)넵튠,217270,2020/12,52.84,37.34,222.69,80.53,-4.65,0,0,0
(주)넵튠,217270,2021/12,173.72,212.46,-7.04,211.17,-32.8,0,48.66,49.59
(주)넷웨이브,047730,2011/12,-15.97,192.08,-41.61,-10.39,-38.1,0,0,0
(주)노랑풍선,104620,2019/12,17.14,4.25,29.3,39.76,-18.01,0,0,-135.66
(주)노랑풍선,104620,2020/12,-31.3,-4.28,-51.88,-13.08,-73.76,0,0,0
(주)노랑풍선,104620,2021/12,10.62,6.02,17.6,-11.81,-87.41,0,0,0
(주)노루페인트,090350,2011/12,12.14,1.97,34.31,0.44,19.63,34.96,70.54,200.84
(주)노루페인트,090350,2012/12,8.2,9.75,5.64,-0.09,7.82,11.43,-18.65,-22.82
(주)노루페인트,090350,2013/12,-0.87,2.79,-7.16,2.86,2.39,17.76,138.87,165.82
(주)노루페인트,090350,2014/12,2.12,0.67,4.88,3.25,4.48,30.61,30.28,10.07
(주)노루페인트,090350,2015/12,1.53,-0.19,4.67,5.19,0.97,11.2,26.5,41.63
(주)노루페인트,090350,2016/12,3.25,3.35,3.08,8.94,2.95,-5.97,64.58,60.68
(주)노루페인트,090350,2017/12,-0.4,1.35,-3.47,6.02,11.06,0.16,-22.71,-22.44
(주)노루페인트,090350,2018/12,2.7,1.1,5.64,3.25,11.96,-23.98,-28.61,-28.31
(주)노루페인트,090350,2019/12,2.67,-2.59,11.92,3.61,5.08,34.02,8.1,8.42
(주)노루페인트,090350,2020/12,4.94,0.08,12.36,2,-1.66,-7.72,-27.6,-25.42
(주)노루페인트,090350,2021/12,0.31,1.27,-1,1.34,16.57,-28.82,-11.58,-16.45
(주)노루홀딩스,000320,2011/12,-2.06,0.03,-29.73,-0.19,3.22,23.95,5.79,5.78
(주)노루홀딩스,000320,2012/12,4.31,-1.51,114.26,5.92,4.75,-4.73,196.05,295.62
(주)노루홀딩스,000320,2013/12,6.32,2.11,42.89,8.3,54.41,197.55,36.07,31.75
(주)노루홀딩스,000320,2014/12,3.05,0.87,16.59,5.31,-9.65,-21.69,-23.36,-22.45
(주)노루홀딩스,000320,2015/12,2.28,5.38,-14.39,2.45,-3.59,-29.12,-32.25,-37.6
(주)노루홀딩스,000320,2016/12,20.7,6.93,111.55,28.71,134.22,426.99,589.44,625.4
(주)노루홀딩스,000320,2017/12,0.5,2.09,-4.82,2.86,-47.96,-60.12,-81.3,-81.24
(주)노루홀딩스,000320,2018/12,-0.27,2.19,-9.05,0.08,-23.06,-36.46,-61.02,-62.38
(주)노루홀딩스,000320,2019/12,-0.15,5.4,-22.44,-0.32,-8.39,-12.27,-30.98,-24.94
(주)노루홀딩스,000320,2020/12,1.45,-0.02,9.44,-0.28,-35.99,-59.82,-11.21,-10.82
(주)노루홀딩스,000320,2021/12,0.49,5.84,-26.2,0.34,14.03,39,79.36,73.26
(주)노바렉스,194700,2018/12,49.94,60.28,43.45,53.61,32.71,18,22.32,11.68
(주)노바렉스,194700,2019/12,45.15,71.68,26.56,16.23,48.26,38.56,42.5,51.06
(주)노바렉스,194700,2020/12,38.11,52.3,24.63,23.78,40.06,59.92,70.85,73.68
(주)노바렉스,194700,2021/12,17.97,23.87,11.11,20.8,24.92,9.45,3.51,4.01
(주)노바텍,285490,2018/12,0,0,0,0,0,0,0,0
(주)노바텍,285490,2019/12,36.19,251.58,-8.29,35.47,-3.99,-33.71,-19.14,-19.16
(주)노바텍,285490,2020/12,47.44,-3.35,87.65,37.95,-23.83,-17.4,-7.91,-9.38
(주)노바텍,285490,2021/12,2.6,58.38,-20.15,-3.72,-8.25,93.29,53.64,19.37
(주)노블엠앤비,106520,2012/12,75.03,69.85,79.02,117.9,43.23,42.93,52.49,56.79
(주)노블엠앤비,106520,2013/12,40.2,29.78,47.81,37.68,82.63,85.13,69.5,76.11
(주)노블엠앤비,106520,2014/12,-19.96,37.65,-56.86,-12.04,-49.47,-91.6,0,-149.5
(주)노블엠앤비,106520,2015/12,24.93,17.2,40.72,44.96,-15.94,0,0,0
(주)노블엠앤비,106520,2016/12,-27.39,-11.6,-54.27,-31.47,-19.43,0,0,0
(주)노블엠앤비,106520,2017/12,4.53,0.02,19.35,-1.31,6.19,0,0,0
(주)노블엠앤비,106520,2018/12,-8.93,-12.29,0.32,-45.04,5.88,0,0,0
(주)노블엠앤비,106520,2019/12,5.05,-3.13,24.75,48.03,9.96,0,0,0
(주)노블엠앤비,106520,2020/12,-49.6,-66.45,-18.05,-81.98,-55.78,0,0,0
(주)노블엠앤비,106520,2021/12,107.01,90.19,119.91,384.62,-27.67,0,0,0
(주)노터스,278650,2019/12,39.76,15.86,87.35,103.77,25,7.15,19.47,18.52
(주)노터스,278650,2020/12,20.74,40.56,-3.67,27.77,34.27,41.36,109.88,154.24
(주)노터스,278650,2021/12,26.77,41.25,0.77,19.6,7.87,6.56,31.05,5.44
(주)녹십자,006280,2011/12,7.78,22.02,-0.56,13.76,-11.65,-46.27,-52.78,-53.67
(주)녹십자,006280,2012/12,11.01,42.56,-11.65,8.95,2.39,-19.41,0.85,35.92
(주)녹십자,006280,2013/12,15.1,11.53,19.23,22.08,10.92,6.57,25.52,-3.6
(주)녹십자,006280,2014/12,18.39,15.72,21.29,5.41,7.62,22.92,-11.38,-13.35
(주)녹십자,006280,2015/12,7.38,3.56,11.32,10.86,6.87,-2.19,82.33,75.18
(주)녹십자,006280,2016/12,7.53,11.47,3.75,2.09,13.17,-18.27,-43.13,-39.88
(주)녹십자,006280,2017/12,10.75,3.95,17.78,5.15,6.33,13.58,-12.94,4.43
(주)녹십자,006280,2018/12,0.31,6.05,-4.94,2.29,3.91,-41.24,-12.48,-41.47
(주)녹십자,006280,2019/12,10.24,18.56,1.76,-0.66,0.41,-9.61,-75.3,-81.39
(주)녹십자,006280,2020/12,6.9,-3.71,19.47,4.85,7.13,0.39,350.11,790.88
(주)녹십자,006280,2021/12,3.39,20.7,-13.16,11.39,-4.68,43.2,165.31,126.28
(주)녹십자셀,031390,2011/12,-21.69,-8.13,-53.77,-3.72,-1.27,0,0,0
(주)녹십자셀,031390,2012/12,8.28,-41.58,242.77,13.79,173.16,0,0,0
(주)녹십자셀,031390,2013/12,-11.41,-17.09,-6.85,-11.44,-60.44,0,0,0
(주)녹십자셀,031390,2014/12,-8.33,2.65,-16.16,-9.39,20.46,0,0,0
(주)녹십자셀,031390,2015/12,6.59,-11.63,22.51,5.4,142.31,0,0,0
(주)녹십자셀,031390,2016/12,4.31,83.69,-45.71,2.94,14.3,-3.82,-53.77,-42.5
(주)녹십자셀,031390,2017/12,173.07,80.21,371.05,15.82,64.06,89.92,-46.16,-12.74
(주)녹십자셀,031390,2018/12,3.05,57.58,-41.44,38.71,43.14,22.83,1803.8,1165.6
(주)녹십자셀,031390,2019/12,22.33,28.3,9.24,25.61,27.66,36.96,-21.51,-22.52
(주)녹십자셀,031390,2020/12,13.8,12.5,17.17,21.44,12.45,-50.14,-68.26,-69.57
(주)녹십자엠에스,142280,2014/12,21.28,19.2,21.94,93.83,31.21,58.99,70.65,35.45
(주)녹십자엠에스,142280,2015/12,30.32,71.29,17.68,0.48,9.8,-63.42,-81.3,-81.26
(주)녹십자엠에스,142280,2016/12,-11.16,-0.21,-16.07,-6.92,-3.51,0,0,-447.97
(주)녹십자엠에스,142280,2017/12,-4.47,-11.37,-0.79,-11.44,13.86,0,0,0
(주)녹십자엠에스,142280,2018/12,5.83,2.63,7.35,-38.74,-12.01,0,0,0
(주)녹십자엠에스,142280,2019/12,40.86,99.24,14.24,212.06,8.99,0,0,0
(주)녹십자엠에스,142280,2020/12,16.27,13,18.87,12.2,17.97,0,0,0
(주)녹십자엠에스,142280,2021/12,-8.38,-1.44,-13.63,-36.71,-9.16,0,0,-437.61
(주)녹십자웰빙,234690,2019/12,173.82,66.72,246.95,188.33,24.23,-9.33,0.38,-3.52
(주)녹십자웰빙,234690,2020/12,7.36,109.71,-26.23,-0.11,12.95,-69.62,-73.17,-73
(주)녹십자웰빙,234690,2021/12,21.33,63.42,-17.94,6.28,20.32,235.49,338.32,359.7
(주)녹십자홀딩스,005250,2011/12,0.39,-8.85,95.23,0.36,5.12,-35.76,7.33,-36.17
(주)녹십자홀딩스,005250,2012/12,-20.56,-5.1,-94.69,5.19,-9.32,19.36,132.66,159.81
(주)녹십자홀딩스,005250,2013/12,9.52,9.75,-10.52,5.15,11.75,0.42,-56.56,-46.98
(주)녹십자홀딩스,005250,2014/12,-5.67,-20.86,1593.08,-1.07,6.7,8.17,21.28,-73.34
(주)녹십자홀딩스,005250,2015/12,14.82,8.81,44.39,-0.64,29.96,4.79,-9.36,140.32
(주)녹십자홀딩스,005250,2016/12,2,7.31,-17.7,2.21,105.76,61.57,50.52,92.21
(주)녹십자홀딩스,005250,2017/12,13.28,17.34,-6.33,3.3,17.32,0.59,-23.21,25.19
(주)녹십자홀딩스,005250,2018/12,3.59,8.08,-23.63,-0.89,21.43,14.4,-5.18,-71.54
(주)녹십자홀딩스,005250,2019/12,-6.45,2.37,-82.01,2.17,-54.63,-22.38,43.78,163.46
(주)녹십자홀딩스,005250,2020/12,16.33,5.14,561.59,5.84,23.97,50.26,79.57,103.74
(주)녹십자홀딩스,005250,2021/12,-1.29,5.31,-52.47,3.68,-6.16,-13.83,-29.21,-7.37
(주)녹원씨엔아이,065560,2011/12,-9.87,-39.04,27.47,16.88,1.86,124.68,2442.55,2442.55
(주)녹원씨엔아이,065560,2012/12,-24.1,-11.61,-31.74,-34.49,-33.42,0,0,-1331.12
(주)녹원씨엔아이,065560,2013/12,-21.15,-19.76,-22.25,-18.28,-29.34,0,0,0
(주)녹원씨엔아이,065560,2014/12,36.47,43.79,30.48,153.06,-74.87,0,0,0
(주)녹원씨엔아이,065560,2015/12,16.91,29.66,5.42,3.8,130.33,0,0,0
(주)녹원씨엔아이,065560,2016/12,-39.64,-24.46,-56.47,-22.5,-48.25,0,0,0
(주)녹원씨엔아이,065560,2017/12,569.68,791.93,142.12,321.63,12.16,0,0,0
(주)녹원씨엔아이,065560,2018/12,43.49,-5.19,388.48,74.59,629.04,0,0,0
(주)녹원씨엔아이,065560,2019/12,-17.11,-1.67,-38.35,-12.18,-4.99,-27.88,0,-548.04
(주)녹원씨엔아이,065560,2020/12,12.96,26.95,-17.74,-3.98,-44.17,0,0,0
(주)녹원씨엔아이,065560,2021/12,-39.97,-41.43,-35.05,-57.51,-9.69,0,0,0
(주)농심,004370,2011/12,2.69,2.1,3.68,2.78,3.98,-29.08,-37.58,-47.72
(주)농심,004370,2012/12,-4.38,-2.25,-7.9,-2.52,-0.6,-7.6,-99.76,-122.45
(주)농심,004370,2013/12,2.63,1.41,4.75,4.59,-4.5,-9.49,44542.04,0
(주)농심,004370,2014/12,-0.62,3.26,-7.2,2.28,-3.71,-22.99,-26.51,-35.61
(주)농심,004370,2015/12,6.65,2.44,14.59,5.7,4.29,48.45,69.23,99.85
(주)농심,004370,2016/12,3.22,2.97,3.64,9.95,-0.88,-34.38,68.64,61.22
(주)농심,004370,2017/12,-0.55,4.54,-9.09,3.1,-0.37,10.08,-58.62,-57.52
(주)농심,004370,2018/12,3.85,0.15,11.01,2.55,0.13,-11.99,-5.87,-10.67
(주)농심,004370,2019/12,3.75,14.19,-14.45,1.16,2.58,-26.29,-25.63,-35.76
(주)농심,004370,2020/12,-0.11,2.65,-6.52,3.46,10.5,83.12,64.89,97.91
(주)농심,004370,2021/12,2.03,0.2,6.69,2.64,-0.15,-31.01,-23.35,-15.52
(주)농심홀딩스,072710,2011/12,-1.47,-0.12,-99.45,0.68,22.21,28.4,33.74,38.16
(주)농심홀딩스,072710,2012/12,0,0,-42.65,0.94,0.93,1.97,12.06,10.55
(주)농심홀딩스,072710,2013/12,0.21,-0.66,20167.81,1.38,0,-1.34,14.35,16.48
(주)농심홀딩스,072710,2014/12,-0.85,0,-97.49,1.01,0.7,-0.85,-9.26,-11.21
(주)농심홀딩스,072710,2015/12,0.43,0,1971.82,0.45,-15.4,-20.07,-20.45,-19.85
(주)농심홀딩스,072710,2016/12,0.79,0,172.52,0.86,12.06,15.1,17.54,18.56
(주)농심홀딩스,072710,2017/12,0.55,-1.29,148.3,2.48,0,-3.49,62.72,63.03
(주)농심홀딩스,072710,2018/12,0.81,-1.78,83.41,0.84,-5.08,-4.37,-38.52,-38.46
(주)농심홀딩스,072710,2019/12,0.84,-0.11,17.06,0.17,0,-0.52,-26.47,-26.21
(주)농심홀딩스,072710,2020/12,-4.22,1.09,-81.67,0.98,6.46,4.74,44.49,43.8
(주)농심홀딩스,072710,2021/12,0.53,-0.23,62.04,0.54,0,-8.59,-10.61,-16.44
(주)누리플랜,069140,2011/12,6.19,0.13,9.96,10.73,12.11,15.58,10.9,1.36
(주)누리플랜,069140,2012/12,-0.72,2.14,-2.34,-2.76,-24.84,0,0,-138.25
(주)누리플랜,069140,2013/12,-6.16,-6.42,-6,-5.87,-12.17,0,0,0
(주)누리플랜,069140,2014/12,-35.83,-8.21,-52.13,-36.59,-22.26,0,0,0
(주)누리플랜,069140,2015/12,-3.02,-34.62,32.74,3.55,5.01,0,0,0
(주)누리플랜,069140,2016/12,8.69,51.67,-15.27,12.33,7.06,-40.86,390.47,259.6
(주)누리플랜,069140,2017/12,9.59,0.09,19.07,7.54,0.48,-33.54,-98.8,-98.83
(주)누리플랜,069140,2018/12,6.84,63.2,-40.45,5.88,-8.02,0,1212.21,839.29
(주)누리플랜,069140,2019/12,28.58,40.62,0.92,6.89,3.52,0,0,-1588.1
(주)누리플랜,069140,2020/12,14.33,14.43,14.03,45.22,13.93,0,0,0
(주)누리플랜,069140,2021/12,9.83,6.93,19.15,2.5,14.69,-24.98,-67.81,-69.27
(주)누리플렉스,040160,2011/12,-6.83,59.76,-44.8,-4.83,-20.41,0,0,0
(주)누리플렉스,040160,2012/12,-16.61,-36.19,15.71,-29.5,-28.88,0,0,0
(주)누리플렉스,040160,2013/12,8.64,34.44,-14.84,30.48,21.63,0,0,0
(주)누리플렉스,040160,2014/12,1.2,-7.51,13.71,5.23,7.21,32.66,-68.7,-68.69
(주)누리플렉스,040160,2015/12,4.06,-4.08,13.58,14.93,54.41,240.99,201.47,201.8
(주)누리플렉스,040160,2016/12,20.51,14.05,26.88,13.19,-10.62,-15.07,2.82,3.31
(주)누리플렉스,040160,2017/12,64.43,54.19,73.52,-8.61,102.02,-64.96,0,-172.27
(주)누리플렉스,040160,2018/12,-11.87,-7.53,-15.3,20.91,52.04,451.16,0,0
(주)누리플렉스,040160,2019/12,0.74,-0.43,1.74,12.08,-31.53,-31.81,-15.82,-16.21
(주)누리플렉스,040160,2020/12,-8.05,27.47,-37.96,-2.98,-32.7,-84.64,0,-103.63
(주)누리플렉스,040160,2021/12,26.79,2.16,69.41,6.26,-51.96,0,0,0
(주)누보,332290,2019/12,,,,,,,,
(주)누보,332290,2020/12,,,,,,,,
(주)누보,332290,2021/12,,,,,,,,
(주)뉴로스,126870,2012/12,20.26,20.64,20.08,53.07,-12.59,4.6,-28.46,-29.19
(주)뉴로스,126870,2013/12,12.99,24.65,7.2,8.42,8.81,-33.13,-34.29,-34.09
(주)뉴로스,126870,2014/12,15.47,-2.57,25.87,5.74,-9.73,0,0,-155.12
(주)뉴로스,126870,2015/12,1.53,6.32,-0.61,30.27,14.47,0,0,0
(주)뉴로스,126870,2016/12,21.87,36.21,15.02,5.41,17.49,111.63,103.71,105.35
(주)뉴로스,126870,2017/12,21.48,3.22,31.81,5.66,-1.62,-12.71,0,-396.24
(주)뉴로스,126870,2018/12,20.32,55.4,4.79,5.91,6.25,0,0,0
(주)뉴로스,126870,2019/12,8.54,-11.25,21.54,3.84,13.99,0,0,0
(주)뉴로스,126870,2020/12,-32.95,-25.96,-36.3,-45.92,-18.47,0,0,0
(주)뉴로스,126870,2021/12,-14.21,-9.13,-17.05,46.13,24.88,0,0,0
(주)뉴보텍,060260,2011/12,-6.63,-11.36,-2.9,-13.94,11.03,0,0,0
(주)뉴보텍,060260,2012/12,-13.3,-6.04,-18.53,3.57,-4.89,0,0,0
(주)뉴보텍,060260,2013/12,5.27,-7.33,15.72,2.55,0.58,-21.13,-16.28,-31.91
(주)뉴보텍,060260,2014/12,-0.31,-9.97,6.11,2.03,-11.87,0,0,-298.87
(주)뉴보텍,060260,2015/12,6.64,1.93,9.29,5.78,14.03,0,0,0
(주)뉴보텍,060260,2016/12,10.88,-1.11,17.18,3.96,2.39,-16.41,-34.82,-27.56
(주)뉴보텍,060260,2017/12,-1.26,4.74,-3.93,-3.13,14.27,0,0,-182.26
(주)뉴보텍,060260,2018/12,-1.92,-6.52,0.31,13.48,-2.55,0,0,0
(주)뉴보텍,060260,2019/12,52.56,152.65,7.44,47.65,4.49,414.85,0,0
(주)뉴보텍,060260,2020/12,17.77,6.75,29.46,-18.31,1.6,0,0,-334.05
(주)뉴보텍,060260,2021/12,-3.08,9.96,-14.48,-39.78,10.69,0,0,0
(주)뉴인텍,012340,2011/12,17.71,12.38,23.62,2.8,4,-33.19,-52.51,-54.59
(주)뉴인텍,012340,2012/12,-8.27,7.72,-24.36,-13,-16.15,0,0,-1329.5
(주)뉴인텍,012340,2013/12,-3.32,-2.28,-4.81,-12.39,10.96,0,0,0
(주)뉴인텍,012340,2014/12,-3.14,1.14,-9.44,0.7,3.29,0,0,0
(주)뉴인텍,012340,2015/12,-3.94,-1.5,-7.96,-0.09,-11.02,0,0,0
(주)뉴인텍,012340,2016/12,-17.64,-25.43,-3.93,-6.63,-6.39,0,0,0
(주)뉴인텍,012340,2017/12,-2.68,0.08,-6.45,-23.4,0.55,0,0,0
(주)뉴인텍,012340,2018/12,-3.95,5.09,-17.16,-2.72,2.53,0,0,0
(주)뉴인텍,012340,2019/12,15.62,-3.6,51.23,89.29,6.05,0,0,0
(주)뉴인텍,012340,2020/12,3.58,16.75,-11.97,1.78,0.46,-20.49,0,0
(주)뉴인텍,012340,2021/12,60.83,24.49,117.77,1.1,19.78,0,-10.69,-37.25
(주)뉴트리,270870,2018/12,0,0,0,0,0,0,0,0
(주)뉴트리,270870,2019/12,22.98,129.52,0.68,19.92,38.75,29.46,366.4,363.88
(주)뉴트리,270870,2020/12,28.08,82.36,2.18,16.07,42.22,57.01,49.14,49.57
(주)뉴트리,270870,2021/12,43.26,12.68,69.31,29.66,34.15,-9.18,12.26,11.51
(주)뉴파워프라즈마,144960,2016/12,56.3,20.9,90.02,86.01,34.07,48.92,36.8,28.08
(주)뉴파워프라즈마,144960,2017/12,10.43,23.06,2.78,19.94,55.04,77.98,65.7,67.09
(주)뉴파워프라즈마,144960,2018/12,1.96,25.95,-15.44,8.08,-29.71,-44.95,-26.53,-26.74
(주)뉴파워프라즈마,144960,2019/12,5.05,21.65,-12.88,4.71,-18.01,-63.08,-55.01,-55.01
(주)뉴파워프라즈마,144960,2020/12,71.05,108.22,14.97,17.11,36.57,101.86,181.17,181.44
(주)뉴파워프라즈마,144960,2021/12,12.79,3.97,36.89,8.58,14.03,13.48,-8.82,-8.7
(주)뉴프렉스,085670,2011/12,6.26,5.28,7.43,0.6,-4.32,51.33,0,0
(주)뉴프렉스,085670,2012/12,19.01,9.75,29.87,2.72,70.89,194.46,302.04,341.15
(주)뉴프렉스,085670,2013/12,7.98,9.61,6.37,-8.67,19.74,-72.77,0,-444.99
(주)뉴프렉스,085670,2014/12,-0.76,0.89,-2.46,5.4,1.12,140.19,0,0
(주)뉴프렉스,085670,2015/12,18.77,11.81,26.13,9.68,-13.52,0,0,94.53
(주)뉴프렉스,085670,2016/12,-11.13,-3.71,-18.07,-1.48,21.41,0,0,-157.72
(주)뉴프렉스,085670,2017/12,7.85,7.13,8.65,12.45,4.65,565.47,0,0
(주)뉴프렉스,085670,2018/12,10.46,13.08,7.62,29.34,29.23,65.48,162.53,324.81
(주)뉴프렉스,085670,2019/12,-7.95,-7.3,-8.68,-12.06,-29.76,0,0,-160.16
(주)뉴프렉스,085670,2020/12,1.24,-8.06,12.01,-22.46,14.61,0,0,0
(주)뉴프렉스,085670,2021/12,13.56,10.23,16.71,15.04,14.41,0,0,0
(주)다날,064260,2011/12,-5.66,0.9,-9.18,9.94,11.4,11.03,6.16,-7.81
(주)다날,064260,2012/12,11.64,14.36,10.03,2.34,-7.19,11.36,0,-176.92
(주)다날,064260,2013/12,13.24,0.96,20.85,22.19,20.93,20.23,0,0
(주)다날,064260,2014/12,-2.01,-22.69,8.69,-10.43,-10.06,-12.42,141.07,0
(주)다날,064260,2015/12,54.86,-20.04,82.41,19.39,15.39,8.67,-49.34,85.6
(주)다날,064260,2016/12,34.31,76.53,27.5,31.03,24.14,71.53,609.04,35.27
(주)다날,064260,2017/12,12.89,4.28,14.81,20.06,18.15,45.15,43.37,119.37
(주)다날,064260,2018/12,-1.3,7.18,-3.02,-5.89,-5.76,-8.34,-11.49,-82.63
(주)다날,064260,2019/12,14.69,13.73,14.9,20.65,10.92,12.31,165.66,1088.8
(주)다날,064260,2020/12,2.66,-4.22,4.19,20.97,19.47,6.43,-19.22,-25.71
(주)다날,064260,2021/12,42.36,122.47,26.02,42.76,14.81,-20.96,129.78,426.14
(주)다린,204690,2014/12,,,,,,,,
(주)다린,204690,2015/12,,,,,,,,
(주)다린,204690,2016/12,,,,,,,,
(주)다보링크,340360,2019/12,,,,,,,,
(주)다보링크,340360,2020/12,,,,,,,,
(주)다보링크,340360,2021/12,0,0,0,0,0,0,0,0
(주)다산네트웍스,039560,2011/12,-16.58,52.21,-39,4.91,-32.62,-94.34,-96.07,-102.53
(주)다산네트웍스,039560,2012/12,-17.82,-6.92,-26.68,-7.89,-6.09,472.73,0,0
(주)다산네트웍스,039560,2013/12,17.56,4.08,31.47,2.8,6.61,-15.89,0,0
(주)다산네트웍스,039560,2014/12,14.31,9.1,18.57,0.49,18.38,-59.83,-89.97,-81.84
(주)다산네트웍스,039560,2015/12,10.44,115.93,-68.9,0.37,-61.53,-92.49,0,-512.53
(주)다산네트웍스,039560,2016/12,1.2,-7.97,49.09,-6.47,-52.49,0,0,0
(주)다산네트웍스,039560,2017/12,3.56,-1.44,19.66,19.73,5.11,0,0,0
(주)다산네트웍스,039560,2018/12,-10.76,-3.56,-29.89,-3.39,24.02,146.16,0,-2754.93
(주)다산네트웍스,039560,2019/12,6.63,3.71,17.29,16.57,89.44,348.6,0,0
(주)다산네트웍스,039560,2020/12,3.68,12.16,-23.69,15.86,-54.68,-96.76,11.91,0
(주)다산네트웍스,039560,2021/12,4.02,-20.3,119.42,7.61,1.39,613.81,-3.06,0.8
(주)다우기술,023590,2011/12,-3.41,9.59,-32.44,5.09,8.04,-44.8,-48.69,-49.22
(주)다우기술,023590,2012/12,12.3,-0.18,57.58,7.32,19.61,-40.14,11.08,12.41
(주)다우기술,023590,2013/12,2.28,6.77,-8.05,1.04,6.31,-0.95,-63.89,-64.63
(주)다우기술,023590,2014/12,-0.65,-2.98,5.56,0.12,12.12,-4.24,-30.92,-40.16
(주)다우기술,023590,2015/12,12.45,11.57,14.61,2.81,5.18,-6.28,159.94,199
(주)다우기술,023590,2016/12,-5.68,6.57,-34.91,3.58,-14.58,14.78,27.65,26.34
(주)다우기술,023590,2017/12,0.3,7.04,-25.99,2.52,-15.26,-6.06,-8.82,-1.04
(주)다우기술,023590,2018/12,6.77,1.97,33.88,2.9,5.7,60.97,51.92,24.36
(주)다우기술,023590,2019/12,4.18,-0.11,22.64,4.47,15.1,20.25,11.51,32.52
(주)다우기술,023590,2020/12,24.06,4.55,92.42,3.38,11.23,10.7,3.84,-6.92
(주)다우기술,023590,2021/12,8.05,14.26,-3.77,7.41,10.86,4.35,58.7,77.16
(주)다우데이타,032190,2011/12,-30.1,0.38,-50.89,-3.93,-2.03,-9.67,-23.98,-25.92
(주)다우데이타,032190,2012/12,4.77,4.88,4.62,0.41,-38.17,-56.78,44.21,47.27
(주)다우데이타,032190,2013/12,1.9,17.61,-20.06,7.2,27.85,134.53,104.42,194.31
(주)다우데이타,032190,2014/12,2.39,4.37,-1.68,3.6,38.63,144.1,71.4,-13.1
(주)다우데이타,032190,2015/12,-0.36,5.13,-12.32,16.56,3.85,-14.27,-25.01,1.18
(주)다우데이타,032190,2016/12,11.27,0.31,39.95,14.6,-19.43,-73.25,0,-174.83
(주)다우데이타,032190,2017/12,1.73,-5.68,15.63,2.54,40.62,179.26,0,0
(주)다우데이타,032190,2018/12,12.31,16.62,5.73,2.54,11.24,48.6,32.14,29.37
(주)다우데이타,032190,2019/12,24.22,13.74,41.93,3.03,14.92,8.02,10.16,10.4
(주)다우데이타,032190,2020/12,16.5,11.59,23.14,3.9,3.34,5.56,18.28,21.27
(주)다우데이타,032190,2021/12,6.72,14.31,-2.59,8.7,8.75,0.37,78.38,83.84
(주)다원시스,068240,2011/12,79.69,57.45,93.03,15.81,30.16,-22.3,-23.43,-23.43
(주)다원시스,068240,2012/12,1.22,23.38,-9.63,11.74,20.39,36.08,49.92,49.92
(주)다원시스,068240,2013/12,4.95,20.21,-5.25,21.27,7.82,0.56,2.84,1.66
(주)다원시스,068240,2014/12,36.68,38.09,35.49,20.22,1.24,-5.88,2.85,-0.05
(주)다원시스,068240,2015/12,60.27,46.07,72.54,104.61,25.9,21.85,50.4,56.22
(주)다원시스,068240,2016/12,20.42,24,17.81,5.96,10.87,17.46,-14.84,-13.59
(주)다원시스,068240,2017/12,41.63,81.92,10.63,26.45,59.15,37.06,35.78,328.35
(주)다원시스,068240,2018/12,2.67,7.78,-3.79,14.72,10.26,2.93,19.28,-61.99
(주)다원시스,068240,2019/12,53.78,28.19,90.05,8.98,33.08,0.29,-5.02,-8.41
(주)다원시스,068240,2020/12,14.29,0.41,27.56,4.38,46,8.5,10.02,9.24
(주)다원시스,068240,2021/12,11.29,6.41,14.96,23.88,18.62,0,0,-184.82
(주)다이나믹디자인,145210,2015/12,-0.65,-4.73,12.44,14.49,-9.69,-53.84,-93.16,-96.43
(주)다이나믹디자인,145210,2016/12,-14.32,-11.84,-21.06,-31.29,-4.85,-47.83,0,-3891.2
(주)다이나믹디자인,145210,2017/12,-27.11,-24.36,-35.48,-72.61,-20.22,0,0,0
(주)다이나믹디자인,145210,2018/12,-23.88,-38.77,29.22,-78.03,-24.63,0,0,0
