회사명,거래소코드,회계년도,외국인_주식분포비율
(주)파버나인,177830,2017/12,0.53
(주)파버나인,177830,2018/12,4.17
(주)파버나인,177830,2019/12,2.23
(주)파버나인,177830,2020/12,0.64
(주)파버나인,177830,2021/12,1.77
(주)파브코,101990,2011/12,8.33
(주)파브코,101990,2012/12,8.33
(주)파브코,101990,2013/12,1.94
(주)파세코,037070,2011/12,0.08
(주)파세코,037070,2012/12,0.11
(주)파세코,037070,2013/12,0.32
(주)파세코,037070,2014/12,0.96
(주)파세코,037070,2015/12,1.52
(주)파세코,037070,2016/12,1.64
(주)파세코,037070,2017/12,0.68
(주)파세코,037070,2018/12,0.99
(주)파세코,037070,2019/12,4.13
(주)파세코,037070,2020/12,0.57
(주)파세코,037070,2021/12,1.67
(주)파수,150900,2011/12,
(주)파수,150900,2012/12,
(주)파수,150900,2013/12,2.48
(주)파수,150900,2014/12,3.07
(주)파수,150900,2015/12,4
(주)파수,150900,2016/12,2.7
(주)파수,150900,2017/12,2.43
(주)파수,150900,2018/12,2.22
(주)파수,150900,2019/12,2.36
(주)파수,150900,2020/12,3.98
(주)파수,150900,2021/12,3.23
(주)파워넷,037030,2011/12,
(주)파워넷,037030,2012/12,
(주)파워넷,037030,2013/12,
(주)파워넷,037030,2014/12,
(주)파워넷,037030,2015/12,
(주)파워넷,037030,2016/12,
(주)파워넷,037030,2017/12,
(주)파워넷,037030,2018/12,1.51
(주)파워넷,037030,2019/12,4.5
(주)파워넷,037030,2020/12,0.7
(주)파워넷,037030,2021/12,2.92
(주)파워로직스,047310,2011/12,3.09
(주)파워로직스,047310,2012/12,1.86
(주)파워로직스,047310,2013/12,2.35
(주)파워로직스,047310,2014/12,1.39
(주)파워로직스,047310,2015/12,2.92
(주)파워로직스,047310,2016/12,6
(주)파워로직스,047310,2017/12,11.96
(주)파워로직스,047310,2018/12,14.94
(주)파워로직스,047310,2019/12,10.12
(주)파워로직스,047310,2020/12,3.4
(주)파워로직스,047310,2021/12,2.77
(주)파이버프로,368770,2020/12,
(주)파이버프로,368770,2021/12,0.33
(주)파이오링크,170790,2011/12,
(주)파이오링크,170790,2012/12,
(주)파이오링크,170790,2013/12,0.37
(주)파이오링크,170790,2014/12,0.56
(주)파이오링크,170790,2015/12,0.84
(주)파이오링크,170790,2016/12,0.29
(주)파이오링크,170790,2017/12,0.24
(주)파이오링크,170790,2018/12,0.4
(주)파이오링크,170790,2019/12,1.81
(주)파이오링크,170790,2020/12,0.92
(주)파이오링크,170790,2021/12,4.44
(주)파인넥스,123260,2011/12,0.8
(주)파인넥스,123260,2012/12,11.98
(주)파인넥스,123260,2013/12,21.61
(주)파인넥스,123260,2014/12,6.65
(주)파인넥스,123260,2015/12,2.48
(주)파인넥스,123260,2016/12,1.72
(주)파인넥스,123260,2017/12,0.54
(주)파인넥스,123260,2018/12,1.03
(주)파인디앤씨,049120,2011/12,1.35
(주)파인디앤씨,049120,2012/12,0
(주)파인디앤씨,049120,2013/12,0
(주)파인디앤씨,049120,2014/12,0.77
(주)파인디앤씨,049120,2015/12,1.06
(주)파인디앤씨,049120,2016/12,1.19
(주)파인디앤씨,049120,2017/12,0.03
(주)파인디앤씨,049120,2018/12,0.93
(주)파인디앤씨,049120,2019/12,2.54
(주)파인디앤씨,049120,2020/12,0.87
(주)파인디앤씨,049120,2021/12,2.7
(주)파인디지털,038950,2011/12,6.01
(주)파인디지털,038950,2012/12,1.11
(주)파인디지털,038950,2013/12,2.36
(주)파인디지털,038950,2014/12,1.93
(주)파인디지털,038950,2015/12,2.48
(주)파인디지털,038950,2016/12,2.12
(주)파인디지털,038950,2017/12,1.83
(주)파인디지털,038950,2018/12,0.83
(주)파인디지털,038950,2019/12,1.02
(주)파인디지털,038950,2020/12,0.65
(주)파인디지털,038950,2021/12,3.18
(주)파인테크닉스,106240,2011/12,1.33
(주)파인테크닉스,106240,2012/12,1.15
(주)파인테크닉스,106240,2013/12,0.46
(주)파인테크닉스,106240,2014/12,0.68
(주)파인테크닉스,106240,2015/12,2.07
(주)파인테크닉스,106240,2016/12,1.06
(주)파인테크닉스,106240,2017/12,1.75
(주)파인테크닉스,106240,2018/12,4.12
(주)파인테크닉스,106240,2019/12,1.39
(주)파인테크닉스,106240,2020/12,2.17
(주)파인테크닉스,106240,2021/12,3.04
(주)파인텍,131760,2011/12,
(주)파인텍,131760,2012/12,
(주)파인텍,131760,2013/12,
(주)파인텍,131760,2014/12,
(주)파인텍,131760,2015/12,0.14
(주)파인텍,131760,2016/12,0.49
(주)파인텍,131760,2017/12,0.44
(주)파인텍,131760,2018/12,0.54
(주)파인텍,131760,2019/12,1.5
(주)파인텍,131760,2020/12,2.16
(주)파인텍,131760,2021/12,2.5
(주)파커스,065690,2011/12,0.04
(주)파커스,065690,2012/12,0.07
(주)파커스,065690,2013/12,1.15
(주)파커스,065690,2014/12,0.38
(주)파커스,065690,2015/12,1.23
(주)파커스,065690,2016/12,0.86
(주)파커스,065690,2017/12,0.63
(주)파커스,065690,2018/12,1.13
(주)파커스,065690,2019/12,0.91
(주)파커스,065690,2020/12,2.47
(주)파커스,065690,2021/12,1.32
(주)파크시스템스,140860,2011/12,
(주)파크시스템스,140860,2012/12,
(주)파크시스템스,140860,2013/12,
(주)파크시스템스,140860,2014/12,
(주)파크시스템스,140860,2015/12,0.5
(주)파크시스템스,140860,2016/12,0.45
(주)파크시스템스,140860,2017/12,1.44
(주)파크시스템스,140860,2018/12,5.02
(주)파크시스템스,140860,2019/12,6.8
(주)파크시스템스,140860,2020/12,11.24
(주)파크시스템스,140860,2021/12,23.94
(주)파트론,091700,2011/12,12.99
(주)파트론,091700,2012/12,20.43
(주)파트론,091700,2013/12,21.32
(주)파트론,091700,2014/12,22.46
(주)파트론,091700,2015/12,19.3
(주)파트론,091700,2016/12,21.64
(주)파트론,091700,2017/12,18.96
(주)파트론,091700,2018/12,23.43
(주)파트론,091700,2019/12,32.27
(주)파트론,091700,2020/12,14.07
(주)파트론,091700,2021/12,16.86
(주)파티게임즈,194510,2013/12,
(주)파티게임즈,194510,2014/12,0.33
(주)파티게임즈,194510,2015/12,5.62
(주)파티게임즈,194510,2016/12,5.15
(주)파티게임즈,194510,2017/12,2.73
(주)파티게임즈,194510,2018/12,2.52
(주)파티게임즈,194510,2019/12,2.52
(주)팍스넷,038160,2011/12,
(주)팍스넷,038160,2012/12,
(주)팍스넷,038160,2013/12,
(주)팍스넷,038160,2014/12,
(주)팍스넷,038160,2015/12,
(주)팍스넷,038160,2016/12,0.77
(주)팍스넷,038160,2017/12,0.53
(주)팍스넷,038160,2018/12,1.66
(주)팍스넷,038160,2019/12,1.27
(주)판타지오,032800,2011/12,0.34
(주)판타지오,187770,2011/12,
(주)판타지오,187770,2012/12,
(주)판타지오,032800,2012/12,0.72
(주)판타지오,187770,2013/12,
(주)판타지오,032800,2013/12,0.36
(주)판타지오,032800,2014/12,0.49
(주)판타지오,032800,2015/12,1.43
(주)판타지오,032800,2016/12,1.55
(주)판타지오,032800,2017/12,5.88
(주)판타지오,032800,2018/12,2.52
(주)판타지오,032800,2019/12,1.37
(주)판타지오,032800,2020/12,0.88
(주)판타지오,032800,2021/12,0.44
(주)팜스빌,318010,2012/12,
(주)팜스빌,318010,2013/12,
(주)팜스빌,318010,2014/12,
(주)팜스빌,318010,2015/12,
(주)팜스빌,318010,2016/12,
(주)팜스빌,318010,2017/12,
(주)팜스빌,318010,2018/12,
(주)팜스빌,318010,2019/12,0.09
(주)팜스빌,318010,2020/12,0.25
(주)팜스빌,318010,2021/12,3.47
(주)팜스코,036580,2011/12,0.11
(주)팜스코,036580,2012/12,0.14
(주)팜스코,036580,2013/12,0.84
(주)팜스코,036580,2014/12,0.52
(주)팜스코,036580,2015/12,4.06
(주)팜스코,036580,2016/12,3.83
(주)팜스코,036580,2017/12,5.26
(주)팜스코,036580,2018/12,6.16
(주)팜스코,036580,2019/12,3.18
(주)팜스코,036580,2020/12,2.17
(주)팜스코,036580,2021/12,1.26
(주)팜스토리,027710,2011/12,0.08
(주)팜스토리,027710,2012/12,0.09
(주)팜스토리,027710,2013/12,0.24
(주)팜스토리,027710,2014/12,4.27
(주)팜스토리,027710,2015/12,2.57
(주)팜스토리,027710,2016/12,2.8
(주)팜스토리,027710,2017/12,4.67
(주)팜스토리,027710,2018/12,4.6
(주)팜스토리,027710,2019/12,3.56
(주)팜스토리,027710,2020/12,1.29
(주)팜스토리,027710,2021/12,1.5
(주)팬스타엔터프라이즈,054300,2011/12,0
(주)팬스타엔터프라이즈,054300,2012/12,0
(주)팬스타엔터프라이즈,054300,2013/12,0.5
(주)팬스타엔터프라이즈,054300,2014/12,0.15
(주)팬스타엔터프라이즈,054300,2015/12,0.17
(주)팬스타엔터프라이즈,054300,2016/12,0.43
(주)팬스타엔터프라이즈,054300,2017/12,0.12
(주)팬스타엔터프라이즈,054300,2018/12,2.11
(주)팬스타엔터프라이즈,054300,2019/12,4.55
(주)팬스타엔터프라이즈,054300,2020/12,3.18
(주)팬스타엔터프라이즈,054300,2021/12,2.3
(주)팬엔터테인먼트,068050,2011/12,0.55
(주)팬엔터테인먼트,068050,2012/12,0.4
(주)팬엔터테인먼트,068050,2013/12,0.2
(주)팬엔터테인먼트,068050,2014/12,0.33
(주)팬엔터테인먼트,068050,2015/12,1.53
(주)팬엔터테인먼트,068050,2016/12,1.42
(주)팬엔터테인먼트,068050,2017/12,0.8
(주)팬엔터테인먼트,068050,2018/12,0.71
(주)팬엔터테인먼트,068050,2019/12,1.56
(주)팬엔터테인먼트,068050,2020/12,6.64
(주)팬엔터테인먼트,068050,2021/12,0.92
(주)팬젠,222110,2012/12,
(주)팬젠,222110,2013/12,
(주)팬젠,222110,2014/12,
(주)팬젠,222110,2015/12,
(주)팬젠,222110,2016/12,10.82
(주)팬젠,222110,2017/12,10.11
(주)팬젠,222110,2018/12,10.58
(주)팬젠,222110,2019/12,9.89
(주)팬젠,222110,2020/12,10.12
(주)팬젠,222110,2021/12,8.3
(주)퍼시스,016800,2011/12,28.23
(주)퍼시스,016800,2012/12,27.06
(주)퍼시스,016800,2013/12,26.93
(주)퍼시스,016800,2014/12,26.8
(주)퍼시스,016800,2015/12,26.16
(주)퍼시스,016800,2016/12,25.74
(주)퍼시스,016800,2017/12,25.72
(주)퍼시스,016800,2018/12,24.59
(주)퍼시스,016800,2019/12,23.74
(주)퍼시스,016800,2020/12,20.6
(주)퍼시스,016800,2021/12,20.46
(주)펄어비스,263750,2015/12,
(주)펄어비스,263750,2017/06,
(주)펄어비스,263750,2018/12,11.35
(주)펄어비스,263750,2019/12,12.89
(주)펄어비스,263750,2020/12,23.26
(주)펄어비스,263750,2021/12,16.11
(주)펨트론,168360,2012/12,
(주)펨트론,168360,2013/12,
(주)펨트론,168360,2014/12,
(주)펨트론,168360,2015/12,
(주)펨트론,168360,2016/12,
(주)펨트론,168360,2017/12,
(주)펨트론,168360,2018/12,
(주)펨트론,168360,2019/12,
(주)펨트론,168360,2020/12,
(주)펨트론,168360,2021/12,
(주)펩트론,087010,2011/12,
(주)펩트론,087010,2012/12,
(주)펩트론,087010,2013/12,
(주)펩트론,087010,2014/12,
(주)펩트론,087010,2015/12,1.21
(주)펩트론,087010,2016/12,3.91
(주)펩트론,087010,2017/12,2.73
(주)펩트론,087010,2018/12,4.24
(주)펩트론,087010,2019/12,2.45
(주)펩트론,087010,2020/12,3.2
(주)펩트론,087010,2021/12,3.04
(주)포메탈,119500,2011/12,0
(주)포메탈,119500,2012/12,0
(주)포메탈,119500,2013/12,0
(주)포메탈,119500,2014/12,0
(주)포메탈,119500,2015/12,0
(주)포메탈,119500,2016/12,0
(주)포메탈,119500,2017/12,0.48
(주)포메탈,119500,2018/12,1.76
(주)포메탈,119500,2019/12,1.48
(주)포메탈,119500,2020/12,2.38
(주)포메탈,119500,2021/12,2.3
(주)포바이포,389140,2020/12,
(주)포바이포,389140,2021/12,
(주)포스코아이씨티,022100,2011/12,0.9
(주)포스코아이씨티,022100,2012/12,0.99
(주)포스코아이씨티,022100,2013/12,1.39
(주)포스코아이씨티,022100,2014/12,0.96
(주)포스코아이씨티,022100,2015/12,2.06
(주)포스코아이씨티,022100,2016/12,2.88
(주)포스코아이씨티,022100,2017/12,1.94
(주)포스코아이씨티,022100,2018/12,3.42
(주)포스코아이씨티,022100,2019/12,4.16
(주)포스코아이씨티,022100,2020/12,2.76
(주)포스코아이씨티,022100,2021/12,2.27
(주)포스코엠텍,009520,2011/12,1.21
(주)포스코엠텍,009520,2012/12,0.74
(주)포스코엠텍,009520,2013/12,0.82
(주)포스코엠텍,009520,2014/12,0.28
(주)포스코엠텍,009520,2015/12,0.4
(주)포스코엠텍,009520,2016/12,4.22
(주)포스코엠텍,009520,2017/12,1.84
(주)포스코엠텍,009520,2018/12,1.34
(주)포스코엠텍,009520,2019/12,1.75
(주)포스코엠텍,009520,2020/12,1.22
(주)포스코엠텍,009520,2021/12,1.23
(주)포스코인터내셔널,047050,2011/12,4.09
(주)포스코인터내셔널,047050,2012/12,8.24
(주)포스코인터내셔널,047050,2013/12,10.08
(주)포스코인터내셔널,047050,2014/12,13.34
(주)포스코인터내셔널,047050,2015/12,13.09
(주)포스코인터내셔널,047050,2016/12,16.11
(주)포스코인터내셔널,047050,2017/12,9.24
(주)포스코인터내셔널,047050,2018/12,9.74
(주)포스코인터내셔널,047050,2019/12,15.3
(주)포스코인터내셔널,047050,2020/12,11.81
(주)포스코인터내셔널,047050,2021/12,6.71
(주)포스코케미칼,003670,2011/12,
(주)포스코케미칼,003670,2011/12,3.51
(주)포스코케미칼,003670,2012/12,3.08
(주)포스코케미칼,003670,2012/12,
(주)포스코케미칼,003670,2013/12,
(주)포스코케미칼,003670,2013/12,5.02
(주)포스코케미칼,003670,2014/12,
(주)포스코케미칼,003670,2014/12,5.22
(주)포스코케미칼,003670,2015/12,
(주)포스코케미칼,003670,2015/12,5.27
(주)포스코케미칼,003670,2016/12,5.42
(주)포스코케미칼,003670,2016/12,
(주)포스코케미칼,003670,2017/12,10.97
(주)포스코케미칼,003670,2017/12,
(주)포스코케미칼,003670,2018/12,
(주)포스코케미칼,003670,2018/12,12.14
(주)포스코케미칼,003670,2019/12,7.31
(주)포스코케미칼,003670,2020/12,7.23
(주)포스코케미칼,003670,2021/12,6.04
(주)포스코플랜텍,051310,2011/12,1.23
(주)포스코플랜텍,051310,2012/12,2.03
(주)포스코플랜텍,051310,2013/12,1.01
(주)포스코플랜텍,051310,2014/12,0.67
(주)포시에스,189690,2012/06,
(주)포시에스,189690,2013/06,
(주)포시에스,189690,2014/06,
(주)포시에스,189690,2015/06,0.07
(주)포시에스,189690,2016/06,0.66
(주)포시에스,189690,2017/06,1.35
(주)포시에스,189690,2018/06,3.18
(주)포시에스,189690,2019/06,1.74
(주)포시에스,189690,2020/06,1.27
(주)포시에스,189690,2021/06,2.26
(주)포인트모바일,318020,2012/12,
(주)포인트모바일,318020,2013/12,
(주)포인트모바일,318020,2014/12,
(주)포인트모바일,318020,2015/12,
(주)포인트모바일,318020,2016/12,
(주)포인트모바일,318020,2017/12,
(주)포인트모바일,318020,2018/12,
(주)포인트모바일,318020,2019/12,
(주)포인트모바일,318020,2020/12,0.04
(주)포인트모바일,318020,2021/12,1.22
(주)포인트엔지니어링,176560,2011/12,
(주)포인트엔지니어링,176560,2012/12,
(주)포인트엔지니어링,176560,2013/12,
(주)포인트엔지니어링,176560,2014/12,
(주)포인트엔지니어링,176560,2015/12,
(주)포인트엔지니어링,176560,2016/12,
(주)포인트엔지니어링,256630,2016/12,
(주)포인트엔지니어링,256630,2017/12,0
(주)포인트엔지니어링,176560,2017/12,
(주)포인트엔지니어링,256630,2018/12,0
(주)포인트엔지니어링,176560,2018/12,
(주)포인트엔지니어링,256630,2019/12,3.02
(주)포인트엔지니어링,256630,2020/12,2.89
(주)포인트엔지니어링,256630,2021/12,1.09
(주)포커스에이치엔에스,331380,2019/12,0.02
(주)포커스에이치엔에스,331380,2020/12,0
(주)포커스에이치엔에스,331380,2021/12,1.56
(주)폭스소프트,354230,2018/12,
(주)폭스소프트,354230,2019/12,
(주)폭스소프트,354230,2020/12,
(주)폴라리스세원,234100,2011/12,
(주)폴라리스세원,234100,2012/12,
(주)폴라리스세원,234100,2013/12,
(주)폴라리스세원,234100,2014/12,
(주)폴라리스세원,234100,2015/12,
(주)폴라리스세원,234100,2016/12,
(주)폴라리스세원,234100,2017/12,0.32
(주)폴라리스세원,234100,2018/12,0.43
(주)폴라리스세원,234100,2019/12,1.06
(주)폴라리스세원,234100,2020/12,0.46
(주)폴라리스세원,234100,2021/12,0.89
(주)폴라리스오피스,041020,2011/12,16.27
(주)폴라리스오피스,041020,2012/12,3.44
(주)폴라리스오피스,041020,2013/12,7.57
(주)폴라리스오피스,041020,2014/12,4.89
(주)폴라리스오피스,041020,2015/12,5.37
(주)폴라리스오피스,041020,2016/12,4.92
(주)폴라리스오피스,041020,2017/12,1.87
(주)폴라리스오피스,041020,2018/12,2.33
(주)폴라리스오피스,041020,2019/12,0.71
(주)폴라리스오피스,041020,2020/12,2.4
(주)폴라리스오피스,041020,2021/12,0.8
(주)폴라리스우노,114630,2011/12,0.61
(주)폴라리스우노,114630,2012/12,0.61
(주)폴라리스우노,114630,2013/12,12.71
(주)폴라리스우노,114630,2014/12,14.7
(주)폴라리스우노,114630,2015/12,11.68
(주)폴라리스우노,114630,2016/12,12.26
(주)폴라리스우노,114630,2017/12,16.47
(주)폴라리스우노,114630,2018/12,15.51
(주)폴라리스우노,114630,2019/12,15.61
(주)폴라리스우노,114630,2020/12,16.44
(주)폴라리스우노,114630,2021/12,10.67
(주)폴루스바이오팜,007630,2011/12,0.01
(주)폴루스바이오팜,007630,2012/12,0.01
(주)폴루스바이오팜,007630,2013/12,0.09
(주)폴루스바이오팜,007630,2014/12,0.63
(주)폴루스바이오팜,007630,2015/12,0.14
(주)폴루스바이오팜,007630,2016/12,0.9
(주)폴루스바이오팜,007630,2017/12,0.07
(주)폴루스바이오팜,007630,2018/12,1.45
(주)폴루스바이오팜,007630,2019/12,2.42
(주)폴루스바이오팜,007630,2020/12,1.81
(주)폴리플러스,065610,2011/12,0
(주)푸드나무,290720,2017/12,
(주)푸드나무,290720,2018/12,0.04
(주)푸드나무,290720,2019/12,4.23
(주)푸드나무,290720,2020/12,5.29
(주)푸드나무,290720,2021/12,9.22
(주)푸드웰,005670,2011/12,0.01
(주)푸드웰,005670,2012/12,0.03
(주)푸드웰,005670,2013/12,0
(주)푸드웰,005670,2014/12,0.16
(주)푸드웰,005670,2015/12,1.46
(주)푸드웰,005670,2016/12,0.67
(주)푸드웰,005670,2017/12,0.8
(주)푸드웰,005670,2018/12,0.99
(주)푸드웰,005670,2019/12,1.65
(주)푸드웰,005670,2020/12,1.29
(주)푸드웰,005670,2021/12,1.69
(주)푸른기술,094940,2011/12,0
(주)푸른기술,094940,2012/12,0.82
(주)푸른기술,094940,2013/12,0
(주)푸른기술,094940,2014/12,0.01
(주)푸른기술,094940,2015/12,0.49
(주)푸른기술,094940,2016/12,0.54
(주)푸른기술,094940,2017/12,1.97
(주)푸른기술,094940,2018/12,0.32
(주)푸른기술,094940,2019/12,0.56
(주)푸른기술,094940,2020/12,0.59
(주)푸른기술,094940,2021/12,3.08
(주)풀무원,017810,2011/12,2.95
(주)풀무원,017810,2012/12,0.81
(주)풀무원,017810,2013/12,0.37
(주)풀무원,017810,2014/12,1.45
(주)풀무원,017810,2015/12,2.9
(주)풀무원,017810,2016/12,0.71
(주)풀무원,017810,2017/12,0.9
(주)풀무원,017810,2018/12,1.65
(주)풀무원,017810,2019/12,2.05
(주)풀무원,017810,2020/12,0.81
(주)풀무원,017810,2021/12,0.72
(주)풍강,093380,2011/08,0
(주)풍강,093380,2012/08,0.6
(주)풍강,093380,2013/08,0.14
(주)풍강,093380,2014/08,0.4
(주)풍강,093380,2015/08,0.02
(주)풍강,093380,2016/08,1.62
(주)풍강,093380,2017/08,1.02
(주)풍강,093380,2018/08,0.54
(주)풍강,093380,2019/08,7.4
(주)풍강,093380,2020/08,4.8
(주)풍강,093380,2021/08,4.64
(주)풍산,103140,2011/12,11.48
(주)풍산,103140,2012/12,10.17
(주)풍산,103140,2013/12,12.52
(주)풍산,103140,2014/12,10.68
(주)풍산,103140,2015/12,6.37
(주)풍산,103140,2016/12,26.16
(주)풍산,103140,2017/12,17.17
(주)풍산,103140,2018/12,11.46
(주)풍산,103140,2019/12,8.54
(주)풍산,103140,2020/12,13.83
(주)풍산,103140,2021/12,12.8
(주)풍산홀딩스,005810,2011/12,4.77
(주)풍산홀딩스,005810,2012/12,3.95
(주)풍산홀딩스,005810,2013/12,5.14
(주)풍산홀딩스,005810,2014/12,6.7
(주)풍산홀딩스,005810,2015/12,8.12
(주)풍산홀딩스,005810,2016/12,8.57
(주)풍산홀딩스,005810,2017/12,8.74
(주)풍산홀딩스,005810,2018/12,7.88
(주)풍산홀딩스,005810,2019/12,7.12
(주)풍산홀딩스,005810,2020/12,6.92
(주)풍산홀딩스,005810,2021/12,10.07
(주)퓨런티어,370090,2019/12,
(주)퓨런티어,370090,2020/12,
(주)퓨런티어,370090,2021/12,
(주)퓨얼셀파워,139170,2011/12,
(주)퓨얼셀파워,139170,2012/12,
(주)퓨얼셀파워,139170,2013/12,
(주)퓨전,195440,2015/12,
(주)퓨전,195440,2016/12,0.88
(주)퓨전,195440,2017/12,0.37
(주)퓨전,195440,2018/12,3.89
(주)퓨전,195440,2019/12,1.4
(주)퓨전,195440,2020/12,0.98
(주)퓨쳐켐,220100,2013/12,
(주)퓨쳐켐,220100,2016/12,0.65
(주)퓨쳐켐,220100,2017/12,1.45
(주)퓨쳐켐,220100,2018/12,0.45
(주)퓨쳐켐,220100,2019/12,1.36
(주)퓨쳐켐,220100,2020/12,2.91
(주)퓨쳐켐,220100,2021/12,1.57
(주)프럼파스트,035200,2011/12,0.22
(주)프럼파스트,035200,2012/12,0.43
(주)프럼파스트,035200,2013/12,0.08
(주)프럼파스트,035200,2014/12,3.75
(주)프럼파스트,035200,2015/12,3.03
(주)프럼파스트,035200,2016/12,1.82
(주)프럼파스트,035200,2017/12,4.09
(주)프럼파스트,035200,2018/12,2.81
(주)프럼파스트,035200,2019/12,4.55
(주)프럼파스트,035200,2020/12,1.45
(주)프럼파스트,035200,2021/12,2.19
(주)프렉코,082220,2011/12,
(주)프렉코,082220,2012/12,
(주)프렉코,082220,2013/12,
(주)프렉코,082220,2014/12,
(주)프로스테믹스,203690,2014/12,0
(주)프로스테믹스,203690,2015/12,0
(주)프로스테믹스,203690,2016/12,0.56
(주)프로스테믹스,203690,2017/12,0.15
(주)프로스테믹스,203690,2018/12,2.24
(주)프로스테믹스,203690,2019/12,0.96
(주)프로스테믹스,203690,2020/12,1.18
(주)프로스테믹스,203690,2021/12,1.64
(주)프로이천,321260,2019/12,0
(주)프로이천,321260,2020/12,0.06
(주)프로이천,321260,2021/12,0.1
(주)프로텍,053610,2011/12,1.58
(주)프로텍,053610,2012/12,0.57
(주)프로텍,053610,2013/12,0.96
(주)프로텍,053610,2014/12,1.88
(주)프로텍,053610,2015/12,3.07
(주)프로텍,053610,2016/12,1.33
(주)프로텍,053610,2017/12,7.07
(주)프로텍,053610,2018/12,5.47
(주)프로텍,053610,2019/12,9.92
(주)프로텍,053610,2020/12,3.69
(주)프로텍,053610,2021/12,1.18
(주)프롬바이오,377220,2016/12,
(주)프롬바이오,377220,2017/12,
(주)프롬바이오,377220,2018/12,
(주)프롬바이오,377220,2019/12,
(주)프롬바이오,377220,2020/12,
(주)프롬바이오,377220,2021/12,0.57
(주)프리엠스,053160,2011/12,0.36
(주)프리엠스,053160,2012/12,2.5
(주)프리엠스,053160,2013/12,0.57
(주)프리엠스,053160,2014/12,0.45
(주)프리엠스,053160,2015/12,1.37
(주)프리엠스,053160,2016/12,1.28
(주)프리엠스,053160,2017/12,3.69
(주)프리엠스,053160,2018/12,1.38
(주)프리엠스,053160,2019/12,0.79
(주)프리엠스,053160,2020/12,0.23
(주)프리엠스,053160,2021/12,0.17
(주)프리젠,060910,2011/12,0.05
(주)프리젠,060910,2012/12,0.07
(주)프리젠,060910,2013/12,0.07
(주)프리젠,060910,2014/12,0.07
(주)프리젠,060910,2015/12,0.14
(주)플라즈맵,405000,2021/12,
(주)플래스크,041590,2011/12,0.49
(주)플래스크,041590,2012/12,0.62
(주)플래스크,041590,2013/12,1.33
(주)플래스크,041590,2014/12,0.34
(주)플래스크,041590,2015/12,4.24
(주)플래스크,041590,2016/12,0.4
(주)플래스크,041590,2017/12,0.7
(주)플래스크,041590,2018/12,0.99
(주)플래스크,041590,2019/12,0.52
(주)플래스크,041590,2020/12,1.2
(주)플래스크,041590,2021/12,2.74
(주)플래티어,367000,2020/12,
(주)플래티어,367000,2021/12,0.45
(주)플랜티넷,075130,2011/12,0
(주)플랜티넷,075130,2012/12,0.05
(주)플랜티넷,075130,2013/12,0.35
(주)플랜티넷,075130,2014/12,1.54
(주)플랜티넷,075130,2015/12,0.93
(주)플랜티넷,075130,2016/12,0.97
(주)플랜티넷,075130,2017/12,1.93
(주)플랜티넷,075130,2018/12,1.19
(주)플랜티넷,075130,2019/12,2.16
(주)플랜티넷,075130,2020/12,2.89
(주)플랜티넷,075130,2021/12,1.96
(주)플레이그램,009810,2011/12,0.12
(주)플레이그램,009810,2012/12,0.59
(주)플레이그램,009810,2013/12,0.6
(주)플레이그램,009810,2014/12,0.33
(주)플레이그램,009810,2015/12,0.58
(주)플레이그램,009810,2016/12,0.69
(주)플레이그램,009810,2017/12,0.58
(주)플레이그램,009810,2018/12,2.05
(주)플레이그램,009810,2019/12,0.92
(주)플레이그램,009810,2020/12,1.57
(주)플레이그램,009810,2021/12,5.75
(주)플레이디,237820,2011/12,
(주)플레이디,237820,2012/12,
(주)플레이디,237820,2013/12,
(주)플레이디,237820,2014/12,
(주)플레이디,237820,2015/12,
(주)플레이디,237820,2016/12,
(주)플레이디,237820,2017/12,
(주)플레이디,237820,2018/12,
(주)플레이디,237820,2019/12,
(주)플레이디,237820,2020/12,0.37
(주)플레이디,237820,2021/12,0.31
(주)플레이위드,023770,2011/12,0
(주)플레이위드,023770,2012/12,0
(주)플레이위드,023770,2013/12,0
(주)플레이위드,023770,2014/12,0.18
(주)플레이위드,023770,2015/12,1.23
(주)플레이위드,023770,2016/12,0.04
(주)플레이위드,023770,2017/12,0.55
(주)플레이위드,023770,2018/12,0.28
(주)플레이위드,023770,2019/12,3.24
(주)플레이위드,023770,2020/12,1.91
(주)플레이위드,023770,2021/12,1.83
(주)플렉스컴,065270,2011/12,0.24
(주)플렉스컴,065270,2012/12,7.15
(주)플렉스컴,065270,2013/12,2.12
(주)플렉스컴,065270,2014/12,1.64
(주)플리토,300080,2016/12,
(주)플리토,300080,2017/12,
(주)플리토,300080,2019/12,3.48
(주)플리토,300080,2020/12,3.67
(주)플리토,300080,2021/12,13.31
(주)피델릭스,032580,2011/12,3.71
(주)피델릭스,032580,2012/12,3.4
(주)피델릭스,032580,2013/12,0.28
(주)피델릭스,032580,2014/12,0.98
(주)피델릭스,032580,2015/12,26.11
(주)피델릭스,032580,2016/12,27
(주)피델릭스,032580,2017/12,26.96
(주)피델릭스,032580,2018/12,26.08
(주)피델릭스,032580,2019/12,21.75
(주)피델릭스,032580,2020/12,30.09
(주)피델릭스,032580,2021/12,32.29
(주)피씨디렉트,051380,2011/12,0.84
(주)피씨디렉트,051380,2012/12,0.08
(주)피씨디렉트,051380,2013/12,0.19
(주)피씨디렉트,051380,2014/12,0.09
(주)피씨디렉트,051380,2015/12,0.07
(주)피씨디렉트,051380,2016/12,0.11
(주)피씨디렉트,051380,2017/12,0.14
