회사명,거래소코드,회계년도,[제조]매출액순이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]매출원가 대 매출액비율(IFRS연결),[제조]광고선전비 대 매출액비율(IFRS연결),[제조]유보율(IFRS연결)
삼영무역(주),002810,2011/12,5.51,6.43,8.27,92.28,0,2250.71
삼영무역(주),002810,2012/12,8.01,8.78,10.66,93.23,0,2420.92
삼영무역(주),002810,2013/12,7.55,7.66,9.32,93.32,0,2646.11
삼영무역(주),002810,2014/12,8.13,7.54,9.16,92.84,0,2883.87
삼영무역(주),002810,2015/12,8.45,6.35,7.5,92.38,0,3082.66
삼영무역(주),002810,2016/12,10.95,7.68,8.95,91.21,0,3377.37
삼영무역(주),002810,2017/12,11.01,8.19,9.58,90.5,0,3655.66
삼영무역(주),002810,2018/12,10.75,7.73,8.99,92.28,0,3971.35
삼영무역(주),002810,2019/12,12.71,7.77,10.32,90.53,0.01,4049.47
삼영무역(주),002810,2020/12,8.83,6.64,7.62,87.84,0.01,4125.66
삼영무역(주),002810,2021/12,9.62,8.08,10.12,89.1,0,4542.42
삼영엠텍(주),054540,2011/12,6.62,6.19,12.78,82.4,0,954.16
삼영엠텍(주),054540,2012/12,4.13,3.29,7.8,84.13,0,991.84
삼영엠텍(주),054540,2013/12,1.9,1.28,2.81,84.15,0,1016.66
삼영엠텍(주),054540,2014/12,0.42,0.29,0.41,86.75,0,1003.34
삼영엠텍(주),054540,2015/12,0.69,0.45,1.36,83.51,0,1017.03
삼영엠텍(주),054540,2016/12,3.56,1.89,3.84,82.45,0,1003.38
삼영엠텍(주),054540,2017/12,2.68,1.4,2.36,85.36,0,1013.47
삼영엠텍(주),054540,2018/12,1.84,1.12,1.87,86.14,0,1022.05
삼영엠텍(주),054540,2019/12,5.03,3.03,4.57,84.42,0,1057.89
삼영엠텍(주),054540,2020/12,10.26,6.02,9.14,84.24,0,1145.97
삼영엠텍(주),054540,2021/12,-11.08,-6.97,-9.19,88.05,0,910.46
삼영이엔씨(주),065570,2011/12,,,,,,
삼영이엔씨(주),065570,2012/12,,,,,,
삼영이엔씨(주),065570,2013/12,,,,,,
삼영이엔씨(주),065570,2014/12,,,,,,
삼영이엔씨(주),065570,2015/12,,,,,,
삼영이엔씨(주),065570,2016/12,,,,,,
삼영이엔씨(주),065570,2017/12,8.27,3.4,3.7,57.48,0.08,1833.03
삼영이엔씨(주),065570,2018/12,1.7,0.65,0.72,62.75,0.08,1790.51
삼영이엔씨(주),065570,2019/12,,,,,,
삼영이엔씨(주),065570,2020/12,,,,,,
삼영이엔씨(주),065570,2021/12,,,,,,
삼영전자공업(주),005680,2011/12,6.23,4.37,4.81,85.38,0,4173.48
삼영전자공업(주),005680,2012/12,3,1.86,2.02,88.05,0,4162.94
삼영전자공업(주),005680,2013/12,4.75,2.79,2.99,87.65,0,4271.69
삼영전자공업(주),005680,2014/12,7.37,3.9,4.16,85.29,0,4429.17
삼영전자공업(주),005680,2015/12,6.25,2.86,3.02,84.82,0,4532.74
삼영전자공업(주),005680,2016/12,6.15,2.7,2.83,85.11,0,4586.3
삼영전자공업(주),005680,2017/12,4.61,2.14,2.25,86.46,0,4608.33
삼영전자공업(주),005680,2018/12,6.06,3.01,3.18,86.21,0,4704.71
삼영전자공업(주),005680,2019/12,4.26,1.69,1.77,87.68,0,4743.93
삼영전자공업(주),005680,2020/12,5.7,2.25,2.34,85.52,0,4808.94
삼영전자공업(주),005680,2021/12,7.13,3.13,3.33,84.67,0,5017.59
삼영화학공업(주),003720,2011/12,7.77,8.87,16.92,81.02,0.05,651.78
삼영화학공업(주),003720,2012/12,2.35,2.36,4.81,87.78,0.11,640.15
삼영화학공업(주),003720,2013/12,-4.61,-4.17,-5.71,93.74,0.1,577.54
삼영화학공업(주),003720,2014/12,-10.8,-8.94,-14.97,96.36,0.13,486.56
삼영화학공업(주),003720,2015/12,-10.15,-7.17,-12.28,99.32,0.13,420.16
삼영화학공업(주),003720,2016/12,-9.45,-6.57,-8.27,94.8,0.08,375.37
삼영화학공업(주),003720,2017/12,-31.69,-23.61,-32.07,100.9,0.1,212.46
삼영화학공업(주),003720,2018/12,-7.59,-7.17,-13.92,94,0.09,169.84
삼영화학공업(주),003720,2019/12,-1.7,-1.78,-4.49,89.75,0.07,157.15
삼영화학공업(주),003720,2020/12,0.98,1.07,0.49,86.53,0.06,159.57
삼영화학공업(주),003720,2021/12,2.73,3.2,7.5,86.52,0.05,186.7
삼익티에이치케이(주),004380,2011/12,,,,,,
삼익티에이치케이(주),004380,2012/12,,,,,,
삼익티에이치케이(주),004380,2013/12,,,,,,
삼익티에이치케이(주),004380,2014/12,,,,,,
삼익티에이치케이(주),004380,2015/12,,,,,,
삼익티에이치케이(주),004380,2016/12,,,,,,
삼익티에이치케이(주),004380,2017/12,,,,,,
삼익티에이치케이(주),004380,2018/12,,,,,,
삼익티에이치케이(주),004380,2019/12,,,,,,
삼익티에이치케이(주),004380,2020/12,,,,,,
삼익티에이치케이(주),004380,2021/12,,,,,,
삼일제약(주),000520,2011/12,-7.18,-5.31,-9.58,59.64,6.61,1145.13
삼일제약(주),000520,2012/12,-3.17,-2.5,-4.48,58.7,4.18,1077.3
삼일제약(주),000520,2013/12,8.89,7,11.93,59.5,4.16,1207.36
삼일제약(주),000520,2014/12,-13.09,-9.99,-17.84,60.24,5.67,954.19
삼일제약(주),000520,2015/12,0.67,0.57,1.07,57.62,3.36,935.92
삼일제약(주),000520,2016/12,0.92,0.89,1.65,57.16,3.74,907.93
삼일제약(주),000520,2017/12,-1.38,-1.07,-2.43,55.56,5.31,876.96
삼일제약(주),000520,2018/12,-9.05,-6.04,-15.97,63.22,3.82,802.28
삼일제약(주),000520,2019/12,0.65,0.47,1.33,61.42,2.21,895.27
삼일제약(주),000520,2020/12,1.09,0.71,2.13,60.14,2.21,905.48
삼일제약(주),000520,2021/12,-3.98,-2.36,-8.13,63.51,2.75,951.57
삼정펄프(주),009770,2011/12,,,,,,
삼정펄프(주),009770,2012/12,,,,,,
삼정펄프(주),009770,2013/12,,,,,,
삼정펄프(주),009770,2014/12,,,,,,
삼정펄프(주),009770,2015/12,,,,,,
삼정펄프(주),009770,2016/12,12.71,9.13,10.87,86.29,0.03,1322.41
삼정펄프(주),009770,2017/12,7.27,4.99,5.77,88.76,0.03,1367.23
삼정펄프(주),009770,2018/12,-0.13,-0.09,-0.1,96.94,0.02,1342.78
삼정펄프(주),009770,2019/12,,,,,,
삼정펄프(주),009770,2020/12,,,,,,
삼정펄프(주),009770,2021/12,,,,,,
삼지전자(주),037460,2011/12,,,,,,
삼지전자(주),037460,2012/12,,,,,,
삼지전자(주),037460,2013/12,,,,,,
삼지전자(주),037460,2014/12,,,,,,
삼지전자(주),037460,2015/12,3.24,8.11,13.93,94.79,0.01,1371.09
삼지전자(주),037460,2016/12,3.49,10.87,17.07,94.21,0,1684.23
삼지전자(주),037460,2017/12,3.35,10.34,17.28,93.8,0,1914.99
삼지전자(주),037460,2018/12,2.07,5.74,7.62,95.04,0,2190.19
삼지전자(주),037460,2019/12,2.27,6.02,7.12,95.18,0,2359.54
삼지전자(주),037460,2020/12,3.13,8.49,12.77,94.73,0,2658.04
삼지전자(주),037460,2021/12,2.45,8.58,12.53,94.1,0,3185.86
삼진제약(주),005500,2011/12,,,,,,
삼진제약(주),005500,2012/12,,,,,,
삼진제약(주),005500,2013/12,,,,,,
삼진제약(주),005500,2014/12,,,,,,
삼진제약(주),005500,2015/12,,,,,,
삼진제약(주),005500,2016/12,,,,,,
삼진제약(주),005500,2017/12,,,,,,
삼진제약(주),005500,2018/12,,,,,,
삼진제약(주),005500,2019/12,,,,,,
삼진제약(주),005500,2020/12,,,,,,
삼진제약(주),005500,2021/12,,,,,,
삼천당제약(주),000250,2011/12,,,,,,
삼천당제약(주),000250,2012/12,1.75,1.1,1.63,50.33,3.62,741.31
삼천당제약(주),000250,2013/12,7.26,5.47,9.95,45.85,2.13,851.11
삼천당제약(주),000250,2014/12,14.52,10.53,11.93,45.12,2.53,920.56
삼천당제약(주),000250,2015/12,13.53,10.02,10.58,45.47,2.24,995.3
삼천당제약(주),000250,2016/12,10.59,8.02,7.28,46.34,1.66,1055.92
삼천당제약(주),000250,2017/12,14.29,10.46,11.09,47.06,1.78,1241.98
삼천당제약(주),000250,2018/12,9.12,5.88,5.94,47.99,1.39,1261.69
삼천당제약(주),000250,2019/12,10.5,7.11,6.82,40.7,1.22,1346.32
삼천당제약(주),000250,2020/12,4.49,2.47,-0.56,43.67,1.19,1556.83
삼천당제약(주),000250,2021/12,-6.19,-3.01,-9.51,50.33,0.88,1446.76
삼천리자전거(주),024950,2011/12,,,,,,
삼천리자전거(주),024950,2012/12,,,,,,
삼천리자전거(주),024950,2013/12,,,,,,
삼천리자전거(주),024950,2014/12,,,,,,
삼천리자전거(주),024950,2015/12,,,,,,
삼천리자전거(주),024950,2016/12,4.53,4.02,7.47,67.99,3.52,1537.1
삼천리자전거(주),024950,2017/12,3.01,2.04,3.62,66.51,3.42,1548.87
삼천리자전거(주),024950,2018/12,-19.3,-9.34,-14.59,67.14,4.44,1342.87
삼천리자전거(주),024950,2019/12,-9.55,-5.39,-9.2,73.56,3.04,1200.76
삼천리자전거(주),024950,2020/12,10.89,9.62,15.22,65.67,1.25,1410.27
삼천리자전거(주),024950,2021/12,3.42,3.55,4.4,67.55,0.91,1491.93
삼현철강(주),017480,2011/12,,,,,,
삼현철강(주),017480,2012/12,,,,,,
삼현철강(주),017480,2013/12,,,,,,
삼현철강(주),017480,2014/12,,,,,,
삼현철강(주),017480,2015/12,,,,,,
삼현철강(주),017480,2016/12,,,,,,
삼현철강(주),017480,2017/12,,,,,,
삼현철강(주),017480,2018/12,,,,,,
삼현철강(주),017480,2019/12,,,,,,
삼현철강(주),017480,2020/12,,,,,,
삼현철강(주),017480,2021/12,,,,,,
삼호개발(주),010960,2011/12,3.14,2.94,5.39,93,0,810.68
삼호개발(주),010960,2012/12,3.95,4.06,7.2,90.62,0,872.52
삼호개발(주),010960,2013/12,2.21,2.56,4.43,92.58,0,890.34
삼호개발(주),010960,2014/12,1.71,1.79,3.01,91.6,0,904.6
삼호개발(주),010960,2015/12,3.07,3.78,6.79,90.79,0,948.44
삼호개발(주),010960,2016/12,5.83,6.67,11.82,88.7,0,1079.68
삼호개발(주),010960,2017/12,8.07,8.54,13.77,86.22,0,1227.96
삼호개발(주),010960,2018/12,6.91,7.74,12.09,87.57,0,1373.19
삼호개발(주),010960,2019/12,5.9,7.48,11.65,89.73,0,1471.9
삼호개발(주),010960,2020/12,5.17,6.14,9.26,92.61,0,1658.67
삼호개발(주),010960,2021/12,4.39,4.69,6.31,91.65,0,1759.62
삼화왕관(주),004450,2011/12,,,,,,
삼화왕관(주),004450,2012/12,,,,,,
삼화왕관(주),004450,2013/12,,,,,,
삼화왕관(주),004450,2014/12,,,,,,
삼화왕관(주),004450,2015/12,,,,,,
삼화왕관(주),004450,2016/12,,,,,,
삼화왕관(주),004450,2017/12,,,,,,
삼화왕관(주),004450,2018/12,,,,,,
삼화왕관(주),004450,2019/12,7.2,3.5,5.76,80.68,0.06,1319.5
삼화왕관(주),004450,2020/12,1.07,0.62,1.03,82.59,0.02,1315.42
삼화왕관(주),004450,2021/12,0.95,0.58,0.99,84.53,0.05,1310.67
삼화전기(주),009470,2011/12,-2.8,-3.31,-12.79,89.34,0.23,307.43
삼화전기(주),009470,2012/12,1.08,1.36,5.74,89.08,0.28,304.6
삼화전기(주),009470,2013/12,-0.49,-0.66,-3.8,88.85,0.25,270.23
삼화전기(주),009470,2014/12,0.01,0.01,-0.38,88.72,0.09,265.24
삼화전기(주),009470,2015/12,-2.77,-3.73,-19.3,90.49,0.2,217.33
삼화전기(주),009470,2016/12,1.07,1.66,3.52,87.29,0.32,216.41
삼화전기(주),009470,2017/12,4.87,7.66,30.16,83.95,0.2,441.01
삼화전기(주),009470,2018/12,3.44,5.36,14.29,85.8,0.2,541.58
삼화전기(주),009470,2019/12,1.83,2.82,7.03,85.61,0.19,566.55
삼화전기(주),009470,2020/12,2.9,4.41,9.04,86.06,0.27,642.03
삼화전기(주),009470,2021/12,6.26,10.46,24.67,80.97,0.15,885.23
삼화전자공업(주),011230,2011/12,-15.02,-9.05,-30.62,94.89,0,86.44
삼화전자공업(주),011230,2012/12,-25.65,-15.88,-82.29,93.53,0,-27.3
삼화전자공업(주),011230,2013/12,-5.73,-3.7,-34.44,83.99,0,-46.07
삼화전자공업(주),011230,2014/12,-8.55,-5.18,-47.88,87.48,0,-18.82
삼화전자공업(주),011230,2015/12,-22.31,-11,-90.55,98.51,0,-41.54
삼화전자공업(주),011230,2016/12,-0.93,-0.53,-4.51,85.49,0,-46.06
삼화전자공업(주),011230,2017/12,-7.14,-4.76,-54.17,88.58,0,-16.87
삼화전자공업(주),011230,2018/12,-10.15,-6.64,-45.38,92.23,0,42.33
삼화전자공업(주),011230,2019/12,-7.71,-5.17,-23.62,85.52,0,13.35
삼화전자공업(주),011230,2020/12,-5.72,-3.98,-19.35,88.69,0,-6.79
삼화전자공업(주),011230,2021/12,-9.3,-6.76,-34.76,95.21,0,23.14
삼화콘덴서공업(주),001820,2011/12,1.99,2.61,5.96,85.08,0,409.46
삼화콘덴서공업(주),001820,2012/12,1.63,2.1,4.86,85.28,0,426.47
삼화콘덴서공업(주),001820,2013/12,0.2,0.28,0.49,86.31,0,419.66
삼화콘덴서공업(주),001820,2014/12,-3.71,-5.16,-12.76,89.98,0,343.31
삼화콘덴서공업(주),001820,2015/12,1.8,2.58,5.85,84.97,0,360.34
삼화콘덴서공업(주),001820,2016/12,3.29,4.84,11.31,83.83,0,419.02
삼화콘덴서공업(주),001820,2017/12,7.8,11.99,25.71,79.61,0,568.83
삼화콘덴서공업(주),001820,2018/12,22.56,34.62,63.52,62.91,0,1129.58
삼화콘덴서공업(주),001820,2019/12,11.72,13.71,21.24,76.04,0,1383.16
삼화콘덴서공업(주),001820,2020/12,9.67,10.43,14.28,78.82,0,1584.24
삼화콘덴서공업(주),001820,2021/12,10.92,11.35,15.15,77.58,0,1853.35
삼화페인트공업(주),000390,2011/12,3.11,3.25,6.3,82.22,0.55,1829.75
삼화페인트공업(주),000390,2012/12,3.68,3.87,7.4,81.86,0.91,1915.95
삼화페인트공업(주),000390,2013/12,5.84,6.48,12.33,78.62,0.86,2159.66
삼화페인트공업(주),000390,2014/12,6.75,7.25,13.4,79.6,1.26,2416.49
삼화페인트공업(주),000390,2015/12,4.88,4.87,8.76,77.54,1.35,2549.18
삼화페인트공업(주),000390,2016/12,2.84,2.64,4.72,79.05,1.15,2388.37
삼화페인트공업(주),000390,2017/12,0.4,0.37,0.66,81.97,1.03,2286.87
삼화페인트공업(주),000390,2018/12,0.15,0.15,0.26,83.34,0.94,2262.75
삼화페인트공업(주),000390,2019/12,0.72,0.7,1.34,81.97,0.87,2273.98
삼화페인트공업(주),000390,2020/12,1.18,1.12,2.29,80.82,1.07,2301.44
삼화페인트공업(주),000390,2021/12,-0.38,-0.4,-0.83,84.88,1.03,2284.48
삼환기업(주),000360,2011/12,-21.46,-8.44,-22.63,96.97,0.06,653.4
삼환기업(주),000360,2012/12,-46.02,-16.48,-80.4,112.65,0.19,324.34
삼환기업(주),000360,2013/12,-51.96,-25.02,-197.85,102.33,0.1,15.56
상신브레이크(주),041650,2011/12,2.91,3.53,9.11,80.94,0.36,642.09
상신브레이크(주),041650,2012/12,3.7,4.66,11.68,79.54,0.36,747.41
상신브레이크(주),041650,2013/12,5.81,7.08,19.13,77.37,0.45,888.07
상신브레이크(주),041650,2014/12,5.63,6.65,19.24,77.96,0.45,1023.65
상신브레이크(주),041650,2015/12,7.54,8.62,21.3,75.1,0.45,1254.12
상신브레이크(주),041650,2016/12,5.32,5.87,13.57,75.66,0.47,1403.76
상신브레이크(주),041650,2017/12,6.28,6.43,14.5,74.62,0.43,1541.73
상신브레이크(주),041650,2018/12,2.62,2.4,4.91,77.51,0.47,1556.49
상신브레이크(주),041650,2019/12,1.4,1.25,2.4,77.94,0.39,1577.91
상신브레이크(주),041650,2020/12,-0.67,-0.52,-1.6,79.52,0.37,1517.06
상신브레이크(주),041650,2021/12,2.61,2.22,5.67,79.09,0.31,1686.23
상신이디피(주),091580,2011/12,4.7,7.35,15.46,85.23,0.04,631.75
상신이디피(주),091580,2012/12,0.45,0.6,1.26,88.65,0.01,627.95
상신이디피(주),091580,2013/12,0.43,0.55,1.23,87.46,0,625.14
상신이디피(주),091580,2014/12,2.48,2.59,5.87,85.07,0,656.07
상신이디피(주),091580,2015/12,-3.06,-2.46,-5.85,88.3,0,585.59
상신이디피(주),091580,2016/12,-1.33,-1.02,-2.71,88.55,0,550.7
상신이디피(주),091580,2017/12,2.44,2.39,6.52,85.19,0,575.57
상신이디피(주),091580,2018/12,5.59,6.83,17.57,81.71,0.02,806.59
상신이디피(주),091580,2019/12,3.41,3.31,8.06,83.71,0.03,881.08
상신이디피(주),091580,2020/12,5.7,5.58,12.84,78.2,0.01,1032.11
상신이디피(주),091580,2021/12,8.87,9.68,20.16,80.79,0,1375.54
상신전자(주),263810,2017/12,5.45,9.83,18.94,85.53,0,1477.44
상신전자(주),263810,2018/12,2.37,3.71,6.21,88.5,0,698.48
상신전자(주),263810,2019/12,3.05,4.78,7.48,87.86,0,384.99
상신전자(주),263810,2020/12,2.4,3.67,5.87,88.28,0,407.73
상신전자(주),263810,2021/12,2.01,3.17,5.3,91.36,0,449.93
새론오토모티브(주),075180,2011/12,8.35,8.16,10.97,82.91,0.03,1283.22
새론오토모티브(주),075180,2012/12,6.38,6.21,8.41,83.41,0.04,1336.89
새론오토모티브(주),075180,2013/12,11.01,11.07,14.51,77.73,0.04,1527.62
새론오토모티브(주),075180,2014/12,11.97,11.29,14.32,77.61,0.03,1739.68
새론오토모티브(주),075180,2015/12,12.22,10.65,13.24,78.63,0.03,1960.17
새론오토모티브(주),075180,2016/12,11.42,8.85,10.95,78.77,0.03,2130.62
새론오토모티브(주),075180,2017/12,7.23,5,6.12,82.91,0.03,2187.76
새론오토모티브(주),075180,2018/12,4.41,2.77,3.35,85.21,0.04,2216.16
새론오토모티브(주),075180,2019/12,-5.45,-3.18,-3.82,93.2,0.04,2118.49
새론오토모티브(주),075180,2020/12,4.54,2.44,2.86,91.82,0.04,2169.91
새론오토모티브(주),075180,2021/12,10.99,5.43,6.15,90.55,0.04,2383.18
샘표(주),007540,2011/12,1.51,1.57,2.23,62.19,2.24,3582.63
샘표(주),007540,2012/12,3.53,3.59,5.61,57.02,3.82,3735.71
샘표(주),007540,2013/12,2.93,3.06,5.23,55.4,3.82,3869.06
샘표(주),007540,2014/12,2.8,2.93,4.82,56.38,2.7,3980.29
샘표(주),007540,2015/12,5.35,5.67,9.13,54.79,2.8,4208.88
샘표(주),007540,2016/12,8.02,0.87,0.97,36.71,0.17,5609.15
샘표(주),007540,2017/12,4.66,5.96,6.37,53.16,1.19,5387.85
샘표(주),007540,2018/12,7.7,6.72,8.82,53.32,4.39,5684.59
샘표(주),007540,2019/12,8.8,7.5,7.75,52.98,2.31,6083.13
샘표(주),007540,2020/12,11.05,9.8,10.5,54.64,2.71,6697.42
샘표(주),007540,2021/12,6.58,5.19,6.22,59.66,5.31,7105.37
샘표식품(주),248170,2016/12,,,,,,
샘표식품(주),248170,2017/12,4.19,5.94,10.51,53.48,1.19,4940.93
샘표식품(주),248170,2018/12,6.53,8.96,14.58,53.75,4.39,5669.94
샘표식품(주),248170,2019/12,9.55,12.43,18.57,53.33,2.31,6778.91
샘표식품(주),248170,2020/12,11.3,14.58,20.65,55.14,2.71,8317.46
샘표식품(주),248170,2021/12,6.79,7.23,11.02,60,5.31,9314.66
서암기계공업(주),100660,2011/12,,,,,,
서암기계공업(주),100660,2012/12,,,,,,
서암기계공업(주),100660,2013/12,,,,,,
서암기계공업(주),100660,2014/12,,,,,,
서암기계공업(주),100660,2015/12,,,,,,
서암기계공업(주),100660,2016/12,,,,,,
서암기계공업(주),100660,2017/12,,,,,,
서암기계공업(주),100660,2018/12,,,,,,
서암기계공업(주),100660,2019/12,,,,,,
서암기계공업(주),100660,2020/12,,,,,,
서암기계공업(주),100660,2021/12,,,,,,
서울도시가스(주),017390,2011/12,3.26,4.38,8.63,90.92,0.02,1928.8
서울도시가스(주),017390,2012/12,3.36,4.56,9.4,91.39,0.01,2082.69
서울도시가스(주),017390,2013/12,3.24,4.54,8.96,92.13,0.01,2255.24
서울도시가스(주),017390,2014/12,3.06,3.93,7.52,91.56,0.01,2419.59
서울도시가스(주),017390,2015/12,2.91,2.92,5.22,90.27,0.01,2513.2
서울도시가스(주),017390,2016/12,1.85,1.62,2.64,88.11,0.01,2561.64
서울도시가스(주),017390,2017/12,2.71,2.43,4.04,88.09,0.05,2636.28
서울도시가스(주),017390,2018/12,3.01,2.87,4.46,88.61,0.05,2725.63
서울도시가스(주),017390,2019/12,2.16,2,3.06,86.34,0.03,2783.69
서울도시가스(주),017390,2020/12,10.25,8.02,13.14,85.24,0.02,2974.21
서울도시가스(주),017390,2021/12,0.67,0.51,0.8,86.26,0.04,2986.75
서울바이오시스(주),092190,2020/12,4.56,3.38,6.51,80.39,0.1,819.08
서울바이오시스(주),092190,2021/12,4.27,3.08,2.61,83.38,0.22,807.79
서울반도체(주),046890,2011/12,2.26,1.98,2.79,84.94,0.79,1980.93
서울반도체(주),046890,2012/12,0.81,0.8,1.15,83.1,0.65,1970.7
서울반도체(주),046890,2013/12,4.12,4.32,6.14,72.34,0.42,1862.28
서울반도체(주),046890,2014/12,0.07,0.06,-1.22,79.81,0.5,1814.11
서울반도체(주),046890,2015/12,2.65,2.31,2.99,76.44,0.28,1904.55
서울반도체(주),046890,2016/12,3.94,3.37,6.15,75.5,0.32,2002.97
서울반도체(주),046890,2017/12,4.18,4,6.73,74.39,0.32,2001.07
서울반도체(주),046890,2018/12,5.24,4.97,10.1,72.93,0.35,2185.99
서울반도체(주),046890,2019/12,3.17,2.74,5.27,77.55,0.31,2228.73
서울반도체(주),046890,2020/12,2.52,2.19,2.64,80.17,0.21,2349.28
서울반도체(주),046890,2021/12,4.73,4.33,7.03,79.55,0.27,2541.65
서울식품공업(주),004410,2011/12,-3.87,-3.02,-5.96,81.42,0.43,-33.18
서울식품공업(주),004410,2012/12,2.04,1.66,4.23,76.41,0.24,-28.33
서울식품공업(주),004410,2013/12,1.68,1.45,3.51,76.13,0.19,-26.32
서울식품공업(주),004410,2014/12,0.57,0.49,1.67,75.88,0.3,-25.82
서울식품공업(주),004410,2015/12,2.29,2.08,5.54,74.28,0.2,-22.26
서울식품공업(주),004410,2016/12,,,,,,
서울식품공업(주),004410,2017/12,,,,,,
서울식품공업(주),004410,2018/12,,,,,,
서울식품공업(주),004410,2019/12,,,,,,
서울식품공업(주),004410,2020/12,,,,,,
서울식품공업(주),004410,2021/12,,,,,,
서울전자통신(주),027040,2011/12,-3.97,-5.6,-5.55,91.71,0,87.17
서울전자통신(주),027040,2012/12,-7.36,-6.73,-10.89,90.87,0.01,64.18
서울전자통신(주),027040,2013/12,0.77,0.98,1.7,89.79,0.04,18.33
서울전자통신(주),027040,2014/12,-75.02,-32.35,-62.06,90.82,0,2.08
서울전자통신(주),027040,2015/12,-11.51,-8.58,-17.33,86.16,0,-7.88
서울전자통신(주),027040,2016/12,9.45,12.14,25.81,89.81,0,23.59
서울전자통신(주),027040,2017/12,-1.72,-2.08,-4.23,93.59,0,15.94
서울전자통신(주),027040,2018/12,-4.94,-5.35,-11.67,94.52,0,5.27
서울전자통신(주),027040,2019/12,6.18,3.71,6.35,93.68,0.06,168.68
서울전자통신(주),027040,2020/12,-5.64,-2.26,-3.31,92.62,0.05,217.62
서울전자통신(주),027040,2021/12,0.08,0.04,0.06,91.69,0.03,159.06
서호전기(주),065710,2011/12,2.87,1.24,1.2,76.26,0.19,1758.07
서호전기(주),065710,2012/12,3.43,1.78,1.94,75.58,0.17,1790.86
서호전기(주),065710,2013/12,5.72,3.04,3.29,74.35,0.24,1830.79
서호전기(주),065710,2014/12,6.9,4.32,5.06,75.5,0.3,1900.03
서호전기(주),065710,2015/12,5.41,4.63,5.8,80.93,0.13,1940.83
서호전기(주),065710,2016/12,14.75,12.26,16.35,70.22,0.08,2142.64
서호전기(주),065710,2017/12,13.85,7.97,10.47,46.54,0.26,2229.38
서호전기(주),065710,2018/12,17.37,6.96,8.88,52.39,0.29,2322.7
서호전기(주),065710,2019/12,23.6,17.79,22.33,63.9,0.1,2808.08
서호전기(주),065710,2020/12,10.31,7.38,9.15,69.33,0.03,2756.82
서호전기(주),065710,2021/12,23.43,18.14,21.97,58.92,0.02,3239.46
선도전기(주),007610,2011/12,3.19,2.13,2.92,90.44,0.02,719.09
선도전기(주),007610,2012/12,2.18,1.26,1.67,90.24,0.05,725.34
선도전기(주),007610,2013/12,1.29,1.25,1.87,91.8,0.02,764.77
선도전기(주),007610,2014/12,1.73,1.2,2.02,91.09,0.01,758.83
선도전기(주),007610,2015/12,4.53,3.17,5.45,84.95,0.06,777.98
선도전기(주),007610,2016/12,2.31,1.54,2.71,89.22,0.03,809.84
선도전기(주),007610,2017/12,1.54,1.1,1.94,90.16,0.05,905.74
선도전기(주),007610,2018/12,-0.98,-0.53,-0.93,91.22,0.04,835.61
선도전기(주),007610,2019/12,-2.41,-1.36,-2.52,92.66,0.05,865.39
선도전기(주),007610,2020/12,2.91,1.46,2.8,88.53,0.04,933.49
선도전기(주),007610,2021/12,-11.94,-5.79,-11.53,99.07,0.01,783.63
선진뷰티사이언스(주),086710,2021/12,3.33,1.51,2.56,72.23,1.31,1425.62
성문전자(주),014910,2011/12,5.53,7.68,11.89,81.82,0.01,431.76
성문전자(주),014910,2012/12,-4.28,-4.74,-6.57,89.36,0.01,382.51
성문전자(주),014910,2013/12,-8.12,-9.58,-13.95,93.26,0.01,335.23
성문전자(주),014910,2014/12,-3.66,-3.9,-6.88,91.29,0,294.38
성문전자(주),014910,2015/12,-3.52,-3.5,-6.06,88.79,0,256.98
성문전자(주),014910,2016/12,-2.35,-2.39,-3.74,87.52,0.01,237.4
성문전자(주),014910,2017/12,-5.78,-6.12,-9.39,86.84,0.01,200.79
성문전자(주),014910,2018/12,0.47,0.45,0.7,85.8,0.02,201.51
성문전자(주),014910,2019/12,-5.15,-4.31,-6.57,88.86,0.04,181.98
성문전자(주),014910,2020/12,-2.53,-2.31,-3.63,87.55,0.01,173.03
성문전자(주),014910,2021/12,6.03,5.47,9.57,81.12,0,214.3
성보화학(주),003080,2011/12,,,,,,
성보화학(주),003080,2012/12,,,,,,
성보화학(주),003080,2013/12,,,,,,
성보화학(주),003080,2014/12,,,,,,
성보화학(주),003080,2015/12,,,,,,
성보화학(주),003080,2016/12,,,,,,
성보화학(주),003080,2017/12,,,,,,
성보화학(주),003080,2018/12,,,,,,
성보화학(주),003080,2019/12,,,,,,
성보화학(주),003080,2020/12,-11.61,-3.62,-4.23,81.49,1.08,1290.13
성보화학(주),003080,2021/12,2.22,0.74,1,74.84,0.74,1270.02
성신양회(주),004980,2011/12,-7.68,-3.11,-10.44,92.05,0.02,224.26
성신양회(주),004980,2012/12,0.57,0.27,1.03,82.85,0.03,216.23
성신양회(주),004980,2013/12,0.55,0.3,1.07,77.16,0.01,176.94
성신양회(주),004980,2014/12,1.34,0.73,2.45,76.39,0.02,175.2
성신양회(주),004980,2015/12,-5.01,-3.11,-10.39,77.87,0.02,142.54
성신양회(주),004980,2016/12,1.81,1.19,4.06,79.1,0.03,147.81
성신양회(주),004980,2017/12,1.87,1.19,3.53,78.86,0.02,191.34
성신양회(주),004980,2018/12,2.41,1.59,4.38,78.54,0.02,201.54
