회사명,거래소코드,회계년도,[제조]비유동비율(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]부채비율(IFRS),[제조]유동부채비율(IFRS),[제조]차입금비율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]유보액대비율(IFRS),[제조]유보액 대 납입자본배율(IFRS),[제조]투자집중도(IFRS)
아남전자(주),008700,2011/12,72.63,202.61,202.49,14.29,51.4,38.88,18.14,22.13,33.1,0.98,65.84
아남전자(주),008700,2012/12,47.79,305.88,305.72,35.11,43.82,31.39,10.32,-0.29,33.25,0.92,63.31
아남전자(주),008700,2013/12,76.18,277.6,277.41,25.36,33.41,20.62,11.03,4,38.22,1.04,77.81
아남전자(주),008700,2014/12,80.99,147.81,147.81,7.46,60.24,53.61,29.55,-0.05,31.59,1.03,59.02
아남전자(주),008700,2015/12,47.77,176.38,174.38,5.72,71.75,70.3,36.48,-0.09,28.93,0.99,77.4
아남전자(주),008700,2016/12,45.91,198.29,198.29,10.33,58.05,56.55,24.35,5.38,31.86,1.01,63.71
아남전자(주),008700,2017/12,43.48,266.3,266.3,9.09,35.46,34.54,28.39,7.6,36.51,0.98,49.05
아남전자(주),008700,2018/12,43.27,237.65,237.65,5.59,55.21,47.1,46.88,-4.54,19.58,0.44,40.98
아남전자(주),008700,2019/12,41.44,220.13,220.13,21.96,53.53,50.92,39.01,1.91,21.08,0.48,34
아남전자(주),008700,2020/12,43.16,170.82,170.82,6.1,83.11,81.93,55.44,3.91,21.49,0.65,38.5
아남전자(주),008700,2021/12,48.29,163.27,163.27,18.89,103.37,94.98,93.9,3.04,23.51,0.92,39.53
아미코젠(주),092040,2013/12,37.02,1088.27,1030.53,141.81,7.18,6.45,0,58.36,88.55,18.64,190.18
아미코젠(주),092040,2014/12,47.81,774.9,709.45,210.7,8.32,7.81,0,999999999,84.35,10.59,180.73
아미코젠(주),092040,2015/12,74.26,1058.21,903.31,357.84,3.09,2.72,0,223.83,91.79,17.61,214.86
아미코젠(주),092040,2016/12,83.56,392.82,329.81,109.92,10.76,6.92,3.75,186.15,85.54,18.03,212.29
아미코젠(주),092040,2017/12,76.73,1180.95,972.09,153.65,4.25,2.33,1.15,-28.92,91.11,18.9,250.74
아미코젠(주),092040,2018/12,97.37,241.51,179.02,27.38,15.95,7.69,5.78,-23.13,79.88,12.54,210.19
아미코젠(주),092040,2019/12,93.28,253.14,188.09,62.85,23.32,11.87,11.5,-0.97,78.11,12.57,207.2
아미코젠(주),092040,2020/12,96.19,193.2,149.48,41.05,26.62,15.75,13.28,2.17,76.57,15.28,246.16
아미코젠(주),092040,2021/12,133.74,42.96,34.28,9.27,54.49,48.3,31.86,-4.26,63.01,18.1,253.3
아비코전자(주),036010,2011/12,63.21,208.3,180.75,71.18,35.52,34.72,22.11,7.32,68.57,9.3,135.58
아비코전자(주),036010,2012/12,76.07,156.25,132.57,53.08,43.71,43.29,32.74,0.75,65.39,8.55,131.06
아비코전자(주),036010,2013/12,72.72,194.28,168.76,71.99,44.63,37.01,33.13,5.95,62.38,9.22,119.17
아비코전자(주),036010,2014/12,57.16,229.55,204.67,105.8,34.57,33.72,20.44,9.39,67.44,9.82,125.96
아비코전자(주),036010,2015/12,38.54,481.91,419.23,225.41,19.88,16.88,6.88,24.59,76.13,10.45,117.27
아비코전자(주),036010,2016/12,33.33,631.07,569.04,370.47,14.3,12.83,1.37,45.4,80.27,11.11,102.38
아비코전자(주),036010,2017/12,33.06,1078.08,942.58,580.41,6.92,6.85,0,54.67,86.35,12.03,96.74
아비코전자(주),036010,2018/12,44.87,1410.6,1140.67,644.28,4.65,4.24,0,39.75,88.64,12.83,84.57
아비코전자(주),036010,2019/12,35.16,1684.03,1484.89,934.25,5.91,4.2,0.02,81.6,87.2,12.08,103.2
아비코전자(주),036010,2020/12,32.98,1742.22,1506.63,1166.75,5.87,4.18,0.02,215.63,87.44,12.47,107.06
아비코전자(주),036010,2021/12,47.47,452.24,383.21,204.93,16.66,15.3,0,398931.07,79.87,13.67,102.97
아세아(주),002030,2011/12,99.02,226.52,192.23,43.73,29.19,13.32,5.44,16.57,76.88,30.13,181.52
아세아(주),002030,2012/12,95.47,288.09,238.93,34.41,28.8,11.57,3.36,35.82,77.11,29.52,166.07
아세아(주),002030,2013/12,104.25,313.54,313.54,303.98,17.18,4.12,0,110.51,84.8,35.96,12.33
아세아(주),002030,2014/12,100.44,2987.95,2987.95,809.15,8.45,0.27,0,999999999,90.84,32.69,222.94
아세아(주),002030,2015/12,99.09,2135.62,2135.62,890.82,8.97,0.46,0,999999999,90.43,33,254.48
아세아(주),002030,2016/12,97.81,417.83,417.83,214.44,9.34,2.76,0,999999999,90.13,33.41,324.56
아세아(주),002030,2017/12,93.93,869.67,869.67,343.97,9.77,1.82,0,999999999,89.81,34.26,365.1
아세아(주),002030,2018/12,104.35,145.6,145.6,43.83,8.62,2.93,0,999999999,90.78,34.78,121.55
아세아(주),002030,2019/12,102.09,455.81,455.81,117.2,8.84,1.48,0,999999999,90.62,35.37,155.04
아세아(주),002030,2020/12,103.36,171.25,171.25,79.96,8.92,3.25,0.01,37085.6,91.58,35.8,152.39
아세아(주),002030,2021/12,99.63,247.63,247.63,145.42,7.71,3.26,0.01,11875.66,92.61,36.62,193.6
아세아시멘트(주),183190,2013/12,,,,,,,,,,,
아세아시멘트(주),183190,2014/12,91.85,259.65,220.63,52.76,35.17,16.68,4.44,245.93,71.82,33.04,159.87
아세아시멘트(주),183190,2015/12,88.16,327.01,284.52,91.59,29.9,12.76,1.66,210.39,74.82,34.28,151.62
아세아시멘트(주),183190,2016/12,87.16,294.17,260.65,80.65,28.58,14.08,1.19,239.4,75.71,36.49,154.72
아세아시멘트(주),183190,2017/12,84.67,276.89,242.25,101.67,29.1,16.05,1.6,350.15,75.53,38.86,168.54
아세아시멘트(주),183190,2018/12,132.71,199.5,162.34,45.85,58.25,12.8,36.2,2.6,61.52,36.67,163.28
아세아시멘트(주),183190,2019/12,129.85,173.01,135.01,43.1,53.98,13.95,33.58,2.84,63.25,37.11,163.32
아세아시멘트(주),183190,2020/12,128.38,141.71,103.8,14.17,46.9,13.07,30.87,2.31,66.31,37.47,160.84
아세아시멘트(주),183190,2021/12,121.6,135.55,109.85,22.72,46.05,18.04,29.79,8.41,66.82,40.17,163.18
아세아제지(주),002310,2011/12,121.37,113.31,65,3.32,59.42,33.57,48.88,2.24,54.45,6.03,68.79
아세아제지(주),002310,2012/12,107.8,122.01,81.83,42.24,49.31,34.02,38.6,8.19,58.99,6.77,78.89
아세아제지(주),002310,2013/12,93.49,205.77,134.27,46.66,27.72,16.63,16.31,10.16,70.57,9.05,100.49
아세아제지(주),002310,2014/12,92.68,231.42,171.62,30.89,25.51,14.19,13.06,12.87,71.99,9.29,108.44
아세아제지(주),002310,2015/12,98.87,171.55,114.17,9.31,26.25,15.96,8.66,6.74,71.05,8.64,98.96
아세아제지(주),002310,2016/12,98.81,198.89,149.19,52.94,30.76,16.06,15.12,27.02,68.94,9.07,97.82
아세아제지(주),002310,2017/12,93.53,204.81,149.53,43.01,28.69,17.17,14.83,13.35,70.23,9.4,88.18
아세아제지(주),002310,2018/12,86.37,313.3,234.76,105.58,19.94,10.71,5.6,73.26,76.28,10.75,86.89
아세아제지(주),002310,2019/12,88.45,341.12,251.48,123.12,16.29,8.16,4.5,64.97,79.15,11.57,101.8
아세아제지(주),002310,2020/12,84.79,370.12,305.04,154.29,13.72,7.82,2.16,103.52,81.38,12.43,102.62
아세아제지(주),002310,2021/12,82.98,367.52,275.18,121.41,13.35,8.26,1.59,174.45,82.08,13.37,88.65
아세아페이퍼텍(주),009380,2011/12,98.04,398.22,281.36,81.76,27.37,7.37,12.75,5.16,60.51,3.05,122.5
아스팩오일(주),232360,2015/12,,,,,,,,,,,
아스팩오일(주),232360,2016/12,,,,,,,,,,,
아시아나아이디티(주),267850,2018/12,70.45,217.2,217.2,79.18,37.61,30.92,0,916.73,69.99,26.11,48.12
아시아나아이디티(주),267850,2019/12,98.32,164.67,164.67,39.15,61.86,38.58,19.6,9.67,59.35,24.41,55.16
아시아나아이디티(주),267850,2020/12,61.18,264.65,264.65,47.19,57.32,36.33,17.54,8.38,60.86,22.47,62
아시아나아이디티(주),267850,2021/12,40.02,298.64,298.64,35.67,42.78,34.41,11.54,8.82,67.54,27.03,108.81
아시아나항공(주),020560,2011/12,547.86,32.76,26.54,4.48,550.36,312.88,337.56,1.79,-2.01,-0.12,79.05
아시아나항공(주),020560,2012/12,516.05,46.56,37.69,6.04,505.95,193.09,328.46,0.89,-0.7,-0.04,79.2
아시아나항공(주),020560,2013/12,626.61,54.06,43.88,14.05,642.49,214.35,437.7,-0.46,-2.64,-0.16,88.49
아시아나항공(주),020560,2014/12,707.58,42.65,33.69,7.27,715.41,252.84,486.34,0.31,-2.79,-0.19,94.74
아시아나항공(주),020560,2015/12,978.35,28.59,20.54,1.73,991.48,395.71,699.17,0.07,-4.93,-0.35,109.37
아시아나항공(주),020560,2016/12,863.46,31.91,24.85,3.72,892.43,404.12,609.86,1.67,-4.16,-0.29,116.61
아시아나항공(주),020560,2017/12,712.71,29.58,22.26,3.42,720.25,363.57,466.34,1.52,-2.22,-0.15,110.1
아시아나항공(주),020560,2018/12,770.79,38.58,29.53,5.36,814.85,373.45,415.99,-0.23,-3.89,-0.26,102.49
아시아나항공(주),020560,2019/12,1689.12,32.52,27.13,1.52,1795.11,633.5,1182.09,-1.45,-4.01,-0.43,188.3
아시아나항공(주),020560,2020/12,1256.42,35.32,31.32,8.35,1343.8,530.57,949.76,-0.18,3.92,1.3,319.06
아시아나항공(주),020560,2021/12,1965.64,42.31,38.86,12.3,2282.35,984.92,1500.88,1.43,1.18,0.39,269.1
아이디피(주),332370,2020/12,19.18,1769.85,1484.97,236.68,5.06,4.85,0.2,130.86,86.7,10.22,216.12
아이디피(주),332370,2021/12,21.03,813.55,640.86,74.81,11.28,11.09,0.04,422.59,82.61,11.4,195.73
아이스테이션(주),056010,2011/12,0,6.18,5.61,0.09,0,0,0,-14.13,0,0,9.67
아이쓰리시스템(주),214430,2015/12,47.07,331.18,236.91,68.49,40.3,28.15,19.2,14.71,68.91,29.21,171.33
아이쓰리시스템(주),214430,2016/12,64.67,276.85,157.08,70.59,37.97,26.48,15.76,49.29,72.19,32.23,122.95
아이쓰리시스템(주),214430,2017/12,56.08,300.12,178.81,94.86,34.28,26.06,12.63,110.44,72.18,17.87,115.91
아이쓰리시스템(주),214430,2018/12,48.1,347.49,197.74,68.39,29.86,23.53,5.14,179.42,76.36,19.6,123.77
아이쓰리시스템(주),214430,2019/12,59.09,309.55,162.08,72.07,32.6,23.75,13.01,-29.85,74.77,19.12,161.2
아이쓰리시스템(주),214430,2020/12,60.42,248.78,157.87,36.11,65.46,42.22,7.99,11.03,60.63,19.81,161.78
아이쓰리시스템(주),214430,2021/12,59.84,204.64,97.71,28.24,47.01,42.59,5.67,34.09,68.23,20.52,121.28
아이에스동서(주),010780,2011/12,82.56,191.58,114.14,16.01,110.45,66.75,80.39,1.91,45.84,27.35,179.89
아이에스동서(주),010780,2012/12,92.44,133.1,47.05,10.44,140.01,110.87,95.89,2.73,40.21,27.67,142.9
아이에스동서(주),010780,2013/12,87.67,150.26,57.17,13.32,110.01,81.42,78.04,4.3,46.05,29.32,121.98
아이에스동서(주),010780,2014/12,88.65,138.31,76.51,15.25,127.08,100.08,64.88,7.64,42.72,32.44,122.49
아이에스동서(주),010780,2015/12,75.87,205.24,73.56,27.63,185.29,102.03,111.51,17.4,34.2,39.98,178.93
아이에스동서(주),010780,2016/12,57.66,236.44,140.97,33.59,103.25,61.58,64.23,45.83,48.36,57.59,100.39
아이에스동서(주),010780,2017/12,52.56,183.23,128.19,24.43,91.98,76.09,64.85,22.39,51.38,67.19,103.12
아이에스동서(주),010780,2018/12,70.99,170.25,81.67,23.13,86.4,67.79,60.81,10.47,52.92,66.91,95.74
아이에스동서(주),010780,2019/12,81.09,214.16,121.45,33.59,128.25,68.71,87.01,1.82,43.23,68.72,233.81
아이에스동서(주),010780,2020/12,90.22,203.3,99.51,28.54,171.91,89.37,116.13,3.78,36.64,74.52,241.07
아이에스동서(주),010780,2021/12,90.46,141.29,34.93,16.1,148.35,111.74,97.61,3.53,40.07,78.77,165.04
아이이(주),023430,2011/12,29.99,755.56,631.39,435.35,16.75,11.48,0,999999999,-1.29,-0.01,223.96
아이이(주),023430,2012/12,139.11,1270.45,1133.95,187.33,86.97,3.77,81.09,-12.09,-24.74,-0.32,191.81
아이이(주),023430,2013/12,99.02,117.85,117.47,12.58,30.56,26.76,3.28,-0.98,-23.68,-0.24,73.45
아이이(주),023430,2014/12,110.44,88.31,87.8,2.82,86.82,86.49,8.67,0.57,-17.16,-0.24,90.19
아이이(주),023430,2015/12,106.7,46.51,41.14,30.86,9.47,5.95,3.41,-5.27,-20.81,-0.19,45.71
아이이(주),023430,2016/12,297.4,54.91,52.58,39.83,237.92,73.79,126.4,-5.42,-416.16,-0.93,79.39
아이진(주),185490,2015/12,3.56,2187.63,2187.63,545.47,6.88,4.72,0,-186.14,73.01,3.55,22472.42
아이진(주),185490,2016/12,33.03,1135.39,1135.39,67.23,14.65,7.19,0,-827.08,60.18,2.23,5681.61
아이진(주),185490,2017/12,22.98,1987.29,1987.29,352.21,27.49,5.26,15.95,-220.35,60.33,3.33,8853.08
아이진(주),185490,2018/12,15.47,3176.94,3163.93,42.92,131.51,6.8,95.01,-9.23,33.02,3.25,2558.95
아이진(주),185490,2019/12,21.85,247.72,245.93,21.88,148.31,91.42,95.62,-4.27,28.12,2.31,1081.03
아이진(주),185490,2020/12,64.67,426.73,418.39,31.19,244.98,65.69,133.25,-5.01,15.85,1.21,1190.94
아이진(주),185490,2021/12,19.59,910.29,902.2,17.14,18.07,10.82,4.46,-19.76,74.44,7.26,2871.74
아이큐어(주),175250,2018/12,64.14,456.7,429.74,9.51,42.5,17.16,24.7,-10.02,67.63,26.6,321.87
아이큐어(주),175250,2019/12,137.22,224.16,187.99,18.61,94.15,25.4,75.36,-2.44,51.47,29.82,283.63
아이큐어(주),175250,2020/12,124.81,147.2,109.11,8.13,58.59,22.95,46.3,-7.02,62.7,28.67,278.08
아이큐어(주),175250,2021/12,150.68,92.2,60.36,20.5,91.18,43.93,61.21,-5.33,49.03,9.94,347.25
아이크래프트(주),052460,2011/12,35.54,255.62,154.73,45.55,41.42,41.42,21.64,4.69,64.67,6.02,65.85
아이크래프트(주),052460,2012/12,19.65,342.84,321.75,203.56,33.09,33.09,9.4,76.22,69.56,7.01,64
아이크래프트(주),052460,2013/12,24.12,318.41,288.95,144.05,34.74,34.74,0,28.84,68.87,7.25,73.87
아이크래프트(주),052460,2014/12,21.85,362.05,305.21,111.83,29.82,29.82,5.01,161.56,71.63,7.47,72.8
아이크래프트(주),052460,2015/12,24.63,239.83,193.46,65.94,53.9,53.9,27.2,49.94,60.74,8.07,72.08
아이크래프트(주),052460,2016/12,26.26,243.98,196.18,63.71,51.22,51.22,16.07,51.13,62.02,8.5,62.06
아이크래프트(주),052460,2017/12,29.2,208.45,184.65,57.86,65.28,65.28,7.15,24.36,61.79,8.87,56.18
아이크래프트(주),052460,2018/12,35.37,297.78,253.85,108.73,32.68,32.68,5.1,9.74,70.06,4.32,51.51
아이크래프트(주),052460,2019/12,35.65,240.17,218.45,124.14,46.27,46.06,2.4,4.53,64.69,4.32,60.3
아이크래프트(주),052460,2020/12,54.28,184.96,165.19,54.44,91.85,74.38,38.89,-9.81,52.73,4.4,63.64
아이크래프트(주),052460,2021/12,72.79,187.59,151.49,47.94,88.53,61.7,37.17,3.26,53.63,4.59,57.66
아이텍(주),119830,2011/12,192.57,39.19,39.19,18.29,112.83,51.69,87.98,1.53,42.06,8.53,215.32
아이텍(주),119830,2012/12,211.42,53.43,53.43,32.72,135.24,44.58,117.91,-0.68,37.7,7.84,210.99
아이텍(주),119830,2013/12,181.09,52.52,52.52,33.31,107.66,50.59,90.1,0.95,42.75,7.9,171.61
아이텍(주),119830,2014/12,219.48,60.76,60.76,25.68,155.05,58.54,123.88,1.63,34.9,8.11,205.27
아이텍(주),119830,2015/12,189.08,78.57,78.57,31.78,111.15,28.09,85.88,-1.89,42.02,7.87,172.37
아이텍(주),119830,2016/12,174.01,59.95,59.95,25.78,89.63,26.05,61.82,4.52,47.14,8.42,148.04
아이텍(주),119830,2017/12,174.39,48.02,48.02,19.96,88.38,29.14,58.47,5.75,47.72,8.9,158.54
아이텍(주),119830,2018/12,157.5,555.42,555.42,92,221.88,29.6,198.17,1.49,28.38,10.58,341.85
아이텍(주),119830,2019/12,159.93,42.79,42.79,25.62,84.95,58.5,67.81,1.28,49.02,9.7,144.35
아이텍(주),119830,2020/12,94.42,132.35,132.35,118.48,81.43,65.74,44.44,2.42,50.09,9.95,270.62
아이텍(주),119830,2021/12,73.63,326.04,324.88,278.39,29.45,17.12,19.1,1.36,72.65,10.88,260.03
아주스틸(주),139990,2021/12,104.34,128.62,73.06,5.42,109.9,82.06,51.47,17.03,44.9,16.38,66.92
아진산업(주),013310,2015/12,150.31,75.11,72.11,0.29,110.33,79.9,48.02,2.09,45.23,19.57,153.62
아진산업(주),013310,2016/12,159.36,77.89,74.48,0.52,119.82,77.63,67.34,2.36,43.38,20.56,139
아진산업(주),013310,2017/12,174.65,97.07,88.24,0.31,135.91,63.11,100.74,1.07,40.48,21.2,196.9
아진산업(주),013310,2018/12,177.94,57.42,52.02,0.63,129.03,88.98,75.32,-4.06,39.82,10.35,127.6
아진산업(주),013310,2019/12,155.39,87.88,81.25,7.91,132.59,87.85,84.66,3.45,38.9,9.51,120.8
아진산업(주),013310,2020/12,138.91,98.21,90.07,14.43,117.14,79.66,76.4,3.2,41.66,9.48,122.97
아진산업(주),013310,2021/12,140.03,93.8,83.46,3.8,89.2,52.42,65.34,-0.3,48.01,9.91,111.52
안국약품(주),001540,2011/12,44.62,266.72,206.06,11.55,44.31,37.38,16.93,11.95,68.15,18.74,125.57
안국약품(주),001540,2012/12,46.62,263.82,200.45,18.54,44.51,37.1,17.41,5.98,68.07,19.13,115.73
안국약품(주),001540,2013/12,43.74,404.16,275.24,15.97,28.51,20.98,9.38,10.83,76.33,19.23,109.01
안국약품(주),001540,2014/12,48.83,281.89,194.74,11.76,44.79,34.04,10.77,19.63,67.64,18.32,101.02
안국약품(주),001540,2015/12,45.46,348.35,283.81,50,46.76,29.08,15.46,27.66,66.8,19.5,92.53
안국약품(주),001540,2016/12,54.12,261.46,221.26,47.29,44.04,34.39,15.15,8.47,68.07,19.61,97.73
안국약품(주),001540,2017/12,52.35,242.98,209.19,41.68,47.7,39.24,11.56,20.36,66.43,20.51,98.75
안국약품(주),001540,2018/12,41.06,319.78,279.09,44.86,39.77,30.87,10.42,37.5,70.29,21.96,106.36
안국약품(주),001540,2019/12,41,310.2,266.41,45.73,40.9,32.21,14.92,4.8,69.74,22.15,130.07
안국약품(주),001540,2020/12,61.3,272.74,218.78,30.09,36.07,27.41,11.35,1.47,72.16,21.26,115.43
안국약품(주),001540,2021/12,63.05,244.66,195.63,27.5,42.47,32.46,11.32,24.49,69.13,21.06,104.69
알리코제약(주),260660,2018/12,76.72,176.53,142.97,6.46,79.67,58.32,51.19,9.59,52.2,12.03,99
알리코제약(주),260660,2019/12,68.25,190.04,155.97,32.64,66.59,51.74,34.74,12.76,57.66,14.03,80.44
알리코제약(주),260660,2020/12,59.09,238.91,168.79,20.41,42.19,34.78,12.51,16.58,68.18,15.31,71.31
알리코제약(주),260660,2021/12,64.35,203.9,145.39,28.19,49.22,41.62,15.53,17.31,63.23,9.99,73.88
알보젠코리아(주),002250,2011/12,58.01,236.12,186.45,75.3,41.76,35.47,20,22.54,55.04,3.55,124.56
알보젠코리아(주),002250,2012/12,46.55,719.1,603.9,359.69,25.19,10.94,7.62,-5.22,58.92,2.81,150.02
알보젠코리아(주),002250,2013/12,35.75,505.94,436.18,273.88,26.85,18.01,7.42,14.44,58.54,2.89,164.62
알보젠코리아(주),002250,2014/12,118.62,330.63,260.22,81.89,55.89,11.27,47.21,-9.65,43.61,2.12,147.57
알보젠코리아(주),002250,2015/12,106.51,311.98,238.59,111.68,65.19,18.81,40.87,3.68,41.77,2.23,186.51
알보젠코리아(주),002250,2016/12,103,355.03,277.82,183.01,67.64,18.21,36.64,6.62,41.82,2.34,178.7
알보젠코리아(주),002250,2017/12,113.78,259.38,201.81,122.31,76.66,24.24,44.22,3.41,48.29,2.5,156.66
알보젠코리아(주),002250,2018/12,86.44,255.93,176.63,86.14,27.65,16.11,0,4.54,56.92,2.66,138.95
알서포트(주),131370,2011/12,,,,,,,,,,,
알서포트(주),131370,2012/12,,,,,,,,,,,
알서포트(주),131370,2013/12,12.33,1355.86,1354.83,87,11.82,7.34,5.99,108.95,82.4,9.44,276.64
알서포트(주),131370,2014/12,46.91,873.78,872.85,146.18,7.21,6.9,1.5,-0.03,85.85,9.37,246.46
알서포트(주),131370,2015/12,54.26,848.59,848.14,262.81,6.11,6.11,0.31,-266.17,85.38,9.06,227.07
알서포트(주),131370,2016/12,53.77,901.35,898.47,314.03,8.19,6.04,2.15,152.97,86.99,9.04,190.3
알서포트(주),131370,2017/12,42.28,1046.66,1044.51,322.11,9,6.37,2.32,194.9,85.92,8.33,193.09
알서포트(주),131370,2018/12,49.62,738.79,727.19,167.88,8.9,8.02,1.58,309.97,85.97,9.17,174.03
알서포트(주),131370,2019/12,68.59,743.42,735.11,106.56,25.17,7.61,18.64,29.1,76.44,10.5,211.16
알서포트(주),131370,2020/12,63.3,316.48,313.89,124.67,20.56,18.09,9.26,58.5,78.6,9.53,128.1
알서포트(주),131370,2021/12,59.92,492.13,488.89,173.4,11.69,10.52,2.49,182.92,86.16,13.47,130.17
알에스오토메이션(주),140670,2017/12,58.19,172.35,119.34,16.45,90.15,76.56,46.99,5.58,46.51,7.62,88.59
알에스오토메이션(주),140670,2018/12,58.84,179.8,116.26,11.29,81.79,68.38,42.05,1.65,48.67,7.66,74.14
알에스오토메이션(주),140670,2019/12,60.83,193.74,131.34,34.93,81.54,62.31,41.13,0.13,49.06,7.65,86.05
알에스오토메이션(주),140670,2020/12,67.73,160,114.28,19.82,108.57,88.02,46.73,-3.87,42.89,7.06,73.31
알에스오토메이션(주),140670,2021/12,61.37,172.62,104.52,30.2,81.97,69.87,39.97,8.69,49.99,7.97,61.67
알에프머트리얼즈(주),327260,2019/12,28.91,681.44,541.53,458.84,15.79,12.75,10.62,6.07,80.54,13.83,181.77
알에프머트리얼즈(주),327260,2020/12,64.95,639.2,512.94,427.53,39.29,11.63,34.61,-5.07,67.37,15.23,320.6
알에프머트리얼즈(주),327260,2021/12,63.17,515.55,406.1,135.15,21.61,11.33,16.03,-1.77,72.75,7.67,280.52
알에프에이치아이씨(주),218410,2015/12,,,,,,,,,,,
알에프에이치아이씨(주),218410,2016/12,,,,,,,,,,,
알에프에이치아이씨(주),218410,2017/12,36.5,481.55,255.94,152.13,18.55,17.04,12.65,27.79,78.08,10.34,216.05
알에프에이치아이씨(주),218410,2018/12,36.33,381.47,278.59,166.46,42.92,27.94,19.42,16.21,64.96,12.95,201.51
알에프에이치아이씨(주),218410,2019/12,36.54,414.61,293.44,227.15,20.58,20.27,5.17,18.67,78.02,15.71,203.88
알에프에이치아이씨(주),218410,2020/12,46.45,592.13,369.15,18.5,35.99,15.12,29.75,-3.12,71.07,15.97,422.88
알에프에이치아이씨(주),218410,2021/12,41.52,662.05,493.91,37.04,38.92,14.71,29.03,0.94,72,21.03,485.66
압타바이오(주),293780,2019/12,40.77,6398.9,6398.9,2271.52,2.99,0.97,0.12,-3519.2,90.07,12.81,4988.76
압타바이오(주),293780,2020/12,44,5459.73,5459.73,1832.95,4.72,1.11,0.08,-2642.61,88.14,11.99,14322.35
압타바이오(주),293780,2021/12,66.7,3019.02,3019.02,833.75,5.26,1.28,0.16,-6204.69,77.9,4.56,12804.62
애경산업(주),018250,2018/12,46.03,313.67,225.1,151.09,31.94,27.39,0,308.89,69.33,10.73,57.01
애경산업(주),018250,2019/12,49,290.01,203.42,122.22,33.08,28.99,1.17,324.56,69.25,11.75,60.18
애경산업(주),018250,2020/12,57.24,285.53,192.61,107.98,30.15,25.54,4.19,98.97,72.1,11.78,69.27
애경산업(주),018250,2021/12,49.77,349.02,243.8,128.82,24.27,21.35,0.88,68.17,75.69,12.24,72.12
애경케미칼(주),161000,2012/12,,,,,,,,,,,
애경케미칼(주),161000,2013/12,92.91,113.65,79.19,14.95,126.25,117.32,56.05,11.23,39.87,9.16,33.04
애경케미칼(주),161000,2014/12,81.45,129.34,77.01,13.17,92.43,85.81,44.66,33.45,47.47,10.5,34.08
애경케미칼(주),161000,2015/12,69.17,178.6,115.42,31.44,45.49,42.74,11.35,51.33,63.39,11.81,36.31
애경케미칼(주),161000,2016/12,54.48,196.96,147.35,54.1,49.85,48.42,12.7,120.77,62.43,14.42,47.34
애경케미칼(주),161000,2017/12,45.98,240.92,171.76,78.38,41.1,39.48,10.79,85.71,68.38,17.86,50.24
애경케미칼(주),161000,2018/12,55.64,240.96,159.73,78.59,33.7,32.39,8.28,66.45,72.39,19.63,44.98
애경케미칼(주),161000,2019/12,50.05,334.09,236.26,70.78,24.8,22.37,2.34,70.59,77.82,21.94,50.07
애경케미칼(주),161000,2020/12,56.71,336.77,248.45,80.31,22.86,19.64,4.24,95.21,79.21,23.6,54.52
애경케미칼(주),161000,2021/12,94.68,124.96,57.5,5.48,62.04,53.91,30.23,58.43,59.98,26.7,69.71
애니젠(주),196300,2016/12,22.91,1764.45,1546.04,98.78,5.54,4.68,0,-6.26,84.59,8.32,570.98
애니젠(주),196300,2017/12,57.3,1331.3,938.54,631.85,6.42,3.69,0,999999999,84.17,8.59,442.5
애니젠(주),196300,2018/12,100.71,545.43,469.7,58.37,65.58,11.89,42.27,-8.34,53.31,7.53,555.05
애니젠(주),196300,2019/12,142.66,373.83,300.71,30.79,104.97,16.67,70.57,-3.45,40.63,4.98,470.41
애니젠(주),196300,2020/12,168.18,66.81,54.15,6.85,155.1,130.08,115.74,-0.73,31.17,3.88,352.04
애니젠(주),196300,2021/12,105.7,102.59,72.41,10.87,65.36,58.14,40.91,-0.25,51.83,6,292.96
애머릿지코퍼레이션,900100,2011/12,66.15,122.12,94.53,10.93,153.01,153.01,131.44,-0.18,39.48,857.72,49.44
애머릿지코퍼레이션,900100,2012/12,79.72,127.19,91.31,17.6,207,178.69,169.22,1.2,32.52,593.41,49.15
애머릿지코퍼레이션,900100,2013/12,0,83.45,53.66,3.13,0,0,0,-0.8,0,0,50.35
애머릿지코퍼레이션,900100,2014/12,126.69,99.58,71.27,4.49,651.1,627.05,491.76,1.03,13.04,48.17,47.35
애머릿지코퍼레이션,900100,2015/12,144.3,83.08,67.24,7.86,259.93,259.54,215.73,-1.12,27.58,137.96,63.82
애머릿지코퍼레이션,900100,2016/12,37.09,146.68,133.27,3.15,137.38,136.55,106.02,-3.01,41.89,176.35,148.53
애머릿지코퍼레이션,900100,2017/12,50.21,227.75,206.52,21.04,39.51,39.21,26.34,-3.37,71.37,227.85,135.18
애머릿지코퍼레이션,900100,2018/12,59.66,203.36,202.3,2.56,39.03,39.03,33.92,0.69,71.62,234.42,210.91
애머릿지코퍼레이션,900100,2019/12,152.86,65.07,58.55,1.33,131.94,121.54,77.84,0.5,42.84,155.61,402.34
애머릿지코퍼레이션,900100,2020/12,164.65,180.96,159.86,36.59,183.11,65.46,155.48,0.28,34.64,50.72,172.9
애머릿지코퍼레이션,900100,2021/12,82.5,397.71,310.54,99.39,34.65,13.11,32.81,1.44,73.39,82.47,119.76
