회사명,거래소코드,회계년도,[제조]자산(*)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),배당금_현금,[제조]      장기차입금(*)(IFRS),[제조]매출액증가율(IFRS)
에스디엔(주),099220,2021/12,158035588,-15710104,,6569697,6.28
에스맥(주),097780,2011/12,154808888,-14217601,2446000,2250000,128.92
에스맥(주),097780,2012/12,181396958,65768084,814000,4650000,-4.65
에스맥(주),097780,2013/12,225123569,34980126,857050,500000,22.24
에스맥(주),097780,2014/12,169311192,10252961,,7787500,-49.66
에스맥(주),097780,2015/12,113136486,-9595454,,10500000,-20.2
에스맥(주),097780,2016/12,183299835,28448929,,8800000,-49.32
에스맥(주),097780,2017/12,182115953,2308830,,0,6.25
에스맥(주),097780,2018/12,283573213,15580334,,0,-29.62
에스맥(주),097780,2019/12,282922817,-9503844,,0,-10.36
에스맥(주),097780,2020/12,290902740,47056310,,0,30.57
에스맥(주),097780,2021/12,292144917,-5240195,,0,-68.56
에스비더블유생명과학(주),151910,2012/12,88734703,-494763,823000,5991311,124.36
에스비더블유생명과학(주),151910,2013/12,156838582,8434108,1098576,14603115,123.12
에스비더블유생명과학(주),151910,2014/12,176212644,-17501027,1775839,16395726,-20.2
에스비더블유생명과학(주),151910,2015/12,186182405,-1694195,,17256254,-50.12
에스비더블유생명과학(주),151910,2016/12,73486832,-6451095,,0,-53.82
에스비더블유생명과학(주),151910,2017/12,80560881,-23373756,,0,-21.05
에스비더블유생명과학(주),151910,2018/12,85786307,-5845348,,0,88.19
에스비더블유생명과학(주),151910,2019/12,99735135,133467,,0,-17.28
에스비더블유생명과학(주),151910,2020/12,82094809,1463664,,0,-18.23
에스비더블유생명과학(주),151910,2021/12,99112916,-2829682,,0,-29.11
에스비아이핀테크솔루션즈(주),950110,2013/03,39715579,3603928,,0,
에스비아이핀테크솔루션즈(주),950110,2014/03,30238827,2847639,,0,0
에스비아이핀테크솔루션즈(주),950110,2015/03,27642605,4275304,1912000,0,-5.51
에스비아이핀테크솔루션즈(주),950110,2016/03,30428841,1457269,2103000,4508603,2.7
에스비아이핀테크솔루션즈(주),950110,2017/03,30554205,4030985,1988000,3772374,26.55
에스비아이핀테크솔루션즈(주),950110,2018/03,75188824,2679837,3162000,17135168,10.85
에스비아이핀테크솔루션즈(주),950110,2019/03,75476027,3813654,4252000,12093135,-9.71
에스비아이핀테크솔루션즈(주),950110,2020/03,131832425,3399322,4483000,18555096,42.58
에스비아이핀테크솔루션즈(주),950110,2021/03,235034917,-84216814,4014000,37657779,-3.45
에스비에스미디어홀딩스(주),101060,2011/12,540632187,1072631,8239000,0,0.46
에스비에스미디어홀딩스(주),101060,2012/12,536394630,4802829,3497000,0,24.04
에스비에스미디어홀딩스(주),101060,2013/12,536573898,7514400,3497405,0,-6.29
에스비에스미디어홀딩스(주),101060,2014/12,535637664,9097190,3497405,0,7.12
에스비에스미디어홀딩스(주),101060,2015/12,538723649,6846619,3497405,0,-14.63
에스비에스미디어홀딩스(주),101060,2016/12,532356193,9328290,3497405,0,-6.03
에스비에스미디어홀딩스(주),101060,2017/12,534330416,6353439,,0,-29.56
에스비에스미디어홀딩스(주),101060,2018/12,535223123,1399756,,0,-67.6
에스비에스미디어홀딩스(주),101060,2019/12,503274152,-14439925,,0,20.53
에스비에스미디어홀딩스(주),101060,2020/12,546337158,3199767,,0,30.16
에스씨아이평가정보(주),036120,2011/12,17656598,2786272,,0,-0.9
에스씨아이평가정보(주),036120,2012/12,16655498,165495,,0,-9.91
에스씨아이평가정보(주),036120,2013/12,17466234,1605899,,0,0.74
에스씨아이평가정보(주),036120,2014/12,17359831,64770,,0,-0.3
에스씨아이평가정보(주),036120,2015/12,17957154,2436565,,0,-2.79
에스씨아이평가정보(주),036120,2016/12,19035425,2943375,,0,-5.41
에스씨아이평가정보(주),036120,2017/12,20662145,2336282,,0,17.59
에스씨아이평가정보(주),036120,2018/12,23251275,2467687,,0,16.56
에스씨아이평가정보(주),036120,2019/12,30536066,8458309,2386574,0,4.69
에스씨아이평가정보(주),036120,2020/12,33811406,8333269,1210581,0,-2.89
에스씨아이평가정보(주),036120,2021/12,38836673,8142770,1383521,0,-1.33
에스씨엠생명과학(주),298060,2020/12,76292016,-10890028,,5820000,89.92
에스씨엠생명과학(주),298060,2021/12,54044747,-13403615,,0,37.27
에스앤씨엔진그룹리미티드,900080,2011/12,,,,,
에스앤씨엔진그룹리미티드,900080,2012/12,,,,,
에스앤씨엔진그룹리미티드,900080,2013/12,,,,,
에스앤씨엔진그룹리미티드,900080,2014/12,,,,,
에스앤씨엔진그룹리미티드,900080,2015/12,,,,,
에스앤씨엔진그룹리미티드,900080,2016/12,,,0,,
에스앤씨엔진그룹리미티드,900080,2017/12,,,,,
에스앤씨엔진그룹리미티드,900080,2018/12,,,,,
에스앤씨엔진그룹리미티드,900080,2019/12,,,,,
에스에스씨피(주),071660,2011/12,577326931,-78125084,1460000,3491100,-10.14
에스에이치엔엘(주),050320,2011/12,14661438,6151,,189740,-4.34
에스에이치엔엘(주),050320,2012/12,15324726,1501177,,150020,-12.05
에스에이치엔엘(주),050320,2013/12,15528655,-1143002,,83380,-8.56
에스에이치엔엘(주),050320,2014/12,16140284,66345,,16740,-2.61
에스에이치엔엘(주),050320,2015/12,11858455,-2265926,,0,1.15
에스에이치엔엘(주),050320,2016/12,5509488,-5304777,,0,-18.72
에스에이치엔엘(주),050320,2017/12,5884476,254368,,0,18.28
에스에이치엔엘(주),050320,2018/12,9588686,-4725860,,0,-56.27
에스에이치엔엘(주),050320,2019/12,4888567,-3474970,,0,-98.15
에스에이치엔엘(주),050320,2020/12,13909449,-612140,,0,5564.78
에스에이치엔엘(주),050320,2021/12,11101736,-143455,,0,26.48
에스엔유프리시젼(주),080000,2011/12,157943635,10537189,,15199383,-11.05
에스엔유프리시젼(주),080000,2012/12,124908069,-11915134,,10000000,-42.88
에스엔유프리시젼(주),080000,2013/12,132155532,7304199,,0,129.3
에스엔유프리시젼(주),080000,2014/12,127266915,-2915060,,3750000,-17.78
에스엔유프리시젼(주),080000,2015/12,126660394,7937793,,1250000,-15.99
에스엔유프리시젼(주),080000,2016/12,134145042,-5115662,,0,-17.38
에스엔유프리시젼(주),080000,2017/12,149727803,11775932,,14300000,100.85
에스엔유프리시젼(주),080000,2018/12,136620729,20836820,,11300000,-28.97
에스엔유프리시젼(주),080000,2019/12,151867906,2806137,,0,-22.19
에스엔유프리시젼(주),080000,2020/12,150329758,30983860,,0,58.32
에스엔유프리시젼(주),080000,2021/12,169344566,9148628,,0,11.8
에스엔케이폴리텍(주),091340,2011/12,47523925,2434378,1185000,0,-23.18
에스엔케이폴리텍(주),091340,2012/12,44841362,-708513,1185000,0,-9.93
에스엔케이폴리텍(주),091340,2013/12,57508680,1990730,,3887399,-4.18
에스엔케이폴리텍(주),091340,2014/12,61514173,3654329,,9387399,60.66
에스엔케이폴리텍(주),091340,2015/12,82685484,2893828,,25455000,9.41
에스엔케이폴리텍(주),091340,2016/12,90663362,3638280,,28933000,28.57
에스엔케이폴리텍(주),091340,2017/12,102986513,-645363,,24314810,-21.37
에스엔케이폴리텍(주),091340,2018/12,89204356,232504,,8674850,-12.58
에스엔케이폴리텍(주),091340,2019/12,95813820,3144789,,10352010,23.98
에스엔케이폴리텍(주),091340,2020/12,92165065,2773466,2802321,18102730,-32.11
에스엔케이폴리텍(주),091340,2021/12,87979978,112236,2712571,16446450,31.77
에스엘(주),005850,2011/03,695272340,-2457328,6773000,455916,48.69
에스엘(주),005850,2011/12,690565685,22138443,5080000,425347,0
에스엘(주),005850,2012/12,647121834,37457453,5080000,381059,0
에스엘(주),005850,2013/12,646561096,79504613,5079764,391902,-0.13
에스엘(주),005850,2014/12,698891547,49953563,6773018,309586,-2.7
에스엘(주),005850,2015/12,776288870,100553456,8804923,111495,5.66
에스엘(주),005850,2016/12,814202878,39001497,8804923,100288,7.62
에스엘(주),005850,2017/12,906669110,93680085,13546036,67531,12.84
에스엘(주),005850,2018/12,949475606,34311400,13546036,15906,1.98
에스엘(주),005850,2019/12,1542762740,-37353649,18579408,0,91.4
에스엘(주),005850,2020/12,1618327383,206024421,23027731,0,23.62
에스엘(주),005850,2021/12,1733600072,211694832,23027731,0,14.65
에스엠로보틱스(주),252940,2016/12,,,,,
에스엠로보틱스(주),252940,2017/12,,,,,
에스와이(주),109610,2015/12,119309267,11544429,,3627152,0
에스와이(주),109610,2016/12,144704393,-14618684,892500,8850014,9.77
에스와이(주),109610,2017/12,281624350,-10288401,,24010543,64.27
에스와이(주),109610,2018/12,264718429,6213214,,20830699,14.86
에스와이(주),109610,2019/12,284866273,865201,,17197512,-14.03
에스와이(주),109610,2020/12,263398079,-6073684,,13892252,-23.73
에스와이(주),109610,2021/12,301763582,-11717996,,5904151,41.99
에스지씨에너지(주),005090,2011/12,534693452,4122165,3550000,157685847,7.31
에스지씨에너지(주),005090,2012/12,629665378,10576857,3641000,120306641,1.6
에스지씨에너지(주),005090,2013/12,637747576,4372306,3595718,162960395,1.04
에스지씨에너지(주),005090,2014/12,635812999,9092259,3594346,144434644,-1.52
에스지씨에너지(주),005090,2015/12,650473073,15127586,3640814,98190366,4.45
에스지씨에너지(주),005090,2016/12,642835253,17442173,3640814,18687606,-6.18
에스지씨에너지(주),005090,2017/12,601086049,1019260,941646,14509537,11.79
에스지씨에너지(주),005090,2018/12,541268519,23177427,1987400,478682,7.94
에스지씨에너지(주),005090,2019/12,474044598,5477863,4472788,15008013,-18.48
에스지씨에너지(주),005090,2020/12,1646222152,-16917147,21934666,13750000,-74.42
에스지씨에너지(주),005090,2021/12,1559099086,107802900,21610863,0,565.53
에스지씨이테크건설(주),016250,2011/12,350000009,35645956,1360000,1964083,0.97
에스지씨이테크건설(주),016250,2012/12,422527209,-1029799,1360000,714083,3.77
에스지씨이테크건설(주),016250,2013/12,432590243,2938786,,714083,-27.53
에스지씨이테크건설(주),016250,2014/12,452936449,5645561,1356120,714083,34.44
에스지씨이테크건설(주),016250,2015/12,394047776,11755639,1356120,5695083,16.36
에스지씨이테크건설(주),016250,2016/12,408629703,28310992,2034181,5565250,6.98
에스지씨이테크건설(주),016250,2017/12,505201217,42465171,2034181,3397051,-0.28
에스지씨이테크건설(주),016250,2018/12,615541338,-5681931,2627077,6795381,4.85
에스지씨이테크건설(주),016250,2019/12,798493788,-2216667,3926366,2241166,40.82
에스지씨이테크건설(주),016250,2020/12,661158227,33753285,2214322,2337452,-8.58
에스지씨이테크건설(주),016250,2021/12,586780067,-996216,2875992,584054,14.96
에스지에이(주),049470,2011/12,37508040,-1064056,,0,18.5
에스지에이(주),049470,2012/12,50579550,-3391434,,0,-20.78
에스지에이(주),049470,2013/12,53866598,-310667,,0,34.04
에스지에이(주),049470,2014/12,62261227,2084643,,428571,-5.19
에스지에이(주),049470,2015/12,65245212,-4101887,,66665,6.54
에스지에이(주),049470,2016/12,75821014,-458880,,33320,-23.28
에스지에이(주),049470,2017/12,85285137,1474345,,8702700,12.84
에스지에이(주),049470,2018/12,76328494,6659030,,7161300,17.46
에스지에이(주),049470,2019/12,68945413,-524326,,6149900,-12.74
에스지에이(주),049470,2020/12,64169259,1491976,,3000000,-2.12
에스지에이(주),049470,2021/12,66091462,7371360,,0,63.45
에스지에이솔루션즈(주),184230,2014/06,,,,,
에스지에이솔루션즈(주),184230,2015/06,33640051,4460901,,119988,0
에스지에이솔루션즈(주),184230,2015/12,43943160,-829325,,79992,0
에스지에이솔루션즈(주),184230,2016/12,67220488,-165918,,0,0
에스지에이솔루션즈(주),184230,2017/12,65460188,2498665,475649,0,-27.94
에스지에이솔루션즈(주),184230,2018/12,67492620,595673,,0,-12.75
에스지에이솔루션즈(주),184230,2019/12,44762141,1804940,,0,21.04
에스지에이솔루션즈(주),184230,2020/12,47052578,3255709,,0,-12.64
에스지에이솔루션즈(주),184230,2021/12,63666547,5311897,,0,-5.79
에스지에이시스템즈(주),232290,2016/12,15530370,129122,,0,0
에스지에이클라우드서비스(주),224880,2017/12,22644437,-2268074,,0,0
에스지에이클라우드서비스(주),224880,2018/12,19142529,993809,,0,-22.46
에스지에이클라우드서비스(주),224880,2019/12,6360875,-437153,,0,-23.79
에스지에이클라우드서비스(주),224880,2020/12,3793463,146379,,0,-29.61
에스지이(주),255220,2018/12,192673053,-20541385,705083,8005768,22.3
에스지이(주),255220,2019/12,212279438,-8702656,,9621600,-5.94
에스지이(주),255220,2020/12,220139527,15339048,,7623720,1.87
에스지이(주),255220,2021/12,216249599,-9957740,,321600,-58.86
에스케이 머티리얼즈(주),036490,2011/12,606925433,153587551,7911000,88782530,25.93
에스케이 머티리얼즈(주),036490,2012/12,605068120,57749674,30061000,91711000,-14.11
에스케이 머티리얼즈(주),036490,2013/12,504350972,104857460,5273837,54666600,-26.54
에스케이 머티리얼즈(주),036490,2014/12,505925097,63735335,10547673,20793560,4.91
에스케이 머티리얼즈(주),036490,2015/12,585608292,134082374,27002043,18709320,49.95
에스케이 머티리얼즈(주),036490,2016/12,734079928,152439225,37415825,57101600,19.81
에스케이 머티리얼즈(주),036490,2017/12,848432199,120630115,35562739,22785440,6.18
에스케이 머티리얼즈(주),036490,2018/12,947825006,146265946,35578774,0,18.86
에스케이 머티리얼즈(주),036490,2019/12,1076533199,94173004,36527541,0,2.2
에스케이 머티리얼즈(주),036490,2020/12,1124484768,146428553,35830692,0,14.39
에스케이(주),003600,2011/12,11240905000,431365000,79950000,0,28.62
에스케이(주),034730,2011/12,3096692637,117378907,47500000,0,9.75
에스케이(주),003600,2011/12,11240905000,431365000,0,0,28.62
에스케이(주),003600,2012/12,11496613000,398677000,1299000,0,-5.11
에스케이(주),003600,2012/12,11496613000,398677000,101194000,0,-5.11
에스케이(주),034730,2012/12,3348649302,223571282,56875000,0,-5.59
에스케이(주),003600,2013/12,11346254000,776156000,101193915,0,44.96
에스케이(주),003600,2013/12,11346254000,776156000,1299265,0,44.96
에스케이(주),034730,2013/12,3184093646,88645748,67206000,0,18.13
에스케이(주),034730,2014/12,3176861131,179311330,88000000,0,9.33
에스케이(주),003600,2014/12,11390216000,718574000,89443915,0,-6.67
에스케이(주),003600,2014/12,11390216000,718574000,1299266,0,-6.67
에스케이(주),034730,2015/12,17593083000,69324000,1946894,0,4.6
에스케이(주),034730,2015/12,17593083000,69324000,189802814,0,4.6
에스케이(주),034730,2016/12,18380808000,650429000,2116189,0,50.78
에스케이(주),034730,2016/12,18380808000,650429000,206550121,0,50.78
에스케이(주),034730,2017/12,19959061000,741768000,2286000,0,-20.42
에스케이(주),034730,2017/12,19959061000,741768000,223297000,0,-20.42
에스케이(주),034730,2018/12,21376668000,805319000,279121737,0,7.85
에스케이(주),034730,2018/12,21376668000,805319000,2849801,0,7.85
에스케이(주),034730,2019/12,22535086000,1276702000,265041735,0,21.45
에스케이(주),034730,2019/12,22535086000,1276702000,2849801,0,21.45
에스케이(주),034730,2020/12,23592397000,1588704000,3978622,0,7.04
에스케이(주),034730,2020/12,23592397000,1588704000,366145699,0,7.04
에스케이(주),034730,2021/12,27216975000,320001000,4543001,0,-20.85
에스케이(주),034730,2021/12,27216975000,320001000,443050992,0,-20.85
에스케이가스(주),018670,2011/12,1923140319,50598855,12724000,23967145,10.66
에스케이가스(주),018670,2012/12,2602671244,410197811,14186000,165002217,-6.94
에스케이가스(주),018670,2013/12,2046272501,-474583,14186000,21214590,-17.56
에스케이가스(주),018670,2014/12,2117657314,198038089,16853432,20517287,2.78
에스케이가스(주),018670,2015/12,2286360144,37861102,17018902,19149431,-34.46
에스케이가스(주),018670,2016/12,2452252526,-17643376,22340716,18658031,19.08
에스케이가스(주),018670,2017/12,2809724466,77709711,22560704,5986713,23.34
에스케이가스(주),018670,2018/12,3191135866,-26079123,26284440,11700993,15.82
에스케이가스(주),018670,2019/12,3607988902,218448887,26539161,5986713,-17.37
에스케이가스(주),018670,2020/12,4124869698,279534209,35900184,188071,-8.6
에스케이가스(주),018670,2021/12,4677576369,-370332365,45772735,0,37.63
에스케이네트웍스(주),001740,2011/12,10266831121,166777022,20000,846799000,11.48
에스케이네트웍스(주),001740,2011/12,10266831121,166777022,37228000,846799000,11.48
에스케이네트웍스(주),001740,2012/12,9822542561,30732597,37228000,804627000,-2.72
에스케이네트웍스(주),001740,2012/12,9822542561,30732597,20000,804627000,-2.72
에스케이네트웍스(주),001740,2013/12,8168923062,507135283,,590712669,-6.94
에스케이네트웍스(주),001740,2014/12,7883422775,-261736912,14206,374911000,-13.81
에스케이네트웍스(주),001740,2014/12,7883422775,-261736912,24818764,374911000,-13.81
에스케이네트웍스(주),001740,2015/12,7704567342,96484082,14206,222455000,-8.69
에스케이네트웍스(주),001740,2015/12,7704567342,96484082,24818764,222455000,-8.69
에스케이네트웍스(주),001740,2016/12,7892425667,-60748309,24818764,263387704,-7.22
에스케이네트웍스(주),001740,2016/12,7892425667,-60748309,14206,263387704,-7.22
에스케이네트웍스(주),001740,2017/12,6417584000,-631803000,13750,289628000,-21.46
에스케이네트웍스(주),001740,2017/12,6417584000,-631803000,28867591,289628000,-21.46
에스케이네트웍스(주),001740,2018/12,6878643000,-145450000,13750,235850000,-8.84
에스케이네트웍스(주),001740,2018/12,6878643000,-145450000,28867591,235850000,-8.84
에스케이네트웍스(주),001740,2019/12,7673322000,441967000,13750,190947000,-14.79
에스케이네트웍스(주),001740,2019/12,7673322000,441967000,28867591,190947000,-14.79
에스케이네트웍스(주),001740,2020/12,5855439000,-79213000,10119,63792000,-23.75
에스케이네트웍스(주),001740,2020/12,5855439000,-79213000,26226562,63792000,-23.75
에스케이네트웍스(주),001740,2021/12,5680546000,503382000,26226562,29634000,1.11
에스케이네트웍스(주),001740,2021/12,5680546000,503382000,10119,29634000,1.11
에스케이디스커버리(주),006120,2011/12,2033751541,-29678053,7042294,49013300,15.86
에스케이디스커버리(주),006120,2011/12,2033751541,-29678053,1267706,49013300,15.86
에스케이디스커버리(주),006120,2012/12,2194265707,-196084,7042578,70314200,-4.52
에스케이디스커버리(주),006120,2012/12,2194265707,-196084,1267706,70314200,-4.52
에스케이디스커버리(주),006120,2013/12,2403408040,44248420,7042578,156430000,0.57
에스케이디스커버리(주),006120,2013/12,2403408040,44248420,1267706,156430000,0.57
에스케이디스커버리(주),006120,2014/12,2344300438,-12952688,985994,104115506,-16.96
에스케이디스커버리(주),006120,2014/12,2344300438,-12952688,5281933,104115506,-16.96
에스케이디스커버리(주),006120,2015/12,2554139591,200377772,985994,81055400,-15.65
에스케이디스커버리(주),006120,2015/12,2554139591,200377772,6319996,81055400,-15.65
에스케이디스커버리(주),006120,2016/12,2449228388,121602590,1126850,44832400,10.27
에스케이디스커버리(주),006120,2016/12,2449228388,121602590,7373328,44832400,10.27
에스케이디스커버리(주),006120,2017/12,897273545,59640373,8088212,0,-98.56
에스케이디스커버리(주),006120,2017/12,897273545,59640373,1086764,0,-98.56
에스케이디스커버리(주),006120,2018/12,1257968520,-9189397,882042,0,-7.8
에스케이디스커버리(주),006120,2018/12,1257968520,-9189397,11415431,0,-7.8
에스케이디스커버리(주),006120,2019/12,1119310492,-7554265,13318003,0,63.57
에스케이디스커버리(주),006120,2019/12,1119310492,-7554265,1017741,0,63.57
에스케이디스커버리(주),006120,2020/12,1213510966,289545,1424837,0,-15.85
에스케이디스커버리(주),006120,2020/12,1213510966,289545,19025718,0,-15.85
에스케이디스커버리(주),006120,2021/12,1561634946,5810648,27645546,0,68.07
에스케이디스커버리(주),006120,2021/12,1561634946,5810648,2103331,0,68.07
에스케이디앤디(주),210980,2015/12,450268668,53330790,4308000,165520800,32.28
에스케이디앤디(주),210980,2016/12,716103965,-125986640,5708100,131180600,19.89
에스케이디앤디(주),210980,2017/12,854153140,-37006616,9692616,282610000,18.98
에스케이디앤디(주),210980,2018/12,1324537213,-135053566,11393714,217100000,68.38
에스케이디앤디(주),210980,2019/12,1213006564,198610777,11393714,41630000,-35.76
에스케이디앤디(주),210980,2020/12,1548139636,-161343272,5314400,185344983,53.53
에스케이디앤디(주),210980,2020/12,1548139636,-161343272,11393714,185344983,53.53
에스케이디앤디(주),210980,2021/12,1740376531,-41851403,17751619,408962117,18.93
에스케이디앤디(주),210980,2021/12,1740376531,-41851403,2044000,408962117,18.93
에스케이렌터카(주),068400,2012/12,667826408,-49541455,,61036851,2.68
에스케이렌터카(주),068400,2013/12,770690292,-56755784,,78519855,18.81
에스케이렌터카(주),068400,2014/12,868731480,-68237926,,109519583,10.98
에스케이렌터카(주),068400,2015/12,1003304886,-47805029,,126092992,3.74
에스케이렌터카(주),068400,2016/12,1136147639,-72204368,,91842500,6.66
에스케이렌터카(주),068400,2017/12,1181160079,-45872728,,69548854,8.61
에스케이렌터카(주),068400,2018/12,1171620640,-22018386,,86814301,2.11
에스케이렌터카(주),068400,2019/12,1641880312,-54939757,,229103661,6.11
에스케이렌터카(주),068400,2020/12,2223428101,-127905928,,399434272,34.74
에스케이렌터카(주),068400,2021/12,2858295258,-60707654,,345778974,20.09
에스케이바이오사이언스(주),302440,2021/12,2110122672,536593688,,0,311.77
에스케이바이오팜(주),326030,2020/12,460124971,-230949200,,0,-49.11
에스케이바이오팜(주),326030,2021/12,635569460,-119102284,,0,622.48
에스케이브로드밴드(주),033630,2011/12,3318699447,368669398,,25015120,8.2
에스케이브로드밴드(주),033630,2012/12,3035657088,323520311,,20904080,8.77
에스케이브로드밴드(주),033630,2013/12,3044349341,440036122,,19683560,2.13
에스케이브로드밴드(주),033630,2014/12,3111038393,431760046,,59573060,4.53
에스케이스퀘어(주),402340,2021/12,7096262000,-6207000,,0,
에스케이씨(주),011790,2011/12,2252726086,154202990,17963000,237766249,15.17
에스케이씨(주),011790,2012/12,2547551827,139159849,17963000,253653409,4.36
에스케이씨(주),011790,2013/12,2571837860,131732434,17963095,206583554,5.12
에스케이씨(주),011790,2014/12,2572343226,128921695,19832252,134094634,2.59
에스케이씨(주),011790,2015/12,2635264803,173071648,27381206,19266600,-14.9
에스케이씨(주),011790,2016/12,2695396995,162776069,27030630,46220200,-14.56
에스케이씨(주),011790,2017/12,2690926470,204710314,31878499,44299200,1.64
에스케이씨(주),011790,2018/12,2764203087,177488326,35420554,25990400,0.83
에스케이씨(주),011790,2019/12,2833521463,56227106,35420554,0,-13.09
에스케이씨(주),011790,2020/12,3042148111,-868693,35751306,12367000,-54.73
에스케이씨(주),011790,2021/12,3217745322,-87579119,39463964,255000000,-0.75
에스케이씨솔믹스(주),057500,2011/12,314866543,-23670092,321000,70804000,46.34
에스케이씨솔믹스(주),057500,2012/12,319876201,-19070606,,75704000,5.4
에스케이씨솔믹스(주),057500,2013/12,291941607,597980,,57360250,7.59
에스케이씨솔믹스(주),057500,2014/12,275890560,-3692577,,39674950,7.96
에스케이씨솔믹스(주),057500,2015/12,208848339,27095127,,21869220,1.22
에스케이씨솔믹스(주),057500,2016/12,154178257,27027827,,0,-16.26
에스케이씨솔믹스(주),057500,2017/12,167796374,45538608,,0,40.03
에스케이씨솔믹스(주),057500,2018/12,202711866,24851274,,19000000,6.06
에스케이씨솔믹스(주),057500,2019/12,229831583,-5708543,,43000000,-0.92
에스케이아이이테크놀로지(주),361610,2021/12,2605217451,65273611,,350000000,-14.21
에스케이오션플랜트(주),025440,2011/12,109967624,11814129,,4000000,-8.09
에스케이오션플랜트(주),100090,2011/12,215130884,40684372,,52959710,26.29
에스케이오션플랜트(주),025440,2012/12,126351766,11900578,,1000000,4.21
에스케이오션플랜트(주),100090,2012/12,256900753,-8150325,,37375410,7.11
에스케이오션플랜트(주),100090,2013/12,255049256,6528976,,58328800,-29.14
에스케이오션플랜트(주),025440,2013/12,97046616,8844711,,2000000,23.81
에스케이오션플랜트(주),025440,2014/12,102289764,13268575,,0,25.32
에스케이오션플랜트(주),100090,2014/12,246431761,15030496,,11943503,17.37
에스케이오션플랜트(주),025440,2015/12,108342998,10402139,,3500000,-10.62
에스케이오션플랜트(주),100090,2015/12,263900808,6495307,,9468023,12.06
에스케이오션플랜트(주),025440,2016/12,107847174,10337319,,0,1.78
에스케이오션플랜트(주),100090,2016/12,238265129,11572745,,7514553,-10.04
에스케이오션플랜트(주),025440,2017/12,100641653,11115828,,0,-2.21
에스케이오션플랜트(주),100090,2017/12,396811974,-13880395,,48794249,-29.61
에스케이오션플랜트(주),025440,2018/12,101186121,6007017,,2975000,-1.79
에스케이오션플랜트(주),100090,2018/12,406170824,-4616481,,89226655,-3.51
에스케이오션플랜트(주),100090,2019/12,473810560,27686608,,26160874,125.67
에스케이오션플랜트(주),025440,2019/12,99517673,542243,,1541667,7.63
에스케이오션플랜트(주),100090,2020/12,525156358,-47492963,,54126569,38.99
에스케이오션플랜트(주),025440,2020/12,106114211,4633553,,83333,-19.65
에스케이오션플랜트(주),100090,2021/12,623025475,126471385,,44044105,22.45
에스케이오션플랜트(주),025440,2021/12,112635691,-7106913,,2000000,8.61
에스케이커뮤니케이션즈(주),066270,2011/12,319948572,12126253,,0,7.53
에스케이커뮤니케이션즈(주),066270,2012/12,265818844,-14924923,,0,-24.34
에스케이커뮤니케이션즈(주),066270,2013/12,205791548,-21666303,,0,-34.94
에스케이커뮤니케이션즈(주),066270,2014/12,176168264,-5962386,,0,-26.79
에스케이커뮤니케이션즈(주),066270,2015/12,152496057,-2706453,,0,-14.65
에스케이케미칼(주),285130,2018/12,1578243617,66589248,655779,61124597,0
에스케이케미칼(주),285130,2018/12,1578243617,66589248,4627269,61124597,0
에스케이케미칼(주),285130,2019/12,1902471752,94648184,5278372,49753200,-1.75
에스케이케미칼(주),285130,2019/12,1902471752,94648184,728643,49753200,-1.75
에스케이케미칼(주),285130,2020/12,1744584816,119390212,23457536,9375000,-22.22
에스케이케미칼(주),285130,2020/12,1744584816,119390212,2692714,9375000,-22.22
에스케이케미칼(주),285130,2021/12,1987149918,-35881104,52769769,0,18.7
에스케이케미칼(주),285130,2021/12,1987149918,-35881104,6000253,0,18.7
에스케이텔레콤(주),017670,2011/12,20520527405,6034056934,656533000,115330000,0.29
에스케이텔레콤(주),017670,2012/12,22249502341,3161516312,655133000,350000000,-1.74
에스케이텔레콤(주),017670,2013/12,22827419888,3022473430,666374000,88411797,4.28
에스케이텔레콤(주),017670,2014/12,22712462000,3221433000,666801558,80147000,1.18
에스케이텔레콤(주),017670,2015/12,23146940000,2947129000,708111600,74182000,-3.5
에스케이텔레콤(주),017670,2016/12,25448574000,3575572000,706091600,61416000,-1.64
에스케이텔레콤(주),017670,2017/12,25557522000,3257470000,706091600,42486000,0.95
에스케이텔레콤(주),017670,2018/12,28848023000,3965028000,717437612,31764000,-6.11
에스케이텔레콤(주),017670,2019/12,30839367000,3115408000,730097860,19777000,-2.47
에스케이텔레콤(주),017670,2020/12,31986451000,4387809000,715080825,6167000,2.89
에스케이텔레콤(주),017670,2021/12,26389065000,3919829000,716989587,300000000,3.03
에스케이하이닉스(주),000660,2011/12,16393910000,1815500000,,666879000,-14.91
에스케이하이닉스(주),000660,2012/12,18203484000,924749000,,1866561000,-1.83
에스케이하이닉스(주),000660,2013/12,19896259000,5419815000,,1314853000,38.94
에스케이하이닉스(주),000660,2014/12,25348900000,5100398000,218400539,1059264000,21.57
에스케이하이닉스(주),000660,2015/12,28742198000,7747769000,353000898,1396106000,11.17
에스케이하이닉스(주),000660,2016/12,31399093000,4787499000,423601077,2035641000,-10.9
에스케이하이닉스(주),000660,2017/12,44312846000,13570587000,706001795,2077431000,77.61
에스케이하이닉스(주),000660,2018/12,60980608000,21313383000,1026002692,2040073000,35.69
에스케이하이닉스(주),000660,2019/12,57710070000,4790532000,684001795,2015181000,-37.21
에스케이하이닉스(주),000660,2020/12,64071005000,10890209000,800282100,1973004000,20.55
