회사명,거래소코드,회계년도,[제조]매출액순이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]광고선전비 대 매출액비율(IFRS),[제조]유보율(IFRS)
(주)에이팩트,200470,2017/12,3.81,1.46,2.13,80.83,0,365.06
(주)에이팩트,200470,2018/12,31.45,15.43,30.43,59.71,0,544.41
(주)에이팩트,200470,2019/12,8.94,3.34,7.14,70.82,0,591.78
(주)에이팩트,200470,2020/12,13.42,5.17,10.41,79.97,0,666.21
(주)에이팩트,200470,2021/12,5.64,2.16,3.86,84.55,0,699.84
(주)에이팸,073070,2011/12,3.95,5.93,9.14,93.59,0.01,453.83
(주)에이팸,073070,2012/12,7.74,9.2,12.67,94.5,0.01,461.73
(주)에이팸,073070,2013/12,2.51,2.78,3.64,93.58,0.01,467.58
(주)에이팸,073070,2014/12,6.82,8.62,11.84,92.39,0,486.3
(주)에이팸,073070,2015/12,2.16,3.37,4.74,93.94,0,499.42
(주)에이팸,073070,2016/12,4.54,5.99,8.35,91.38,0.01,530.78
(주)에이팸,073070,2017/12,8.17,7.25,11.3,86.64,0,723.64
(주)에이팸,073070,2018/12,6.84,3.81,6.46,84.37,0.03,800.28
(주)에이팸,073070,2019/12,-108.97,-41.07,-80.48,91.43,0.49,405.32
(주)에이팸,073070,2020/12,-66.45,-9.51,-17.08,130.01,0.57,376.73
(주)에이프로,262260,2020/12,2.82,2.21,3.42,76.96,0,1611.62
(주)에이프로,262260,2021/12,0.61,0.42,0.6,89.67,0.01,1632.75
(주)에이프로젠,007460,2011/12,-84.83,-41.49,-154.71,92.66,0.17,72.71
(주)에이프로젠,007460,2013/12,-49.62,-40.73,0,91.35,0,-25.99
(주)에이프로젠,007460,2014/12,16.26,11.99,123.08,81.03,0,213.94
(주)에이프로젠,007460,2015/12,5.14,3.78,14.36,83.24,0.01,286.55
(주)에이프로젠,007460,2016/12,4.39,2.92,7.28,81.87,0,317.28
(주)에이프로젠,007460,2017/12,5.21,1.35,2.53,90.43,0,500.93
(주)에이프로젠,007460,2018/12,-52.71,-7.88,-15,82.26,0,338.14
(주)에이프로젠,007460,2019/12,-14.16,-1.66,-2.97,84.14,0,262.94
(주)에이프로젠,007460,2020/12,-64.61,-9.01,-15.54,84.76,0.04,254.44
(주)에이프로젠,007460,2021/12,-14.85,-2.08,-3.57,94.26,0.03,251.14
(주)에이프로젠바이오로직스,003060,2011/12,-10.77,-4.28,-6.42,50.61,10.78,196.03
(주)에이프로젠바이오로직스,003060,2012/12,-96.36,-26.55,-36.78,65.02,8.95,9
(주)에이프로젠바이오로직스,003060,2013/12,-63.62,-18.78,-24.23,64.97,0.1,-13.61
(주)에이프로젠바이오로직스,003060,2014/12,-16.19,-4.8,-6.28,95.54,0.12,-16.77
(주)에이프로젠바이오로직스,003060,2015/12,3,1.09,1.34,85.02,0.02,71.3
(주)에이프로젠바이오로직스,003060,2016/12,-17.77,-5.11,-7.1,85.87,0,93.8
(주)에이프로젠바이오로직스,003060,2017/12,-24.51,-5.31,-9.28,87.46,0.02,100
(주)에이프로젠바이오로직스,003060,2018/12,-33.27,-5.53,-8.85,86.4,0.76,174.71
(주)에이프로젠바이오로직스,003060,2019/12,-17.35,-2.35,-2.95,87.75,1,104.4
(주)에이프로젠바이오로직스,003060,2020/12,-2.96,-0.24,-0.26,87.86,0.01,140.29
(주)에이프로젠바이오로직스,003060,2021/12,15.15,1.05,1.07,87.07,0,143.48
(주)에이프로젠헬스케어앤게임즈,109960,2011/12,-14.38,-17.8,-34.72,87.91,0.84,378.62
(주)에이프로젠헬스케어앤게임즈,109960,2012/12,-3.63,-4.53,-9.36,80.11,0.53,344.31
(주)에이프로젠헬스케어앤게임즈,109960,2013/12,-18.4,-27.83,-62.22,84.11,1.24,146.59
(주)에이프로젠헬스케어앤게임즈,109960,2014/12,-1.49,-1.84,-4.71,70.58,0.45,145.45
(주)에이프로젠헬스케어앤게임즈,109960,2015/12,-22.99,-13.94,-26.47,73.82,4.63,83.14
(주)에이프로젠헬스케어앤게임즈,109960,2016/12,-150.87,-112.33,-200.68,84.31,36.24,-21.27
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,-21.83,-3.16,-4.01,77.06,0.3,358.73
(주)에이프로젠헬스케어앤게임즈,109960,2018/12,46.88,4.83,5.52,74.18,0.11,144.7
(주)에이프로젠헬스케어앤게임즈,109960,2019/12,-28.53,-2.73,-2.9,76.63,3.58,137.48
(주)에이프로젠헬스케어앤게임즈,109960,2020/12,96.2,4.42,4.55,78.59,0.81,160.25
(주)에이프로젠헬스케어앤게임즈,109960,2021/12,14.48,0.49,0.5,79.3,3.29,148.25
(주)에이플러스에셋어드바이저,244920,2020/12,9.02,13.88,29.41,0,0.88,751.51
(주)에이플러스에셋어드바이저,244920,2021/12,3.97,5.34,8.97,0,0.91,758.03
(주)에임하이글로벌,043580,2011/12,-29.18,-18.32,-19.8,89.45,0,151.26
(주)에임하이글로벌,043580,2012/12,0.76,0.88,0.92,93.99,0,147.5
(주)에임하이글로벌,043580,2013/12,1.94,2.87,3.28,95.52,0.03,160.36
(주)에임하이글로벌,043580,2014/12,-3.35,-2.4,-2.85,98.48,0.06,153.05
(주)에임하이글로벌,043580,2015/12,-14.9,-8.39,-9.28,95.99,0,120.77
(주)에임하이글로벌,043580,2016/12,-323.64,-43.87,-54.49,132.46,0,103.98
(주)에임하이글로벌,043580,2017/12,-747.77,-37.65,-40.88,98.82,21.35,288.23
(주)에치에프알,230240,2015/12,,,,,,
(주)에치에프알,230240,2016/12,,,,,,
(주)에치에프알,230240,2017/12,,,,,,
(주)에치에프알,230240,2018/12,-0.77,-0.7,-1.03,85.66,0,1218.01
(주)에치에프알,230240,2019/12,3.17,3.55,5.47,84.87,0,1277.67
(주)에치에프알,230240,2020/12,-26.63,-13.68,-23.04,108.1,0,1212.01
(주)에치에프알,230240,2021/12,6.89,6.54,12.8,76.98,0,1381.36
(주)에코마케팅,230360,2016/12,40.57,11.41,14.19,0,0,8672.62
(주)에코마케팅,230360,2017/12,38.6,9.19,10.65,0,0,9498.41
(주)에코마케팅,230360,2018/12,49.44,14.14,17.13,0,0,5499.14
(주)에코마케팅,230360,2019/12,53.24,18.13,22.71,0,0,6079.53
(주)에코마케팅,230360,2020/12,68.05,27.26,34.61,0,0,3615.17
(주)에코마케팅,230360,2021/12,45.51,13.15,17.59,0,0,4158.04
(주)에코앤드림,101360,2020/12,3.86,6.38,9.95,65.59,0,1093.09
(주)에코앤드림,101360,2021/12,12.85,10.45,15.03,78.12,0,1289.24
(주)에코프로,086520,2011/12,0.9,0.49,1.19,85.08,0.24,1038.52
(주)에코프로,086520,2012/12,0.8,0.37,0.87,83.03,0.13,1046.95
(주)에코프로,086520,2013/12,-13.43,-4.61,-10.74,82.26,0.05,964.86
(주)에코프로,086520,2014/12,1.8,0.83,1.98,77.58,0.06,992.69
(주)에코프로,086520,2015/12,0.18,0.09,0.21,83.12,0.06,1100.57
(주)에코프로,086520,2016/12,12.45,4.39,7.33,82,0.14,1264.56
(주)에코프로,086520,2017/12,12.21,2.47,3.28,77.99,0.28,1320.53
(주)에코프로,086520,2018/12,74.21,26.42,33.26,71.39,0.06,1836.35
(주)에코프로,086520,2019/12,93.66,27.36,33.69,67.77,0.13,2663.67
(주)에코프로,086520,2020/12,177.81,34.67,45.45,61.42,0.06,4391.63
(주)에코프로,086520,2021/12,2217.02,52.61,72.92,0,0.26,4661.8
(주)에코프로비엠,247540,2016/12,,,,,,
(주)에코프로비엠,247540,2017/12,,,,,,
(주)에코프로비엠,247540,2019/12,5.6,6.19,12.99,88.14,0.01,3549.85
(주)에코프로비엠,247540,2020/12,5.5,6.61,11.55,87.6,0,4164.6
(주)에코프로비엠,247540,2021/12,7.18,10.65,21.3,86.85,0,4817.24
(주)에코프로에이치엔,383310,2021/12,,,,,,
(주)에프알텍,073540,2011/12,-4.66,-2.2,-2.91,79.54,0.24,664.29
(주)에프알텍,073540,2012/12,11.52,25.52,35.34,78.51,0.04,983.59
(주)에프알텍,073540,2013/12,14.65,15.49,23.6,71.53,0.07,1262.58
(주)에프알텍,073540,2014/12,9.72,5.66,7.82,71.06,0.37,629.97
(주)에프알텍,073540,2015/12,2.48,1.83,2.52,83.23,0.23,648.29
(주)에프알텍,073540,2016/12,-13.42,-4.96,-7.14,83.56,0.61,596.87
(주)에프알텍,073540,2017/12,-8.97,-3.5,-5.39,82.56,0.27,560.4
(주)에프알텍,073540,2018/12,-4.28,-1.7,-2.82,81.15,0.05,542.27
(주)에프알텍,073540,2019/12,-13.85,-5.97,-10.4,75.85,0.03,478.8
(주)에프알텍,073540,2020/12,-24.21,-9.87,-19.55,77.15,0.03,374.82
(주)에프알텍,073540,2021/12,-1.38,-0.45,-0.84,83.05,0.19,664.45
(주)에프앤가이드,064850,2020/12,22.19,8.06,11.18,0,0.01,717.38
(주)에프앤가이드,064850,2021/12,21.43,6.97,10.94,0,0.9,786.74
(주)에프앤리퍼블릭,064090,2011/12,-24.88,-27.76,-75.56,86.26,0.12,-44.35
(주)에프앤리퍼블릭,064090,2012/12,-8.36,-9.44,-22.63,89.35,0.17,19.63
(주)에프앤리퍼블릭,064090,2013/12,-12.1,-15.59,-37.44,85.48,0.25,-8.18
(주)에프앤리퍼블릭,064090,2014/12,17.36,21.85,39.22,82.25,0.53,32.33
(주)에프앤리퍼블릭,064090,2015/12,-30.5,-24.14,-41.84,90.91,0.87,21.52
(주)에프앤리퍼블릭,064090,2016/12,-89.73,-68.62,-138.55,120.97,0.22,-24.4
(주)에프앤리퍼블릭,064090,2017/12,12.49,13.69,29.15,80.46,0.52,81.22
(주)에프앤리퍼블릭,064090,2018/12,6.37,5.07,11.67,77.29,3.24,116.32
(주)에프앤리퍼블릭,064090,2019/12,-140.66,-37.23,-95.65,93.36,7.27,-10.65
(주)에프앤리퍼블릭,064090,2020/12,-127.11,-62.62,-201.75,105.06,5.55,-79.61
(주)에프앤리퍼블릭,064090,2021/12,-2.67,-2.49,-6.9,77.64,1.96,99.07
(주)에프앤에프,383220,2021/12,,,,,,
(주)에프앤에프홀딩스,007700,2011/12,8.46,9.42,11.85,39.33,1.23,2003.98
(주)에프앤에프홀딩스,007700,2012/12,3.35,3.32,4.09,43.28,3.98,2060.82
(주)에프앤에프홀딩스,007700,2013/12,3.73,3.44,4.88,40.83,6.92,2148.35
(주)에프앤에프홀딩스,007700,2014/12,4.47,4.55,7.53,39.83,5.7,2297.63
(주)에프앤에프홀딩스,007700,2015/12,3.16,3.62,6.17,42.62,4.26,2419.01
(주)에프앤에프홀딩스,007700,2016/12,7.97,11.05,16.65,41.8,3.02,2832.01
(주)에프앤에프홀딩스,007700,2017/12,13.32,21.23,28.69,34.32,2.67,3732.42
(주)에프앤에프홀딩스,007700,2018/12,16.5,24.05,31.09,33.84,2.74,4975.51
(주)에프앤에프홀딩스,007700,2019/12,13.38,20.69,26.9,33.04,1.74,6350.26
(주)에프앤에프홀딩스,007700,2020/12,15.16,16.26,22.47,34.32,2.23,7734.24
(주)에프앤에프홀딩스,007700,2021/12,63267.75,133.81,147.93,6.96,9.14,9668.63
(주)에프에스엔,214270,2015/12,,,,,,
(주)에프에스엔,214270,2016/12,-22.7,-25.85,-32.29,61.47,0.02,384.65
(주)에프에스엔,214270,2017/12,0.99,0.79,1.01,55.48,0.12,486.1
(주)에프에스엔,214270,2018/12,-8.18,-3.01,-4.7,0,0,1014.42
(주)에프에스엔,214270,2019/12,2.71,0.61,1,0,0,1049.31
(주)에프에스엔,214270,2020/12,-53.59,-9.77,-16.53,0,0,883.5
(주)에프에스엔,214270,2021/12,-17.83,-4.18,-6.01,0,0,924.62
(주)에프에스티,036810,2011/12,13.97,9.94,18.18,62.42,0.1,501.71
(주)에프에스티,036810,2012/12,1.77,1.35,2.94,72.35,0.15,525.42
(주)에프에스티,036810,2013/12,3.27,2.3,5.28,68.44,0.14,556.61
(주)에프에스티,036810,2014/12,4.56,3.22,6.86,63.24,0.06,594.4
(주)에프에스티,036810,2015/12,8.16,6.78,13.64,62.21,0.06,621.95
(주)에프에스티,036810,2016/12,3.6,3.39,7.1,68.23,0.03,673.88
(주)에프에스티,036810,2017/12,4.75,6.97,13.24,78.05,0.02,752.03
(주)에프에스티,036810,2018/12,9.09,11.01,17.52,70.34,0.04,864.91
(주)에프에스티,036810,2019/12,12.93,10.3,15.74,60.12,0.05,1013.45
(주)에프에스티,036810,2020/12,10.7,9.36,15.14,64.98,0.03,1164.85
(주)에프에스티,036810,2021/12,11.71,10.05,15.8,62.76,0.01,1673.02
(주)에프엔씨엔터테인먼트,173940,2014/12,20.83,15.7,21.31,52.49,0.61,1628.66
(주)에프엔씨엔터테인먼트,173940,2015/12,2.08,1.15,1.34,72.04,1.67,1063.77
(주)에프엔씨엔터테인먼트,173940,2016/12,-6.07,-3.51,-4.1,84.81,0.76,984.58
(주)에프엔씨엔터테인먼트,173940,2017/12,-17.23,-11.3,-13.32,81.33,0.2,858.71
(주)에프엔씨엔터테인먼트,173940,2018/12,-3.89,-2.51,-2.98,96.83,0,805.49
(주)에프엔씨엔터테인먼트,173940,2019/12,-14.45,-9.03,-12.8,92,0,817.03
(주)에프엔씨엔터테인먼트,173940,2020/12,-18.01,-8.91,-16.72,96.82,0,685.28
(주)에프엔씨엔터테인먼트,173940,2021/12,-11.29,-6.4,-13.41,85.43,0,616.23
(주)에프티이앤이,065160,2011/12,2.36,1.07,1.5,84.98,0,245.7
(주)에프티이앤이,065160,2012/12,-1.77,-0.74,-1.18,82.2,0,244.32
(주)에프티이앤이,065160,2013/12,3.69,1.39,2.36,77.2,0,263.92
(주)에프티이앤이,065160,2014/12,-49.69,-13.36,-23.06,79.67,0,191.62
(주)에프티이앤이,065160,2015/12,-109.06,-33.41,-60.46,98.72,0.02,81.72
(주)에프티이앤이,065160,2016/12,-15.21,-4.55,-8.44,83.02,0.07,96.49
(주)에프티이앤이,065160,2017/12,-72.68,-19.33,-31.33,103.58,0,109.63
(주)에프티이앤이,065160,2018/12,-44,-12.73,-21.67,93.42,0,-47.08
(주)에피밸리,068630,2011/12,-418.02,-36.22,0,280.07,0,0
(주)엑사이엔씨,054940,2011/12,0.85,1.24,2.84,91.86,0.12,191.64
(주)엑사이엔씨,054940,2012/12,-7.27,-7.73,-17.11,95.11,0.29,145.63
(주)엑사이엔씨,054940,2013/12,-7.22,-7.27,-16.29,90.11,0,108.65
(주)엑사이엔씨,054940,2014/12,1.93,2.21,4.38,86.37,0,104.98
(주)엑사이엔씨,054940,2015/12,0.94,1.25,2.25,89.85,0,109.66
(주)엑사이엔씨,054940,2016/12,-0.32,-0.48,-1,89.28,0,107.51
(주)엑사이엔씨,054940,2017/12,-2,-4.45,-11.31,91.04,0,85.5
(주)엑사이엔씨,054940,2018/12,0.13,0.24,0.63,89.34,0,86.66
(주)엑사이엔씨,054940,2019/12,-2.57,-4.64,-12.34,93.71,0,64.97
(주)엑사이엔씨,054940,2020/12,-1.7,-2.86,-8.43,97.24,0,80.46
(주)엑사이엔씨,054940,2021/12,-12.19,-13.2,-45.48,101.65,0,13.6
(주)엑서지21,043090,2011/12,-43.1,-20.63,-45.51,85,0.01,205.92
(주)엑서지21,043090,2012/12,-27.58,-20.42,-51.38,80.12,0.01,142.15
(주)엑서지21,043090,2013/12,1.65,1.63,3.87,80.6,0.05,145.8
(주)엑서지21,043090,2014/12,-7.24,-7.03,-16.04,80.62,0.11,139.06
(주)엑서지21,043090,2015/12,-48.74,-40.69,-102.71,82.55,0.02,104.14
(주)엑서지21,043090,2016/12,-26.37,-19.46,-45.01,79.92,0.16,103.42
(주)엑서지21,043090,2017/12,1.77,1.42,2.56,74.45,0.2,37.91
(주)엑서지21,043090,2018/12,-48.06,-20.07,-30.52,88.78,0.09,34.57
(주)엑서지21,043090,2019/12,-111.26,-30.88,-40.9,85.19,0.25,44.53
(주)엑서지21,043090,2020/12,-144.26,-24.85,-28.83,87.05,2.23,45.28
(주)엑서지21,043090,2021/12,-30.49,-6.53,-9.56,42.27,0.26,76.19
(주)엑세스바이오인코퍼레이션,950130,2013/12,18.02,13.97,16.34,47.93,0.57,3586.23
(주)엑세스바이오인코퍼레이션,950130,2014/12,10.72,5.5,6.45,52.18,1.98,3846.91
(주)엑세스바이오인코퍼레이션,950130,2015/12,6.32,3.31,3.7,69.19,1.52,3866.32
(주)엑세스바이오인코퍼레이션,950130,2016/12,4.36,1.6,2.08,58.42,2.55,4034.58
(주)엑세스바이오인코퍼레이션,950130,2017/12,-6.69,-2.05,-3.11,68.05,2.53,3979.1
(주)엑세스바이오인코퍼레이션,950130,2018/12,2.15,0.92,1.45,61.29,3.2,3913.15
(주)엑세스바이오인코퍼레이션,950130,2019/12,-19.53,-8.35,-12.78,78.34,2.5,3097.44
(주)엑세스바이오인코퍼레이션,950130,2020/12,47.24,39.29,58.66,23.11,0.66,6017.64
(주)엑세스바이오인코퍼레이션,950130,2021/12,38.46,58.65,84.19,21.47,0.19,14812.63
(주)엑셈,205100,2014/12,,,,,,
(주)엑셈,205100,2015/12,-61.69,-32.24,-39.32,42.56,0.62,834.62
(주)엑셈,205100,2016/12,10.42,5.43,8.1,58.13,0.33,902.66
(주)엑셈,205100,2017/12,-2.77,-1.41,-1.95,45.77,0.09,1258.54
(주)엑셈,205100,2018/12,25.73,10.29,11.61,42.33,0.32,1735.15
(주)엑셈,205100,2019/12,16.62,6.05,6.74,42.12,0.15,1881.84
(주)엑셈,205100,2020/12,26.36,10.18,11.24,39.92,0.1,2107.56
(주)엑셈,205100,2021/12,27.63,11.65,13.16,43.59,0.04,2318.01
(주)엑시콘,092870,2015/12,11.92,7.97,11.86,71.66,0.26,1391.09
(주)엑시콘,092870,2016/12,10.39,5.04,6.84,67.3,0.25,1483.26
(주)엑시콘,092870,2017/12,11.48,8.2,10.48,66.58,0.11,1638.2
(주)엑시콘,092870,2018/12,7.23,4.1,5.24,68.81,0.16,1761.44
(주)엑시콘,092870,2019/12,-14.21,-5.13,-6.98,68.57,0.26,1630.82
(주)엑시콘,092870,2020/12,15.59,9.56,12.25,67.32,0.07,1797.51
(주)엑시콘,092870,2021/12,29.98,15.73,18.72,64.78,0.06,2146.1
(주)엑큐리스,048460,2011/12,-14.7,-20.46,-47.5,103.45,0,75.57
(주)엔바이오니아,317870,2019/12,10.16,4.1,7.25,56.65,0,479.34
(주)엔바이오니아,317870,2020/12,-23.79,-6.56,-9.37,71.98,0,428.73
(주)엔바이오니아,317870,2021/12,-31.67,-7.39,-12.72,75.18,0,368.98
(주)엔비티,236810,2021/12,2.27,3.4,5.98,0,5.66,4761.28
(주)엔스퍼트,098400,2011/12,-111.6,-102.39,0,105.88,2.21,0
(주)엔시스,333620,2021/12,11.31,9.89,13.87,70.16,0,5084.46
(주)엔씨소프트,036570,2011/12,35.37,16.4,20.01,18.98,3.29,9694.46
(주)엔씨소프트,036570,2012/12,14.46,5.86,6.87,25.97,7.87,10325.93
(주)엔씨소프트,036570,2013/12,26.88,11.01,12.91,20.53,4.89,11509.38
(주)엔씨소프트,036570,2014/12,33.75,13.87,16.31,16.92,4.49,13294.82
(주)엔씨소프트,036570,2015/12,30.42,10.16,11.87,17.5,5.06,16383.31
(주)엔씨소프트,036570,2016/12,36.66,12.46,14.68,16.1,4.87,18840.26
(주)엔씨소프트,036570,2017/12,30.49,16.43,20.18,9.49,5.46,26422.32
(주)엔씨소프트,036570,2018/12,28.66,13.82,16.94,0,4.21,25904.02
(주)엔씨소프트,036570,2019/12,20.15,10.14,12.49,0,6.49,26621.4
(주)엔씨소프트,036570,2020/12,27.98,17.53,22.07,0,5.31,32838.84
(주)엔씨소프트,036570,2021/12,16.55,8.33,11.12,0,13.61,34214.67
(주)엔아이스틸,008260,2011/12,6,4.67,11.64,81.45,0.03,304.91
(주)엔아이스틸,008260,2012/12,6.7,4.94,11.72,83.3,0.04,342.58
(주)엔아이스틸,008260,2013/12,6.14,5.03,11.31,83.41,0.03,384.35
(주)엔아이스틸,008260,2014/12,4.19,3.28,7.5,85.11,0.02,410.41
(주)엔아이스틸,008260,2015/12,5.99,4.11,9.41,84.26,0.01,451.45
(주)엔아이스틸,008260,2016/12,8.94,5.33,12.37,81.26,0.03,511.07
(주)엔아이스틸,008260,2017/12,7.29,4.79,11.87,83.54,0.02,590.36
(주)엔아이스틸,008260,2018/12,6.77,4.12,9.98,81.12,0.02,643.35
(주)엔아이스틸,008260,2019/12,4.33,2.55,5.91,84.2,0.04,675.41
(주)엔아이스틸,008260,2020/12,6.3,4.44,10.45,82.91,0.02,749.23
(주)엔아이스틸,008260,2021/12,8.89,7.02,16.75,81.93,0.01,891.98
(주)엔에스브이,095300,2011/12,-7.28,-3.76,-7.91,90.92,0,557.58
(주)엔에스브이,095300,2012/12,0.97,0.68,1.6,84.09,0,565.57
(주)엔에스브이,095300,2013/12,-16.74,-14.28,-35.58,103.06,0,366.35
(주)엔에스브이,095300,2014/12,-10.07,-7.83,-21.21,94.48,0,354.61
(주)엔에스브이,095300,2015/12,-41.45,-25.58,-70.91,111.58,0,152.27
(주)엔에스브이,095300,2016/12,-65.55,-34.14,-112.52,112.32,0,1.05
(주)엔에스쇼핑,138250,2015/12,16.77,15.73,22.48,2.01,1.42,1888.35
(주)엔에스쇼핑,138250,2016/12,14.23,9.82,17.15,3.16,1.34,2242.48
(주)엔에스쇼핑,138250,2017/12,14.54,8.52,16.36,4,1.53,2610.27
(주)엔에스쇼핑,138250,2018/12,9.71,5.63,9.79,8.11,1.76,2821.94
(주)엔에스쇼핑,138250,2019/12,5.55,3.17,5.49,9.24,1.51,2935.58
(주)엔에스쇼핑,138250,2020/12,7.31,4.07,7.46,9.26,1.53,3081.99
(주)엔에스쇼핑,138250,2021/12,7,3.81,7.06,8.66,1.86,3283.77
(주)엔에스엔,031860,2011/12,-57.58,-13.62,-16.77,99.75,1.37,15.57
(주)엔에스엔,031860,2012/12,-96.96,-11.75,-15.3,88.91,1.44,0.55
(주)엔에스엔,031860,2013/12,-49.25,-6.65,-8.99,92.9,2.81,-9.72
(주)엔에스엔,031860,2014/12,-38.96,-13.13,-17.4,76.25,0.67,-10.7
(주)엔에스엔,031860,2015/12,-27.36,-13.41,-18.8,85.79,1,235.21
(주)엔에스엔,031860,2016/12,-124.21,-29.2,-44.34,97.63,1.42,207.35
(주)엔에스엔,031860,2017/12,-259.48,-36.39,-54.82,97.83,1.92,129.34
(주)엔에스엔,031860,2018/12,-17.84,-5.09,-7.96,83.01,0.06,113.24
(주)엔에스엔,031860,2019/12,-57.97,-9.74,-20.43,93.04,0,144.07
(주)엔에스엔,031860,2020/12,-101.11,-15.89,-25.28,92.76,0,129.94
(주)엔에스엔,031860,2021/12,-89.5,-25.69,-33.92,95.75,0,71.81
(주)엔에이치엔벅스,104200,2011/12,15.31,10.41,19.34,58.95,6.59,574.64
(주)엔에이치엔벅스,104200,2012/12,-7.42,-6.19,-9.9,70.01,6.55,519.42
(주)엔에이치엔벅스,104200,2013/12,14.68,14.77,21.01,60.07,2.82,651.27
(주)엔에이치엔벅스,104200,2014/12,14.79,12.34,16.6,60.61,2.52,767.66
(주)엔에이치엔벅스,104200,2015/12,8.13,6.01,7.66,0,6.36,1006.32
(주)엔에이치엔벅스,104200,2016/12,-4.97,-3.82,-4.93,0,11.2,954.35
(주)엔에이치엔벅스,104200,2017/12,-5.53,-5.5,-7.53,0,6.15,891.05
(주)엔에이치엔벅스,104200,2018/12,6.25,6.08,8.38,0,0.61,960.49
(주)엔에이치엔벅스,104200,2019/12,5.75,5.2,7.12,0,1.08,1024.15
(주)엔에이치엔벅스,104200,2020/12,-7.08,-5.48,-7.47,0,1.07,957.67
(주)엔에이치엔벅스,104200,2021/12,-1.79,-1.34,-1.76,0,0.77,1002.94
(주)엔에프씨,265740,2020/12,2.71,1.38,2.53,68.82,0.04,5600
(주)엔에프씨,265740,2021/12,14.76,7.98,10.87,69.68,0,6201.92
(주)엔이능률,053290,2011/12,9.77,8.38,10.66,52.54,2.49,746.58
(주)엔이능률,053290,2012/12,-0.3,-0.29,-0.38,49.68,5.27,716.19
(주)엔이능률,053290,2013/12,7.96,8.16,11.13,39.55,6.29,789.05
(주)엔이능률,053290,2014/12,5.4,4.81,6.71,34.81,7.27,815.39
(주)엔이능률,053290,2015/12,9.39,7.9,10.97,29.78,7.94,889.07
(주)엔이능률,053290,2016/12,9.89,7.59,10.15,32.73,9.43,969.57
(주)엔이능률,053290,2017/12,0.88,0.62,0.9,30.22,13.01,839.27
(주)엔이능률,053290,2018/12,-5.08,-4.72,-7.77,32.15,11.55,792.74
(주)엔이능률,053290,2019/12,0.85,0.77,1.26,31.36,10.35,785.35
(주)엔이능률,053290,2020/12,1.29,1.07,1.61,34.57,6.9,761.85
(주)엔이능률,053290,2021/12,5.42,4.16,5.84,37.35,6.78,884.94
(주)엔젠바이오,354200,2020/12,-331.86,-16.66,-19.85,62.59,3.54,239.31
(주)엔젠바이오,354200,2021/12,-117.7,-18.08,-22.35,66.45,4.01,173.49
(주)엔지스테크널러지,208860,2016/12,7.73,2.31,3.04,0,0,498.17
(주)엔지스테크널러지,208860,2017/12,0.47,0.13,0.17,0,0,499.18
(주)엔지스테크널러지,208860,2018/12,-22.98,-4.58,-9.64,0,0.27,125.94
(주)엔지스테크널러지,208860,2019/12,-203.48,-20.31,-88.09,0,0,81.3
(주)엔지스테크널러지,208860,2020/12,-145.44,-9.1,-62.35,0,0,-8.53
(주)엔지스테크널러지,208860,2021/12,-46.92,-5.5,-41.08,0,0,4.7
(주)엔지켐생명과학,183490,2018/12,-47.26,-28.33,-35.29,86.26,0.96,1415.51
(주)엔지켐생명과학,183490,2019/12,-55.51,-23.19,-26.52,91.53,1.22,1686.3
(주)엔지켐생명과학,183490,2020/12,-64.6,-16.09,-22.9,92.95,1.05,1647.12
(주)엔지켐생명과학,183490,2021/12,-122.87,-22.04,-38.48,98.75,1.67,1604.67
(주)엔케이,085310,2011/12,0.59,0.43,0.77,86.58,0.05,842.94
(주)엔케이,085310,2012/12,-3.87,-2.7,-5.17,86.73,0,810.67
(주)엔케이,085310,2013/12,-9.74,-6.36,-12.83,89.16,0,683.69
(주)엔케이,085310,2014/12,2.9,2.27,4.37,89.81,0,613.31
(주)엔케이,085310,2015/12,0.73,0.61,1.06,92.56,0,608.27
(주)엔케이,085310,2016/12,-19.81,-12.16,-20.65,103.4,0,480.74
(주)엔케이,085310,2017/12,-2.76,-1.03,-1.53,89.69,0,327.12
(주)엔케이,085310,2018/12,-35.35,-13.23,-18.37,107.32,0,233.18
(주)엔케이,085310,2019/12,-35.9,-19.66,-29.28,94.06,0,140.9
(주)엔케이,085310,2020/12,-1.34,-0.68,-1.03,88.3,0,143.61
(주)엔케이,085310,2021/12,10.32,5.3,7.49,83.4,0,164.58
(주)엔케이맥스,182400,2015/12,-211.73,-26.89,0,32.03,11.6,429.33
(주)엔케이맥스,182400,2016/12,-107.74,-15.35,-22.3,20.68,48.9,569.09
(주)엔케이맥스,182400,2017/12,-296.52,-24.15,-36.7,28.06,127.27,563.55
(주)엔케이맥스,262760,2018/12,-2270.38,-9.32,-11.06,241.53,30.93,417.08
(주)엔케이맥스,182400,2018/12,-296.07,-27.67,-45.3,24.78,63.49,203.28
(주)엔케이맥스,182400,2019/12,-105.79,-5.73,-9.31,25.82,31.35,633.03
(주)엔케이맥스,182400,2020/12,-327.64,-16.11,-24.4,26.35,20.42,683.65
(주)엔케이맥스,182400,2021/12,-213.12,-11.62,-15.91,30.53,20.22,748.48
(주)엔케이바이오,019260,2011/12,-6.57,-0.98,-1.15,25.48,1,-33.85
