,회사명,회계년도,거래소코드,target
3767,(주)알톤스포츠,2019,123750,0
3768,(주)알톤스포츠,2020,123750,0
3769,(주)알톤스포츠,2021,123750,0
3770,(주)알티캐스트,2013,085810,0
3771,(주)알티캐스트,2014,085810,0
3772,(주)알티캐스트,2015,085810,0
3773,(주)알티캐스트,2016,085810,0
3774,(주)알티캐스트,2017,085810,0
3775,(주)알티캐스트,2018,085810,0
3776,(주)알티캐스트,2019,085810,0
3777,(주)알티캐스트,2020,085810,0
3778,(주)알티캐스트,2021,085810,0
3779,(주)알파홀딩스,2011,117670,1
3780,(주)알파홀딩스,2012,117670,1
3781,(주)알파홀딩스,2013,117670,1
3782,(주)알파홀딩스,2014,117670,1
3783,(주)알파홀딩스,2015,117670,1
3784,(주)알파홀딩스,2016,117670,1
3785,(주)알파홀딩스,2017,117670,0
3786,(주)알파홀딩스,2018,117670,0
3787,(주)알파홀딩스,2019,117670,0
3788,(주)알파홀딩스,2020,117670,0
3789,(주)알파홀딩스,2021,117670,0
3790,(주)액트로,2018,290740,1
3791,(주)액트로,2019,290740,1
3792,(주)액트로,2020,290740,1
3793,(주)액트로,2021,290740,1
3794,(주)앤디포스,2016,238090,1
3795,(주)앤디포스,2017,238090,1
3796,(주)앤디포스,2018,238090,1
3797,(주)앤디포스,2019,238090,0
3798,(주)앤디포스,2020,238090,0
3799,(주)앤디포스,2021,238090,0
3800,(주)앤씨앤,2011,092600,1
3801,(주)앤씨앤,2012,092600,1
3802,(주)앤씨앤,2013,092600,0
3803,(주)앤씨앤,2014,092600,0
3804,(주)앤씨앤,2015,092600,0
3805,(주)앤씨앤,2016,092600,0
3806,(주)앤씨앤,2017,092600,0
3807,(주)앤씨앤,2018,092600,0
3808,(주)앤씨앤,2019,092600,0
3809,(주)앤씨앤,2020,092600,0
3810,(주)앤씨앤,2021,092600,0
3811,(주)야스,2017,255440,0
3812,(주)야스,2018,255440,0
3813,(주)야스,2019,255440,0
3814,(주)야스,2020,255440,1
3815,(주)야스,2021,255440,1
3816,(주)양지사,2011,030960,1
3817,(주)양지사,2012,030960,1
3818,(주)양지사,2013,030960,1
3819,(주)양지사,2014,030960,1
3820,(주)양지사,2015,030960,1
3821,(주)양지사,2016,030960,1
3822,(주)양지사,2017,030960,1
3823,(주)양지사,2018,030960,1
3824,(주)양지사,2019,030960,1
3825,(주)양지사,2020,030960,1
3826,(주)양지사,2021,030960,1
3827,(주)에너토크,2011,019990,1
3828,(주)에너토크,2012,019990,1
3829,(주)에너토크,2013,019990,1
3830,(주)에너토크,2014,019990,1
3831,(주)에너토크,2015,019990,1
3832,(주)에너토크,2016,019990,1
3833,(주)에너토크,2017,019990,1
3834,(주)에너토크,2018,019990,1
3835,(주)에너토크,2019,019990,1
3836,(주)에너토크,2020,019990,1
3837,(주)에너토크,2021,019990,1
3838,(주)에넥스,2011,011090,0
3839,(주)에넥스,2012,011090,0
3840,(주)에넥스,2013,011090,0
3841,(주)에넥스,2014,011090,0
3842,(주)에넥스,2015,011090,0
3843,(주)에넥스,2016,011090,1
3844,(주)에넥스,2017,011090,1
3845,(주)에넥스,2018,011090,1
3846,(주)에넥스,2019,011090,0
3847,(주)에넥스,2020,011090,0
3848,(주)에넥스,2021,011090,0
3849,(주)에스디생명공학,2017,217480,1
3850,(주)에스디생명공학,2018,217480,0
3851,(주)에스디생명공학,2019,217480,0
3852,(주)에스디생명공학,2020,217480,0
3853,(주)에스디생명공학,2021,217480,0
3854,(주)에스디시스템,2011,121890,0
3855,(주)에스디시스템,2012,121890,0
3856,(주)에스디시스템,2013,121890,0
3857,(주)에스디시스템,2014,121890,0
3858,(주)에스디시스템,2015,121890,0
3859,(주)에스디시스템,2016,121890,0
3860,(주)에스디시스템,2017,121890,0
3861,(주)에스디시스템,2018,121890,0
3862,(주)에스디시스템,2019,121890,0
3863,(주)에스디시스템,2020,121890,0
3864,(주)에스디시스템,2021,121890,0
3865,(주)에스비에스,2011,034120,1
3866,(주)에스비에스,2012,034120,1
3867,(주)에스비에스,2013,034120,1
3868,(주)에스비에스,2014,034120,0
3869,(주)에스비에스,2015,034120,0
3870,(주)에스비에스,2016,034120,0
3871,(주)에스비에스,2017,034120,0
3872,(주)에스비에스,2018,034120,0
3873,(주)에스비에스,2019,034120,0
3874,(주)에스비에스,2020,034120,0
3875,(주)에스비에스,2021,034120,0
3876,(주)에스비에스콘텐츠허브,2011,046140,1
3877,(주)에스비에스콘텐츠허브,2012,046140,1
3878,(주)에스비에스콘텐츠허브,2013,046140,1
3879,(주)에스비에스콘텐츠허브,2014,046140,1
3880,(주)에스비에스콘텐츠허브,2015,046140,1
3881,(주)에스비에스콘텐츠허브,2016,046140,1
3882,(주)에스비에스콘텐츠허브,2017,046140,0
3883,(주)에스비에스콘텐츠허브,2018,046140,0
3884,(주)에스비에스콘텐츠허브,2019,046140,0
3885,(주)에스비에스콘텐츠허브,2020,046140,0
3886,(주)에스비에스콘텐츠허브,2021,046140,0
3887,(주)에스비엠,2011,037630,1
3888,(주)에스비엠,2012,037630,0
3889,(주)에스씨디,2011,042110,0
3890,(주)에스씨디,2012,042110,0
3891,(주)에스씨디,2013,042110,0
3892,(주)에스씨디,2014,042110,0
3893,(주)에스씨디,2015,042110,0
3894,(주)에스씨디,2016,042110,0
3895,(주)에스씨디,2017,042110,0
3896,(주)에스씨디,2018,042110,0
3897,(주)에스씨디,2019,042110,1
3898,(주)에스씨디,2020,042110,1
3899,(주)에스씨디,2021,042110,1
3900,(주)에스앤디,2021,260970,1
3901,(주)에스앤에스텍,2011,101490,1
3902,(주)에스앤에스텍,2012,101490,1
3903,(주)에스앤에스텍,2013,101490,0
3904,(주)에스앤에스텍,2014,101490,0
3905,(주)에스앤에스텍,2015,101490,0
3906,(주)에스앤에스텍,2016,101490,0
3907,(주)에스앤에스텍,2017,101490,0
3908,(주)에스앤에스텍,2018,101490,0
3909,(주)에스앤에스텍,2019,101490,1
3910,(주)에스앤에스텍,2020,101490,1
3911,(주)에스앤에스텍,2021,101490,1
3912,(주)에스에너지,2011,095910,0
3913,(주)에스에너지,2012,095910,0
3914,(주)에스에너지,2013,095910,0
3915,(주)에스에너지,2014,095910,1
3916,(주)에스에너지,2015,095910,1
3917,(주)에스에너지,2016,095910,1
3918,(주)에스에너지,2017,095910,1
3919,(주)에스에너지,2018,095910,1
3920,(주)에스에너지,2019,095910,1
3921,(주)에스에너지,2020,095910,1
3922,(주)에스에너지,2021,095910,0
3923,(주)에스에이엠티,2011,031330,0
3924,(주)에스에이엠티,2012,031330,0
3925,(주)에스에이엠티,2013,031330,0
3926,(주)에스에이엠티,2014,031330,0
3927,(주)에스에이엠티,2015,031330,0
3928,(주)에스에이엠티,2016,031330,0
3929,(주)에스에이엠티,2017,031330,0
3930,(주)에스에이엠티,2018,031330,1
3931,(주)에스에이엠티,2019,031330,1
3932,(주)에스에이엠티,2020,031330,1
3933,(주)에스에이엠티,2021,031330,1
3934,(주)에스에이티,2011,060540,0
3935,(주)에스에이티,2012,060540,0
3936,(주)에스에이티,2013,060540,0
3937,(주)에스에이티,2014,060540,0
3938,(주)에스에이티,2015,060540,0
3939,(주)에스에이티,2016,060540,0
3940,(주)에스에이티,2017,060540,0
3941,(주)에스에이티,2018,060540,0
3942,(주)에스에이티,2019,060540,1
3943,(주)에스에이티,2020,060540,1
3944,(주)에스에이티,2021,060540,1
3945,(주)에스에이티이엔지,2020,351320,0
3946,(주)에스에이티이엔지,2021,351320,0
3947,(주)에스에프씨,2011,112240,0
3948,(주)에스에프씨,2012,112240,0
3949,(주)에스에프씨,2013,112240,0
3950,(주)에스에프씨,2014,112240,1
3951,(주)에스에프씨,2015,112240,1
3952,(주)에스에프씨,2016,112240,0
3953,(주)에스에프씨,2017,112240,0
3954,(주)에스에프씨,2018,112240,0
3955,(주)에스에프씨,2019,112240,0
3956,(주)에스에프에이,2011,056190,1
3957,(주)에스에프에이,2012,056190,1
3958,(주)에스에프에이,2013,056190,1
3959,(주)에스에프에이,2014,056190,1
3960,(주)에스에프에이,2015,056190,1
3961,(주)에스에프에이,2016,056190,1
3962,(주)에스에프에이,2017,056190,1
3963,(주)에스에프에이,2018,056190,1
3964,(주)에스에프에이,2019,056190,1
3965,(주)에스에프에이,2020,056190,1
3966,(주)에스에프에이,2021,056190,1
3967,(주)에스에프에이반도체,2011,036540,1
3968,(주)에스에프에이반도체,2012,036540,0
3969,(주)에스에프에이반도체,2013,036540,0
3970,(주)에스에프에이반도체,2014,036540,0
3971,(주)에스에프에이반도체,2015,036540,0
3972,(주)에스에프에이반도체,2016,036540,0
3973,(주)에스에프에이반도체,2017,036540,0
3974,(주)에스에프에이반도체,2018,036540,0
3975,(주)에스에프에이반도체,2019,036540,0
3976,(주)에스에프에이반도체,2020,036540,0
3977,(주)에스에프에이반도체,2021,036540,0
3978,(주)에스엠엔터테인먼트,2011,041510,0
3979,(주)에스엠엔터테인먼트,2012,041510,0
3980,(주)에스엠엔터테인먼트,2013,041510,0
3981,(주)에스엠엔터테인먼트,2014,041510,0
3982,(주)에스엠엔터테인먼트,2015,041510,0
3983,(주)에스엠엔터테인먼트,2016,041510,0
3984,(주)에스엠엔터테인먼트,2017,041510,0
3985,(주)에스엠엔터테인먼트,2018,041510,0
3986,(주)에스엠엔터테인먼트,2019,041510,0
3987,(주)에스엠엔터테인먼트,2020,041510,0
3988,(주)에스엠엔터테인먼트,2021,041510,0
3989,(주)에스엠코어,2011,007820,1
3990,(주)에스엠코어,2012,007820,1
3991,(주)에스엠코어,2013,007820,1
3992,(주)에스엠코어,2014,007820,1
3993,(주)에스엠코어,2015,007820,1
3994,(주)에스엠코어,2016,007820,1
3995,(주)에스엠코어,2017,007820,1
3996,(주)에스엠코어,2018,007820,1
3997,(주)에스엠코어,2019,007820,1
3998,(주)에스엠코어,2020,007820,1
3999,(주)에스엠코어,2021,007820,1
4000,(주)에스원,2011,012750,1
4001,(주)에스원,2012,012750,1
4002,(주)에스원,2013,012750,1
4003,(주)에스원,2014,012750,1
4004,(주)에스원,2015,012750,1
4005,(주)에스원,2016,012750,1
4006,(주)에스원,2017,012750,1
4007,(주)에스원,2018,012750,1
4008,(주)에스원,2019,012750,1
4009,(주)에스원,2020,012750,1
4010,(주)에스원,2021,012750,1
4011,(주)에스제이그룹,2019,306040,1
4012,(주)에스제이그룹,2020,306040,1
4013,(주)에스제이그룹,2021,306040,1
4014,(주)에스제이엠,2011,123700,1
4015,(주)에스제이엠,2012,123700,1
4016,(주)에스제이엠,2013,123700,1
4017,(주)에스제이엠,2014,123700,1
4018,(주)에스제이엠,2015,123700,1
4019,(주)에스제이엠,2016,123700,1
4020,(주)에스제이엠,2017,123700,1
4021,(주)에스제이엠,2018,123700,1
4022,(주)에스제이엠,2019,123700,1
4023,(주)에스제이엠,2020,123700,1
4024,(주)에스제이엠,2021,123700,1
4025,(주)에스제이엠홀딩스,2011,025530,1
4026,(주)에스제이엠홀딩스,2012,025530,1
4027,(주)에스제이엠홀딩스,2013,025530,1
4028,(주)에스제이엠홀딩스,2014,025530,1
4029,(주)에스제이엠홀딩스,2015,025530,1
4030,(주)에스제이엠홀딩스,2016,025530,1
4031,(주)에스제이엠홀딩스,2017,025530,1
4032,(주)에스제이엠홀딩스,2018,025530,1
4033,(주)에스제이엠홀딩스,2019,025530,1
4034,(주)에스제이엠홀딩스,2020,025530,1
4035,(주)에스제이엠홀딩스,2021,025530,1
4036,(주)에스텍파마,2011,041910,1
4037,(주)에스텍파마,2012,041910,1
4038,(주)에스텍파마,2013,041910,1
4039,(주)에스텍파마,2014,041910,1
4040,(주)에스텍파마,2015,041910,1
4041,(주)에스텍파마,2016,041910,1
4042,(주)에스텍파마,2017,041910,1
4043,(주)에스텍파마,2018,041910,1
4044,(주)에스텍파마,2019,041910,1
4045,(주)에스텍파마,2020,041910,1
4046,(주)에스텍파마,2021,041910,1
4047,(주)에스티아이,2011,039440,0
4048,(주)에스티아이,2012,039440,0
4049,(주)에스티아이,2013,039440,0
4050,(주)에스티아이,2014,039440,0
4051,(주)에스티아이,2015,039440,0
4052,(주)에스티아이,2016,039440,1
4053,(주)에스티아이,2017,039440,1
4054,(주)에스티아이,2018,039440,1
4055,(주)에스티아이,2019,039440,1
4056,(주)에스티아이,2020,039440,1
4057,(주)에스티아이,2021,039440,1
4058,(주)에스티오,2011,098660,1
4059,(주)에스티오,2012,098660,1
4060,(주)에스티오,2013,098660,1
4061,(주)에스티오,2014,098660,1
4062,(주)에스티오,2015,098660,1
4063,(주)에스티오,2016,098660,1
4064,(주)에스티오,2017,098660,1
4065,(주)에스티오,2018,098660,1
4066,(주)에스티오,2019,098660,1
4067,(주)에스티오,2020,098660,1
4068,(주)에스티오,2021,098660,1
4069,(주)에스폴리텍,2011,050760,0
4070,(주)에스폴리텍,2012,050760,0
4071,(주)에스폴리텍,2013,050760,0
4072,(주)에스폴리텍,2014,050760,0
4073,(주)에스폴리텍,2015,050760,0
4074,(주)에스폴리텍,2016,050760,0
4075,(주)에스폴리텍,2017,050760,0
4076,(주)에스폴리텍,2018,050760,1
4077,(주)에스폴리텍,2019,050760,1
4078,(주)에스폴리텍,2020,050760,1
4079,(주)에스폴리텍,2021,050760,1
4080,(주)에스피시스템스,2019,317830,1
4081,(주)에스피시스템스,2020,317830,0
4082,(주)에스피시스템스,2021,317830,0
4083,(주)에스피씨삼립,2011,005610,1
4084,(주)에스피씨삼립,2012,005610,1
4085,(주)에스피씨삼립,2013,005610,1
4086,(주)에스피씨삼립,2014,005610,1
4087,(주)에스피씨삼립,2015,005610,1
4088,(주)에스피씨삼립,2016,005610,1
4089,(주)에스피씨삼립,2017,005610,1
4090,(주)에스피씨삼립,2018,005610,1
4091,(주)에스피씨삼립,2019,005610,1
4092,(주)에스피씨삼립,2020,005610,1
4093,(주)에스피씨삼립,2021,005610,1
4094,(주)에스피지,2011,058610,1
4095,(주)에스피지,2012,058610,1
4096,(주)에스피지,2013,058610,1
4097,(주)에스피지,2014,058610,1
4098,(주)에스피지,2015,058610,1
4099,(주)에스피지,2016,058610,1
4100,(주)에스피지,2017,058610,1
4101,(주)에스피지,2018,058610,1
4102,(주)에스피지,2019,058610,1
4103,(주)에스피지,2020,058610,1
4104,(주)에스피지,2021,058610,1
4105,(주)에이디테크놀로지,2014,200710,0
4106,(주)에이디테크놀로지,2015,200710,0
4107,(주)에이디테크놀로지,2016,200710,0
4108,(주)에이디테크놀로지,2017,200710,0
4109,(주)에이디테크놀로지,2018,200710,0
4110,(주)에이디테크놀로지,2019,200710,0
4111,(주)에이디테크놀로지,2020,200710,0
4112,(주)에이디테크놀로지,2021,200710,0
4113,(주)에이루트,2011,096690,1
4114,(주)에이루트,2012,096690,1
4115,(주)에이루트,2013,096690,1
4116,(주)에이루트,2014,096690,1
4117,(주)에이루트,2015,096690,0
4118,(주)에이루트,2016,096690,0
4119,(주)에이루트,2017,096690,0
4120,(주)에이루트,2018,096690,0
4121,(주)에이루트,2019,096690,0
4122,(주)에이루트,2020,096690,0
4123,(주)에이루트,2021,096690,0
4124,(주)에이블씨엔씨,2011,078520,1
4125,(주)에이블씨엔씨,2012,078520,1
4126,(주)에이블씨엔씨,2013,078520,1
4127,(주)에이블씨엔씨,2014,078520,1
4128,(주)에이블씨엔씨,2015,078520,1
4129,(주)에이블씨엔씨,2016,078520,1
4130,(주)에이블씨엔씨,2017,078520,0
4131,(주)에이블씨엔씨,2018,078520,0
4132,(주)에이블씨엔씨,2019,078520,0
4133,(주)에이블씨엔씨,2020,078520,0
4134,(주)에이블씨엔씨,2021,078520,0
4135,(주)에이비프로바이오,2015,195990,1
4136,(주)에이비프로바이오,2016,195990,0
4137,(주)에이비프로바이오,2017,195990,0
4138,(주)에이비프로바이오,2018,195990,0
4139,(주)에이비프로바이오,2019,195990,0
4140,(주)에이비프로바이오,2020,195990,0
4141,(주)에이비프로바이오,2021,195990,0
4142,(주)에이스침대,2011,003800,1
4143,(주)에이스침대,2012,003800,1
4144,(주)에이스침대,2013,003800,1
4145,(주)에이스침대,2014,003800,1
4146,(주)에이스침대,2015,003800,1
4147,(주)에이스침대,2016,003800,1
4148,(주)에이스침대,2017,003800,1
4149,(주)에이스침대,2018,003800,1
4150,(주)에이스침대,2019,003800,1
4151,(주)에이스침대,2020,003800,1
4152,(주)에이스침대,2021,003800,1
4153,(주)에이스테크놀로지,2011,088800,1
4154,(주)에이스테크놀로지,2012,088800,1
4155,(주)에이스테크놀로지,2013,088800,1
4156,(주)에이스테크놀로지,2014,088800,1
4157,(주)에이스테크놀로지,2015,088800,1
4158,(주)에이스테크놀로지,2016,088800,0
4159,(주)에이스테크놀로지,2017,088800,0
4160,(주)에이스테크놀로지,2018,088800,0
4161,(주)에이스테크놀로지,2019,088800,0
4162,(주)에이스테크놀로지,2020,088800,0
4163,(주)에이스테크놀로지,2021,088800,0
4164,(주)에이치디,2011,102210,1
4165,(주)에이치디,2012,102210,0
4166,(주)에이치디,2013,102210,0
4167,(주)에이치디,2014,102210,0
4168,(주)에이치디,2015,102210,1
4169,(주)에이치디,2016,102210,1
4170,(주)에이치디,2017,102210,1
4171,(주)에이치디,2018,102210,0
4172,(주)에이치디,2019,102210,0
4173,(주)에이치디,2020,102210,0
4174,(주)에이치비테크놀러지,2011,078150,0
4175,(주)에이치비테크놀러지,2012,078150,0
4176,(주)에이치비테크놀러지,2013,078150,0
4177,(주)에이치비테크놀러지,2014,078150,0
4178,(주)에이치비테크놀러지,2015,078150,0
4179,(주)에이치비테크놀러지,2016,078150,0
4180,(주)에이치비테크놀러지,2017,078150,0
4181,(주)에이치비테크놀러지,2018,078150,1
4182,(주)에이치비테크놀러지,2019,078150,1
4183,(주)에이치비테크놀러지,2020,078150,1
4184,(주)에이치비테크놀러지,2021,078150,1
4185,(주)에이치시티,2016,072990,0
4186,(주)에이치시티,2017,072990,0
4187,(주)에이치시티,2018,072990,0
4188,(주)에이치시티,2019,072990,0
4189,(주)에이치시티,2020,072990,1
4190,(주)에이치시티,2021,072990,1
4191,(주)에이치알에스,2011,036640,1
4192,(주)에이치알에스,2012,036640,1
4193,(주)에이치알에스,2013,036640,1
4194,(주)에이치알에스,2014,036640,1
4195,(주)에이치알에스,2015,036640,1
4196,(주)에이치알에스,2016,036640,1
4197,(주)에이치알에스,2017,036640,1
4198,(주)에이치알에스,2018,036640,1
4199,(주)에이치알에스,2019,036640,0
4200,(주)에이치알에스,2020,036640,0
4201,(주)에이치알에스,2021,036640,0
4202,(주)에이치엘사이언스,2016,239610,0
4203,(주)에이치엘사이언스,2017,239610,0
4204,(주)에이치엘사이언스,2018,239610,0
4205,(주)에이치엘사이언스,2019,239610,1
4206,(주)에이치엘사이언스,2020,239610,1
4207,(주)에이치엘사이언스,2021,239610,1
4208,(주)에이치케이,2011,044780,1
4209,(주)에이치케이,2012,044780,1
4210,(주)에이치케이,2013,044780,0
4211,(주)에이치케이,2014,044780,0
4212,(주)에이치케이,2015,044780,0
4213,(주)에이치케이,2016,044780,0
4214,(주)에이치케이,2017,044780,0
4215,(주)에이치케이,2018,044780,0
4216,(주)에이치케이,2019,044780,0
4217,(주)에이치케이,2020,044780,0
4218,(주)에이치케이,2021,044780,0
4219,(주)에이치피오,2021,357230,1
4220,(주)에이텍,2011,045660,1
4221,(주)에이텍,2012,045660,1
4222,(주)에이텍,2013,045660,1
4223,(주)에이텍,2014,045660,1
4224,(주)에이텍,2015,045660,1
4225,(주)에이텍,2016,045660,1
4226,(주)에이텍,2017,045660,1
4227,(주)에이텍,2018,045660,1
4228,(주)에이텍,2019,045660,1
4229,(주)에이텍,2020,045660,1
4230,(주)에이텍,2021,045660,1
4231,(주)에이텍티앤,2015,224110,0
4232,(주)에이텍티앤,2016,224110,0
4233,(주)에이텍티앤,2017,224110,0
4234,(주)에이텍티앤,2018,224110,0
4235,(주)에이텍티앤,2019,224110,0
4236,(주)에이텍티앤,2020,224110,0
4237,(주)에이텍티앤,2021,224110,0
4238,(주)에이팸,2011,073070,1
4239,(주)에이팸,2012,073070,1
4240,(주)에이팸,2013,073070,1
4241,(주)에이팸,2014,073070,1
4242,(주)에이팸,2015,073070,1
4243,(주)에이팸,2016,073070,1
4244,(주)에이팸,2017,073070,0
4245,(주)에이팸,2018,073070,0
4246,(주)에이팸,2019,073070,0
4247,(주)에이팸,2020,073070,0
4248,(주)에이플러스에셋어드바이저,2020,244920,1
4249,(주)에이플러스에셋어드바이저,2021,244920,1
4250,(주)에코마케팅,2016,230360,1
4251,(주)에코마케팅,2017,230360,1
4252,(주)에코마케팅,2018,230360,1
4253,(주)에코마케팅,2019,230360,1
4254,(주)에코마케팅,2020,230360,1
4255,(주)에코마케팅,2021,230360,1
4256,(주)에코프로,2011,086520,1
4257,(주)에코프로,2012,086520,0
4258,(주)에코프로,2013,086520,0
4259,(주)에코프로,2014,086520,0
4260,(주)에코프로,2015,086520,0
4261,(주)에코프로,2016,086520,0
4262,(주)에코프로,2017,086520,0
4263,(주)에코프로,2018,086520,0
4264,(주)에코프로,2019,086520,0
4265,(주)에코프로,2020,086520,0
4266,(주)에코프로,2021,086520,1
4267,(주)에코프로비엠,2016,247540,0
4268,(주)에코프로비엠,2017,247540,0
4269,(주)에코프로비엠,2019,247540,0
4270,(주)에코프로비엠,2020,247540,0
4271,(주)에코프로비엠,2021,247540,1
4272,(주)에코프로에이치엔,2021,383310,1
4273,(주)에프알텍,2011,073540,0
4274,(주)에프알텍,2012,073540,0
4275,(주)에프알텍,2013,073540,0
4276,(주)에프알텍,2014,073540,0
4277,(주)에프알텍,2015,073540,0
4278,(주)에프알텍,2016,073540,0
4279,(주)에프알텍,2017,073540,0
4280,(주)에프알텍,2018,073540,0
4281,(주)에프알텍,2019,073540,0
4282,(주)에프알텍,2020,073540,0
4283,(주)에프알텍,2021,073540,0
4284,(주)에프앤가이드,2020,064850,1
4285,(주)에프앤가이드,2021,064850,1
4286,(주)에프앤에프,2021,383220,1
4287,(주)에프앤에프홀딩스,2011,007700,1
4288,(주)에프앤에프홀딩스,2012,007700,1
4289,(주)에프앤에프홀딩스,2013,007700,1
4290,(주)에프앤에프홀딩스,2014,007700,1
4291,(주)에프앤에프홀딩스,2015,007700,1
4292,(주)에프앤에프홀딩스,2016,007700,1
4293,(주)에프앤에프홀딩스,2017,007700,1
4294,(주)에프앤에프홀딩스,2018,007700,1
4295,(주)에프앤에프홀딩스,2019,007700,1
4296,(주)에프앤에프홀딩스,2020,007700,1
4297,(주)에프앤에프홀딩스,2021,007700,1
4298,(주)에프에스티,2011,036810,0
4299,(주)에프에스티,2012,036810,0
4300,(주)에프에스티,2013,036810,0
4301,(주)에프에스티,2014,036810,0
4302,(주)에프에스티,2015,036810,0
4303,(주)에프에스티,2016,036810,1
4304,(주)에프에스티,2017,036810,1
4305,(주)에프에스티,2018,036810,1
4306,(주)에프에스티,2019,036810,1
4307,(주)에프에스티,2020,036810,1
4308,(주)에프에스티,2021,036810,1
4309,(주)에프엔씨엔터테인먼트,2014,173940,1
4310,(주)에프엔씨엔터테인먼트,2015,173940,1
4311,(주)에프엔씨엔터테인먼트,2016,173940,0
4312,(주)에프엔씨엔터테인먼트,2017,173940,0
4313,(주)에프엔씨엔터테인먼트,2018,173940,0
4314,(주)에프엔씨엔터테인먼트,2019,173940,0
4315,(주)에프엔씨엔터테인먼트,2020,173940,0
4316,(주)에프엔씨엔터테인먼트,2021,173940,0
4317,(주)엑시콘,2015,092870,1
4318,(주)엑시콘,2016,092870,1
4319,(주)엑시콘,2017,092870,1
4320,(주)엑시콘,2018,092870,1
4321,(주)엑시콘,2019,092870,1
4322,(주)엑시콘,2020,092870,1
4323,(주)엑시콘,2021,092870,1
4324,(주)엔시스,2021,333620,1
4325,(주)엔씨소프트,2011,036570,1
4326,(주)엔씨소프트,2012,036570,1
4327,(주)엔씨소프트,2013,036570,1
4328,(주)엔씨소프트,2014,036570,1
4329,(주)엔씨소프트,2015,036570,1
4330,(주)엔씨소프트,2016,036570,1
4331,(주)엔씨소프트,2017,036570,1
4332,(주)엔씨소프트,2018,036570,1
4333,(주)엔씨소프트,2019,036570,1
4334,(주)엔씨소프트,2020,036570,1
4335,(주)엔씨소프트,2021,036570,1
4336,(주)엔아이스틸,2011,008260,1
4337,(주)엔아이스틸,2012,008260,1
4338,(주)엔아이스틸,2013,008260,1
4339,(주)엔아이스틸,2014,008260,1
4340,(주)엔아이스틸,2015,008260,1
4341,(주)엔아이스틸,2016,008260,1
4342,(주)엔아이스틸,2017,008260,1
4343,(주)엔아이스틸,2018,008260,1
4344,(주)엔아이스틸,2019,008260,1
4345,(주)엔아이스틸,2020,008260,1
4346,(주)엔아이스틸,2021,008260,1
4347,(주)엔에스쇼핑,2015,138250,0
4348,(주)엔에스쇼핑,2016,138250,0
4349,(주)엔에스쇼핑,2017,138250,0
4350,(주)엔에스쇼핑,2018,138250,1
4351,(주)엔에스쇼핑,2019,138250,1
4352,(주)엔에스쇼핑,2020,138250,1
4353,(주)엔에스쇼핑,2021,138250,1
4354,(주)엔에프씨,2020,265740,1
4355,(주)엔에프씨,2021,265740,1
4356,(주)엔이능률,2011,053290,1
4357,(주)엔이능률,2012,053290,0
4358,(주)엔이능률,2013,053290,0
4359,(주)엔이능률,2014,053290,0
4360,(주)엔이능률,2015,053290,1
4361,(주)엔이능률,2016,053290,1
4362,(주)엔이능률,2017,053290,1
4363,(주)엔이능률,2018,053290,0
4364,(주)엔이능률,2019,053290,0
4365,(주)엔이능률,2020,053290,0
4366,(주)엔이능률,2021,053290,0
4367,(주)엔케이,2011,085310,1
4368,(주)엔케이,2012,085310,1
4369,(주)엔케이,2013,085310,0
4370,(주)엔케이,2014,085310,0
4371,(주)엔케이,2015,085310,0
4372,(주)엔케이,2016,085310,0
4373,(주)엔케이,2017,085310,0
4374,(주)엔케이,2018,085310,0
4375,(주)엔케이,2019,085310,0
4376,(주)엔케이,2020,085310,0
4377,(주)엔케이,2021,085310,0
4378,(주)엔텔스,2011,069410,0
4379,(주)엔텔스,2012,069410,0
4380,(주)엔텔스,2013,069410,0
4381,(주)엔텔스,2014,069410,1
4382,(주)엔텔스,2015,069410,0
4383,(주)엔텔스,2016,069410,0
4384,(주)엔텔스,2017,069410,0
4385,(주)엔텔스,2018,069410,0
4386,(주)엔텔스,2019,069410,0
4387,(주)엔텔스,2020,069410,0
4388,(주)엔텔스,2021,069410,0
4389,(주)엔피케이,2011,048830,0
4390,(주)엔피케이,2012,048830,0
4391,(주)엔피케이,2013,048830,0
4392,(주)엔피케이,2014,048830,1
4393,(주)엔피케이,2015,048830,1
4394,(주)엔피케이,2016,048830,1
4395,(주)엔피케이,2017,048830,1
4396,(주)엔피케이,2018,048830,1
4397,(주)엔피케이,2019,048830,1
4398,(주)엔피케이,2020,048830,1
4399,(주)엔피케이,2021,048830,1
4400,(주)엘앤씨바이오,2018,290650,0
4401,(주)엘앤씨바이오,2019,290650,0
4402,(주)엘앤씨바이오,2020,290650,0
4403,(주)엘앤씨바이오,2021,290650,1
4404,(주)엘앤에프,2011,066970,1
4405,(주)엘앤에프,2012,066970,1
4406,(주)엘앤에프,2013,066970,1
4407,(주)엘앤에프,2014,066970,1
4408,(주)엘앤에프,2015,066970,1
4409,(주)엘앤에프,2016,066970,1
4410,(주)엘앤에프,2017,066970,1
4411,(주)엘앤에프,2018,066970,1
4412,(주)엘앤에프,2019,066970,1
4413,(주)엘앤에프,2020,066970,1
4414,(주)엘앤에프,2021,066970,0
4415,(주)엘에스,2011,006260,1
4416,(주)엘에스,2012,006260,1
4417,(주)엘에스,2013,006260,1
4418,(주)엘에스,2014,006260,1
4419,(주)엘에스,2015,006260,1
4420,(주)엘에스,2016,006260,1
4421,(주)엘에스,2017,006260,1
